county,office,district,party,candidate,votes,winner,write-in,notes
Pinal,U.S. Senate,,REP,Jeff Flake,15356,,,
Pinal,U.S. Senate,,REP,Bryan Hackbarth,960,,,
Pinal,U.S. Senate,,REP,John Lyon,2,,,
Pinal,U.S. Senate,,REP,Clair Van Steenwyk,1270,,,
Santa Cruz,U.S. Senate,,DEM,Richard Carmona,3525,,,
Santa Cruz,U.S. Senate,,LBT,Marc Victor,0,,,
Santa Cruz,U.S. Senate,,REP,Luis Acle,1,,,
Santa Cruz,U.S. Senate,,REP,Wil Cardon,303,,,
Santa Cruz,U.S. Senate,,REP,Jeff Flake,931,,,
Santa Cruz,U.S. Senate,,REP,Bryan Hackbarth,106,,,
Santa Cruz,U.S. Senate,,REP,John Lyon,2,,,
Santa Cruz,U.S. Senate,,REP,Clair Van Steenwyk,124,,,
Yavapai,U.S. Senate,,DEM,Richard Carmona,8617,,,
Yavapai,U.S. Senate,,LBT,Marc Victor,33,,,
Yavapai,U.S. Senate,,REP,Luis Acle,1,,,
Yavapai,U.S. Senate,,REP,Wil Cardon,7079,,,
Yavapai,U.S. Senate,,REP,Jeff Flake,21956,,,
Yavapai,U.S. Senate,,REP,Bryan Hackbarth,1530,,,
Yavapai,U.S. Senate,,REP,John Lyon,10,,,
Yavapai,U.S. Senate,,REP,Clair Van Steenwyk,1880,,,
Yuma,U.S. Senate,,DEM,Richard Carmona,5781,,,
Yuma,U.S. Senate,,LBT,Marc Victor,7,,,
Yuma,U.S. Senate,,REP,Luis Acle,5,,,
Yuma,U.S. Senate,,REP,Wil Cardon,1444,,,
Yuma,U.S. Senate,,REP,Jeff Flake,5292,,,
Yuma,U.S. Senate,,REP,Bryan Hackbarth,869,,,
Yuma,U.S. Senate,,REP,John Lyon,0,,,
Yuma,U.S. Senate,,REP,Clair Van Steenwyk,882,,,
,U.S. Senate,,DEM,Richard Carmona,289881,TRUE,,
,U.S. Senate,,LBT,Marc Victor,591,TRUE,TRUE,
,U.S. Senate,,REP,Luis Acle,56,,TRUE,
,U.S. Senate,,REP,Wil Cardon,110150,,,
,U.S. Senate,,REP,Jeff Flake,357360,TRUE,,
,U.S. Senate,,REP,Bryan Hackbarth,19174,,,
,U.S. Senate,,REP,John Lyon,126,,TRUE,
,U.S. Senate,,REP,Clair Van Steenwyk,29159,,,
Apache,U.S. House,1,DEM,Wenona Benally Baldenegro,5280,,,
Apache,U.S. House,1,DEM,Ann Kirkpatrick,5481,,,
Apache,U.S. House,1,LBT,Kim Allen Write-In,14,,,
Apache,U.S. House,1,REP,Patrick Gatti,253,,,
Apache,U.S. House,1,REP,Gaither Martin,1168,,,
Apache,U.S. House,1,REP,Jonathan Paton,1268,,,
Apache,U.S. House,1,REP,Douglas Wade,460,,,
Coconino,U.S. House,1,DEM,Wenona Benally Baldenegro,3986,,,
Coconino,U.S. House,1,DEM,Ann Kirkpatrick,5856,,,
Coconino,U.S. House,1,LBT,Kim Allen Write-In,28,,,
Coconino,U.S. House,1,REP,Patrick Gatti,357,,,
Coconino,U.S. House,1,REP,Gaither Martin,906,,,
Coconino,U.S. House,1,REP,Jonathan Paton,3713,,,
Coconino,U.S. House,1,REP,Douglas Wade,1032,,,
Gila,U.S. House,1,DEM,Wenona Benally Baldenegro,913,,,
Gila,U.S. House,1,DEM,Ann Kirkpatrick,2019,,,
Gila,U.S. House,1,LBT,Kim Allen Write-In,2,,,
Gila,U.S. House,1,REP,Patrick Gatti,104,,,
Gila,U.S. House,1,REP,Gaither Martin,247,,,
Gila,U.S. House,1,REP,Jonathan Paton,771,,,
Gila,U.S. House,1,REP,Douglas Wade,295,,,
Graham,U.S. House,1,DEM,Wenona Benally Baldenegro,500,,,
Graham,U.S. House,1,DEM,Ann Kirkpatrick,1226,,,
Graham,U.S. House,1,LBT,Kim Allen Write-In,0,,,
Graham,U.S. House,1,REP,Patrick Gatti,148,,,
Graham,U.S. House,1,REP,Gaither Martin,812,,,
Graham,U.S. House,1,REP,Jonathan Paton,2079,,,
Graham,U.S. House,1,REP,Douglas Wade,350,,,
Greenlee,U.S. House,1,DEM,Wenona Benally Baldenegro,209,,,
Greenlee,U.S. House,1,DEM,Ann Kirkpatrick,863,,,
Greenlee,U.S. House,1,LBT,Kim Allen Write-In,1,,,
Greenlee,U.S. House,1,REP,Patrick Gatti,26,,,
Greenlee,U.S. House,1,REP,Gaither Martin,79,,,
Greenlee,U.S. House,1,REP,Jonathan Paton,285,,,
Greenlee,U.S. House,1,REP,Douglas Wade,75,,,
Maricopa,U.S. House,1,DEM,Wenona Benally Baldenegro,34,,,
Maricopa,U.S. House,1,DEM,Ann Kirkpatrick,39,,,
Maricopa,U.S. House,1,LBT,Kim Allen Write-In,0,,,
Maricopa,U.S. House,1,REP,Patrick Gatti,0,,,
Maricopa,U.S. House,1,REP,Gaither Martin,1,,,
Maricopa,U.S. House,1,REP,Jonathan Paton,1,,,
Maricopa,U.S. House,1,REP,Douglas Wade,5,,,
Mohave,U.S. House,1,DEM,Wenona Benally Baldenegro,5,,,
Mohave,U.S. House,1,DEM,Ann Kirkpatrick,8,,,
Mohave,U.S. House,1,LBT,Kim Allen Write-In,0,,,
Mohave,U.S. House,1,REP,Patrick Gatti,0,,,
Mohave,U.S. House,1,REP,Gaither Martin,10,,,
Mohave,U.S. House,1,REP,Jonathan Paton,9,,,
Mohave,U.S. House,1,REP,Douglas Wade,6,,,
Navajo,U.S. House,1,DEM,Wenona Benally Baldenegro,3635,,,
Navajo,U.S. House,1,DEM,Ann Kirkpatrick,4611,,,
Navajo,U.S. House,1,LBT,Kim Allen Write-In,10,,,
Navajo,U.S. House,1,REP,Patrick Gatti,413,,,
Navajo,U.S. House,1,REP,Gaither Martin,2048,,,
Navajo,U.S. House,1,REP,Jonathan Paton,4361,,,
Navajo,U.S. House,1,REP,Douglas Wade,755,,,
Pima,U.S. House,1,DEM,Wenona Benally Baldenegro,1623,,,
Pima,U.S. House,1,DEM,Ann Kirkpatrick,5292,,,
Pima,U.S. House,1,LBT,Kim Allen Write-In,11,,,
Pima,U.S. House,1,REP,Patrick Gatti,483,,,
Pima,U.S. House,1,REP,Gaither Martin,1199,,,
Pima,U.S. House,1,REP,Jonathan Paton,8515,,,
Pima,U.S. House,1,REP,Douglas Wade,1163,,,
Pinal,U.S. House,1,DEM,Wenona Benally Baldenegro,2640,,,
Pinal,U.S. House,1,DEM,Ann Kirkpatrick,6917,,,
Pinal,U.S. House,1,LBT,Kim Allen Write-In,20,,,
Pinal,U.S. House,1,REP,Patrick Gatti,656,,,
Pinal,U.S. House,1,REP,Gaither Martin,1794,,,
Pinal,U.S. House,1,REP,Jonathan Paton,6614,,,
Pinal,U.S. House,1,REP,Douglas Wade,1833,,,
Yavapai,U.S. House,1,DEM,Wenona Benally Baldenegro,422,,,
Yavapai,U.S. House,1,DEM,Ann Kirkpatrick,1519,,,
Yavapai,U.S. House,1,LBT,Kim Allen Write-In,11,,,
Yavapai,U.S. House,1,REP,Patrick Gatti,267,,,
Yavapai,U.S. House,1,REP,Gaither Martin,694,,,
Yavapai,U.S. House,1,REP,Jonathan Paton,1028,,,
Yavapai,U.S. House,1,REP,Douglas Wade,784,,,
,U.S. House,1,DEM,Wenona Benally Baldenegro,19247,,,
,U.S. House,1,DEM,Ann Kirkpatrick,33831,TRUE,,
,U.S. House,1,LBT,Kim Allen Write-In,97,TRUE,TRUE,
,U.S. House,1,REP,Patrick Gatti,2707,,,
,U.S. House,1,REP,Gaither Martin,8958,,,
,U.S. House,1,REP,Jonathan Paton,28644,TRUE,,
,U.S. House,1,REP,Douglas Wade,6758,,,
Cochise,U.S. House,2,DEM,Ron Barber,6865,,,
Cochise,U.S. House,2,DEM,Matt Heinz,1552,,,
Cochise,U.S. House,2,DEM,Charlie Manolakis,1,,,
Cochise,U.S. House,2,REP,Mark Koskinlemi,2571,,,
Cochise,U.S. House,2,REP,Martha McSal!y,9206,,,
Pima,U.S. House,2,DEM,Ron Barber,44341,,,
Pima,U.S. House,2,DEM,Matt Heinz,9661,,,
Pima,U.S. House,2,DEM,Charlie Manolakis,3,,,
Pima,U.S. House,2,REP,Mark Koskinlemi,9257,,,
Pima,U.S. House,2,REP,Martha McSal!y,43603,,,
,U.S. House,2,DEM,Ron Barber,51206,TRUE,,
,U.S. House,2,DEM,Matt Heinz,11213,,,
,U.S. House,2,DEM,Charlie Manolakis,4,,TRUE,
,U.S. House,2,REP,Mark Koskinlemi,11828,,,
,U.S. House,2,REP,Martha McSal!y,52809,TRUE,,
Maricopa,U.S. House,3,DEM,Amanda Aguirre,2076,,,
Maricopa,U.S. House,3,DEM,Manny Arreguin,553,,,
Maricopa,U.S. House,3,DEM,Raul M. Grijalva,3560,,,
Maricopa,U.S. House,3,LBT,Blanca Guerra,28,,,
Maricopa,U.S. House,3,REP,Gabriela Saucedo Mercer,3731,,,
Maricopa,U.S. House,3,REP,Jaime Vasquez,2663,,,
Pima,U.S. House,3,DEM,Amanda Aguirre,4025,,,
Pima,U.S. House,3,DEM,Manny Arreguin,1448,,,
Pima,U.S. House,3,DEM,Raul M. Grijalva,15311,,,
Pima,U.S. House,3,LBT,Blanca Guerra,64,,,
Pima,U.S. House,3,REP,Gabriela Saucedo Mercer,5860,,,
Pima,U.S. House,3,REP,Jaime Vasquez,2466,,,
Pinal,U.S. House,3,DEM,Amanda Aguirre,5,,,
Pinal,U.S. House,3,DEM,Manny Arreguin,3,,,
Pinal,U.S. House,3,DEM,Raul M. Grijalva,23,,,
Pinal,U.S. House,3,LBT,Blanca Guerra,0,,,
Pinal,U.S. House,3,REP,Gabriela Saucedo Mercer,1,,,
Pinal,U.S. House,3,REP,Jaime Vasquez,1,,,
Santa Cruz,U.S. House,3,DEM,Amanda Aguirre,634,,,
Santa Cruz,U.S. House,3,DEM,Manny Arreguin,745,,,
Santa Cruz,U.S. House,3,DEM,Raul M. Grijalva,2791,,,
Santa Cruz,U.S. House,3,LBT,Blanca Guerra,6,,,
Santa Cruz,U.S. House,3,REP,Gabriela Saucedo Mercer,917,,,
Santa Cruz,U.S. House,3,REP,Jaime Vasquez,413,,,
Yuma,U.S. House,3,DEM,Amanda Aguirre,2744,,,
Yuma,U.S. House,3,DEM,Manny Arreguin,356,,,
Yuma,U.S. House,3,DEM,Raul M. Grijalva,2359,,,
Yuma,U.S. House,3,LBT,Blanca Guerra,18,,,
Yuma,U.S. House,3,REP,Gabriela Saucedo Mercer,1965,,,
Yuma,U.S. House,3,REP,Jaime Vasquez,1079,,,
,U.S. House,3,DEM,Amanda Aguirre,9484,,,
,U.S. House,3,DEM,Manny Arreguin,3105,,,
,U.S. House,3,DEM,Raul M. Grijalva,24044,TRUE,,
,U.S. House,3,LBT,Blanca Guerra,116,TRUE,,
,U.S. House,3,REP,Gabriela Saucedo Mercer,12474,TRUE,,
,U.S. House,3,REP,Jaime Vasquez,6622,,,
Gila,U.S. House,4,AEL,Richard Grayson,0,,,
Gila,U.S. House,4,DEM,Johnnie Robinson,674,,,
Gila,U.S. House,4,DEM,Mike! Weisser,644,,,
Gila,U.S. House,4,LBT,Joe Pamella,12,,,
Gila,U.S. House,4,REP,Paul Gosar,3667,,,
Gila,U.S. House,4,REP,Ron Gould,1038,,,
Gila,U.S. House,4,REP,Rick Murphy,508,,,
La Paz,U.S. House,4,AEL,Richard Grayson,1,,,
La Paz,U.S. House,4,DEM,Johnnie Robinson,284,,,
La Paz,U.S. House,4,DEM,Mike! Weisser,223,,,
La Paz,U.S. House,4,LBT,Joe Pamella,1,,,
La Paz,U.S. House,4,REP,Paul Gosar,568,,,
La Paz,U.S. House,4,REP,Ron Gould,529,,,
La Paz,U.S. House,4,REP,Rick Murphy,684,,,
Maricopa,U.S. House,4,AEL,Richard Grayson,0,,,
Maricopa,U.S. House,4,DEM,Johnnie Robinson,535,,,
Maricopa,U.S. House,4,DEM,Mike! Weisser,474,,,
Maricopa,U.S. House,4,LBT,Joe Pamella,17,,,
Maricopa,U.S. House,4,REP,Paul Gosar,2026,,,
Maricopa,U.S. House,4,REP,Ron Gould,1313,,,
Maricopa,U.S. House,4,REP,Rick Murphy,639,,,
Mohave,U.S. House,4,AEL,Richard Grayson,4,,,
Mohave,U.S. House,4,DEM,Johnnie Robinson,2193,,,
Mohave,U.S. House,4,DEM,Mike! Weisser,2488,,,
Mohave,U.S. House,4,LBT,Joe Pamella,43,,,
Mohave,U.S. House,4,REP,Paul Gosar,5823,,,
Mohave,U.S. House,4,REP,Ron Gould,9922,,,
Mohave,U.S. House,4,REP,Rick Murphy,6049,,,
Pinal,U.S. House,4,AEL,Richard Grayson,3,,,
Pinal,U.S. House,4,DEM,Johnnie Robinson,2349,,,
Pinal,U.S. House,4,DEM,Mike! Weisser,1920,,,
Pinal,U.S. House,4,LBT,Joe Pamella,42,,,
Pinal,U.S. House,4,REP,Paul Gosar,5942,,,
Pinal,U.S. House,4,REP,Ron Gould,3643,,,
Pinal,U.S. House,4,REP,Rick Murphy,1529,,,
Yavapai,U.S. House,4,AEL,Richard Grayson,1,,,
Yavapai,U.S. House,4,DEM,Johnnie Robinson,3081,,,
Yavapai,U.S. House,4,DEM,Mike! Weisser,3547,,,
Yavapai,U.S. House,4,LBT,Joe Pamella,64,,,
Yavapai,U.S. House,4,REP,Paul Gosar,19379,,,
Yavapai,U.S. House,4,REP,Ron Gould,6278,,,
Yavapai,U.S. House,4,REP,Rick Murphy,3279,,,
Yuma,U.S. House,4,AEL,Richard Grayson,2,,,
Yuma,U.S. House,4,DEM,Johnnie Robinson,1069,,,
Yuma,U.S. House,4,DEM,Mike! Weisser,870,,,
Yuma,U.S. House,4,LBT,Joe Pamella,10,,,
Yuma,U.S. House,4,REP,Paul Gosar,2628,,,
Yuma,U.S. House,4,REP,Ron Gould,1894,,,
Yuma,U.S. House,4,REP,Rick Murphy,627,,,
,U.S. House,4,AEL,Richard Grayson,11,TRUE,TRUE,
,U.S. House,4,DEM,Johnnie Robinson,10185,,,
,U.S. House,4,DEM,Mike! Weisser,10166,,,
,U.S. House,4,LBT,Joe Pamella,189,TRUE,,
,U.S. House,4,REP,Paul Gosar,40033,TRUE,,
,U.S. House,4,REP,Ron Gould,24617,,,
,U.S. House,4,REP,Rick Murphy,13315,,,
Maricopa,U.S. House,5,DEM,Spencer Morgan,19659,,,
Maricopa,U.S. House,5,REP,Kirk Adams,38152,,,
Maricopa,U.S. House,5,REP,Matt Salmon,41078,,,
,U.S. House,5,DEM,Spencer Morgan,19659,TRUE,,
,U.S. House,5,REP,Kirk Adams,38152,,,
,U.S. House,5,REP,Matt Salmon,41078,TRUE,,
Maricopa,U.S. House,6,DEM,Matt Jette,12383,,,
Maricopa,U.S. House,6,DEM,W. John Wil!iamson,11471,,,
Maricopa,U.S. House,6,GRN,Mark Salazar,2,,,
Maricopa,U.S. House,6,LBT,Jack Anderson,287,,,
Maricopa,U.S. House,6,REP,Ben Quayle,39414,,,
Maricopa,U.S. House,6,REP,David Schweikert,41821,,,
,U.S. House,6,DEM,Matt Jette,12383,TRUE,,
,U.S. House,6,DEM,W. John Williamson,11471,,,
,U.S. House,6,GRN,Mark Salazar,2,TRUE,TRUE,
,U.S. House,6,LBT,Jack Anderson,287,TRUE,,
,U.S. House,6,REP,Ben Quayle,39414,,,
,U.S. House,6,REP,David Schweikert,41821,TRUE,,
Maricopa,U.S. House,7,DEM,Rebecca DeWitt,6013,,,
Maricopa,U.S. House,7,DEM,Ed Pastor,22664,,,
Maricopa,U.S. House,7,LBT,Joe Cobb,162,,,
Maricopa,U.S. House,7,REP,Scott Fistler,116,,,
,U.S. House,7,DEM,Rebecca DeWitt,6013,,,
,U.S. House,7,DEM,Ed Pastor,22664,TRUE,,
,U.S. House,7,LBT,Joe Cobb,162,TRUE,,
,U.S. House,7,REP,Scott Fistler,116,,TRUE,
Maricopa,U.S. House,8,AEL,Stephen Dolgos,34,,,
Maricopa,U.S. House,8,DEM,Gene Scharer,24510,,,
Maricopa,U.S. House,8,REP,Trent Franks,57257,,,
Maricopa,U.S. House,8,REP,Helmuth Hack,18,,,
Maricopa,U.S. House,8,REP,Tony Passalacqua,11572,,,
,U.S. House,8,AEL,Stephen Dolgos,34,TRUE,,
,U.S. House,8,DEM,Gene Scharer,24510,TRUE,,
,U.S. House,8,REP,Trent Franks,57257,TRUE,,
,U.S. House,8,REP,Helmuth Hack,18,,TRUE,
,U.S. House,8,REP,Tony Passalacqua,11572,,,
Maricopa,U.S. House,9,DEM,Andrei Cherny,11146,,,
Maricopa,U.S. House,9,DEM,David Schapira,11419,,,
Maricopa,U.S. House,9,DEM,Kyrsten Sinema,15536,,,
Maricopa,U.S. House,9,LBT,Powell Gammill,90,,,
Maricopa,U.S. House,9,REP,Lisa Borowsky,3281,,,
Maricopa,U.S. House,9,REP,Leah Campos Schandlbauer,2139,,,
Maricopa,U.S. House,9,REP,Travis Grantham,9179,,,
Maricopa,U.S. House,9,REP,Vernon B. Parker,11184,,,
Maricopa,U.S. House,9,REP,Wendy Rogers,10479,,,
Maricopa,U.S. House,9,REP,Martin Sepulveda,10165,,,
Maricopa,U.S. House,9,REP,Jeff Thompson,3358,,,
,U.S. House,9,DEM,Andrei Cherny,11146,,,
,U.S. House,9,DEM,David Schapira,11419,,,
,U.S. House,9,DEM,Kyrsten Sinema,15536,TRUE,,
,U.S. House,9,LBT,Powell Gammill,90,TRUE,TRUE,
,U.S. House,9,REP,Lisa Borowsky,3281,,,
,U.S. House,9,REP,Leah Campos Schandlbauer,2139,,,
,U.S. House,9,REP,Travis Grantham,9179,,,
,U.S. House,9,REP,Vernon B. Parker,11184,TRUE,,
,U.S. House,9,REP,Wendy Rogers,10479,,,
,U.S. House,9,REP,Martin Sepulveda,10165,,,
,U.S. House,9,REP,Jeff Thompson,3358,,,
Maricopa,State Senate,1,REP,Steve Pierce,6629,,,
Yavapai,State Senate,1,REP,Steve Pierce,22733,,,
,State Senate,1,REP,Steve Pierce,29362,TRUE,,
Pima,State Senate,2,DEM,Linda Lopez,9358,,,
Santa Cruz,State Senate,2,DEM,Linda Lopez,3255,,,
,State Senate,2,DEM,Linda Lopez,12613,TRUE,,
Pima,State Senate,3,DEM,Olivia Cajero Bedford,9718,,,
Pima,State Senate,3,DEM,Maria Garcia,4822,,,
,State Senate,3,DEM,Olivia Cajero Bedford,9718,TRUE,,
,State Senate,3,DEM,Maria Garcia,4822,,,
Maricopa,State Senate,4,DEM,Lynne Pancrazi,1394,,,
Maricopa,State Senate,4,REP,Perla Inzunza,13,,,
Pima,State Senate,4,DEM,Lynne Pancrazi,1940,,,
Pima,State Senate,4,REP,Perla Inzunza,11,,,
Pinal,State Senate,4,DEM,Lynne Pancrazi,26,,,
Pinal,State Senate,4,REP,Perla Inzunza,0,,,
Yuma,State Senate,4,DEM,Lynne Pancrazi,3683,,,
Yuma,State Senate,4,REP,Perla Inzunza,13,,,
,State Senate,4,DEM,Lynne Pancrazi,7043,TRUE,,
,State Senate,4,REP,Perla Inzunza,37,,TRUE,
La Paz,State Senate,5,DEM,Beth Weisser,478,,,
La Paz,State Senate,5,REP,Nancy McLain,856,,,
La Paz,State Senate,5,REP,Sam Scarmardo,581,,,
La Paz,State Senate,5,REP,KeIli Ward,828,,,
Mohave,State Senate,5,DEM,Beth Weisser,4614,,,
Mohave,State Senate,5,REP,Nancy McLain,5406,,,
Mohave,State Senate,5,REP,Sam Scarmardo,7251,,,
Mohave,State Senate,5,REP,KeIli Ward,9097,,,
,State Senate,5,DEM,Beth Weisser,5092,TRUE,,
,State Senate,5,REP,Nancy McLain,5762,,,
,State Senate,5,REP,Sam Scarmardo,7832,,,
,State Senate,5,REP,KeIli Ward,9925,TRUE,,
Coconino,State Senate,6,DEM,Tom Chabin,5868,,,
Coconino,State Senate,6,REP,Chester Crandell,4118,,,
Gila,State Senate,6,DEM,Tom Chabin,1321,,,
Gila,State Senate,6,REP,Chester Crandell,4104,,,
Navajo,State Senate,6,DEM,Tom Chabin,1059,,,
Navajo,State Senate,6,REP,Chester Crandell,3514,,,
Yavapai,State Senate,6,DEM,Tom Chabin,3013,,,
Yavapai,State Senate,6,REP,Chester Crandell,5353,,,
,State Senate,6,DEM,Tom Chabin,11261,TRUE,,
,State Senate,6,REP,Chester Crandell,17089,TRUE,,
Apache,State Senate,7,DEM,"Jack C. Jackson, Jr.",9856,,,
Coconino,State Senate,7,DEM,"Jack C. Jackson, Jr.",3125,,,
Gila,State Senate,7,DEM,"Jack C. Jackson, Jr.",466,,,
Graham,State Senate,7,DEM,"Jack C. Jackson, Jr.",109,,,
Mohave,State Senate,7,DEM,"Jack C. Jackson, Jr.",11,,,
Navajo,State Senate,7,DEM,"Jack C. Jackson, Jr.",6075,,,
Pinal,State Senate,7,DEM,"Jack C. Jackson, Jr.",0,,,
,State Senate,7,DEM,"Jack C. Jackson, Jr.",19642,TRUE,,
Gila,State Senate,8,DEM,Barbara McGuire,1861,,,
Gila,State Senate,8,LBT,Dean Dill,3,,,
Gila,State Senate,8,REP,Joe Ortiz,1116,,,
Pinal,State Senate,8,DEM,Barbara McGuire,6785,,,
Pinal,State Senate,8,LBT,Dean Dill,23,,,
Pinal,State Senate,8,REP,Joe Ortiz,7149,,,
,State Senate,8,DEM,Barbara McGuire,8646,TRUE,,
,State Senate,8,LBT,Dean Dill,26,TRUE,TRUE,
,State Senate,8,REP,Joe Ortiz,8265,TRUE,,
Pima,State Senate,9,DEM,Steve Farley,18820,,,
Pima,State Senate,9,REP,Tyler Mott,15746,,,
,State Senate,9,DEM,Steve Farley,18820,TRUE,,
,State Senate,9,REP,Tyler Mott,15746,TRUE,,
Pima,State Senate,10,DEM,David Bradley,18139,,,
Pima,State Senate,10,REP,Frank Antenori,17260,,,
,State Senate,10,DEM,David Bradley,18139,TRUE,,
,State Senate,10,REP,Frank Antenori,17260,TRUE,,
Pima,State Senate,11,DEM,Jo Holt,8159,,,
Pima,State Senate,11,REP,Al Melvin,12568,,,
Pinal,State Senate,11,DEM,Jo Holt,3428,,,
Pinal,State Senate,11,REP,Al Melvin,5697,,,
,State Senate,11,DEM,Jo Holt,11587,TRUE,,
,State Senate,11,REP,Al Melvin,18265,TRUE,,
Maricopa,State Senate,12,REP,Andy Biggs,19704,,,
