county,office,district,party,candidate,votes,winner,write-in,notes
Maricopa,U.S. House,4,LBT,Ernest Hancock,152,,,
Maricopa,U.S. House,4,REP,John Shadegg,35985,,,
Cochise,U.S. House,5,DEM,George Cunningham,3399,,,
Graham,U.S. House,5,DEM,George Cunningham,1570,,,
Pima,U.S. House,5,DEM,George Cunningham,17524,,,
Pinal,U.S. House,5,DEM,George Cunningham,895,,,
Cochise,U.S. House,5,DEM,Mary Judge Ryan,4598,,,
Graham,U.S. House,5,DEM,Mary Judge Ryan,2060,,,
Pima,U.S. House,5,DEM,Mary Judge Ryan,13186,,,
Pinal,U.S. House,5,DEM,Mary Judge Ryan,1357,,,
Cochise,U.S. House,5,LBT,Aage Nost,30,,,
Graham,U.S. House,5,LBT,Aage Nost,5,,,
Pima,U.S. House,5,LBT,Aage Nost,288,,,
Pinal,U.S. House,5,LBT,Aage Nost,8,,,
Cochise,U.S. House,5,REP,Jim Kolbe,5874,,,
Graham,U.S. House,5,REP,Jim Kolbe,1482,,,
Pima,U.S. House,5,REP,Jim Kolbe,26637,,,
Pinal,U.S. House,5,REP,Jim Kolbe,1270,,,
Cochise,U.S. House,5,REP,Joseph Sweeney,2200,,,
Graham,U.S. House,5,REP,Joseph Sweeney,785,,,
Pima,U.S. House,5,REP,Joseph Sweeney,6108,,,
Pinal,U.S. House,5,REP,Joseph Sweeney,384,,,
Cochise,U.S. House,5,GRN,Michael Jay Green,19,,,
Graham,U.S. House,5,GRN,Michael Jay Green,0,,,
Pima,U.S. House,5,GRN,Michael Jay Green,211,,,
Pinal,U.S. House,5,GRN,Michael Jay Green,5,,,
Apache,U.S. House,6,DEM,Kevin B. Harris,3626,,,
Coconino,U.S. House,6,DEM,Kevin B. Harris,2451,,,
Gila,U.S. House,6,DEM,Kevin B. Harris,1798,,,
Graham,U.S. House,6,DEM,Kevin B. Harris,190,,,
Greenlee,U.S. House,6,DEM,Kevin B. Harris,505,,,
Maricopa,U.S. House,6,DEM,Kevin B. Harris,4283,,,
Navajo,U.S. House,6,DEM,Kevin B. Harris,2603,,,
Pinal,U.S. House,6,DEM,Kevin B. Harris,2775,,,
Apache,U.S. House,6,DEM,Larry Nelson,5397,,,
Coconino,U.S. House,6,DEM,Larry Nelson,2331,,,
Gila,U.S. House,6,DEM,Larry Nelson,2411,,,
Graham,U.S. House,6,DEM,Larry Nelson,214,,,
Greenlee,U.S. House,6,DEM,Larry Nelson,921,,,
Maricopa,U.S. House,6,DEM,Larry Nelson,4590,,,
Navajo,U.S. House,6,DEM,Larry Nelson,3947,,,
Pinal,U.S. House,6,DEM,Larry Nelson,4446,,,
Apache,U.S. House,6,LBT,Richard Duncan,8,,True,
Coconino,U.S. House,6,LBT,Richard Duncan,3,,True,
Gila,U.S. House,6,LBT,Richard Duncan,1,,True,
Graham,U.S. House,6,LBT,Richard Duncan,0,,True,
Greenlee,U.S. House,6,LBT,Richard Duncan,0,,True,
Maricopa,U.S. House,6,LBT,Richard Duncan,12,,True,
Navajo,U.S. House,6,LBT,Richard Duncan,2,,True,
Pinal,U.S. House,6,LBT,Richard Duncan,0,,True,
Apache,U.S. House,6,REP,J.D. Hayworth,1736,,,
Coconino,U.S. House,6,REP,J.D. Hayworth,2780,,,
Gila,U.S. House,6,REP,J.D. Hayworth,2255,,,
Graham,U.S. House,6,REP,J.D. Hayworth,11,,,
Greenlee,U.S. House,6,REP,J.D. Hayworth,305,,,
Maricopa,U.S. House,6,REP,J.D. Hayworth,32831,,,
Navajo,U.S. House,6,REP,J.D. Hayworth,4212,,,
Pinal,U.S. House,6,REP,J.D. Hayworth,2613,,,
Mohave,State Senate,1,DEM,Dawn Knight,2170,,,
Yavapai,State Senate,1,DEM,Dawn Knight,4548,,,
Mohave,State Senate,1,REP,Ken Bennett,5532,,,
Yavapai,State Senate,1,REP,Ken Bennett,15356,,,
Coconino,State Senate,2,DEM,Rita Johnson,3869,,,
Gila,State Senate,2,DEM,Rita Johnson,143,,,
Mohave,State Senate,2,DEM,Rita Johnson,1741,,,
Navajo,State Senate,2,DEM,Rita Johnson,81,,,
Yavapai,State Senate,2,DEM,Rita Johnson,847,,,
Coconino,State Senate,2,REP,Joe Hart,1982,,,
Gila,State Senate,2,REP,Joe Hart,122,,,
Mohave,State Senate,2,REP,Joe Hart,2207,,,
Navajo,State Senate,2,REP,Joe Hart,15,,,
Yavapai,State Senate,2,REP,Joe Hart,893,,,
Coconino,State Senate,2,REP,John Verkamp,3042,,,
Gila,State Senate,2,REP,John Verkamp,192,,,
Mohave,State Senate,2,REP,John Verkamp,2206,,,
Navajo,State Senate,2,REP,John Verkamp,28,,,
Yavapai,State Senate,2,REP,John Verkamp,2194,,,
Apache,State Senate,3,DEM,"James Henderson, Jr.",3829,,,
Coconino,State Senate,3,DEM,"James Henderson, Jr.",1548,,,
Mohave,State Senate,3,DEM,"James Henderson, Jr.",327,,,
Navajo,State Senate,3,DEM,"James Henderson, Jr.",1547,,,
Apache,State Senate,3,DEM,Jack C. Jackson,4092,,,
Coconino,State Senate,3,DEM,Jack C. Jackson,1286,,,
Mohave,State Senate,3,DEM,Jack C. Jackson,304,,,
Navajo,State Senate,3,DEM,Jack C. Jackson,1845,,,
Apache,State Senate,4,DEM,Jack A. Brown,2043,,,
Gila,State Senate,4,DEM,Jack A. Brown,4089,,,
Graham,State Senate,4,DEM,Jack A. Brown,1044,,,
Greenlee,State Senate,4,DEM,Jack A. Brown,339,,,
Maricopa,State Senate,4,DEM,Jack A. Brown,0,,,
Navajo,State Senate,4,DEM,Jack A. Brown,3550,,,
Pinal,State Senate,4,DEM,Jack A. Brown,1961,,,
La Paz,State Senate,5,DEM,Herb Guenther,787,,,
Mohave,State Senate,5,DEM,Herb Guenther,7,,,
Yavapai,State Senate,5,DEM,Herb Guenther,42,,,
Yuma,State Senate,5,DEM,Herb Guenther,4992,,,
Maricopa,State Senate,6,DEM,Jim McCarthy,679,,True,
Maricopa,State Senate,6,REP,Lori Daniels,2478,,True,
Maricopa,State Senate,6,REP,Jim Law,817,,True,
Maricopa,State Senate,6,REP,Glendon Moody,85,,True,
Maricopa,State Senate,6,REP,Francisco Rodriguez,26,,True,
Maricopa,State Senate,6,REP,Martin Sepulveda,1867,,True,
Gila,State Senate,7,DEM,Pete Rios,230,,,
Maricopa,State Senate,7,DEM,Pete Rios,611,,,
Pinal,State Senate,7,DEM,Pete Rios,6225,,,
Cochise,State Senate,8,DEM,Marsha Arzberger,5088,,,
Graham,State Senate,8,DEM,Marsha Arzberger,2430,,,
Greenlee,State Senate,8,DEM,Marsha Arzberger,1117,,,
Santa Cruz,State Senate,8,DEM,Marsha Arzberger,1080,,,
Cochise,State Senate,8,REP,Gail Griffin,3171,,,
Graham,State Senate,8,REP,Gail Griffin,1411,,,
Greenlee,State Senate,8,REP,Gail Griffin,221,,,
Santa Cruz,State Senate,8,REP,Gail Griffin,275,,,
Cochise,State Senate,9,DEM,Jim Jaster,279,,,
Pima,State Senate,9,DEM,Jim Jaster,1082,,,
Santa Cruz,State Senate,9,DEM,Jim Jaster,36,,,
Cochise,State Senate,9,DEM,Kathy Ramage-White,1126,,,
Pima,State Senate,9,DEM,Kathy Ramage-White,3291,,,
Santa Cruz,State Senate,9,DEM,Kathy Ramage-White,162,,,
Cochise,State Senate,9,DEM,Matt Welch,406,,,
Pima,State Senate,9,DEM,Matt Welch,1082,,,
Santa Cruz,State Senate,9,DEM,Matt Welch,53,,,
Cochise,State Senate,9,LBT,John J. Auvenshine,0,,True,
Pima,State Senate,9,LBT,John J. Auvenshine,11,,True,
Santa Cruz,State Senate,9,LBT,John J. Auvenshine,0,,True,
Cochise,State Senate,9,LBT,Geoffrey Weber,7,,,Withdrew
Pima,State Senate,9,LBT,Geoffrey Weber,47,,,Withdrew
Santa Cruz,State Senate,9,LBT,Geoffrey Weber,0,,,Withdrew
Cochise,State Senate,9,REP,Tim Bee,2506,,,
Pima,State Senate,9,REP,Tim Bee,3999,,,
Santa Cruz,State Senate,9,REP,Tim Bee,145,,,
Cochise,State Senate,9,REP,Bill McGibbon,1799,,,
Pima,State Senate,9,REP,Bill McGibbon,3642,,,
Santa Cruz,State Senate,9,REP,Bill McGibbon,194,,,
Pima,State Senate,10,DEM,Sally Ann Gonzales,2601,,,
Pima,State Senate,10,DEM,Ramon Valadez,3690,,,
Pima,State Senate,10,LBT,Dale Gorney,49,,,
Maricopa,State Senate,11,DEM,Elaine Richardson,18,,,
Pima,State Senate,11,DEM,Elaine Richardson,6874,,,
Pinal,State Senate,11,DEM,Elaine Richardson,27,,,
Santa Cruz,State Senate,11,DEM,Elaine Richardson,705,,,
Maricopa,State Senate,11,LBT,John T. Schmid,1,,,
Pima,State Senate,11,LBT,John T. Schmid,64,,,
Pinal,State Senate,11,LBT,John T. Schmid,0,,,
Santa Cruz,State Senate,11,LBT,John T. Schmid,1,,,
Maricopa,State Senate,11,GRN,Chris Ford,0,,,Withdrew
Pima,State Senate,11,GRN,Chris Ford,44,,,Withdrew
Pinal,State Senate,11,GRN,Chris Ford,0,,,Withdrew
Santa Cruz,State Senate,11,GRN,Chris Ford,3,,,Withdrew
Maricopa,State Senate,11,GRN,Daniel Patterson,0,,True,
Pima,State Senate,11,GRN,Daniel Patterson,24,,True,
Pinal,State Senate,11,GRN,Daniel Patterson,0,,True,
Santa Cruz,State Senate,11,GRN,Daniel Patterson,0,,True,
Pima,State Senate,12,DEM,Mark Osterloh,6172,,,
Pinal,State Senate,12,DEM,Mark Osterloh,200,,,
Pima,State Senate,12,REP,Scott Alexander,4533,,,
Pinal,State Senate,12,REP,Scott Alexander,103,,,
Pima,State Senate,12,REP,Toni Hellon,5969,,,
Pinal,State Senate,12,REP,Toni Hellon,86,,,
Pima,State Senate,13,DEM,Andy Nichols,7787,,,
Pima,State Senate,13,LBT,Wayne Sunne,98,,,
Pima,State Senate,13,REP,Kathleen Dunbar,7550,,,
Pima,State Senate,14,DEM,Ruth Solomon,5984,,,
Pima,State Senate,14,LBT,Ed Kahn,15,,True,
Maricopa,State Senate,15,REP,Edward J. Cirillo,6054,,,
Pinal,State Senate,15,REP,Edward J. Cirillo,25,,,
Maricopa,State Senate,15,REP,Carole Hubbs,4009,,,
Pinal,State Senate,15,REP,Carole Hubbs,36,,,
Maricopa,State Senate,15,REP,Jerry Overton,5241,,,
Pinal,State Senate,15,REP,Jerry Overton,76,,,
Maricopa,State Senate,16,DEM,Mark Winemiller,1860,,,
Maricopa,State Senate,16,REP,Darden C. Hamilton,4089,,,
Maricopa,State Senate,17,DEM,Leonard Clark,96,,True,
Maricopa,State Senate,17,REP,Brenda Burns,9026,,,
Maricopa,State Senate,18,REP,Susan Gerard,8719,,,
Maricopa,State Senate,19,DEM,Martha Bruneau,3045,,,
Maricopa,State Senate,19,LBT,Clay Adair,9,,True,
Maricopa,State Senate,19,REP,Scott Bundgaard,8491,,,
Maricopa,State Senate,19,REP,Debra Raeder,4214,,,
Maricopa,State Senate,20,DEM,Mary Hartley,1989,,,
Maricopa,State Senate,20,REP,Craig Savage,1891,,,
Maricopa,State Senate,21,DEM,Paul Cash,3517,,,
Pinal,State Senate,21,DEM,Paul Cash,117,,,
Maricopa,State Senate,21,REP,"Russell ""Rusty "" Bowers",11093,,,
Pinal,State Senate,21,REP,"Russell ""Rusty "" Bowers",116,,,
Maricopa,State Senate,22,DEM,Joe Eddie Lopez,2010,,,
Maricopa,State Senate,23,DEM,Linda Aguirre,2250,,,
Maricopa,State Senate,23,DEM,Andrew (A. J.,1089,,,
Maricopa,State Senate,24,DEM,Jeff Bollerman,294,,True,
Maricopa,State Senate,24,LBT,Gary Fallon,66,,,
Maricopa,State Senate,24,REP,Tom Horne,5240,,,
Maricopa,State Senate,24,REP,Dean Martin,5465,,,
Maricopa,State Senate,25,DEM,Chris Cummiskey,3904,,,
Maricopa,State Senate,25,REP,Pat Kaminsky,4339,,,
Maricopa,State Senate,26,DEM,Lee Chabala,967,,,
Maricopa,State Senate,26,DEM,Ed Ranger,3272,,,
Maricopa,State Senate,26,REP,Tom Smith,10005,,,
Maricopa,State Senate,27,DEM,Harry E. Mitchell,3022,,,
Maricopa,State Senate,27,REP,Gary Richardson,8466,,,
Maricopa,State Senate,28,LBT,Mark Horning,7,,True,
Yavapai,State Senate,28,LBT,Mark Horning,0,,True,
Maricopa,State Senate,28,REP,Randall Gnant,10182,,,
Yavapai,State Senate,28,REP,Randall Gnant,112,,,
Maricopa,State Senate,28,REP,David Smith,9173,,,
Yavapai,State Senate,28,REP,David Smith,99,,,
Maricopa,State Senate,29,DEM,Ernie R. Jaurigui,1784,,,
Maricopa,State Senate,29,REP,David Petersen,7543,,,
Maricopa,State Senate,30,DEM,Jay Blanchard,3675,,,
Maricopa,State Senate,30,REP,Ronald Bellus,4577,,,
Maricopa,State Senate,30,REP,Jeff Groscost,11224,,,
Mohave,State Representative,1,DEM,Henry J. Camarot,1923,,,
Yavapai,State Representative,1,DEM,Henry J. Camarot,4221,,,
Mohave,State Representative,1,REP,Linda Binder,4992,,,
Yavapai,State Representative,1,REP,Linda Binder,9231,,,
Mohave,State Representative,1,REP,Barbara Blewster,3824,,,
Yavapai,State Representative,1,REP,Barbara Blewster,8127,,,
Mohave,State Representative,1,REP,Lucy Mason,2129,,,
Yavapai,State Representative,1,REP,Lucy Mason,9632,,,
Mohave,State Representative,1,REP,Caleb Soptelean,1377,,,
Yavapai,State Representative,1,REP,Caleb Soptelean,3953,,,
Coconino,State Representative,2,DEM,Josh Allen,2175,,,
Gila,State Representative,2,DEM,Josh Allen,81,,,
Mohave,State Representative,2,DEM,Josh Allen,890,,,
Navajo,State Representative,2,DEM,Josh Allen,35,,,
Yavapai,State Representative,2,DEM,Josh Allen,433,,,
Coconino,State Representative,2,DEM,Matthew Capalby,735,,,
Gila,State Representative,2,DEM,Matthew Capalby,33,,,
Mohave,State Representative,2,DEM,Matthew Capalby,1294,,,
Navajo,State Representative,2,DEM,Matthew Capalby,15,,,
Yavapai,State Representative,2,DEM,Matthew Capalby,211,,,
Coconino,State Representative,2,DEM,Bill Cherry,1948,,,
Gila,State Representative,2,DEM,Bill Cherry,133,,,
Mohave,State Representative,2,DEM,Bill Cherry,753,,,
Navajo,State Representative,2,DEM,Bill Cherry,43,,,
Yavapai,State Representative,2,DEM,Bill Cherry,422,,,
Coconino,State Representative,2,DEM,"James ""Jim"" Sedillo",3178,,,
Gila,State Representative,2,DEM,"James ""Jim"" Sedillo",43,,,
Mohave,State Representative,2,DEM,"James ""Jim"" Sedillo",540,,,
Navajo,State Representative,2,DEM,"James ""Jim"" Sedillo",48,,,
Yavapai,State Representative,2,DEM,"James ""Jim"" Sedillo",378,,,
Coconino,State Representative,2,REP,Tom O'Halleran,2959,,,
Gila,State Representative,2,REP,Tom O'Halleran,228,,,
Mohave,State Representative,2,REP,Tom O'Halleran,2698,,,
Navajo,State Representative,2,REP,Tom O'Halleran,20,,,
Yavapai,State Representative,2,REP,Tom O'Halleran,2101,,,
Coconino,State Representative,2,REP,Margaret Roush-Meier,3029,,,
Gila,State Representative,2,REP,Margaret Roush-Meier,217,,,
Mohave,State Representative,2,REP,Margaret Roush-Meier,2158,,,
Navajo,State Representative,2,REP,Margaret Roush-Meier,27,,,
Yavapai,State Representative,2,REP,Margaret Roush-Meier,1431,,,
Apache,State Representative,3,DEM,"Ken ""Ja Nez"" Hallock",1328,,,
Coconino,State Representative,3,DEM,"Ken ""Ja Nez"" Hallock",1209,,,
Mohave,State Representative,3,DEM,"Ken ""Ja Nez"" Hallock",175,,,
Navajo,State Representative,3,DEM,"Ken ""Ja Nez"" Hallock",741,,,
Apache,State Representative,3,DEM,Sylvia M. Laughter,5314,,,
Coconino,State Representative,3,DEM,Sylvia M. Laughter,1771,,,
Mohave,State Representative,3,DEM,Sylvia M. Laughter,430,,,
Navajo,State Representative,3,DEM,Sylvia M. Laughter,2473,,,
Apache,State Representative,3,DEM,Albert Tom,3149,,,
Coconino,State Representative,3,DEM,Albert Tom,1194,,,
Mohave,State Representative,3,DEM,Albert Tom,401,,,
Navajo,State Representative,3,DEM,Albert Tom,1250,,,
Apache,State Representative,3,REP,Caleb Roanhorse,71,,True,
Coconino,State Representative,3,REP,Caleb Roanhorse,0,,True,
Mohave,State Representative,3,REP,Caleb Roanhorse,2,,True,
Navajo,State Representative,3,REP,Caleb Roanhorse,5,,True,
Apache,State Representative,4,DEM,Claudia Maestas,1001,,,
Gila,State Representative,4,DEM,Claudia Maestas,2424,,,
Graham,State Representative,4,DEM,Claudia Maestas,474,,,
Greenlee,State Representative,4,DEM,Claudia Maestas,190,,,
Maricopa,State Representative,4,DEM,Claudia Maestas,0,,,
Navajo,State Representative,4,DEM,Claudia Maestas,2457,,,
Pinal,State Representative,4,DEM,Claudia Maestas,1381,,,
Apache,State Representative,4,DEM,M. Phil Martin,1160,,,
Gila,State Representative,4,DEM,M. Phil Martin,2574,,,
Graham,State Representative,4,DEM,M. Phil Martin,902,,,
Greenlee,State Representative,4,DEM,M. Phil Martin,244,,,
Maricopa,State Representative,4,DEM,M. Phil Martin,0,,,
Navajo,State Representative,4,DEM,M. Phil Martin,2107,,,
Pinal,State Representative,4,DEM,M. Phil Martin,1330,,,
Apache,State Representative,4,REP,Debra Brimhall,662,,,
Gila,State Representative,4,REP,Debra Brimhall,1649,,,
Graham,State Representative,4,REP,Debra Brimhall,466,,,
Greenlee,State Representative,4,REP,Debra Brimhall,47,,,
Maricopa,State Representative,4,REP,Debra Brimhall,0,,,
Navajo,State Representative,4,REP,Debra Brimhall,2792,,,
Pinal,State Representative,4,REP,Debra Brimhall,838,,,
Apache,State Representative,4,REP,Jake Flake,634,,,
Gila,State Representative,4,REP,Jake Flake,1710,,,
Graham,State Representative,4,REP,Jake Flake,529,,,
Greenlee,State Representative,4,REP,Jake Flake,54,,,
Maricopa,State Representative,4,REP,Jake Flake,0,,,
Navajo,State Representative,4,REP,Jake Flake,3213,,,
Pinal,State Representative,4,REP,Jake Flake,849,,,
La Paz,State Representative,5,DEM,Robert Cannell,601,,,
Mohave,State Representative,5,DEM,Robert Cannell,7,,,
Yavapai,State Representative,5,DEM,Robert Cannell,43,,,
Yuma,State Representative,5,DEM,Robert Cannell,5018,,,
La Paz,State Representative,5,REP,"James R. ""Jim"" Carruthers",884,,,
Mohave,State Representative,5,REP,"James R. ""Jim"" Carruthers",10,,,
Yavapai,State Representative,5,REP,"James R. ""Jim"" Carruthers",76,,,
Yuma,State Representative,5,REP,"James R. ""Jim"" Carruthers",4858,,,
La Paz,State Representative,5,REP,Larry K. Nelson,649,,,
Mohave,State Representative,5,REP,Larry K. Nelson,11,,,
Yavapai,State Representative,5,REP,Larry K. Nelson,78,,,
Yuma,State Representative,5,REP,Larry K. Nelson,4725,,,
Maricopa,State Representative,6,DEM,Richard Wenzel,4009,,,
Maricopa,State Representative,6,REP,Randy Clawson,2395,,,
Maricopa,State Representative,6,REP,John Huppenthal,9194,,,
Maricopa,State Representative,6,REP,Bob Robson,5130,,,
Maricopa,State Representative,6,REP,Glenna Twing,3332,,,
Gila,State Representative,7,DEM,Ernest Bustamante,181,,,
Maricopa,State Representative,7,DEM,Ernest Bustamante,208,,,
Pinal,State Representative,7,DEM,Ernest Bustamante,2022,,,
Gila,State Representative,7,DEM,Cheryl Chase,117,,,
Maricopa,State Representative,7,DEM,Cheryl Chase,171,,,
Pinal,State Representative,7,DEM,Cheryl Chase,2401,,,
