county,precinct,office,district,party,candidate,votes,election_day,early_voting,late_early_voting,provisional
Navajo,07 PIONEER,PROPOSITION 208,,,Overvotes,2,2,0,0,0
Navajo,07 PIONEER,PROPOSITION 208,,,Undervotes,212,90,87,29,6
Navajo,07 PIONEER,FOR THE BONDS,,,,35,3,25,7,0
Navajo,07 PIONEER,FOR THE BONDS,,,AGAINST THE BONDS,49,7,38,4,0
Navajo,07 PIONEER,FOR THE BONDS,,,Overvotes,0,0,0,0,0
Navajo,07 PIONEER,FOR THE BONDS,,,Undervotes,5,1,3,1,0
Navajo,08 ANTELOPE,Registered Voters,,,,3785,,,,
Navajo,08 ANTELOPE,Ballots Cast,,,,2827,892,1579,345,11
Navajo,08 ANTELOPE,Ballots Cast - Blank,,,,1,0,1,0,0
Navajo,08 ANTELOPE,President,,REP,"TRUMP, PENCE",1821,678,901,235,7
Navajo,08 ANTELOPE,President,,DEM,"BIDEN, HARRIS",924,193,629,98,4
Navajo,08 ANTELOPE,President,,LBT,"JORGENSEN, COHEN",51,15,29,7,0
Navajo,08 ANTELOPE,President,,,Write-In Totals,12,1,8,3,0
Navajo,08 ANTELOPE,President,,,Overvotes,6,1,4,1,0
Navajo,08 ANTELOPE,President,,,Undervotes,12,4,7,1,0
Navajo,08 ANTELOPE,U.S. Senate,,REP,"MCSALLY, MARTHA",1742,653,853,230,6
Navajo,08 ANTELOPE,U.S. Senate,,DEM,"KELLY, MARK",1020,219,689,109,3
Navajo,08 ANTELOPE,U.S. Senate,,,Write-In Totals,8,3,3,2,0
Navajo,08 ANTELOPE,U.S. Senate,,,Overvotes,1,1,0,0,0
Navajo,08 ANTELOPE,U.S. Senate,,,Undervotes,55,16,33,4,2
Navajo,08 ANTELOPE,U.S. House,1,REP,"SHEDD, TIFFANY",1669,627,812,223,7
Navajo,08 ANTELOPE,U.S. House,1,DEM,"O'HALLERAN, TOM",1045,227,706,111,1
Navajo,08 ANTELOPE,U.S. House,1,,Write-In Totals,6,0,6,0,0
Navajo,08 ANTELOPE,U.S. House,1,,Overvotes,1,1,0,0,0
Navajo,08 ANTELOPE,U.S. House,1,,Undervotes,105,37,54,11,3
Navajo,08 ANTELOPE,State Senate,6,REP,"ROGERS, WENDY",1761,662,864,229,6
Navajo,08 ANTELOPE,State Senate,6,DEM,"FRENCH, FELICIA",962,208,647,104,3
Navajo,08 ANTELOPE,State Senate,6,,Write-In Totals,11,0,10,1,0
Navajo,08 ANTELOPE,State Senate,6,,Overvotes,0,0,0,0,0
Navajo,08 ANTELOPE,State Senate,6,,Undervotes,91,22,56,11,2
Navajo,08 ANTELOPE,State House,6,REP,"BARTON, BRENDA",1394,496,707,187,4
Navajo,08 ANTELOPE,State House,6,REP,"BLACKMAN, WALTER ""WALT""",1634,642,782,207,3
Navajo,08 ANTELOPE,State House,6,DEM,"EVANS, CORAL J",900,182,617,99,2
Navajo,08 ANTELOPE,State House,6,IND,"BABBOTT, ART",511,122,320,67,2
Navajo,08 ANTELOPE,State House,6,,Write-In Totals,4,0,4,0,0
Navajo,08 ANTELOPE,State House,6,,Overvotes,0,0,0,0,0
Navajo,08 ANTELOPE,State House,6,,Undervotes,1207,342,724,130,11
Navajo,08 ANTELOPE,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",1443,524,733,183,3
Navajo,08 ANTELOPE,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",1531,578,752,197,4
Navajo,08 ANTELOPE,Corporation Commissioner,,REP,"SLOAN, ERIC",1425,522,716,184,3
Navajo,08 ANTELOPE,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",731,145,505,80,1
Navajo,08 ANTELOPE,Corporation Commissioner,,DEM,"STANFIELD, SHEA",701,147,481,71,2
Navajo,08 ANTELOPE,Corporation Commissioner,,DEM,"TOVAR, ANNA",799,155,550,92,2
Navajo,08 ANTELOPE,Corporation Commissioner,,,Write-In Totals,8,1,7,0,0
Navajo,08 ANTELOPE,Corporation Commissioner,,,Overvotes,6,3,3,0,0
Navajo,08 ANTELOPE,Corporation Commissioner,,,Undervotes,1831,601,984,228,18
Navajo,08 ANTELOPE,Board of Supervisors Dist. 3,,REP,"WHITING, JASON E.",2233,753,1189,285,6
Navajo,08 ANTELOPE,Board of Supervisors Dist. 3,,,Write-In Totals,46,10,29,7,0
Navajo,08 ANTELOPE,Board of Supervisors Dist. 3,,,Overvotes,0,0,0,0,0
Navajo,08 ANTELOPE,Board of Supervisors Dist. 3,,,Undervotes,546,129,359,53,5
Navajo,08 ANTELOPE,County Attorney,,DEM,"CARLYON, BRAD",1988,603,1141,237,7
Navajo,08 ANTELOPE,County Attorney,,,Write-In Totals,86,28,48,10,0
Navajo,08 ANTELOPE,County Attorney,,,Overvotes,1,0,1,0,0
Navajo,08 ANTELOPE,County Attorney,,,Undervotes,750,261,387,98,4
Navajo,08 ANTELOPE,Sheriff,,DEM,"CLOUSE, DAVID",2003,613,1147,236,7
Navajo,08 ANTELOPE,Sheriff,,,Write-In Totals,120,43,62,15,0
Navajo,08 ANTELOPE,Sheriff,,,Overvotes,0,0,0,0,0
Navajo,08 ANTELOPE,Sheriff,,,Undervotes,702,236,368,94,4
Navajo,08 ANTELOPE,County Treasurer,,DEM,"HERNANDEZ-LOPEZ, KARI",2018,615,1163,233,7
Navajo,08 ANTELOPE,County Treasurer,,,Write-In Totals,74,19,45,10,0
Navajo,08 ANTELOPE,County Treasurer,,,Overvotes,0,0,0,0,0
Navajo,08 ANTELOPE,County Treasurer,,,Undervotes,733,258,369,102,4
Navajo,08 ANTELOPE,County School Superintendent,,DEM,"GERLICH, JALYN",1941,593,1120,221,7
Navajo,08 ANTELOPE,County School Superintendent,,,Write-In Totals,76,24,42,10,0
Navajo,08 ANTELOPE,County School Superintendent,,,Overvotes,2,0,1,1,0
Navajo,08 ANTELOPE,County School Superintendent,,,Undervotes,806,275,414,113,4
Navajo,08 ANTELOPE,County Recorder,,DEM,"SAMPLE, MICHAEL",2104,646,1203,248,7
Navajo,08 ANTELOPE,County Recorder,,,Write-In Totals,64,19,37,8,0
Navajo,08 ANTELOPE,County Recorder,,,Overvotes,0,0,0,0,0
Navajo,08 ANTELOPE,County Recorder,,,Undervotes,657,227,337,89,4
Navajo,08 ANTELOPE,County Assessor,,DEM,"DARRIS, CAMMY",2069,635,1186,241,7
Navajo,08 ANTELOPE,County Assessor,,,Write-In Totals,70,18,42,10,0
Navajo,08 ANTELOPE,County Assessor,,,Overvotes,0,0,0,0,0
Navajo,08 ANTELOPE,County Assessor,,,Undervotes,686,239,349,94,4
Navajo,08 ANTELOPE,Judge of Superior Court Div.,,,,2,,,,
Navajo,08 ANTELOPE,Judge of Superior Court Div.,,,"HARDY, MELINDA",1983,633,1104,239,7
Navajo,08 ANTELOPE,Judge of Superior Court Div.,,,Write-In Totals,64,16,41,7,0
Navajo,08 ANTELOPE,Judge of Superior Court Div.,,,Overvotes,0,0,0,0,0
Navajo,08 ANTELOPE,Judge of Superior Court Div.,,,Undervotes,778,243,432,99,4
Navajo,08 ANTELOPE,Judge of Superior Court Div.,,,,3,,,,
Navajo,08 ANTELOPE,Judge of Superior Court Div.,,,"NIELSON, DALE",2258,720,1264,267,7
Navajo,08 ANTELOPE,Judge of Superior Court Div.,,,Write-In Totals,34,10,21,3,0
Navajo,08 ANTELOPE,Judge of Superior Court Div.,,,Overvotes,1,1,0,0,0
Navajo,08 ANTELOPE,Judge of Superior Court Div.,,,Undervotes,532,161,292,75,4
Navajo,08 ANTELOPE,Judge of Superior Court Div.,,,,4,,,,
Navajo,08 ANTELOPE,Judge of Superior Court Div.,,,"RUECHEL, MICHALA",2195,694,1231,262,8
Navajo,08 ANTELOPE,Judge of Superior Court Div.,,,Write-In Totals,36,7,26,3,0
Navajo,08 ANTELOPE,Judge of Superior Court Div.,,,Overvotes,1,0,1,0,0
Navajo,08 ANTELOPE,Judge of Superior Court Div.,,,Undervotes,593,191,319,80,3
Navajo,08 ANTELOPE,"Supr Ct Retn/BRUTINEL,ROBERT",,,YES,1779,584,987,204,4
Navajo,08 ANTELOPE,"Supr Ct Retn/BRUTINEL,ROBERT",,,NO,463,140,269,51,3
Navajo,08 ANTELOPE,"Supr Ct Retn/BRUTINEL,ROBERT",,,Overvotes,0,0,0,0,0
Navajo,08 ANTELOPE,"Supr Ct Retn/BRUTINEL,ROBERT",,,Undervotes,583,168,321,90,4
Navajo,08 ANTELOPE,"Supr Ct Retn/GOULD, ANDREW W.",,,YES,1768,581,981,202,4
Navajo,08 ANTELOPE,"Supr Ct Retn/GOULD, ANDREW W.",,,NO,474,141,275,55,3
Navajo,08 ANTELOPE,"Supr Ct Retn/GOULD, ANDREW W.",,,Overvotes,0,0,0,0,0
Navajo,08 ANTELOPE,"Supr Ct Retn/GOULD, ANDREW W.",,,Undervotes,583,170,321,88,4
Navajo,08 ANTELOPE,"Supr Ct Retn/LOPEZ IV, JOHN",,,YES,1785,575,999,206,5
Navajo,08 ANTELOPE,"Supr Ct Retn/LOPEZ IV, JOHN",,,NO,445,138,254,51,2
Navajo,08 ANTELOPE,"Supr Ct Retn/LOPEZ IV, JOHN",,,Overvotes,0,0,0,0,0
Navajo,08 ANTELOPE,"Supr Ct Retn/LOPEZ IV, JOHN",,,Undervotes,595,179,324,88,4
Navajo,08 ANTELOPE,"Ct App Div1/CAMPBELL, JENNIFER B.",,,YES,1771,575,989,203,4
Navajo,08 ANTELOPE,"Ct App Div1/CAMPBELL, JENNIFER B.",,,NO,443,137,250,53,3
Navajo,08 ANTELOPE,"Ct App Div1/CAMPBELL, JENNIFER B.",,,Overvotes,1,1,0,0,0
Navajo,08 ANTELOPE,"Ct App Div1/CAMPBELL, JENNIFER B.",,,Undervotes,610,179,338,89,4
Navajo,08 ANTELOPE,"Ct App Div1/CRUZ, MARIA ELENA",,,YES,1773,560,1010,199,4
Navajo,08 ANTELOPE,"Ct App Div1/CRUZ, MARIA ELENA",,,NO,458,153,245,57,3
Navajo,08 ANTELOPE,"Ct App Div1/CRUZ, MARIA ELENA",,,Overvotes,0,0,0,0,0
Navajo,08 ANTELOPE,"Ct App Div1/CRUZ, MARIA ELENA",,,Undervotes,594,179,322,89,4
Navajo,08 ANTELOPE,Board Member Joseph City DWID,,,"PETERSON, TOM",315,124,147,43,1
Navajo,08 ANTELOPE,Board Member Joseph City DWID,,,"RICE, GARY",375,163,143,67,2
Navajo,08 ANTELOPE,Board Member Joseph City DWID,,,"ROBERSON, RHONDA",361,138,162,61,0
Navajo,08 ANTELOPE,Board Member Joseph City DWID,,,Write-In Totals,5,2,3,0,0
Navajo,08 ANTELOPE,Board Member Joseph City DWID,,,Overvotes,0,0,0,0,0
Navajo,08 ANTELOPE,Board Member Joseph City DWID,,,Undervotes,222,93,87,37,5
Navajo,08 ANTELOPE,Board Member Joseph City Sanitary,,,"PETERSON, TOM",294,115,136,42,1
Navajo,08 ANTELOPE,Board Member Joseph City Sanitary,,,"RICE, GARY",358,150,141,65,2
Navajo,08 ANTELOPE,Board Member Joseph City Sanitary,,,"ROBERSON, RHONDA",345,134,150,61,0
Navajo,08 ANTELOPE,Board Member Joseph City Sanitary,,,Write-In Totals,5,2,3,0,0
Navajo,08 ANTELOPE,Board Member Joseph City Sanitary,,,Overvotes,0,0,0,0,0
Navajo,08 ANTELOPE,Board Member Joseph City Sanitary,,,Undervotes,230,95,96,34,5
Navajo,08 ANTELOPE,PROPOSITION 207,,,YES,1302,371,774,151,6
Navajo,08 ANTELOPE,PROPOSITION 207,,,NO,1445,495,763,184,3
Navajo,08 ANTELOPE,PROPOSITION 207,,,Overvotes,0,0,0,0,0
Navajo,08 ANTELOPE,PROPOSITION 207,,,Undervotes,78,26,40,10,2
Navajo,08 ANTELOPE,PROPOSITION 208,,,YES,1081,261,691,128,1
Navajo,08 ANTELOPE,PROPOSITION 208,,,NO,1657,597,847,205,8
Navajo,08 ANTELOPE,PROPOSITION 208,,,Overvotes,0,0,0,0,0
Navajo,08 ANTELOPE,PROPOSITION 208,,,Undervotes,87,34,39,12,2
Navajo,09 JUNIPER,Registered Voters,,,,1834,,,,
Navajo,09 JUNIPER,Ballots Cast,,,,1522,446,922,143,11
Navajo,09 JUNIPER,Ballots Cast - Blank,,,,0,0,0,0,0
Navajo,09 JUNIPER,President,,REP,"TRUMP, PENCE",1175,405,645,115,10
Navajo,09 JUNIPER,President,,DEM,"BIDEN, HARRIS",319,33,258,27,1
Navajo,09 JUNIPER,President,,LBT,"JORGENSEN, COHEN",19,6,12,1,0
Navajo,09 JUNIPER,President,,,Write-In Totals,5,1,4,0,0
Navajo,09 JUNIPER,President,,,Overvotes,1,1,0,0,0
Navajo,09 JUNIPER,President,,,Undervotes,3,0,3,0,0
Navajo,09 JUNIPER,U.S. Senate,,REP,"MCSALLY, MARTHA",1123,384,620,111,8
Navajo,09 JUNIPER,U.S. Senate,,DEM,"KELLY, MARK",360,47,282,28,3
Navajo,09 JUNIPER,U.S. Senate,,,Write-In Totals,9,2,5,2,0
Navajo,09 JUNIPER,U.S. Senate,,,Overvotes,0,0,0,0,0
Navajo,09 JUNIPER,U.S. Senate,,,Undervotes,30,13,15,2,0
Navajo,09 JUNIPER,U.S. House,1,REP,"SHEDD, TIFFANY",1111,383,607,111,10
Navajo,09 JUNIPER,U.S. House,1,DEM,"O'HALLERAN, TOM",340,41,275,23,1
Navajo,09 JUNIPER,U.S. House,1,,Write-In Totals,6,1,4,1,0
Navajo,09 JUNIPER,U.S. House,1,,Overvotes,0,0,0,0,0
Navajo,09 JUNIPER,U.S. House,1,,Undervotes,65,21,36,8,0
Navajo,09 JUNIPER,State Senate,6,REP,"ROGERS, WENDY",1137,392,628,108,9
Navajo,09 JUNIPER,State Senate,6,DEM,"FRENCH, FELICIA",325,40,256,27,2
Navajo,09 JUNIPER,State Senate,6,,Write-In Totals,7,2,4,1,0
Navajo,09 JUNIPER,State Senate,6,,Overvotes,1,1,0,0,0
Navajo,09 JUNIPER,State Senate,6,,Undervotes,52,11,34,7,0
Navajo,09 JUNIPER,State House,6,REP,"BARTON, BRENDA",818,242,492,81,3
Navajo,09 JUNIPER,State House,6,REP,"BLACKMAN, WALTER ""WALT""",1024,355,554,105,10
Navajo,09 JUNIPER,State House,6,DEM,"EVANS, CORAL J",306,35,250,20,1
Navajo,09 JUNIPER,State House,6,IND,"BABBOTT, ART",214,31,167,16,0
Navajo,09 JUNIPER,State House,6,,Write-In Totals,3,2,0,1,0
Navajo,09 JUNIPER,State House,6,,Overvotes,0,0,0,0,0
Navajo,09 JUNIPER,State House,6,,Undervotes,679,227,381,63,8
Navajo,09 JUNIPER,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",845,257,493,89,6
Navajo,09 JUNIPER,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",894,271,533,85,5
Navajo,09 JUNIPER,Corporation Commissioner,,REP,"SLOAN, ERIC",911,293,521,92,5
Navajo,09 JUNIPER,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",280,31,228,20,1
Navajo,09 JUNIPER,Corporation Commissioner,,DEM,"STANFIELD, SHEA",272,27,222,23,0
Navajo,09 JUNIPER,Corporation Commissioner,,DEM,"TOVAR, ANNA",304,42,234,27,1
Navajo,09 JUNIPER,Corporation Commissioner,,,Write-In Totals,4,3,0,1,0
Navajo,09 JUNIPER,Corporation Commissioner,,,Overvotes,0,0,0,0,0
Navajo,09 JUNIPER,Corporation Commissioner,,,Undervotes,1056,414,535,92,15
Navajo,09 JUNIPER,Board of Supervisors Dist. 3,,REP,"WHITING, JASON E.",1182,378,681,114,9
Navajo,09 JUNIPER,Board of Supervisors Dist. 3,,,Write-In Totals,24,6,15,2,1
Navajo,09 JUNIPER,Board of Supervisors Dist. 3,,,Overvotes,0,0,0,0,0
Navajo,09 JUNIPER,Board of Supervisors Dist. 3,,,Undervotes,316,62,226,27,1
Navajo,09 JUNIPER,County Attorney,,DEM,"CARLYON, BRAD",730,188,477,59,6
Navajo,09 JUNIPER,County Attorney,,,Write-In Totals,74,24,34,15,1
Navajo,09 JUNIPER,County Attorney,,,Overvotes,1,1,0,0,0
Navajo,09 JUNIPER,County Attorney,,,Undervotes,717,233,411,69,4
Navajo,09 JUNIPER,Sheriff,,DEM,"CLOUSE, DAVID",777,207,495,69,6
Navajo,09 JUNIPER,Sheriff,,,Write-In Totals,97,25,48,24,0
Navajo,09 JUNIPER,Sheriff,,,Overvotes,0,0,0,0,0
Navajo,09 JUNIPER,Sheriff,,,Undervotes,648,214,379,50,5
Navajo,09 JUNIPER,County Treasurer,,DEM,"HERNANDEZ-LOPEZ, KARI",724,183,479,59,3
Navajo,09 JUNIPER,County Treasurer,,,Write-In Totals,80,26,34,19,1
Navajo,09 JUNIPER,County Treasurer,,,Overvotes,1,0,1,0,0
Navajo,09 JUNIPER,County Treasurer,,,Undervotes,717,237,408,65,7
Navajo,09 JUNIPER,County School Superintendent,,DEM,"GERLICH, JALYN",702,170,469,60,3
Navajo,09 JUNIPER,County School Superintendent,,,Write-In Totals,81,29,32,19,1
Navajo,09 JUNIPER,County School Superintendent,,,Overvotes,0,0,0,0,0
Navajo,09 JUNIPER,County School Superintendent,,,Undervotes,739,247,421,64,7
Navajo,09 JUNIPER,County Recorder,,DEM,"SAMPLE, MICHAEL",730,179,482,66,3
Navajo,09 JUNIPER,County Recorder,,,Write-In Totals,70,23,32,14,1
Navajo,09 JUNIPER,County Recorder,,,Overvotes,0,0,0,0,0
Navajo,09 JUNIPER,County Recorder,,,Undervotes,722,244,408,63,7
Navajo,09 JUNIPER,County Assessor,,DEM,"DARRIS, CAMMY",750,190,493,64,3
Navajo,09 JUNIPER,County Assessor,,,Write-In Totals,78,26,32,19,1
Navajo,09 JUNIPER,County Assessor,,,Overvotes,0,0,0,0,0
Navajo,09 JUNIPER,County Assessor,,,Undervotes,694,230,397,60,7
Navajo,09 JUNIPER,Judge of Superior Court Div.,,,,2,,,,
Navajo,09 JUNIPER,Judge of Superior Court Div.,,,"HARDY, MELINDA",834,228,530,71,5
Navajo,09 JUNIPER,Judge of Superior Court Div.,,,Write-In Totals,36,9,14,13,0
Navajo,09 JUNIPER,Judge of Superior Court Div.,,,Overvotes,1,0,1,0,0
Navajo,09 JUNIPER,Judge of Superior Court Div.,,,Undervotes,651,209,377,59,6
Navajo,09 JUNIPER,Judge of Superior Court Div.,,,,3,,,,
Navajo,09 JUNIPER,Judge of Superior Court Div.,,,"NIELSON, DALE",916,265,566,77,8
Navajo,09 JUNIPER,Judge of Superior Court Div.,,,Write-In Totals,24,8,10,6,0
Navajo,09 JUNIPER,Judge of Superior Court Div.,,,Overvotes,0,0,0,0,0
Navajo,09 JUNIPER,Judge of Superior Court Div.,,,Undervotes,582,173,346,60,3
Navajo,09 JUNIPER,Judge of Superior Court Div.,,,,4,,,,
Navajo,09 JUNIPER,Judge of Superior Court Div.,,,"RUECHEL, MICHALA",880,248,549,75,8
Navajo,09 JUNIPER,Judge of Superior Court Div.,,,Write-In Totals,29,9,13,7,0
Navajo,09 JUNIPER,Judge of Superior Court Div.,,,Overvotes,0,0,0,0,0
Navajo,09 JUNIPER,Judge of Superior Court Div.,,,Undervotes,613,189,360,61,3
Navajo,09 JUNIPER,"Supr Ct Retn/BRUTINEL,ROBERT",,,YES,833,240,505,83,5
Navajo,09 JUNIPER,"Supr Ct Retn/BRUTINEL,ROBERT",,,NO,234,67,147,18,2
Navajo,09 JUNIPER,"Supr Ct Retn/BRUTINEL,ROBERT",,,Overvotes,0,0,0,0,0
Navajo,09 JUNIPER,"Supr Ct Retn/BRUTINEL,ROBERT",,,Undervotes,455,139,270,42,4
Navajo,09 JUNIPER,"Supr Ct Retn/GOULD, ANDREW W.",,,YES,820,232,500,81,7
Navajo,09 JUNIPER,"Supr Ct Retn/GOULD, ANDREW W.",,,NO,237,68,149,19,1
Navajo,09 JUNIPER,"Supr Ct Retn/GOULD, ANDREW W.",,,Overvotes,0,0,0,0,0
Navajo,09 JUNIPER,"Supr Ct Retn/GOULD, ANDREW W.",,,Undervotes,465,146,273,43,3
Navajo,09 JUNIPER,"Supr Ct Retn/LOPEZ IV, JOHN",,,YES,814,229,503,77,5
Navajo,09 JUNIPER,"Supr Ct Retn/LOPEZ IV, JOHN",,,NO,246,72,150,21,3
Navajo,09 JUNIPER,"Supr Ct Retn/LOPEZ IV, JOHN",,,Overvotes,0,0,0,0,0
Navajo,09 JUNIPER,"Supr Ct Retn/LOPEZ IV, JOHN",,,Undervotes,462,145,269,45,3
Navajo,09 JUNIPER,"Ct App Div1/CAMPBELL, JENNIFER B.",,,YES,807,234,496,70,7
Navajo,09 JUNIPER,"Ct App Div1/CAMPBELL, JENNIFER B.",,,NO,245,66,151,27,1
Navajo,09 JUNIPER,"Ct App Div1/CAMPBELL, JENNIFER B.",,,Overvotes,0,0,0,0,0
Navajo,09 JUNIPER,"Ct App Div1/CAMPBELL, JENNIFER B.",,,Undervotes,470,146,275,46,3
Navajo,09 JUNIPER,"Ct App Div1/CRUZ, MARIA ELENA",,,YES,764,205,482,71,6
Navajo,09 JUNIPER,"Ct App Div1/CRUZ, MARIA ELENA",,,NO,274,83,164,25,2
Navajo,09 JUNIPER,"Ct App Div1/CRUZ, MARIA ELENA",,,Overvotes,0,0,0,0,0
Navajo,09 JUNIPER,"Ct App Div1/CRUZ, MARIA ELENA",,,Undervotes,484,158,276,47,3
Navajo,09 JUNIPER,Board Member Show Low,,,"LARSEN, JOHN",776,219,496,57,4
Navajo,09 JUNIPER,Board Member Show Low,,,"SCHULTZ, LAMISTA",593,144,385,60,4
Navajo,09 JUNIPER,Board Member Show Low,,,Write-In Totals,156,67,57,29,3
Navajo,09 JUNIPER,Board Member Show Low,,,Overvotes,3,3,0,0,0
Navajo,09 JUNIPER,Board Member Show Low,,,Undervotes,2957,884,1792,259,22
Navajo,09 JUNIPER,Board Member Timber Mesa FRD,,,"ADAMS, JAMIE",528,141,327,57,3
Navajo,09 JUNIPER,Board Member Timber Mesa FRD,,,"WYATT, PAUL",555,152,352,49,2
Navajo,09 JUNIPER,Board Member Timber Mesa FRD,,,Write-In Totals,122,67,37,17,1
Navajo,09 JUNIPER,Board Member Timber Mesa FRD,,,Overvotes,0,0,0,0,0
Navajo,09 JUNIPER,Board Member Timber Mesa FRD,,,Undervotes,2323,708,1414,192,9
Navajo,09 JUNIPER,PROPOSITION 207,,,YES,864,268,503,87,6
Navajo,09 JUNIPER,PROPOSITION 207,,,NO,600,159,387,50,4
Navajo,09 JUNIPER,PROPOSITION 207,,,Overvotes,0,0,0,0,0
Navajo,09 JUNIPER,PROPOSITION 207,,,Undervotes,58,19,32,6,1
Navajo,09 JUNIPER,PROPOSITION 208,,,YES,466,96,312,53,5
Navajo,09 JUNIPER,PROPOSITION 208,,,NO,984,319,574,86,5
Navajo,09 JUNIPER,PROPOSITION 208,,,Overvotes,1,1,0,0,0
Navajo,09 JUNIPER,PROPOSITION 208,,,Undervotes,71,30,36,4,1
Navajo,09 JUNIPER,FOR THE BONDS,,,,421,106,277,37,1
Navajo,09 JUNIPER,FOR THE BONDS,,,AGAINST THE BONDS,670,214,395,58,3
Navajo,09 JUNIPER,FOR THE BONDS,,,Overvotes,0,0,0,0,0
Navajo,09 JUNIPER,FOR THE BONDS,,,Undervotes,85,36,38,10,1
Navajo,10 BISON,Registered Voters,,,,1141,,,,
Navajo,10 BISON,Ballots Cast,,,,1020,363,522,129,6
Navajo,10 BISON,Ballots Cast - Blank,,,,0,0,0,0,0
Navajo,10 BISON,President,,REP,"TRUMP, PENCE",856,336,399,115,6
Navajo,10 BISON,President,,DEM,"BIDEN, HARRIS",143,19,118,6,0
Navajo,10 BISON,President,,LBT,"JORGENSEN, COHEN",11,4,5,2,0
Navajo,10 BISON,President,,,Write-In Totals,4,1,0,3,0
Navajo,10 BISON,President,,,Overvotes,0,0,0,0,0
Navajo,10 BISON,President,,,Undervotes,6,3,0,3,0
Navajo,10 BISON,U.S. Senate,,REP,"MCSALLY, MARTHA",837,322,392,117,6
Navajo,10 BISON,U.S. Senate,,DEM,"KELLY, MARK",162,32,122,8,0
Navajo,10 BISON,U.S. Senate,,,Write-In Totals,3,0,2,1,0
Navajo,10 BISON,U.S. Senate,,,Overvotes,0,0,0,0,0
Navajo,10 BISON,U.S. Senate,,,Undervotes,18,9,6,3,0
Navajo,10 BISON,U.S. House,1,REP,"SHEDD, TIFFANY",817,319,380,112,6
Navajo,10 BISON,U.S. House,1,DEM,"O'HALLERAN, TOM",163,26,127,10,0
Navajo,10 BISON,U.S. House,1,,Write-In Totals,1,1,0,0,0
Navajo,10 BISON,U.S. House,1,,Overvotes,0,0,0,0,0
Navajo,10 BISON,U.S. House,1,,Undervotes,39,17,15,7,0
Navajo,10 BISON,State Senate,6,REP,"ROGERS, WENDY",856,330,405,115,6
Navajo,10 BISON,State Senate,6,DEM,"FRENCH, FELICIA",133,19,104,10,0
Navajo,10 BISON,State Senate,6,,Write-In Totals,1,0,1,0,0
Navajo,10 BISON,State Senate,6,,Overvotes,0,0,0,0,0
Navajo,10 BISON,State Senate,6,,Undervotes,30,14,12,4,0
Navajo,10 BISON,State House,6,REP,"BARTON, BRENDA",700,262,341,95,2
Navajo,10 BISON,State House,6,REP,"BLACKMAN, WALTER ""WALT""",773,293,368,106,6
Navajo,10 BISON,State House,6,DEM,"EVANS, CORAL J",117,17,95,5,0
Navajo,10 BISON,State House,6,IND,"BABBOTT, ART",108,21,75,12,0
Navajo,10 BISON,State House,6,,Write-In Totals,0,0,0,0,0
Navajo,10 BISON,State House,6,,Overvotes,2,2,0,0,0
Navajo,10 BISON,State House,6,,Undervotes,340,131,165,40,4
Navajo,10 BISON,Corporation Commissioner,,REP,"MARQUEZ PETERSON, LEA",705,256,346,100,3
Navajo,10 BISON,Corporation Commissioner,,REP,"O'CONNOR, JAMES ""JIM""",735,270,357,103,5
Navajo,10 BISON,Corporation Commissioner,,REP,"SLOAN, ERIC",689,254,331,100,4
Navajo,10 BISON,Corporation Commissioner,,DEM,"MUNDELL, WILLIAM ""BILL""",131,26,99,6,0
Navajo,10 BISON,Corporation Commissioner,,DEM,"STANFIELD, SHEA",117,17,96,4,0
Navajo,10 BISON,Corporation Commissioner,,DEM,"TOVAR, ANNA",131,20,103,8,0
Navajo,10 BISON,Corporation Commissioner,,,Write-In Totals,3,2,1,0,0
Navajo,10 BISON,Corporation Commissioner,,,Overvotes,3,0,3,0,0
Navajo,10 BISON,Corporation Commissioner,,,Undervotes,546,244,230,66,6
Navajo,10 BISON,Board of Supervisors Dist. 4,,REP,"SEYMORE, DARYL",857,317,419,115,6
Navajo,10 BISON,Board of Supervisors Dist. 4,,,Write-In Totals,17,1,14,2,0
Navajo,10 BISON,Board of Supervisors Dist. 4,,,Overvotes,0,0,0,0,0
Navajo,10 BISON,Board of Supervisors Dist. 4,,,Undervotes,146,45,89,12,0
Navajo,10 BISON,County Attorney,,DEM,"CARLYON, BRAD",445,146,244,52,3
Navajo,10 BISON,County Attorney,,,Write-In Totals,31,11,16,4,0
Navajo,10 BISON,County Attorney,,,Overvotes,0,0,0,0,0
Navajo,10 BISON,County Attorney,,,Undervotes,544,206,262,73,3
Navajo,10 BISON,Sheriff,,DEM,"CLOUSE, DAVID",473,155,256,59,3
Navajo,10 BISON,Sheriff,,,Write-In Totals,48,17,25,6,0
Navajo,10 BISON,Sheriff,,,Overvotes,1,0,1,0,0
Navajo,10 BISON,Sheriff,,,Undervotes,498,191,240,64,3
Navajo,10 BISON,County Treasurer,,DEM,"HERNANDEZ-LOPEZ, KARI",425,140,231,51,3
Navajo,10 BISON,County Treasurer,,,Write-In Totals,33,12,19,2,0
