county,precinct,office,district,party,candidate,votes,election_day,early_voting,late_votes,provisional 
Yuma,011,Governor,,DEM,Katie Hobbs,452,76,341,34,1
Yuma,012,Governor,,DEM,Katie Hobbs,395,51,320,23,1
Yuma,013,Governor,,DEM,Katie Hobbs,419,49,364,5,1
Yuma,014.01,Governor,,DEM,Katie Hobbs,108,11,88,9,0
Yuma,015.01,Governor,,DEM,Katie Hobbs,393,35,331,20,7
Yuma,016,Governor,,DEM,Katie Hobbs,357,40,300,12,5
Yuma,017,Governor,,DEM,Katie Hobbs,642,74,541,23,4
Yuma,018,Governor,,DEM,Katie Hobbs,20,1,17,2,0
Yuma,019,Governor,,DEM,Katie Hobbs,27,2,24,1,0
Yuma,020,Governor,,DEM,Katie Hobbs,457,59,368,25,5
Yuma,021,Governor,,DEM,Katie Hobbs,0,0,0,0,0
Yuma,022,Governor,,DEM,Katie Hobbs,565,71,462,28,4
Yuma,023.01,Governor,,DEM,Katie Hobbs,565,42,512,7,4
Yuma,024.01,Governor,,DEM,Katie Hobbs,1186,87,1073,23,3
Yuma,25.01,Governor,,DEM,Katie Hobbs,664,39,604,19,2
Yuma,026,Governor,,DEM,Katie Hobbs,194,15,161,16,2
Yuma,027,Governor,,DEM,Katie Hobbs,230,32,188,10,0
Yuma,028,Governor,,DEM,Katie Hobbs,152,23,115,12,2
Yuma,029,Governor,,DEM,Katie Hobbs,903,134,653,111,5
Yuma,030.01,Governor,,DEM,Katie Hobbs,890,125,640,124,1
Yuma,031,Governor,,DEM,Katie Hobbs,1375,217,982,156,20
Yuma,032,Governor,,DEM,Katie Hobbs,280,36,225,16,3
Yuma,033,Governor,,DEM,Katie Hobbs,114,11,97,6,0
Yuma,034.01,Governor,,DEM,Katie Hobbs,142,18,113,8,3
Yuma,035,Governor,,DEM,Katie Hobbs,373,43,320,8,2
Yuma,036,Governor,,DEM,Katie Hobbs,553,71,449,30,3
Yuma,037,Governor,,DEM,Katie Hobbs,482,67,389,23,3
Yuma,038,Governor,,DEM,Katie Hobbs,459,55,377,25,2
Yuma,039,Governor,,DEM,Katie Hobbs,431,56,352,16,7
Yuma,040,Governor,,DEM,Katie Hobbs,488,51,416,20,1
Yuma,041.01,Governor,,DEM,Katie Hobbs,533,44,467,20,2
Yuma,042,Governor,,DEM,Katie Hobbs,616,80,497,37,2
Yuma,043,Governor,,DEM,Katie Hobbs,9,1,8,0,0
Yuma,044,Governor,,DEM,Katie Hobbs,0,0,0,0,0
Yuma,045.01,Governor,,DEM,Katie Hobbs,222,20,189,9,4
Yuma,046,Governor,,DEM,Katie Hobbs,4,0,4,0,0
Yuma,001.01,Governor,,REP,Kari Lake,136,35,94,5,2
Yuma,002,Governor,,REP,Kari Lake,245,59,173,11,2
Yuma,003,Governor,,REP,Kari Lake,223,43,173,5,2
Yuma,004,Governor,,REP,Kari Lake,766,194,525,37,10
Yuma,005,Governor,,REP,Kari Lake,962,224,665,59,14
Yuma,006,Governor,,REP,Kari Lake,332,90,216,24,2
Yuma,007,Governor,,REP,Kari Lake,241,62,160,18,1
Yuma,008.01,Governor,,REP,Kari Lake,525,80,426,14,5
Yuma,009,Governor,,REP,Kari Lake,1050,271,697,63,19
Yuma,010,Governor,,REP,Kari Lake,1894,418,1353,96,27
Yuma,011,Governor,,REP,Kari Lake,784,260,459,56,9
Yuma,012,Governor,,REP,Kari Lake,868,187,631,42,8
Yuma,013,Governor,,REP,Kari Lake,346,71,255,11,9
Yuma,014.01,Governor,,REP,Kari Lake,133,46,78,8,1
Yuma,015.01,Governor,,REP,Kari Lake,606,114,441,42,9
Yuma,016,Governor,,REP,Kari Lake,366,79,257,28,2
Yuma,017,Governor,,REP,Kari Lake,1298,286,948,45,19
Yuma,018,Governor,,REP,Kari Lake,128,23,101,3,1
Yuma,019,Governor,,REP,Kari Lake,39,11,24,2,2
Yuma,020,Governor,,REP,Kari Lake,1143,382,643,105,13
Yuma,021,Governor,,REP,Kari Lake,0,0,0,0,0
Yuma,022,Governor,,REP,Kari Lake,1162,291,790,58,23
Yuma,023.01,Governor,,REP,Kari Lake,1081,224,796,52,9
Yuma,024.01,Governor,,REP,Kari Lake,3340,694,2471,152,23
Yuma,25.01,Governor,,REP,Kari Lake,1660,384,1188,74,14
Yuma,026,Governor,,REP,Kari Lake,132,33,87,10,2
Yuma,027,Governor,,REP,Kari Lake,235,44,182,6,3
Yuma,028,Governor,,REP,Kari Lake,121,29,79,13,0
Yuma,029,Governor,,REP,Kari Lake,223,64,123,34,2
Yuma,030.01,Governor,,REP,Kari Lake,238,73,130,32,3
Yuma,031,Governor,,REP,Kari Lake,425,115,244,58,8
Yuma,032,Governor,,REP,Kari Lake,251,65,162,18,6
Yuma,033,Governor,,REP,Kari Lake,198,63,120,10,5
Yuma,034.01,Governor,,REP,Kari Lake,396,95,267,28,6
Yuma,035,Governor,,REP,Kari Lake,506,117,362,19,8
Yuma,036,Governor,,REP,Kari Lake,600,133,432,31,4
Yuma,037,Governor,,REP,Kari Lake,323,94,211,13,5
Yuma,038,Governor,,REP,Kari Lake,466,117,318,22,9
Yuma,039,Governor,,REP,Kari Lake,546,119,396,22,9
Yuma,040,Governor,,REP,Kari Lake,584,109,440,31,4
Yuma,041.01,Governor,,REP,Kari Lake,651,139,464,40,8
Yuma,042,Governor,,REP,Kari Lake,601,174,391,27,9
Yuma,043,Governor,,REP,Kari Lake,14,4,9,1,0
Yuma,044,Governor,,REP,Kari Lake,0,0,0,0,0
Yuma,045.01,Governor,,REP,Kari Lake,201,62,127,8,4
Yuma,046,Governor,,REP,Kari Lake,1,1,0,0,0
Yuma,001.01,Governor,,,Write-ins,1,0,1,0,0
Yuma,002,Governor,,,Write-ins,1,1,0,0,0
Yuma,003,Governor,,,Write-ins,3,0,3,0,0
Yuma,004,Governor,,,Write-ins,3,1,2,0,0
Yuma,005,Governor,,,Write-ins,3,0,3,0,0
Yuma,006,Governor,,,Write-ins,3,1,2,0,0
Yuma,007,Governor,,,Write-ins,6,0,6,0,0
Yuma,008.01,Governor,,,Write-ins,1,0,1,0,0
Yuma,009,Governor,,,Write-ins,5,2,3,0,0
Yuma,010,Governor,,,Write-ins,4,0,4,0,0
Yuma,011,Governor,,,Write-ins,2,1,1,0,0
Yuma,012,Governor,,,Write-ins,0,0,0,0,0
Yuma,013,Governor,,,Write-ins,5,2,2,1,0
Yuma,014.01,Governor,,,Write-ins,0,0,0,0,0
Yuma,015.01,Governor,,,Write-ins,2,0,2,0,0
Yuma,016,Governor,,,Write-ins,3,0,0,3,0
Yuma,017,Governor,,,Write-ins,2,1,1,0,0
Yuma,018,Governor,,,Write-ins,0,0,0,0,0
Yuma,019,Governor,,,Write-ins,0,0,0,0,0
Yuma,020,Governor,,,Write-ins,2,2,0,0,0
Yuma,021,Governor,,,Write-ins,0,0,0,0,0
Yuma,022,Governor,,,Write-ins,4,3,1,0,0
Yuma,023.01,Governor,,,Write-ins,0,0,0,0,0
Yuma,024.01,Governor,,,Write-ins,13,2,11,0,0
Yuma,25.01,Governor,,,Write-ins,4,2,2,0,0
Yuma,026,Governor,,,Write-ins,0,0,0,0,0
Yuma,027,Governor,,,Write-ins,2,0,2,0,0
Yuma,028,Governor,,,Write-ins,0,0,0,0,0
Yuma,029,Governor,,,Write-ins,1,0,1,0,0
Yuma,030.01,Governor,,,Write-ins,1,0,1,0,0
Yuma,031,Governor,,,Write-ins,3,1,1,1,0
Yuma,032,Governor,,,Write-ins,0,0,0,0,0
Yuma,033,Governor,,,Write-ins,1,1,0,0,0
Yuma,034.01,Governor,,,Write-ins,0,0,0,0,0
Yuma,035,Governor,,,Write-ins,3,0,3,0,0
Yuma,036,Governor,,,Write-ins,2,0,2,0,0
Yuma,037,Governor,,,Write-ins,4,3,1,0,0
Yuma,038,Governor,,,Write-ins,0,0,0,0,0
Yuma,039,Governor,,,Write-ins,2,0,1,0,1
Yuma,040,Governor,,,Write-ins,1,0,1,0,0
Yuma,041.01,Governor,,,Write-ins,5,2,3,0,0
Yuma,042,Governor,,,Write-ins,2,0,2,0,0
Yuma,043,Governor,,,Write-ins,0,0,0,0,0
Yuma,044,Governor,,,Write-ins,0,0,0,0,0
Yuma,045.01,Governor,,,Write-ins,1,0,1,0,0
Yuma,046,Governor,,,Write-ins,0,0,0,0,0
Yuma,001.01,Secretary of State,,DEM,Adrian Fontes,253,36,196,19,2
Yuma,002,Secretary of State,,DEM,Adrian Fontes,311,49,246,11,5
Yuma,003,Secretary of State,,DEM,Adrian Fontes,274,45,215,10,4
Yuma,004,Secretary of State,,DEM,Adrian Fontes,931,89,800,39,3
Yuma,005,Secretary of State,,DEM,Adrian Fontes,533,56,450,24,3
Yuma,006,Secretary of State,,DEM,Adrian Fontes,567,95,414,52,6
Yuma,007,Secretary of State,,DEM,Adrian Fontes,786,103,610,67,6
Yuma,008.01,Secretary of State,,DEM,Adrian Fontes,323,26,279,17,1
Yuma,009,Secretary of State,,DEM,Adrian Fontes,296,38,248,8,2
Yuma,010,Secretary of State,,DEM,Adrian Fontes,1082,99,918,47,18
Yuma,011,Secretary of State,,DEM,Adrian Fontes,454,79,337,37,1
Yuma,012,Secretary of State,,DEM,Adrian Fontes,388,53,312,22,1
Yuma,013,Secretary of State,,DEM,Adrian Fontes,399,46,348,4,1
Yuma,014.01,Secretary of State,,DEM,Adrian Fontes,112,13,87,12,0
Yuma,015.01,Secretary of State,,DEM,Adrian Fontes,396,34,331,22,9
Yuma,016,Secretary of State,,DEM,Adrian Fontes,373,43,311,14,5
Yuma,017,Secretary of State,,DEM,Adrian Fontes,636,71,536,25,4
Yuma,018,Secretary of State,,DEM,Adrian Fontes,20,1,17,2,0
Yuma,019,Secretary of State,,DEM,Adrian Fontes,22,2,20,0,0
Yuma,020,Secretary of State,,DEM,Adrian Fontes,463,60,372,25,6
Yuma,021,Secretary of State,,DEM,Adrian Fontes,0,0,0,0,0
Yuma,022,Secretary of State,,DEM,Adrian Fontes,550,74,446,26,4
Yuma,023.01,Secretary of State,,DEM,Adrian Fontes,541,44,480,13,4
Yuma,024.01,Secretary of State,,DEM,Adrian Fontes,1176,91,1054,26,5
Yuma,25.01,Secretary of State,,DEM,Adrian Fontes,633,37,570,24,2
Yuma,026,Secretary of State,,DEM,Adrian Fontes,191,14,156,18,3
Yuma,027,Secretary of State,,DEM,Adrian Fontes,223,32,183,8,0
Yuma,028,Secretary of State,,DEM,Adrian Fontes,156,23,120,11,2
Yuma,029,Secretary of State,,DEM,Adrian Fontes,906,137,651,112,6
Yuma,030.01,Secretary of State,,DEM,Adrian Fontes,905,137,634,133,1
Yuma,031,Secretary of State,,DEM,Adrian Fontes,1412,236,994,160,22
Yuma,032,Secretary of State,,DEM,Adrian Fontes,287,41,228,15,3
Yuma,033,Secretary of State,,DEM,Adrian Fontes,120,12,102,6,0
Yuma,034.01,Secretary of State,,DEM,Adrian Fontes,142,19,113,8,2
Yuma,035,Secretary of State,,DEM,Adrian Fontes,373,43,321,6,3
Yuma,036,Secretary of State,,DEM,Adrian Fontes,541,71,440,26,4
Yuma,037,Secretary of State,,DEM,Adrian Fontes,481,68,388,22,3
Yuma,038,Secretary of State,,DEM,Adrian Fontes,448,52,367,28,1
Yuma,039,Secretary of State,,DEM,Adrian Fontes,437,55,356,18,8
Yuma,040,Secretary of State,,DEM,Adrian Fontes,475,52,400,21,2
Yuma,041.01,Secretary of State,,DEM,Adrian Fontes,547,53,473,20,1
Yuma,042,Secretary of State,,DEM,Adrian Fontes,605,79,492,32,2
Yuma,043,Secretary of State,,DEM,Adrian Fontes,9,1,8,0,0
Yuma,044,Secretary of State,,DEM,Adrian Fontes,0,0,0,0,0
Yuma,045.01,Secretary of State,,DEM,Adrian Fontes,224,22,188,9,5
Yuma,046,Secretary of State,,DEM,Adrian Fontes,4,0,4,0,0
Yuma,001.01,Secretary of State,,REP,Mark Finchem,132,35,89,5,3
Yuma,002,Secretary of State,,REP,Mark Finchem,240,58,169,11,2
Yuma,003,Secretary of State,,REP,Mark Finchem,216,42,168,5,1
Yuma,004,Secretary of State,,REP,Mark Finchem,718,190,480,37,11
Yuma,005,Secretary of State,,REP,Mark Finchem,949,224,653,59,13
Yuma,006,Secretary of State,,REP,Mark Finchem,311,88,197,23,3
Yuma,007,Secretary of State,,REP,Mark Finchem,214,57,139,17,1
Yuma,008.01,Secretary of State,,REP,Mark Finchem,524,78,431,10,5
Yuma,009,Secretary of State,,REP,Mark Finchem,1046,267,700,61,18
Yuma,010,Secretary of State,,REP,Mark Finchem,1858,411,1332,90,25
Yuma,011,Secretary of State,,REP,Mark Finchem,774,254,458,53,9
Yuma,012,Secretary of State,,REP,Mark Finchem,844,178,616,42,8
Yuma,013,Secretary of State,,REP,Mark Finchem,342,73,248,12,9
Yuma,014.01,Secretary of State,,REP,Mark Finchem,129,45,77,6,1
Yuma,015.01,Secretary of State,,REP,Mark Finchem,594,113,437,37,7
Yuma,016,Secretary of State,,REP,Mark Finchem,348,74,244,28,2
Yuma,017,Secretary of State,,REP,Mark Finchem,1277,285,933,41,18
Yuma,018,Secretary of State,,REP,Mark Finchem,127,23,100,3,1
Yuma,019,Secretary of State,,REP,Mark Finchem,40,11,25,2,2
Yuma,020,Secretary of State,,REP,Mark Finchem,1123,381,627,104,11
Yuma,021,Secretary of State,,REP,Mark Finchem,0,0,0,0,0
Yuma,022,Secretary of State,,REP,Mark Finchem,1159,288,793,55,23
Yuma,023.01,Secretary of State,,REP,Mark Finchem,1083,219,808,47,9
Yuma,024.01,Secretary of State,,REP,Mark Finchem,3321,684,2470,147,20
Yuma,25.01,Secretary of State,,REP,Mark Finchem,1666,387,1195,70,14
Yuma,026,Secretary of State,,REP,Mark Finchem,123,33,81,8,1
Yuma,027,Secretary of State,,REP,Mark Finchem,233,46,178,6,3
Yuma,028,Secretary of State,,REP,Mark Finchem,105,27,66,12,0
Yuma,029,Secretary of State,,REP,Mark Finchem,180,57,96,26,1
Yuma,030.01,Secretary of State,,REP,Mark Finchem,201,64,115,19,3
Yuma,031,Secretary of State,,REP,Mark Finchem,357,100,205,46,6
Yuma,032,Secretary of State,,REP,Mark Finchem,238,60,155,17,6
Yuma,033,Secretary of State,,REP,Mark Finchem,190,61,114,10,5
Yuma,034.01,Secretary of State,,REP,Mark Finchem,393,94,264,28,7
Yuma,035,Secretary of State,,REP,Mark Finchem,475,117,332,19,7
Yuma,036,Secretary of State,,REP,Mark Finchem,581,131,414,33,3
Yuma,037,Secretary of State,,REP,Mark Finchem,314,97,198,14,5
Yuma,038,Secretary of State,,REP,Mark Finchem,446,117,303,16,10
Yuma,039,Secretary of State,,REP,Mark Finchem,529,119,380,20,10
Yuma,040,Secretary of State,,REP,Mark Finchem,567,106,429,28,4
Yuma,041.01,Secretary of State,,REP,Mark Finchem,620,131,440,40,9
Yuma,042,Secretary of State,,REP,Mark Finchem,603,175,386,33,9
Yuma,043,Secretary of State,,REP,Mark Finchem,13,4,8,1,0
Yuma,044,Secretary of State,,REP,Mark Finchem,0,0,0,0,0
Yuma,045.01,Secretary of State,,REP,Mark Finchem,193,57,126,8,2
Yuma,046,Secretary of State,,REP,Mark Finchem,1,1,0,0,0
Yuma,001.01,Secretary of State,,,Write-ins,2,0,2,0,0
Yuma,002,Secretary of State,,,Write-ins,2,1,1,0,0
Yuma,003,Secretary of State,,,Write-ins,0,0,0,0,0
Yuma,004,Secretary of State,,,Write-ins,2,0,2,0,0
Yuma,005,Secretary of State,,,Write-ins,2,0,2,0,0
Yuma,006,Secretary of State,,,Write-ins,1,1,0,0,0
Yuma,007,Secretary of State,,,Write-ins,1,0,1,0,0
Yuma,008.01,Secretary of State,,,Write-ins,0,0,0,0,0
Yuma,009,Secretary of State,,,Write-ins,2,1,1,0,0
Yuma,010,Secretary of State,,,Write-ins,2,1,1,0,0
Yuma,011,Secretary of State,,,Write-ins,0,0,0,0,0
Yuma,012,Secretary of State,,,Write-ins,0,0,0,0,0
Yuma,013,Secretary of State,,,Write-ins,3,2,1,0,0
Yuma,014.01,Secretary of State,,,Write-ins,0,0,0,0,0
Yuma,015.01,Secretary of State,,,Write-ins,0,0,0,0,0
Yuma,016,Secretary of State,,,Write-ins,2,1,1,0,0
Yuma,017,Secretary of State,,,Write-ins,1,1,0,0,0
Yuma,018,Secretary of State,,,Write-ins,0,0,0,0,0
Yuma,019,Secretary of State,,,Write-ins,0,0,0,0,0
Yuma,020,Secretary of State,,,Write-ins,1,1,0,0,0
Yuma,021,Secretary of State,,,Write-ins,0,0,0,0,0
Yuma,022,Secretary of State,,,Write-ins,2,1,1,0,0
Yuma,023.01,Secretary of State,,,Write-ins,3,1,2,0,0
Yuma,024.01,Secretary of State,,,Write-ins,5,2,3,0,0
Yuma,25.01,Secretary of State,,,Write-ins,2,2,0,0,0
Yuma,026,Secretary of State,,,Write-ins,2,0,2,0,0
Yuma,027,Secretary of State,,,Write-ins,2,0,2,0,0
Yuma,028,Secretary of State,,,Write-ins,0,0,0,0,0
Yuma,029,Secretary of State,,,Write-ins,0,0,0,0,0
Yuma,030.01,Secretary of State,,,Write-ins,2,0,2,0,0
Yuma,031,Secretary of State,,,Write-ins,3,1,2,0,0
Yuma,032,Secretary of State,,,Write-ins,1,0,1,0,0
Yuma,033,Secretary of State,,,Write-ins,1,1,0,0,0
Yuma,034.01,Secretary of State,,,Write-ins,0,0,0,0,0
Yuma,035,Secretary of State,,,Write-ins,2,0,2,0,0
Yuma,036,Secretary of State,,,Write-ins,1,0,1,0,0
Yuma,037,Secretary of State,,,Write-ins,0,0,0,0,0
Yuma,038,Secretary of State,,,Write-ins,1,0,1,0,0
Yuma,039,Secretary of State,,,Write-ins,1,0,1,0,0
Yuma,040,Secretary of State,,,Write-ins,2,1,1,0,0
Yuma,041.01,Secretary of State,,,Write-ins,0,0,0,0,0
Yuma,042,Secretary of State,,,Write-ins,0,0,0,0,0
Yuma,043,Secretary of State,,,Write-ins,0,0,0,0,0
Yuma,044,Secretary of State,,,Write-ins,0,0,0,0,0
Yuma,045.01,Secretary of State,,,Write-ins,1,1,0,0,0
Yuma,046,Secretary of State,,,Write-ins,0,0,0,0,0
Yuma,001.01,Attorney General,,DEM,Kris Mayes,237,34,183,19,1
Yuma,002,Attorney General,,DEM,Kris Mayes,318,48,255,10,5
Yuma,003,Attorney General,,DEM,Kris Mayes,267,44,208,11,4
Yuma,004,Attorney General,,DEM,Kris Mayes,898,85,771,39,3
Yuma,005,Attorney General,,DEM,Kris Mayes,502,57,422,20,3
Yuma,006,Attorney General,,DEM,Kris Mayes,560,90,409,53,8
Yuma,007,Attorney General,,DEM,Kris Mayes,752,100,582,64,6
Yuma,008.01,Attorney General,,DEM,Kris Mayes,318,28,273,16,1
Yuma,009,Attorney General,,DEM,Kris Mayes,290,34,246,8,2
Yuma,010,Attorney General,,DEM,Kris Mayes,1041,99,883,46,13
Yuma,011,Attorney General,,DEM,Kris Mayes,424,79,309,35,1
Yuma,012,Attorney General,,DEM,Kris Mayes,364,49,292,23,0
Yuma,013,Attorney General,,DEM,Kris Mayes,404,44,355,4,1
Yuma,014.01,Attorney General,,DEM,Kris Mayes,110,12,86,12,0
Yuma,015.01,Attorney General,,DEM,Kris Mayes,376,34,314,21,7
Yuma,016,Attorney General,,DEM,Kris Mayes,351,39,295,12,5
Yuma,017,Attorney General,,DEM,Kris Mayes,598,70,500,24,4
Yuma,018,Attorney General,,DEM,Kris Mayes,20,1,17,2,0
Yuma,019,Attorney General,,DEM,Kris Mayes,25,2,23,0,0
Yuma,020,Attorney General,,DEM,Kris Mayes,463,65,368,23,7
Yuma,021,Attorney General,,DEM,Kris Mayes,0,0,0,0,0
Yuma,022,Attorney General,,DEM,Kris Mayes,537,71,437,26,3
Yuma,023.01,Attorney General,,DEM,Kris Mayes,534,44,479,8,3
Yuma,024.01,Attorney General,,DEM,Kris Mayes,1154,87,1036,25,6
Yuma,25.01,Attorney General,,DEM,Kris Mayes,626,36,565,24,1
Yuma,026,Attorney General,,DEM,Kris Mayes,192,14,159,17,2
Yuma,027,Attorney General,,DEM,Kris Mayes,221,34,182,5,0
Yuma,028,Attorney General,,DEM,Kris Mayes,159,22,123,12,2
Yuma,029,Attorney General,,DEM,Kris Mayes,894,146,630,112,6
Yuma,030.01,Attorney General,,DEM,Kris Mayes,908,132,648,127,1
Yuma,031,Attorney General,,DEM,Kris Mayes,1373,224,972,158,19
Yuma,032,Attorney General,,DEM,Kris Mayes,283,40,224,16,3
Yuma,033,Attorney General,,DEM,Kris Mayes,117,13,98,6,0
Yuma,034.01,Attorney General,,DEM,Kris Mayes,141,18,112,8,3
Yuma,035,Attorney General,,DEM,Kris Mayes,361,44,309,5,3
Yuma,036,Attorney General,,DEM,Kris Mayes,525,67,427,27,4
Yuma,037,Attorney General,,DEM,Kris Mayes,472,63,384,22,3
Yuma,038,Attorney General,,DEM,Kris Mayes,440,52,361,25,2
Yuma,039,Attorney General,,DEM,Kris Mayes,425,51,350,16,8
Yuma,040,Attorney General,,DEM,Kris Mayes,474,46,405,21,2
Yuma,041.01,Attorney General,,DEM,Kris Mayes,523,50,453,19,1
Yuma,042,Attorney General,,DEM,Kris Mayes,587,84,471,30,2
Yuma,043,Attorney General,,DEM,Kris Mayes,9,1,8,0,0
Yuma,044,Attorney General,,DEM,Kris Mayes,0,0,0,0,0
Yuma,045.01,Attorney General,,DEM,Kris Mayes,223,23,188,8,4
Yuma,046,Attorney General,,DEM,Kris Mayes,4,0,4,0,0
Yuma,001.01,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",153,36,108,5,4
Yuma,002,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",236,58,165,11,2
Yuma,003,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",227,44,177,5,1
Yuma,004,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",751,193,510,37,11
Yuma,005,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",960,222,662,63,13
Yuma,006,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",320,92,205,22,1
Yuma,007,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",240,56,161,21,2
Yuma,008.01,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",531,77,439,10,5
Yuma,009,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",1052,272,699,63,18
Yuma,010,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",1868,411,1335,93,29
Yuma,011,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",791,258,471,53,9
Yuma,012,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",856,182,624,41,9
Yuma,013,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",350,77,251,13,9
Yuma,014.01,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",132,46,79,6,1
Yuma,015.01,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",600,110,443,38,9
Yuma,016,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",353,76,246,29,2
Yuma,017,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",1279,286,935,40,18
Yuma,018,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",128,23,101,3,1
Yuma,019,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",39,11,24,2,2
Yuma,020,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",1109,371,622,105,11
Yuma,021,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",0,0,0,0,0
Yuma,022,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",1166,291,795,57,23
Yuma,023.01,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",1078,218,799,51,10
Yuma,024.01,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",3299,685,2450,145,19
Yuma,25.01,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",1663,384,1195,69,15
Yuma,026,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",129,34,84,9,2
Yuma,027,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",233,42,179,9,3
Yuma,028,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",108,29,67,12,0
Yuma,029,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",205,50,126,28,1
Yuma,030.01,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",203,64,111,25,3
Yuma,031,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",389,106,224,50,9
Yuma,032,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",238,62,155,15,6
Yuma,033,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",192,60,117,10,5
Yuma,034.01,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",393,94,265,28,6
Yuma,035,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",489,117,345,20,7
Yuma,036,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",604,134,435,32,3
Yuma,037,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",322,96,207,14,5
Yuma,038,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",454,115,313,19,7
Yuma,039,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",542,124,386,22,10
Yuma,040,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",579,112,434,29,4
Yuma,041.01,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",634,132,452,41,9
Yuma,042,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",610,171,396,34,9
Yuma,043,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",12,4,7,1,0
Yuma,044,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",0,0,0,0,0
Yuma,045.01,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",188,57,119,9,3
Yuma,046,Attorney General,,REP,"Abraham ""Abe"" Hamadeh",0,0,0,0,0
Yuma,001.01,Attorney General,,,Write-ins,0,0,0,0,0
Yuma,002,Attorney General,,,Write-ins,0,0,0,0,0
Yuma,003,Attorney General,,,Write-ins,2,0,2,0,0
Yuma,004,Attorney General,,,Write-ins,1,0,1,0,0
Yuma,005,Attorney General,,,Write-ins,3,0,3,0,0
Yuma,006,Attorney General,,,Write-ins,2,1,1,0,0
Yuma,007,Attorney General,,,Write-ins,2,1,1,0,0
Yuma,008.01,Attorney General,,,Write-ins,2,0,1,1,0
Yuma,009,Attorney General,,,Write-ins,1,1,0,0,0
Yuma,010,Attorney General,,,Write-ins,2,0,2,0,0
Yuma,011,Attorney General,,,Write-ins,0,0,0,0,0
Yuma,012,Attorney General,,,Write-ins,0,0,0,0,0
Yuma,013,Attorney General,,,Write-ins,1,0,1,0,0
Yuma,014.01,Attorney General,,,Write-ins,0,0,0,0,0
Yuma,015.01,Attorney General,,,Write-ins,1,0,1,0,0
Yuma,016,Attorney General,,,Write-ins,0,0,0,0,0
Yuma,017,Attorney General,,,Write-ins,1,1,0,0,0
Yuma,018,Attorney General,,,Write-ins,0,0,0,0,0
Yuma,019,Attorney General,,,Write-ins,0,0,0,0,0
Yuma,020,Attorney General,,,Write-ins,4,3,1,0,0
Yuma,021,Attorney General,,,Write-ins,0,0,0,0,0
Yuma,022,Attorney General,,,Write-ins,0,0,0,0,0
Yuma,023.01,Attorney General,,,Write-ins,2,2,0,0,0
Yuma,024.01,Attorney General,,,Write-ins,6,5,1,0,0
Yuma,25.01,Attorney General,,,Write-ins,5,4,1,0,0
Yuma,026,Attorney General,,,Write-ins,0,0,0,0,0
Yuma,027,Attorney General,,,Write-ins,1,0,1,0,0
Yuma,028,Attorney General,,,Write-ins,0,0,0,0,0
Yuma,029,Attorney General,,,Write-ins,0,0,0,0,0
Yuma,030.01,Attorney General,,,Write-ins,1,0,0,1,0
Yuma,031,Attorney General,,,Write-ins,6,1,4,1,0
Yuma,032,Attorney General,,,Write-ins,1,0,1,0,0
