county,precinct,office,recount,district,party,candidate,votes,election_day,early_voting,provisional
Cochise,02 BE J-SIX,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,03 BE SAN PEDRO,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,04 BI BISBEE,State House,,21,REP,Damien Kennedy,173,49,124,0
Cochise,05 BI DON LUIS,State House,,21,REP,Damien Kennedy,269,101,168,0
Cochise,06 BI WARREN,State House,,21,REP,Damien Kennedy,280,90,188,2
Cochise,07 BOWIE,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,08 COCHISE STRONGHOLD,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,09 DO CALVARY,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,10 DO CARLSON,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,11 DO CASTRO PARK,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,12 DO GADSDEN,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,13 DO SUNNYSIDE,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,14 GREATER SAN PEDRO,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,15 HEREFORD,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,16 HUACHUCA,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,17 MCNEAL,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,18 NACO,State House,,21,REP,Damien Kennedy,75,18,57,0
Cochise,19 PALOMINAS,State House,,21,REP,Damien Kennedy,437,150,287,0
Cochise,20 PIRTLEVILLE,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,21 POMERENE,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,22 PORTAL,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,23 SAN SIMON,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,24 ST DAVID,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,25 SUNIZONA,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,26 SV AVENIDA DEL SOL,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,27 SV BUFFALO SOLDIER,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,28 SV BUSBY,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,29 SV CARMELITA,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,30 SV CLOUD,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,31 SV COLLEGE,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,32 SV COUNTRY CLUB,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,33 SV ESTATES,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,34 SV HOPI,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,35 SV MOSON,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,36 SV PUEBLO DEL SOL,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,37 SV RAMSEY,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,38 SV SNYDER,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,39 SV SOLDIER CREEK,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,40 SV TOWN & COUNTRY,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,41 SV VILLAGE MEADOWS,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,42 SV VISTA VILLAGE,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,43 SV YAQUI,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,44 TOMBSTONE,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,45 WEBB,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,46 WHETSTONE,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,47 WI KANSAS SETTLEMENT,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,48 WI STEWART,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,49 WI WILLCOX,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,50 DO GRAND,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,51 BI SACRAMENTO,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,52 THREE CANYONS,State House,,21,REP,Damien Kennedy,303,98,204,1
Cochise,53 GREENBUSH,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,54 PARKER,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,55 MONTEZUMA,State House,,21,REP,Damien Kennedy,0,0,0,0
Cochise,01 BE BENSON,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,02 BE J-SIX,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,03 BE SAN PEDRO,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,04 BI BISBEE,State House,,21,REP,Deborah McEwen,171,44,127,0
Cochise,05 BI DON LUIS,State House,,21,REP,Deborah McEwen,286,101,185,0
Cochise,06 BI WARREN,State House,,21,REP,Deborah McEwen,281,93,185,3
Cochise,07 BOWIE,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,08 COCHISE STRONGHOLD,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,09 DO CALVARY,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,10 DO CARLSON,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,11 DO CASTRO PARK,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,12 DO GADSDEN,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,13 DO SUNNYSIDE,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,14 GREATER SAN PEDRO,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,15 HEREFORD,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,16 HUACHUCA,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,17 MCNEAL,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,18 NACO,State House,,21,REP,Deborah McEwen,89,22,67,0
Cochise,19 PALOMINAS,State House,,21,REP,Deborah McEwen,446,155,291,0
Cochise,20 PIRTLEVILLE,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,21 POMERENE,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,22 PORTAL,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,23 SAN SIMON,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,24 ST DAVID,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,25 SUNIZONA,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,26 SV AVENIDA DEL SOL,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,27 SV BUFFALO SOLDIER,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,28 SV BUSBY,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,29 SV CARMELITA,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,30 SV CLOUD,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,31 SV COLLEGE,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,32 SV COUNTRY CLUB,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,33 SV ESTATES,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,34 SV HOPI,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,35 SV MOSON,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,36 SV PUEBLO DEL SOL,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,37 SV RAMSEY,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,38 SV SNYDER,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,39 SV SOLDIER CREEK,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,40 SV TOWN & COUNTRY,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,41 SV VILLAGE MEADOWS,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,42 SV VISTA VILLAGE,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,43 SV YAQUI,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,44 TOMBSTONE,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,45 WEBB,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,46 WHETSTONE,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,47 WI KANSAS SETTLEMENT,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,48 WI STEWART,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,49 WI WILLCOX,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,50 DO GRAND,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,51 BI SACRAMENTO,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,52 THREE CANYONS,State House,,21,REP,Deborah McEwen,308,100,207,1
Cochise,53 GREENBUSH,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,54 PARKER,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,55 MONTEZUMA,State House,,21,REP,Deborah McEwen,0,0,0,0
Cochise,01 BE BENSON,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,02 BE J-SIX,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,03 BE SAN PEDRO,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,04 BI BISBEE,State House,,21,DEM,Consuelo Hernandez,740,76,663,1
Cochise,05 BI DON LUIS,State House,,21,DEM,Consuelo Hernandez,474,53,421,0
Cochise,06 BI WARREN,State House,,21,DEM,Consuelo Hernandez,610,47,563,0
Cochise,07 BOWIE,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,08 COCHISE STRONGHOLD,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,09 DO CALVARY,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,10 DO CARLSON,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,11 DO CASTRO PARK,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,12 DO GADSDEN,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,13 DO SUNNYSIDE,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,14 GREATER SAN PEDRO,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,15 HEREFORD,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,16 HUACHUCA,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,17 MCNEAL,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,18 NACO,State House,,21,DEM,Consuelo Hernandez,202,18,183,1
Cochise,19 PALOMINAS,State House,,21,DEM,Consuelo Hernandez,210,30,180,0
Cochise,20 PIRTLEVILLE,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,21 POMERENE,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,22 PORTAL,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,23 SAN SIMON,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,24 ST DAVID,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,25 SUNIZONA,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,26 SV AVENIDA DEL SOL,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,27 SV BUFFALO SOLDIER,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,28 SV BUSBY,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,29 SV CARMELITA,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,30 SV CLOUD,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,31 SV COLLEGE,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,32 SV COUNTRY CLUB,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,33 SV ESTATES,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,34 SV HOPI,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,35 SV MOSON,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,36 SV PUEBLO DEL SOL,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,37 SV RAMSEY,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,38 SV SNYDER,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,39 SV SOLDIER CREEK,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,40 SV TOWN & COUNTRY,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,41 SV VILLAGE MEADOWS,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,42 SV VISTA VILLAGE,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,43 SV YAQUI,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,44 TOMBSTONE,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,45 WEBB,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,46 WHETSTONE,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,47 WI KANSAS SETTLEMENT,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,48 WI STEWART,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,49 WI WILLCOX,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,50 DO GRAND,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,51 BI SACRAMENTO,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,52 THREE CANYONS,State House,,21,DEM,Consuelo Hernandez,121,7,114,0
Cochise,53 GREENBUSH,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,54 PARKER,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,55 MONTEZUMA,State House,,21,DEM,Consuelo Hernandez,0,0,0,0
Cochise,01 BE BENSON,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,02 BE J-SIX,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,03 BE SAN PEDRO,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,04 BI BISBEE,State House,,21,DEM,Stephanie Stahl Hamilton,725,78,645,2
Cochise,05 BI DON LUIS,State House,,21,DEM,Stephanie Stahl Hamilton,482,56,426,0
Cochise,06 BI WARREN,State House,,21,DEM,Stephanie Stahl Hamilton,588,47,541,0
Cochise,07 BOWIE,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,08 COCHISE STRONGHOLD,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,09 DO CALVARY,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,10 DO CARLSON,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,11 DO CASTRO PARK,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,12 DO GADSDEN,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,13 DO SUNNYSIDE,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,14 GREATER SAN PEDRO,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,15 HEREFORD,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,16 HUACHUCA,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,17 MCNEAL,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,18 NACO,State House,,21,DEM,Stephanie Stahl Hamilton,176,14,161,1
Cochise,19 PALOMINAS,State House,,21,DEM,Stephanie Stahl Hamilton,215,30,185,0
Cochise,20 PIRTLEVILLE,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,21 POMERENE,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,22 PORTAL,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,23 SAN SIMON,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,24 ST DAVID,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,25 SUNIZONA,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,26 SV AVENIDA DEL SOL,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,27 SV BUFFALO SOLDIER,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,28 SV BUSBY,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,29 SV CARMELITA,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,30 SV CLOUD,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,31 SV COLLEGE,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,32 SV COUNTRY CLUB,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,33 SV ESTATES,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,34 SV HOPI,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,35 SV MOSON,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,36 SV PUEBLO DEL SOL,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,37 SV RAMSEY,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,38 SV SNYDER,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,39 SV SOLDIER CREEK,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,40 SV TOWN & COUNTRY,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,41 SV VILLAGE MEADOWS,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,42 SV VISTA VILLAGE,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,43 SV YAQUI,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,44 TOMBSTONE,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,45 WEBB,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,46 WHETSTONE,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,47 WI KANSAS SETTLEMENT,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,48 WI STEWART,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,49 WI WILLCOX,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,50 DO GRAND,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,51 BI SACRAMENTO,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,52 THREE CANYONS,State House,,21,DEM,Stephanie Stahl Hamilton,124,9,115,0
Cochise,53 GREENBUSH,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,54 PARKER,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,55 MONTEZUMA,State House,,21,DEM,Stephanie Stahl Hamilton,0,0,0,0
Cochise,01 BE BENSON,State House,,21,,Write-in,0,0,0,0
Cochise,02 BE J-SIX,State House,,21,,Write-in,0,0,0,0
Cochise,03 BE SAN PEDRO,State House,,21,,Write-in,0,0,0,0
Cochise,04 BI BISBEE,State House,,21,,Write-in,2,2,0,0
Cochise,05 BI DON LUIS,State House,,21,,Write-in,2,1,1,0
Cochise,06 BI WARREN,State House,,21,,Write-in,4,0,4,0
Cochise,07 BOWIE,State House,,21,,Write-in,0,0,0,0
Cochise,08 COCHISE STRONGHOLD,State House,,21,,Write-in,0,0,0,0
Cochise,09 DO CALVARY,State House,,21,,Write-in,0,0,0,0
Cochise,10 DO CARLSON,State House,,21,,Write-in,0,0,0,0
Cochise,11 DO CASTRO PARK,State House,,21,,Write-in,0,0,0,0
Cochise,12 DO GADSDEN,State House,,21,,Write-in,0,0,0,0
Cochise,13 DO SUNNYSIDE,State House,,21,,Write-in,0,0,0,0
Cochise,14 GREATER SAN PEDRO,State House,,21,,Write-in,0,0,0,0
Cochise,15 HEREFORD,State House,,21,,Write-in,0,0,0,0
Cochise,16 HUACHUCA,State House,,21,,Write-in,0,0,0,0
Cochise,17 MCNEAL,State House,,21,,Write-in,0,0,0,0
Cochise,18 NACO,State House,,21,,Write-in,2,2,0,0
Cochise,19 PALOMINAS,State House,,21,,Write-in,0,0,0,0
Cochise,20 PIRTLEVILLE,State House,,21,,Write-in,0,0,0,0
Cochise,21 POMERENE,State House,,21,,Write-in,0,0,0,0
Cochise,22 PORTAL,State House,,21,,Write-in,0,0,0,0
Cochise,23 SAN SIMON,State House,,21,,Write-in,0,0,0,0
Cochise,24 ST DAVID,State House,,21,,Write-in,0,0,0,0
Cochise,25 SUNIZONA,State House,,21,,Write-in,0,0,0,0
Cochise,26 SV AVENIDA DEL SOL,State House,,21,,Write-in,0,0,0,0
Cochise,27 SV BUFFALO SOLDIER,State House,,21,,Write-in,0,0,0,0
Cochise,28 SV BUSBY,State House,,21,,Write-in,0,0,0,0
Cochise,29 SV CARMELITA,State House,,21,,Write-in,0,0,0,0
Cochise,30 SV CLOUD,State House,,21,,Write-in,0,0,0,0
Cochise,31 SV COLLEGE,State House,,21,,Write-in,0,0,0,0
Cochise,32 SV COUNTRY CLUB,State House,,21,,Write-in,0,0,0,0
Cochise,33 SV ESTATES,State House,,21,,Write-in,0,0,0,0
Cochise,34 SV HOPI,State House,,21,,Write-in,0,0,0,0
Cochise,35 SV MOSON,State House,,21,,Write-in,0,0,0,0
Cochise,36 SV PUEBLO DEL SOL,State House,,21,,Write-in,0,0,0,0
Cochise,37 SV RAMSEY,State House,,21,,Write-in,0,0,0,0
Cochise,38 SV SNYDER,State House,,21,,Write-in,0,0,0,0
Cochise,39 SV SOLDIER CREEK,State House,,21,,Write-in,0,0,0,0
Cochise,40 SV TOWN & COUNTRY,State House,,21,,Write-in,0,0,0,0
Cochise,41 SV VILLAGE MEADOWS,State House,,21,,Write-in,0,0,0,0
Cochise,42 SV VISTA VILLAGE,State House,,21,,Write-in,0,0,0,0
Cochise,43 SV YAQUI,State House,,21,,Write-in,0,0,0,0
Cochise,44 TOMBSTONE,State House,,21,,Write-in,0,0,0,0
Cochise,45 WEBB,State House,,21,,Write-in,0,0,0,0
Cochise,46 WHETSTONE,State House,,21,,Write-in,0,0,0,0
Cochise,47 WI KANSAS SETTLEMENT,State House,,21,,Write-in,0,0,0,0
Cochise,48 WI STEWART,State House,,21,,Write-in,0,0,0,0
Cochise,49 WI WILLCOX,State House,,21,,Write-in,0,0,0,0
Cochise,50 DO GRAND,State House,,21,,Write-in,0,0,0,0
Cochise,51 BI SACRAMENTO,State House,,21,,Write-in,0,0,0,0
Cochise,52 THREE CANYONS,State House,,21,,Write-in,0,0,0,0
Cochise,53 GREENBUSH,State House,,21,,Write-in,0,0,0,0
Cochise,54 PARKER,State House,,21,,Write-in,0,0,0,0
Cochise,55 MONTEZUMA,State House,,21,,Write-in,0,0,0,0
Cochise,01 BE BENSON,State House,,21,,Over Votes,0,0,0,0
Cochise,02 BE J-SIX,State House,,21,,Over Votes,0,0,0,0
Cochise,03 BE SAN PEDRO,State House,,21,,Over Votes,0,0,0,0
Cochise,04 BI BISBEE,State House,,21,,Over Votes,0,0,0,0
Cochise,05 BI DON LUIS,State House,,21,,Over Votes,0,0,0,0
Cochise,06 BI WARREN,State House,,21,,Over Votes,0,0,0,0
Cochise,07 BOWIE,State House,,21,,Over Votes,0,0,0,0
Cochise,08 COCHISE STRONGHOLD,State House,,21,,Over Votes,0,0,0,0
Cochise,09 DO CALVARY,State House,,21,,Over Votes,0,0,0,0
Cochise,10 DO CARLSON,State House,,21,,Over Votes,0,0,0,0
Cochise,11 DO CASTRO PARK,State House,,21,,Over Votes,0,0,0,0
Cochise,12 DO GADSDEN,State House,,21,,Over Votes,0,0,0,0
Cochise,13 DO SUNNYSIDE,State House,,21,,Over Votes,0,0,0,0
Cochise,14 GREATER SAN PEDRO,State House,,21,,Over Votes,0,0,0,0
Cochise,15 HEREFORD,State House,,21,,Over Votes,0,0,0,0
Cochise,16 HUACHUCA,State House,,21,,Over Votes,0,0,0,0
Cochise,17 MCNEAL,State House,,21,,Over Votes,0,0,0,0
Cochise,18 NACO,State House,,21,,Over Votes,0,0,0,0
Cochise,19 PALOMINAS,State House,,21,,Over Votes,0,0,0,0
Cochise,20 PIRTLEVILLE,State House,,21,,Over Votes,0,0,0,0
Cochise,21 POMERENE,State House,,21,,Over Votes,0,0,0,0
Cochise,22 PORTAL,State House,,21,,Over Votes,0,0,0,0
Cochise,23 SAN SIMON,State House,,21,,Over Votes,0,0,0,0
Cochise,24 ST DAVID,State House,,21,,Over Votes,0,0,0,0
Cochise,25 SUNIZONA,State House,,21,,Over Votes,0,0,0,0
Cochise,26 SV AVENIDA DEL SOL,State House,,21,,Over Votes,0,0,0,0
Cochise,27 SV BUFFALO SOLDIER,State House,,21,,Over Votes,0,0,0,0
Cochise,28 SV BUSBY,State House,,21,,Over Votes,0,0,0,0
Cochise,29 SV CARMELITA,State House,,21,,Over Votes,0,0,0,0
Cochise,30 SV CLOUD,State House,,21,,Over Votes,0,0,0,0
Cochise,31 SV COLLEGE,State House,,21,,Over Votes,0,0,0,0
Cochise,32 SV COUNTRY CLUB,State House,,21,,Over Votes,0,0,0,0
Cochise,33 SV ESTATES,State House,,21,,Over Votes,0,0,0,0
Cochise,34 SV HOPI,State House,,21,,Over Votes,0,0,0,0
Cochise,35 SV MOSON,State House,,21,,Over Votes,0,0,0,0
Cochise,36 SV PUEBLO DEL SOL,State House,,21,,Over Votes,0,0,0,0
Cochise,37 SV RAMSEY,State House,,21,,Over Votes,0,0,0,0
Cochise,38 SV SNYDER,State House,,21,,Over Votes,0,0,0,0
Cochise,39 SV SOLDIER CREEK,State House,,21,,Over Votes,0,0,0,0
Cochise,40 SV TOWN & COUNTRY,State House,,21,,Over Votes,0,0,0,0
Cochise,41 SV VILLAGE MEADOWS,State House,,21,,Over Votes,0,0,0,0
Cochise,42 SV VISTA VILLAGE,State House,,21,,Over Votes,0,0,0,0
Cochise,43 SV YAQUI,State House,,21,,Over Votes,0,0,0,0
Cochise,44 TOMBSTONE,State House,,21,,Over Votes,0,0,0,0
Cochise,45 WEBB,State House,,21,,Over Votes,0,0,0,0
Cochise,46 WHETSTONE,State House,,21,,Over Votes,0,0,0,0
Cochise,47 WI KANSAS SETTLEMENT,State House,,21,,Over Votes,0,0,0,0
Cochise,48 WI STEWART,State House,,21,,Over Votes,0,0,0,0
Cochise,49 WI WILLCOX,State House,,21,,Over Votes,0,0,0,0
Cochise,50 DO GRAND,State House,,21,,Over Votes,0,0,0,0
Cochise,51 BI SACRAMENTO,State House,,21,,Over Votes,0,0,0,0
Cochise,52 THREE CANYONS,State House,,21,,Over Votes,0,0,0,0
Cochise,53 GREENBUSH,State House,,21,,Over Votes,0,0,0,0
Cochise,54 PARKER,State House,,21,,Over Votes,0,0,0,0
Cochise,55 MONTEZUMA,State House,,21,,Over Votes,0,0,0,0
Cochise,01 BE BENSON,State House,,21,,Under Votes,0,0,0,0
Cochise,02 BE J-SIX,State House,,21,,Under Votes,0,0,0,0
Cochise,03 BE SAN PEDRO,State House,,21,,Under Votes,0,0,0,0
