county,precinct,office,district,seats,party,candidate,votes,early_voting,election_day,provisional
Apache,02 ALPINE,Board of Supervisors,3,1,DEM,Overvotes,0,0,0,0
Apache,02 ALPINE,Board of Supervisors,3,1,DEM,Undervotes,42,36,5,1
Apache,02 ALPINE,County Assessor,,1,DEM,Rodger DAHOZY,33,29,4,0
Apache,02 ALPINE,County Assessor,,1,DEM,Write-In Totals,0,0,0,0
Apache,02 ALPINE,County Assessor,,1,DEM,Total Votes Cast,33,29,4,0
Apache,02 ALPINE,County Assessor,,1,DEM,Overvotes,0,0,0,0
Apache,02 ALPINE,County Assessor,,1,DEM,Undervotes,13,11,1,1
Apache,02 ALPINE,County Attorney,,1,DEM,Michael WHITING,25,23,2,0
Apache,02 ALPINE,County Attorney,,1,DEM,Write-In Totals,2,2,0,0
Apache,02 ALPINE,County Attorney,,1,DEM,Total Votes Cast,27,25,2,0
Apache,02 ALPINE,County Attorney,,1,DEM,Overvotes,0,0,0,0
Apache,02 ALPINE,County Attorney,,1,DEM,Undervotes,19,15,3,1
Apache,02 ALPINE,County Recorder,,1,DEM,Stephanie CALABAZA,17,15,2,0
Apache,02 ALPINE,County Recorder,,1,DEM,Larry NOBLE,23,20,2,1
Apache,02 ALPINE,County Recorder,,1,DEM,Write-In Totals,0,0,0,0
Apache,02 ALPINE,County Recorder,,1,DEM,Total Votes Cast,40,35,4,1
Apache,02 ALPINE,County Recorder,,1,DEM,Overvotes,0,0,0,0
Apache,02 ALPINE,County Recorder,,1,DEM,Undervotes,6,5,1,0
Apache,02 ALPINE,County School Superintendent,,1,DEM,Joy WHITING,31,29,2,0
Apache,02 ALPINE,County School Superintendent,,1,DEM,Write-In Totals,1,1,0,0
Apache,02 ALPINE,County School Superintendent,,1,DEM,Total Votes Cast,32,30,2,0
Apache,02 ALPINE,County School Superintendent,,1,DEM,Overvotes,0,0,0,0
Apache,02 ALPINE,County School Superintendent,,1,DEM,Undervotes,14,10,3,1
Apache,02 ALPINE,County Sheriff,,1,DEM,Joseph DEDMAN JR,32,28,4,0
Apache,02 ALPINE,County Sheriff,,1,DEM,Write-In Totals,2,2,0,0
Apache,02 ALPINE,County Sheriff,,1,DEM,Total Votes Cast,34,30,4,0
Apache,02 ALPINE,County Sheriff,,1,DEM,Overvotes,0,0,0,0
Apache,02 ALPINE,County Sheriff,,1,DEM,Undervotes,12,10,1,1
Apache,02 ALPINE,County Treasurer,,1,DEM,Marleita BEGAY,24,21,3,0
Apache,02 ALPINE,County Treasurer,,1,DEM,Flora NEZ,16,13,2,1
Apache,02 ALPINE,County Treasurer,,1,DEM,Write-In Totals,0,0,0,0
Apache,02 ALPINE,County Treasurer,,1,DEM,Total Votes Cast,40,34,5,1
Apache,02 ALPINE,County Treasurer,,1,DEM,Overvotes,0,0,0,0
Apache,02 ALPINE,County Treasurer,,1,DEM,Undervotes,6,6,0,0
Apache,02 ALPINE,U.S. Senate,,1,REP,Kari LAKE,96,77,18,1
Apache,02 ALPINE,U.S. Senate,,1,REP,Mark LAMB,73,72,1,0
Apache,02 ALPINE,U.S. Senate,,1,REP,Elizabeth Jean REYE,9,9,0,0
Apache,02 ALPINE,U.S. Senate,,1,REP,Write-In Totals,0,0,0,0
Apache,02 ALPINE,U.S. Senate,,1,REP,Total Votes Cast,178,158,19,1
Apache,02 ALPINE,U.S. Senate,,1,REP,Overvotes,0,0,0,0
Apache,02 ALPINE,U.S. Senate,,1,REP,Undervotes,1,1,0,0
Apache,02 ALPINE,U.S. House,2,1,REP,Eli CRANE,143,127,16,0
Apache,02 ALPINE,U.S. House,2,1,REP,Jack SMITH,25,22,2,1
Apache,02 ALPINE,U.S. House,2,1,REP,Write-In Totals,0,0,0,0
Apache,02 ALPINE,U.S. House,2,1,REP,Total Votes Cast,168,149,18,1
Apache,02 ALPINE,U.S. House,2,1,REP,Overvotes,1,1,0,0
Apache,02 ALPINE,U.S. House,2,1,REP,Undervotes,10,9,1,0
Apache,02 ALPINE,State Senate,6,1,REP,Write-In Totals,5,5,0,0
Apache,02 ALPINE,State Senate,6,1,REP,Total Votes Cast,5,5,0,0
Apache,02 ALPINE,State Senate,6,1,REP,Overvotes,0,0,0,0
Apache,02 ALPINE,State Senate,6,1,REP,Undervotes,174,154,19,1
Apache,02 ALPINE,State House,6,2,REP,Lloyd JOHNSON,113,100,12,1
Apache,02 ALPINE,State House,6,2,REP,Rich KING,118,108,9,1
Apache,02 ALPINE,State House,6,2,REP,Write-In Totals,0,0,0,0
Apache,02 ALPINE,State House,6,2,REP,Total Votes Cast,231,208,21,2
Apache,02 ALPINE,State House,6,2,REP,Overvotes,0,0,0,0
Apache,02 ALPINE,State House,6,2,REP,Undervotes,127,110,17,0
Apache,02 ALPINE,Corporation Commissioner,,3,REP,Rene LOPEZ,113,101,11,1
Apache,02 ALPINE,Corporation Commissioner,,3,REP,Lea MARQUEZ PETERSON,107,97,9,1
Apache,02 ALPINE,Corporation Commissioner,,3,REP,Rachel WALDEN,122,113,8,1
Apache,02 ALPINE,Corporation Commissioner,,3,REP,Write-In Totals,3,3,0,0
Apache,02 ALPINE,Corporation Commissioner,,3,REP,Total Votes Cast,345,314,28,3
Apache,02 ALPINE,Corporation Commissioner,,3,REP,Overvotes,0,0,0,0
Apache,02 ALPINE,Corporation Commissioner,,3,REP,Undervotes,192,163,29,0
Apache,02 ALPINE,Board of Supervisors,3,1,REP,Nelson DAVIS,146,130,15,1
Apache,02 ALPINE,Board of Supervisors,3,1,REP,Write-In Totals,2,2,0,0
Apache,02 ALPINE,Board of Supervisors,3,1,REP,Total Votes Cast,148,132,15,1
Apache,02 ALPINE,Board of Supervisors,3,1,REP,Overvotes,1,1,0,0
Apache,02 ALPINE,Board of Supervisors,3,1,REP,Undervotes,30,26,4,0
Apache,02 ALPINE,County Assessor,,1,REP,Write-In Totals,2,2,0,0
Apache,02 ALPINE,County Assessor,,1,REP,Total Votes Cast,2,2,0,0
Apache,02 ALPINE,County Assessor,,1,REP,Overvotes,0,0,0,0
Apache,02 ALPINE,County Assessor,,1,REP,Undervotes,177,157,19,1
Apache,02 ALPINE,County Attorney,,1,REP,Write-In Totals,6,5,1,0
Apache,02 ALPINE,County Attorney,,1,REP,Total Votes Cast,6,5,1,0
Apache,02 ALPINE,County Attorney,,1,REP,Overvotes,0,0,0,0
Apache,02 ALPINE,County Attorney,,1,REP,Undervotes,173,154,18,1
Apache,02 ALPINE,County Recorder,,1,REP,Guthrie KUSHNER,134,121,12,1
Apache,02 ALPINE,County Recorder,,1,REP,Write-In Totals,0,0,0,0
Apache,02 ALPINE,County Recorder,,1,REP,Total Votes Cast,134,121,12,1
Apache,02 ALPINE,County Recorder,,1,REP,Overvotes,0,0,0,0
Apache,02 ALPINE,County Recorder,,1,REP,Undervotes,45,38,7,0
Apache,02 ALPINE,County School Superintendent,,1,REP,Write-In Totals,2,2,0,0
Apache,02 ALPINE,County School Superintendent,,1,REP,Total Votes Cast,2,2,0,0
Apache,02 ALPINE,County School Superintendent,,1,REP,Overvotes,0,0,0,0
Apache,02 ALPINE,County School Superintendent,,1,REP,Undervotes,177,157,19,1
Apache,02 ALPINE,County Sheriff,,1,REP,Write-In Totals,14,14,0,0
Apache,02 ALPINE,County Sheriff,,1,REP,Total Votes Cast,14,14,0,0
Apache,02 ALPINE,County Sheriff,,1,REP,Overvotes,0,0,0,0
Apache,02 ALPINE,County Sheriff,,1,REP,Undervotes,165,145,19,1
Apache,02 ALPINE,County Treasurer,,1,REP,Write-In Totals,6,5,1,0
Apache,02 ALPINE,County Treasurer,,1,REP,Total Votes Cast,6,5,1,0
Apache,02 ALPINE,County Treasurer,,1,REP,Overvotes,0,0,0,0
Apache,02 ALPINE,County Treasurer,,1,REP,Undervotes,173,154,18,1
Apache,02 ALPINE,U.S. Senate,,1,LBT,Write-In Totals,0,0,0,0
Apache,02 ALPINE,U.S. Senate,,1,LBT,Total Votes Cast,0,0,0,0
Apache,02 ALPINE,U.S. Senate,,1,LBT,Overvotes,0,0,0,0
Apache,02 ALPINE,U.S. Senate,,1,LBT,Undervotes,0,0,0,0
Apache,02 ALPINE,U.S. House,2,1,LBT,Write-In Totals,0,0,0,0
Apache,02 ALPINE,U.S. House,2,1,LBT,Total Votes Cast,0,0,0,0
Apache,02 ALPINE,U.S. House,2,1,LBT,Overvotes,0,0,0,0
Apache,02 ALPINE,U.S. House,2,1,LBT,Undervotes,0,0,0,0
Apache,02 ALPINE,State Senate,6,1,LBT,Write-In Totals,0,0,0,0
Apache,02 ALPINE,State Senate,6,1,LBT,Total Votes Cast,0,0,0,0
Apache,02 ALPINE,State Senate,6,1,LBT,Overvotes,0,0,0,0
Apache,02 ALPINE,State Senate,6,1,LBT,Undervotes,0,0,0,0
Apache,02 ALPINE,State House,6,2,LBT,Write-In Totals,0,0,0,0
Apache,02 ALPINE,State House,6,2,LBT,Total Votes Cast,0,0,0,0
Apache,02 ALPINE,State House,6,2,LBT,Overvotes,0,0,0,0
Apache,02 ALPINE,State House,6,2,LBT,Undervotes,0,0,0,0
Apache,02 ALPINE,Corporation Commissioner,,3,LBT,Write-In Totals,0,0,0,0
Apache,02 ALPINE,Corporation Commissioner,,3,LBT,Total Votes Cast,0,0,0,0
Apache,02 ALPINE,Corporation Commissioner,,3,LBT,Overvotes,0,0,0,0
Apache,02 ALPINE,Corporation Commissioner,,3,LBT,Undervotes,0,0,0,0
Apache,02 ALPINE,U.S. Senate,,1,GRN,Arturo HERNANDEZ,0,0,0,0
Apache,02 ALPINE,U.S. Senate,,1,GRN,Michael NORTON,0,0,0,0
Apache,02 ALPINE,U.S. Senate,,1,GRN,Write-In Totals,0,0,0,0
Apache,02 ALPINE,U.S. Senate,,1,GRN,Total Votes Cast,0,0,0,0
Apache,02 ALPINE,U.S. Senate,,1,GRN,Overvotes,0,0,0,0
Apache,02 ALPINE,U.S. Senate,,1,GRN,Undervotes,0,0,0,0
Apache,02 ALPINE,U.S. House,2,1,GRN,Write-In Totals,0,0,0,0
Apache,02 ALPINE,U.S. House,2,1,GRN,Total Votes Cast,0,0,0,0
Apache,02 ALPINE,U.S. House,2,1,GRN,Overvotes,0,0,0,0
Apache,02 ALPINE,U.S. House,2,1,GRN,Undervotes,0,0,0,0
Apache,02 ALPINE,State Senate,6,1,GRN,Write-In Totals,0,0,0,0
Apache,02 ALPINE,State Senate,6,1,GRN,Total Votes Cast,0,0,0,0
Apache,02 ALPINE,State Senate,6,1,GRN,Overvotes,0,0,0,0
Apache,02 ALPINE,State Senate,6,1,GRN,Undervotes,0,0,0,0
Apache,02 ALPINE,State House,6,2,GRN,Write-In Totals,0,0,0,0
Apache,02 ALPINE,State House,6,2,GRN,Total Votes Cast,0,0,0,0
Apache,02 ALPINE,State House,6,2,GRN,Overvotes,0,0,0,0
Apache,02 ALPINE,State House,6,2,GRN,Undervotes,0,0,0,0
Apache,02 ALPINE,Corporation Commissioner,,3,GRN,Write-In Totals,0,0,0,0
Apache,02 ALPINE,Corporation Commissioner,,3,GRN,Total Votes Cast,0,0,0,0
Apache,02 ALPINE,Corporation Commissioner,,3,GRN,Overvotes,0,0,0,0
Apache,02 ALPINE,Corporation Commissioner,,3,GRN,Undervotes,0,0,0,0
Apache,02 ALPINE,,,1,NOL,Total Votes Cast,0,0,0,0
Apache,02 ALPINE,,,1,NOL,Overvotes,0,0,0,0
Apache,02 ALPINE,,,1,NOL,Undervotes,0,0,0,0
Apache,03 CANYON DE CHELLY,"Registered Voters - Total ",,,,,3707,3707,3707,3707
Apache,03 CANYON DE CHELLY,"Registered Voters - Democratic ",,,DEM,,2150,2150,2150,2150
Apache,03 CANYON DE CHELLY,Registered Voters - Republican,,,REP,,393,393,393,393
Apache,03 CANYON DE CHELLY,Registered Voters - Libertarian,,,LBT,,7,7,7,7
Apache,03 CANYON DE CHELLY,Registered Voters - Green,,,GRN,,2,2,2,2
Apache,03 CANYON DE CHELLY,Registered Voters - No Labels,,,NOL,,9,9,9,9
Apache,03 CANYON DE CHELLY,"Registered Voters - Nonpartisan ",,,Nonpartisan,,1146,1146,1146,1146
Apache,03 CANYON DE CHELLY,Ballots Cast - Total,,,,,918,522,396,0
Apache,03 CANYON DE CHELLY,Ballots Cast - Democratic,,,DEM,,819,471,348,0
Apache,03 CANYON DE CHELLY,Ballots Cast - Republican,,,REP,,95,48,47,0
Apache,03 CANYON DE CHELLY,Ballots Cast - Libertarian,,,LBT,,2,2,0,0
Apache,03 CANYON DE CHELLY,Ballots Cast - Green,,,GRN,,1,1,0,0
Apache,03 CANYON DE CHELLY,Ballots Cast - No Labels,,,NOL,,1,0,1,0
Apache,03 CANYON DE CHELLY,Ballots Cast - Nonpartisan,,,Nonpartisan,,0,0,0,0
Apache,03 CANYON DE CHELLY,Ballots Cast - Blank,,,,,3,1,2,0
Apache,03 CANYON DE CHELLY,U.S. Senate,,1,DEM,Ruben GALLEGO,753,448,305,0
Apache,03 CANYON DE CHELLY,U.S. Senate,,1,DEM,Write-In Totals,14,5,9,0
Apache,03 CANYON DE CHELLY,U.S. Senate,,1,DEM,Total Votes Cast,767,453,314,0
Apache,03 CANYON DE CHELLY,U.S. Senate,,1,DEM,Overvotes,0,0,0,0
Apache,03 CANYON DE CHELLY,U.S. Senate,,1,DEM,Undervotes,52,18,34,0
Apache,03 CANYON DE CHELLY,U.S. House,2,1,DEM,Jonathan NEZ,786,458,328,0
Apache,03 CANYON DE CHELLY,U.S. House,2,1,DEM,Write-In Totals,9,6,3,0
Apache,03 CANYON DE CHELLY,U.S. House,2,1,DEM,Total Votes Cast,795,464,331,0
Apache,03 CANYON DE CHELLY,U.S. House,2,1,DEM,Overvotes,0,0,0,0
Apache,03 CANYON DE CHELLY,U.S. House,2,1,DEM,Undervotes,24,7,17,0
Apache,03 CANYON DE CHELLY,State Senate,6,1,DEM,Theresa HATATHLIE,778,460,318,0
Apache,03 CANYON DE CHELLY,State Senate,6,1,DEM,Write-In Totals,4,2,2,0
Apache,03 CANYON DE CHELLY,State Senate,6,1,DEM,Total Votes Cast,782,462,320,0
Apache,03 CANYON DE CHELLY,State Senate,6,1,DEM,Overvotes,0,0,0,0
Apache,03 CANYON DE CHELLY,State Senate,6,1,DEM,Undervotes,37,9,28,0
Apache,03 CANYON DE CHELLY,State House,6,2,DEM,Angela MALONEY,102,59,43,0
Apache,03 CANYON DE CHELLY,State House,6,2,DEM,Mae PESHLAKAI,323,222,101,0
Apache,03 CANYON DE CHELLY,State House,6,2,DEM,Myron TSOSIE,648,374,274,0
Apache,03 CANYON DE CHELLY,State House,6,2,DEM,Write-In Totals,3,3,0,0
Apache,03 CANYON DE CHELLY,State House,6,2,DEM,Total Votes Cast,1076,658,418,0
Apache,03 CANYON DE CHELLY,State House,6,2,DEM,Overvotes,4,2,2,0
Apache,03 CANYON DE CHELLY,State House,6,2,DEM,Undervotes,558,282,276,0
Apache,03 CANYON DE CHELLY,Corporation Commissioner,,3,DEM,Ylenia AGUILAR,334,210,124,0
Apache,03 CANYON DE CHELLY,Corporation Commissioner,,3,DEM,Jonathon HILL,525,328,197,0
Apache,03 CANYON DE CHELLY,Corporation Commissioner,,3,DEM,Joshua POLACHECK,340,221,119,0
Apache,03 CANYON DE CHELLY,Corporation Commissioner,,3,DEM,Write-In Totals,8,2,6,0
Apache,03 CANYON DE CHELLY,Corporation Commissioner,,3,DEM,Total Votes Cast,1207,761,446,0
Apache,03 CANYON DE CHELLY,Corporation Commissioner,,3,DEM,Overvotes,0,0,0,0
Apache,03 CANYON DE CHELLY,Corporation Commissioner,,3,DEM,Undervotes,1250,652,598,0
Apache,03 CANYON DE CHELLY,Board of Supervisors,1,1,DEM,Joe SHIRLEY JR,704,430,274,0
Apache,03 CANYON DE CHELLY,Board of Supervisors,1,1,DEM,Write-In Totals,70,21,49,0
Apache,03 CANYON DE CHELLY,Board of Supervisors,1,1,DEM,Total Votes Cast,774,451,323,0
Apache,03 CANYON DE CHELLY,Board of Supervisors,1,1,DEM,Overvotes,2,0,2,0
Apache,03 CANYON DE CHELLY,Board of Supervisors,1,1,DEM,Undervotes,43,20,23,0
Apache,03 CANYON DE CHELLY,County Assessor,,1,DEM,Rodger DAHOZY,762,450,312,0
Apache,03 CANYON DE CHELLY,County Assessor,,1,DEM,Write-In Totals,3,1,2,0
Apache,03 CANYON DE CHELLY,County Assessor,,1,DEM,Total Votes Cast,765,451,314,0
Apache,03 CANYON DE CHELLY,County Assessor,,1,DEM,Overvotes,0,0,0,0
Apache,03 CANYON DE CHELLY,County Assessor,,1,DEM,Undervotes,54,20,34,0
Apache,03 CANYON DE CHELLY,County Attorney,,1,DEM,Michael WHITING,758,443,315,0
Apache,03 CANYON DE CHELLY,County Attorney,,1,DEM,Write-In Totals,9,5,4,0
Apache,03 CANYON DE CHELLY,County Attorney,,1,DEM,Total Votes Cast,767,448,319,0
Apache,03 CANYON DE CHELLY,County Attorney,,1,DEM,Overvotes,0,0,0,0
Apache,03 CANYON DE CHELLY,County Attorney,,1,DEM,Undervotes,52,23,29,0
Apache,03 CANYON DE CHELLY,County Recorder,,1,DEM,Stephanie CALABAZA,203,82,121,0
Apache,03 CANYON DE CHELLY,County Recorder,,1,DEM,Larry NOBLE,588,377,211,0
Apache,03 CANYON DE CHELLY,County Recorder,,1,DEM,Write-In Totals,2,1,1,0
Apache,03 CANYON DE CHELLY,County Recorder,,1,DEM,Total Votes Cast,793,460,333,0
Apache,03 CANYON DE CHELLY,County Recorder,,1,DEM,Overvotes,4,4,0,0
Apache,03 CANYON DE CHELLY,County Recorder,,1,DEM,Undervotes,22,7,15,0
Apache,03 CANYON DE CHELLY,County School Superintendent,,1,DEM,Joy WHITING,717,426,291,0
Apache,03 CANYON DE CHELLY,County School Superintendent,,1,DEM,Write-In Totals,62,31,31,0
Apache,03 CANYON DE CHELLY,County School Superintendent,,1,DEM,Total Votes Cast,779,457,322,0
Apache,03 CANYON DE CHELLY,County School Superintendent,,1,DEM,Overvotes,0,0,0,0
Apache,03 CANYON DE CHELLY,County School Superintendent,,1,DEM,Undervotes,40,14,26,0
Apache,03 CANYON DE CHELLY,County Sheriff,,1,DEM,Joseph DEDMAN JR,781,461,320,0
Apache,03 CANYON DE CHELLY,County Sheriff,,1,DEM,Write-In Totals,7,5,2,0
Apache,03 CANYON DE CHELLY,County Sheriff,,1,DEM,Total Votes Cast,788,466,322,0
Apache,03 CANYON DE CHELLY,County Sheriff,,1,DEM,Overvotes,0,0,0,0
Apache,03 CANYON DE CHELLY,County Sheriff,,1,DEM,Undervotes,31,5,26,0
Apache,03 CANYON DE CHELLY,County Treasurer,,1,DEM,Marleita BEGAY,534,301,233,0
Apache,03 CANYON DE CHELLY,County Treasurer,,1,DEM,Flora NEZ,268,163,105,0
Apache,03 CANYON DE CHELLY,County Treasurer,,1,DEM,Write-In Totals,3,2,1,0
Apache,03 CANYON DE CHELLY,County Treasurer,,1,DEM,Total Votes Cast,805,466,339,0
Apache,03 CANYON DE CHELLY,County Treasurer,,1,DEM,Overvotes,2,2,0,0
Apache,03 CANYON DE CHELLY,County Treasurer,,1,DEM,Undervotes,12,3,9,0
Apache,03 CANYON DE CHELLY,U.S. Senate,,1,REP,Kari LAKE,39,19,20,0
Apache,03 CANYON DE CHELLY,U.S. Senate,,1,REP,Mark LAMB,33,20,13,0
Apache,03 CANYON DE CHELLY,U.S. Senate,,1,REP,Elizabeth Jean REYE,20,9,11,0
Apache,03 CANYON DE CHELLY,U.S. Senate,,1,REP,Write-In Totals,2,0,2,0
Apache,03 CANYON DE CHELLY,U.S. Senate,,1,REP,Total Votes Cast,94,48,46,0
Apache,03 CANYON DE CHELLY,U.S. Senate,,1,REP,Overvotes,0,0,0,0
Apache,03 CANYON DE CHELLY,U.S. Senate,,1,REP,Undervotes,1,0,1,0
Apache,03 CANYON DE CHELLY,U.S. House,2,1,REP,Eli CRANE,59,31,28,0
Apache,03 CANYON DE CHELLY,U.S. House,2,1,REP,Jack SMITH,32,15,17,0
Apache,03 CANYON DE CHELLY,U.S. House,2,1,REP,Write-In Totals,1,1,0,0
Apache,03 CANYON DE CHELLY,U.S. House,2,1,REP,Total Votes Cast,92,47,45,0
Apache,03 CANYON DE CHELLY,U.S. House,2,1,REP,Overvotes,0,0,0,0
Apache,03 CANYON DE CHELLY,U.S. House,2,1,REP,Undervotes,3,1,2,0
Apache,03 CANYON DE CHELLY,State Senate,6,1,REP,Write-In Totals,19,11,8,0
Apache,03 CANYON DE CHELLY,State Senate,6,1,REP,Total Votes Cast,19,11,8,0
Apache,03 CANYON DE CHELLY,State Senate,6,1,REP,Overvotes,0,0,0,0
Apache,03 CANYON DE CHELLY,State Senate,6,1,REP,Undervotes,76,37,39,0
Apache,03 CANYON DE CHELLY,State House,6,2,REP,Lloyd JOHNSON,57,31,26,0
Apache,03 CANYON DE CHELLY,State House,6,2,REP,Rich KING,44,28,16,0
Apache,03 CANYON DE CHELLY,State House,6,2,REP,Write-In Totals,3,2,1,0
Apache,03 CANYON DE CHELLY,State House,6,2,REP,Total Votes Cast,104,61,43,0
Apache,03 CANYON DE CHELLY,State House,6,2,REP,Overvotes,0,0,0,0
Apache,03 CANYON DE CHELLY,State House,6,2,REP,Undervotes,86,35,51,0
Apache,03 CANYON DE CHELLY,Corporation Commissioner,,3,REP,Rene LOPEZ,38,19,19,0
Apache,03 CANYON DE CHELLY,Corporation Commissioner,,3,REP,Lea MARQUEZ PETERSON,32,22,10,0
Apache,03 CANYON DE CHELLY,Corporation Commissioner,,3,REP,Rachel WALDEN,50,31,19,0
Apache,03 CANYON DE CHELLY,Corporation Commissioner,,3,REP,Write-In Totals,0,0,0,0
Apache,03 CANYON DE CHELLY,Corporation Commissioner,,3,REP,Total Votes Cast,120,72,48,0
Apache,03 CANYON DE CHELLY,Corporation Commissioner,,3,REP,Overvotes,0,0,0,0
Apache,03 CANYON DE CHELLY,Corporation Commissioner,,3,REP,Undervotes,165,72,93,0
Apache,03 CANYON DE CHELLY,Board of Supervisors,1,1,REP,Write-In Totals,24,15,9,0
Apache,03 CANYON DE CHELLY,Board of Supervisors,1,1,REP,Total Votes Cast,24,15,9,0
Apache,03 CANYON DE CHELLY,Board of Supervisors,1,1,REP,Overvotes,0,0,0,0
Apache,03 CANYON DE CHELLY,Board of Supervisors,1,1,REP,Undervotes,71,33,38,0
Apache,03 CANYON DE CHELLY,County Assessor,,1,REP,Write-In Totals,17,11,6,0
Apache,03 CANYON DE CHELLY,County Assessor,,1,REP,Total Votes Cast,17,11,6,0
Apache,03 CANYON DE CHELLY,County Assessor,,1,REP,Overvotes,0,0,0,0
Apache,03 CANYON DE CHELLY,County Assessor,,1,REP,Undervotes,78,37,41,0
Apache,03 CANYON DE CHELLY,County Attorney,,1,REP,Write-In Totals,15,9,6,0
Apache,03 CANYON DE CHELLY,County Attorney,,1,REP,Total Votes Cast,15,9,6,0
Apache,03 CANYON DE CHELLY,County Attorney,,1,REP,Overvotes,0,0,0,0
Apache,03 CANYON DE CHELLY,County Attorney,,1,REP,Undervotes,80,39,41,0
Apache,03 CANYON DE CHELLY,County Recorder,,1,REP,Guthrie KUSHNER,66,36,30,0
Apache,03 CANYON DE CHELLY,County Recorder,,1,REP,Write-In Totals,4,3,1,0
Apache,03 CANYON DE CHELLY,County Recorder,,1,REP,Total Votes Cast,70,39,31,0
Apache,03 CANYON DE CHELLY,County Recorder,,1,REP,Overvotes,0,0,0,0
Apache,03 CANYON DE CHELLY,County Recorder,,1,REP,Undervotes,25,9,16,0
Apache,03 CANYON DE CHELLY,County School Superintendent,,1,REP,Write-In Totals,26,15,11,0
Apache,03 CANYON DE CHELLY,County School Superintendent,,1,REP,Total Votes Cast,26,15,11,0
Apache,03 CANYON DE CHELLY,County School Superintendent,,1,REP,Overvotes,0,0,0,0
Apache,03 CANYON DE CHELLY,County School Superintendent,,1,REP,Undervotes,69,33,36,0
