county,precinct,office,district,party,seats,candidate,votes
Gila,Payson No. 6,U.S. Senate,,REP,1,Write-In Totals,4
Gila,Payson No. 6,U.S. Senate,,REP,1,Total Votes Cast,402
Gila,Payson No. 6,U.S. Senate,,REP,1,Overvotes,0
Gila,Payson No. 6,U.S. Senate,,REP,1,Undervotes,6
Gila,Payson No. 6,U.S. House,2,REP,1,Eli CRANE,328
Gila,Payson No. 6,U.S. House,2,REP,1,Jack SMITH,59
Gila,Payson No. 6,U.S. House,2,REP,1,Write-In Totals,2
Gila,Payson No. 6,U.S. House,2,REP,1,Total Votes Cast,389
Gila,Payson No. 6,U.S. House,2,REP,1,Overvotes,0
Gila,Payson No. 6,U.S. House,2,REP,1,Undervotes,19
Gila,Payson No. 6,State Senate,7,REP,1,David COOK,153
Gila,Payson No. 6,State Senate,7,REP,1,Wendy ROGERS,233
Gila,Payson No. 6,State Senate,7,REP,1,Write-In Totals,4
Gila,Payson No. 6,State Senate,7,REP,1,Total Votes Cast,390
Gila,Payson No. 6,State Senate,7,REP,1,Overvotes,1
Gila,Payson No. 6,State Senate,7,REP,1,Undervotes,17
Gila,Payson No. 6,State House,7,REP,2,"Walter ""Walt"" BLACKMAN",194
Gila,Payson No. 6,State House,7,REP,2,Andrew COSTANZO,115
Gila,Payson No. 6,State House,7,REP,2,John FILLMORE,76
Gila,Payson No. 6,State House,7,REP,2,Barby INGLE,37
Gila,Payson No. 6,State House,7,REP,2,David MARSHALL SR.,147
Gila,Payson No. 6,State House,7,REP,2,Steven SLATON,87
Gila,Payson No. 6,State House,7,REP,2,Write-In Totals,5
Gila,Payson No. 6,State House,7,REP,2,Total Votes Cast,661
Gila,Payson No. 6,State House,7,REP,2,Overvotes,6
Gila,Payson No. 6,State House,7,REP,2,Undervotes,149
Gila,Payson No. 6,Corporation Commissioner,,REP,3,Rene LOPEZ,207
Gila,Payson No. 6,Corporation Commissioner,,REP,3,Lea MARQUEZ PETERSON,197
Gila,Payson No. 6,Corporation Commissioner,,REP,3,Rachel WALDEN,271
Gila,Payson No. 6,Corporation Commissioner,,REP,3,Write-In Totals,9
Gila,Payson No. 6,Corporation Commissioner,,REP,3,Total Votes Cast,684
Gila,Payson No. 6,Corporation Commissioner,,REP,3,Overvotes,0
Gila,Payson No. 6,Corporation Commissioner,,REP,3,Undervotes,540
Gila,Payson No. 6,Board of Supervisors,1,REP,1,Steve CHRISTENSEN,324
Gila,Payson No. 6,Board of Supervisors,1,REP,1,Write-In Totals,12
Gila,Payson No. 6,Board of Supervisors,1,REP,1,Total Votes Cast,336
Gila,Payson No. 6,Board of Supervisors,1,REP,1,Overvotes,0
Gila,Payson No. 6,Board of Supervisors,1,REP,1,Undervotes,72
Gila,Payson No. 6,County Attorney,,REP,1,Bradley BEAUCHAMP,301
Gila,Payson No. 6,County Attorney,,REP,1,Write-In Totals,2
Gila,Payson No. 6,County Attorney,,REP,1,Total Votes Cast,303
Gila,Payson No. 6,County Attorney,,REP,1,Overvotes,1
Gila,Payson No. 6,County Attorney,,REP,1,Undervotes,104
Gila,Payson No. 6,Sheriff,,REP,1,Tom MORRISSEY,122
Gila,Payson No. 6,Sheriff,,REP,1,Adam SHEPHERD,226
Gila,Payson No. 6,Sheriff,,REP,1,Write-In Totals,43
Gila,Payson No. 6,Sheriff,,REP,1,Total Votes Cast,391
Gila,Payson No. 6,Sheriff,,REP,1,Overvotes,0
Gila,Payson No. 6,Sheriff,,REP,1,Undervotes,17
Gila,Payson No. 6,County Treasurer,,REP,1,Monica WOHLFORTH,309
Gila,Payson No. 6,County Treasurer,,REP,1,Write-In Totals,0
Gila,Payson No. 6,County Treasurer,,REP,1,Total Votes Cast,309
Gila,Payson No. 6,County Treasurer,,REP,1,Overvotes,0
Gila,Payson No. 6,County Treasurer,,REP,1,Undervotes,99
Gila,Payson No. 6,County Superintendent of Schools,,REP,1,Jack DUFFY,128
Gila,Payson No. 6,County Superintendent of Schools,,REP,1,Roy SANDOVAL,219
Gila,Payson No. 6,County Superintendent of Schools,,REP,1,Write-In Totals,0
Gila,Payson No. 6,County Superintendent of Schools,,REP,1,Total Votes Cast,347
Gila,Payson No. 6,County Superintendent of Schools,,REP,1,Overvotes,0
Gila,Payson No. 6,County Superintendent of Schools,,REP,1,Undervotes,61
Gila,Payson No. 6,County Recorder,,REP,1,Sadie Jo BINGHAM,247
Gila,Payson No. 6,County Recorder,,REP,1,Bonnie WOLFF,108
Gila,Payson No. 6,County Recorder,,REP,1,Write-In Totals,1
Gila,Payson No. 6,County Recorder,,REP,1,Total Votes Cast,356
Gila,Payson No. 6,County Recorder,,REP,1,Overvotes,1
Gila,Payson No. 6,County Recorder,,REP,1,Undervotes,51
Gila,Payson No. 6,County Assessor,,REP,1,Sherra KISSEE,315
Gila,Payson No. 6,County Assessor,,REP,1,Write-In Totals,0
Gila,Payson No. 6,County Assessor,,REP,1,Total Votes Cast,315
Gila,Payson No. 6,County Assessor,,REP,1,Overvotes,0
Gila,Payson No. 6,County Assessor,,REP,1,Undervotes,93
Gila,Payson No. 6,Judge of the Superior Court,Div. 1,REP,1,Bryan B. CHAMBERS,302
Gila,Payson No. 6,Judge of the Superior Court,Div. 1,REP,1,Write-In Totals,1
Gila,Payson No. 6,Judge of the Superior Court,Div. 1,REP,1,Total Votes Cast,303
Gila,Payson No. 6,Judge of the Superior Court,Div. 1,REP,1,Overvotes,0
Gila,Payson No. 6,Judge of the Superior Court,Div. 1,REP,1,Undervotes,105
Gila,Payson No. 6,U.S. Senate,,DEM,1,Ruben GALLEGO,87
Gila,Payson No. 6,U.S. Senate,,DEM,1,Write-In Totals,1
Gila,Payson No. 6,U.S. Senate,,DEM,1,Total Votes Cast,88
Gila,Payson No. 6,U.S. Senate,,DEM,1,Overvotes,1
Gila,Payson No. 6,U.S. Senate,,DEM,1,Undervotes,6
Gila,Payson No. 6,U.S. House,2,DEM,1,Jonathan NEZ,81
Gila,Payson No. 6,U.S. House,2,DEM,1,Write-In Totals,1
Gila,Payson No. 6,U.S. House,2,DEM,1,Total Votes Cast,82
Gila,Payson No. 6,U.S. House,2,DEM,1,Overvotes,0
Gila,Payson No. 6,U.S. House,2,DEM,1,Undervotes,13
Gila,Payson No. 6,State Senate,7,DEM,1,Haley CREIGHTON,47
Gila,Payson No. 6,State Senate,7,DEM,1,Roberto Apodac REVELES,30
Gila,Payson No. 6,State Senate,7,DEM,1,Write-In Totals,1
Gila,Payson No. 6,State Senate,7,DEM,1,Total Votes Cast,78
Gila,Payson No. 6,State Senate,7,DEM,1,Overvotes,0
Gila,Payson No. 6,State Senate,7,DEM,1,Undervotes,17
Gila,Payson No. 6,State House,7,DEM,2,Kevin CHIQUETE,49
Gila,Payson No. 6,State House,7,DEM,2,Nancy HARTL,72
Gila,Payson No. 6,State House,7,DEM,2,Write-In Totals,0
Gila,Payson No. 6,State House,7,DEM,2,Total Votes Cast,121
Gila,Payson No. 6,State House,7,DEM,2,Overvotes,0
Gila,Payson No. 6,State House,7,DEM,2,Undervotes,69
Gila,Payson No. 6,Corporation Commissioner,,DEM,3,Ylenia AGUILAR,68
Gila,Payson No. 6,Corporation Commissioner,,DEM,3,Jonathon HILL,64
Gila,Payson No. 6,Corporation Commissioner,,DEM,3,Joshua POLACHECK,59
Gila,Payson No. 6,Corporation Commissioner,,DEM,3,Write-In Totals,0
Gila,Payson No. 6,Corporation Commissioner,,DEM,3,Total Votes Cast,191
Gila,Payson No. 6,Corporation Commissioner,,DEM,3,Overvotes,0
Gila,Payson No. 6,Corporation Commissioner,,DEM,3,Undervotes,94
Gila,Payson No. 6,Board of Supervisors,1,DEM,1,Write-In Totals,16
Gila,Payson No. 6,Board of Supervisors,1,DEM,1,Total Votes Cast,16
Gila,Payson No. 6,Board of Supervisors,1,DEM,1,Overvotes,0
Gila,Payson No. 6,Board of Supervisors,1,DEM,1,Undervotes,79
Gila,Payson No. 6,County Attorney,,DEM,1,Write-In Totals,7
Gila,Payson No. 6,County Attorney,,DEM,1,Total Votes Cast,7
Gila,Payson No. 6,County Attorney,,DEM,1,Overvotes,0
Gila,Payson No. 6,County Attorney,,DEM,1,Undervotes,88
Gila,Payson No. 6,Sheriff,,DEM,1,Write-In Totals,16
Gila,Payson No. 6,Sheriff,,DEM,1,Total Votes Cast,16
Gila,Payson No. 6,Sheriff,,DEM,1,Overvotes,0
Gila,Payson No. 6,Sheriff,,DEM,1,Undervotes,79
Gila,Payson No. 6,County Treasurer,,DEM,1,Write-In Totals,4
Gila,Payson No. 6,County Treasurer,,DEM,1,Total Votes Cast,4
Gila,Payson No. 6,County Treasurer,,DEM,1,Overvotes,0
Gila,Payson No. 6,County Treasurer,,DEM,1,Undervotes,91
Gila,Payson No. 6,County Superintendent of Schools,,DEM,1,Write-In Totals,5
Gila,Payson No. 6,County Superintendent of Schools,,DEM,1,Total Votes Cast,5
Gila,Payson No. 6,County Superintendent of Schools,,DEM,1,Overvotes,0
Gila,Payson No. 6,County Superintendent of Schools,,DEM,1,Undervotes,90
Gila,Payson No. 6,County Recorder,,DEM,1,Write-In Totals,6
Gila,Payson No. 6,County Recorder,,DEM,1,Total Votes Cast,6
Gila,Payson No. 6,County Recorder,,DEM,1,Overvotes,0
Gila,Payson No. 6,County Recorder,,DEM,1,Undervotes,89
Gila,Payson No. 6,County Assessor,,DEM,1,Write-In Totals,4
Gila,Payson No. 6,County Assessor,,DEM,1,Total Votes Cast,4
Gila,Payson No. 6,County Assessor,,DEM,1,Overvotes,0
Gila,Payson No. 6,County Assessor,,DEM,1,Undervotes,91
Gila,Payson No. 6,Judge of the Superior Court,Div. 1,DEM,1,Write-In Totals,3
Gila,Payson No. 6,Judge of the Superior Court,Div. 1,DEM,1,Total Votes Cast,3
Gila,Payson No. 6,Judge of the Superior Court,Div. 1,DEM,1,Overvotes,0
Gila,Payson No. 6,Judge of the Superior Court,Div. 1,DEM,1,Undervotes,92
Gila,Payson No. 6,U.S. Senate,,LBT,1,Write-In Totals,1
Gila,Payson No. 6,U.S. Senate,,LBT,1,Total Votes Cast,1
Gila,Payson No. 6,U.S. Senate,,LBT,1,Overvotes,0
Gila,Payson No. 6,U.S. Senate,,LBT,1,Undervotes,4
Gila,Payson No. 6,U.S. House,2,LBT,1,Write-In Totals,1
Gila,Payson No. 6,U.S. House,2,LBT,1,Total Votes Cast,1
Gila,Payson No. 6,U.S. House,2,LBT,1,Overvotes,0
Gila,Payson No. 6,U.S. House,2,LBT,1,Undervotes,4
Gila,Payson No. 6,State Senate,7,LBT,1,Write-In Totals,3
Gila,Payson No. 6,State Senate,7,LBT,1,Total Votes Cast,3
Gila,Payson No. 6,State Senate,7,LBT,1,Overvotes,0
Gila,Payson No. 6,State Senate,7,LBT,1,Undervotes,2
Gila,Payson No. 6,State House,7,LBT,2,Write-In Totals,6
Gila,Payson No. 6,State House,7,LBT,2,Total Votes Cast,6
Gila,Payson No. 6,State House,7,LBT,2,Overvotes,0
Gila,Payson No. 6,State House,7,LBT,2,Undervotes,4
Gila,Payson No. 6,Corporation Commissioner,,LBT,3,Write-In Totals,7
Gila,Payson No. 6,Corporation Commissioner,,LBT,3,Total Votes Cast,7
Gila,Payson No. 6,Corporation Commissioner,,LBT,3,Overvotes,0
Gila,Payson No. 6,Corporation Commissioner,,LBT,3,Undervotes,8
Gila,Payson No. 6,U.S. Senate,,GRN,1,Arturo HERNANDEZ,0
Gila,Payson No. 6,U.S. Senate,,GRN,1,Michael NORTON,0
Gila,Payson No. 6,U.S. Senate,,GRN,1,Write-In Totals,0
Gila,Payson No. 6,U.S. Senate,,GRN,1,Total Votes Cast,0
Gila,Payson No. 6,U.S. Senate,,GRN,1,Overvotes,0
Gila,Payson No. 6,U.S. Senate,,GRN,1,Undervotes,0
Gila,Payson No. 6,U.S. House,2,GRN,1,Write-In Totals,0
Gila,Payson No. 6,U.S. House,2,GRN,1,Total Votes Cast,0
Gila,Payson No. 6,U.S. House,2,GRN,1,Overvotes,0
Gila,Payson No. 6,U.S. House,2,GRN,1,Undervotes,0
Gila,Payson No. 6,State Senate,7,GRN,1,Write-In Totals,0
Gila,Payson No. 6,State Senate,7,GRN,1,Total Votes Cast,0
Gila,Payson No. 6,State Senate,7,GRN,1,Overvotes,0
Gila,Payson No. 6,State Senate,7,GRN,1,Undervotes,0
Gila,Payson No. 6,State House,7,GRN,2,Write-In Totals,0
Gila,Payson No. 6,State House,7,GRN,2,Total Votes Cast,0
Gila,Payson No. 6,State House,7,GRN,2,Overvotes,0
Gila,Payson No. 6,State House,7,GRN,2,Undervotes,0
Gila,Payson No. 6,Corporation Commissioner,,GRN,3,Write-In Totals,0
Gila,Payson No. 6,Corporation Commissioner,,GRN,3,Total Votes Cast,0
Gila,Payson No. 6,Corporation Commissioner,,GRN,3,Overvotes,0
Gila,Payson No. 6,Corporation Commissioner,,GRN,3,Undervotes,0
Gila,Payson No. 6,No Labels Notice,,NOL,1,No Candidate Nominated,0
Gila,Payson No. 6,No Labels Notice,,NOL,1,Total Votes Cast,0
Gila,Payson No. 6,No Labels Notice,,NOL,1,Overvotes,0
Gila,Payson No. 6,No Labels Notice,,NOL,1,Undervotes,0
Gila,Payson No. 7,Registered Voters - Total,,,,,906
Gila,Payson No. 7,Registered Voters - Nonpartisan,,Nonpartisan,,,242
Gila,Payson No. 7,Registered Voters - Republican,,REP,,,525
Gila,Payson No. 7,Registered Voters - Democratic,,DEM,,,126
Gila,Payson No. 7,Registered Voters - Libertarian,,LBT,,,9
Gila,Payson No. 7,Registered Voters - Green,,GRN,,,0
Gila,Payson No. 7,Registered Voters - No Labels Party,,NOL,,,4
Gila,Payson No. 7,Ballots Cast - Total,,,,,433
Gila,Payson No. 7,Ballots Cast - Nonpartisan,,Nonpartisan,,,2
Gila,Payson No. 7,Ballots Cast - Republican,,REP,,,364
Gila,Payson No. 7,Ballots Cast - Democratic,,DEM,,,66
Gila,Payson No. 7,Ballots Cast - Libertarian,,LBT,,,1
Gila,Payson No. 7,Ballots Cast - Green,,GRN,,,0
Gila,Payson No. 7,Ballots Cast - No Labels Party,,NOL,,,0
Gila,Payson No. 7,Ballots Cast - Blank,,,,,0
Gila,Payson No. 7,Mayor Town of Payson,,,1,Chris HIGGINS,202
Gila,Payson No. 7,Mayor Town of Payson,,,1,Stephen OTTO,209
Gila,Payson No. 7,Mayor Town of Payson,,,1,Write-In Totals,0
Gila,Payson No. 7,Mayor Town of Payson,,,1,Total Votes Cast,411
Gila,Payson No. 7,Mayor Town of Payson,,,1,Overvotes,0
Gila,Payson No. 7,Mayor Town of Payson,,,1,Undervotes,22
Gila,Payson No. 7,Council Member Town of Payson,,,3,Charlie BELL,193
Gila,Payson No. 7,Council Member Town of Payson,,,3,Dallin HAWS,189
Gila,Payson No. 7,Council Member Town of Payson,,,3,Craig HOWARD,186
Gila,Payson No. 7,Council Member Town of Payson,,,3,Scott NOSSEK,175
Gila,Payson No. 7,Council Member Town of Payson,,,3,Guy PFISTER,181
Gila,Payson No. 7,Council Member Town of Payson,,,3,Barbara UNDERWOOD,174
Gila,Payson No. 7,Council Member Town of Payson,,,3,Write-In Totals,1
Gila,Payson No. 7,Council Member Town of Payson,,,3,Total Votes Cast,1099
Gila,Payson No. 7,Council Member Town of Payson,,,3,Overvotes,0
Gila,Payson No. 7,Council Member Town of Payson,,,3,Undervotes,200
Gila,Payson No. 7,Council Member (2 Year Term) Town of Payson,,,1,Jim FERRIS,227
Gila,Payson No. 7,Council Member (2 Year Term) Town of Payson,,,1,Jolynn SCHINSTOCK,175
Gila,Payson No. 7,Council Member (2 Year Term) Town of Payson,,,1,Write-In Totals,0
Gila,Payson No. 7,Council Member (2 Year Term) Town of Payson,,,1,Total Votes Cast,402
Gila,Payson No. 7,Council Member (2 Year Term) Town of Payson,,,1,Overvotes,1
Gila,Payson No. 7,Council Member (2 Year Term) Town of Payson,,,1,Undervotes,30
Gila,Payson No. 7,U.S. Senate,,REP,1,Kari LAKE,188
Gila,Payson No. 7,U.S. Senate,,REP,1,Mark LAMB,148
Gila,Payson No. 7,U.S. Senate,,REP,1,Elizabeth Jean REYE,15
Gila,Payson No. 7,U.S. Senate,,REP,1,Write-In Totals,0
Gila,Payson No. 7,U.S. Senate,,REP,1,Total Votes Cast,351
Gila,Payson No. 7,U.S. Senate,,REP,1,Overvotes,0
Gila,Payson No. 7,U.S. Senate,,REP,1,Undervotes,13
Gila,Payson No. 7,U.S. House,2,REP,1,Eli CRANE,271
Gila,Payson No. 7,U.S. House,2,REP,1,Jack SMITH,65
Gila,Payson No. 7,U.S. House,2,REP,1,Write-In Totals,1
Gila,Payson No. 7,U.S. House,2,REP,1,Total Votes Cast,337
Gila,Payson No. 7,U.S. House,2,REP,1,Overvotes,1
Gila,Payson No. 7,U.S. House,2,REP,1,Undervotes,26
Gila,Payson No. 7,State Senate,7,REP,1,David COOK,163
Gila,Payson No. 7,State Senate,7,REP,1,Wendy ROGERS,194
Gila,Payson No. 7,State Senate,7,REP,1,Write-In Totals,0
Gila,Payson No. 7,State Senate,7,REP,1,Total Votes Cast,357
Gila,Payson No. 7,State Senate,7,REP,1,Overvotes,0
Gila,Payson No. 7,State Senate,7,REP,1,Undervotes,7
Gila,Payson No. 7,State House,7,REP,2,"Walter ""Walt"" BLACKMAN",192
Gila,Payson No. 7,State House,7,REP,2,Andrew COSTANZO,78
Gila,Payson No. 7,State House,7,REP,2,John FILLMORE,55
Gila,Payson No. 7,State House,7,REP,2,Barby INGLE,41
Gila,Payson No. 7,State House,7,REP,2,David MARSHALL SR.,144
Gila,Payson No. 7,State House,7,REP,2,Steven SLATON,100
Gila,Payson No. 7,State House,7,REP,2,Write-In Totals,0
Gila,Payson No. 7,State House,7,REP,2,Total Votes Cast,610
Gila,Payson No. 7,State House,7,REP,2,Overvotes,2
Gila,Payson No. 7,State House,7,REP,2,Undervotes,116
Gila,Payson No. 7,Corporation Commissioner,,REP,3,Rene LOPEZ,205
Gila,Payson No. 7,Corporation Commissioner,,REP,3,Lea MARQUEZ PETERSON,201
Gila,Payson No. 7,Corporation Commissioner,,REP,3,Rachel WALDEN,249
Gila,Payson No. 7,Corporation Commissioner,,REP,3,Write-In Totals,3
Gila,Payson No. 7,Corporation Commissioner,,REP,3,Total Votes Cast,658
Gila,Payson No. 7,Corporation Commissioner,,REP,3,Overvotes,0
Gila,Payson No. 7,Corporation Commissioner,,REP,3,Undervotes,434
Gila,Payson No. 7,Board of Supervisors,1,REP,1,Steve CHRISTENSEN,298
Gila,Payson No. 7,Board of Supervisors,1,REP,1,Write-In Totals,12
Gila,Payson No. 7,Board of Supervisors,1,REP,1,Total Votes Cast,310
Gila,Payson No. 7,Board of Supervisors,1,REP,1,Overvotes,0
Gila,Payson No. 7,Board of Supervisors,1,REP,1,Undervotes,54
Gila,Payson No. 7,County Attorney,,REP,1,Bradley BEAUCHAMP,286
Gila,Payson No. 7,County Attorney,,REP,1,Write-In Totals,5
Gila,Payson No. 7,County Attorney,,REP,1,Total Votes Cast,291
Gila,Payson No. 7,County Attorney,,REP,1,Overvotes,0
Gila,Payson No. 7,County Attorney,,REP,1,Undervotes,73
Gila,Payson No. 7,Sheriff,,REP,1,Tom MORRISSEY,96
Gila,Payson No. 7,Sheriff,,REP,1,Adam SHEPHERD,219
Gila,Payson No. 7,Sheriff,,REP,1,Write-In Totals,38
Gila,Payson No. 7,Sheriff,,REP,1,Total Votes Cast,353
Gila,Payson No. 7,Sheriff,,REP,1,Overvotes,0
Gila,Payson No. 7,Sheriff,,REP,1,Undervotes,11
Gila,Payson No. 7,County Treasurer,,REP,1,Monica WOHLFORTH,300
Gila,Payson No. 7,County Treasurer,,REP,1,Write-In Totals,1
Gila,Payson No. 7,County Treasurer,,REP,1,Total Votes Cast,301
Gila,Payson No. 7,County Treasurer,,REP,1,Overvotes,0
Gila,Payson No. 7,County Treasurer,,REP,1,Undervotes,63
Gila,Payson No. 7,County Superintendent of Schools,,REP,1,Jack DUFFY,107
Gila,Payson No. 7,County Superintendent of Schools,,REP,1,Roy SANDOVAL,211
Gila,Payson No. 7,County Superintendent of Schools,,REP,1,Write-In Totals,2
Gila,Payson No. 7,County Superintendent of Schools,,REP,1,Total Votes Cast,320
Gila,Payson No. 7,County Superintendent of Schools,,REP,1,Overvotes,0
Gila,Payson No. 7,County Superintendent of Schools,,REP,1,Undervotes,44
Gila,Payson No. 7,County Recorder,,REP,1,Sadie Jo BINGHAM,214
Gila,Payson No. 7,County Recorder,,REP,1,Bonnie WOLFF,113
Gila,Payson No. 7,County Recorder,,REP,1,Write-In Totals,1
Gila,Payson No. 7,County Recorder,,REP,1,Total Votes Cast,328
Gila,Payson No. 7,County Recorder,,REP,1,Overvotes,0
Gila,Payson No. 7,County Recorder,,REP,1,Undervotes,36
Gila,Payson No. 7,County Assessor,,REP,1,Sherra KISSEE,284
Gila,Payson No. 7,County Assessor,,REP,1,Write-In Totals,2
Gila,Payson No. 7,County Assessor,,REP,1,Total Votes Cast,286
Gila,Payson No. 7,County Assessor,,REP,1,Overvotes,0
Gila,Payson No. 7,County Assessor,,REP,1,Undervotes,78
Gila,Payson No. 7,Judge of the Superior Court,Div. 1,REP,1,Bryan B. CHAMBERS,282
Gila,Payson No. 7,Judge of the Superior Court,Div. 1,REP,1,Write-In Totals,2
Gila,Payson No. 7,Judge of the Superior Court,Div. 1,REP,1,Total Votes Cast,284
Gila,Payson No. 7,Judge of the Superior Court,Div. 1,REP,1,Overvotes,0
Gila,Payson No. 7,Judge of the Superior Court,Div. 1,REP,1,Undervotes,80
Gila,Payson No. 7,U.S. Senate,,DEM,1,Ruben GALLEGO,57
Gila,Payson No. 7,U.S. Senate,,DEM,1,Write-In Totals,0
Gila,Payson No. 7,U.S. Senate,,DEM,1,Total Votes Cast,57
Gila,Payson No. 7,U.S. Senate,,DEM,1,Overvotes,0
Gila,Payson No. 7,U.S. Senate,,DEM,1,Undervotes,9
Gila,Payson No. 7,U.S. House,2,DEM,1,Jonathan NEZ,49
Gila,Payson No. 7,U.S. House,2,DEM,1,Write-In Totals,0
Gila,Payson No. 7,U.S. House,2,DEM,1,Total Votes Cast,49
Gila,Payson No. 7,U.S. House,2,DEM,1,Overvotes,0
Gila,Payson No. 7,U.S. House,2,DEM,1,Undervotes,17
Gila,Payson No. 7,State Senate,7,DEM,1,Haley CREIGHTON,30
Gila,Payson No. 7,State Senate,7,DEM,1,Roberto Apodac REVELES,22
Gila,Payson No. 7,State Senate,7,DEM,1,Write-In Totals,0
Gila,Payson No. 7,State Senate,7,DEM,1,Total Votes Cast,52
Gila,Payson No. 7,State Senate,7,DEM,1,Overvotes,0
Gila,Payson No. 7,State Senate,7,DEM,1,Undervotes,14
Gila,Payson No. 7,State House,7,DEM,2,Kevin CHIQUETE,25
Gila,Payson No. 7,State House,7,DEM,2,Nancy HARTL,45
Gila,Payson No. 7,State House,7,DEM,2,Write-In Totals,0
Gila,Payson No. 7,State House,7,DEM,2,Total Votes Cast,70
Gila,Payson No. 7,State House,7,DEM,2,Overvotes,0
Gila,Payson No. 7,State House,7,DEM,2,Undervotes,62
Gila,Payson No. 7,Corporation Commissioner,,DEM,3,Ylenia AGUILAR,44
Gila,Payson No. 7,Corporation Commissioner,,DEM,3,Jonathon HILL,41
Gila,Payson No. 7,Corporation Commissioner,,DEM,3,Joshua POLACHECK,38
Gila,Payson No. 7,Corporation Commissioner,,DEM,3,Write-In Totals,0
Gila,Payson No. 7,Corporation Commissioner,,DEM,3,Total Votes Cast,123
Gila,Payson No. 7,Corporation Commissioner,,DEM,3,Overvotes,0
Gila,Payson No. 7,Corporation Commissioner,,DEM,3,Undervotes,75
Gila,Payson No. 7,Board of Supervisors,1,DEM,1,Write-In Totals,2
Gila,Payson No. 7,Board of Supervisors,1,DEM,1,Total Votes Cast,2
Gila,Payson No. 7,Board of Supervisors,1,DEM,1,Overvotes,0
Gila,Payson No. 7,Board of Supervisors,1,DEM,1,Undervotes,64
Gila,Payson No. 7,County Attorney,,DEM,1,Write-In Totals,1
Gila,Payson No. 7,County Attorney,,DEM,1,Total Votes Cast,1
Gila,Payson No. 7,County Attorney,,DEM,1,Overvotes,0
Gila,Payson No. 7,County Attorney,,DEM,1,Undervotes,65
Gila,Payson No. 7,Sheriff,,DEM,1,Write-In Totals,12
Gila,Payson No. 7,Sheriff,,DEM,1,Total Votes Cast,12
Gila,Payson No. 7,Sheriff,,DEM,1,Overvotes,0
Gila,Payson No. 7,Sheriff,,DEM,1,Undervotes,54
Gila,Payson No. 7,County Treasurer,,DEM,1,Write-In Totals,1
Gila,Payson No. 7,County Treasurer,,DEM,1,Total Votes Cast,1
Gila,Payson No. 7,County Treasurer,,DEM,1,Overvotes,0
Gila,Payson No. 7,County Treasurer,,DEM,1,Undervotes,65
Gila,Payson No. 7,County Superintendent of Schools,,DEM,1,Write-In Totals,5
Gila,Payson No. 7,County Superintendent of Schools,,DEM,1,Total Votes Cast,5
Gila,Payson No. 7,County Superintendent of Schools,,DEM,1,Overvotes,0
Gila,Payson No. 7,County Superintendent of Schools,,DEM,1,Undervotes,61
Gila,Payson No. 7,County Recorder,,DEM,1,Write-In Totals,1
Gila,Payson No. 7,County Recorder,,DEM,1,Total Votes Cast,1
Gila,Payson No. 7,County Recorder,,DEM,1,Overvotes,0
Gila,Payson No. 7,County Recorder,,DEM,1,Undervotes,65
Gila,Payson No. 7,County Assessor,,DEM,1,Write-In Totals,3
Gila,Payson No. 7,County Assessor,,DEM,1,Total Votes Cast,3
Gila,Payson No. 7,County Assessor,,DEM,1,Overvotes,0
Gila,Payson No. 7,County Assessor,,DEM,1,Undervotes,63
Gila,Payson No. 7,Judge of the Superior Court,Div. 1,DEM,1,Write-In Totals,3
Gila,Payson No. 7,Judge of the Superior Court,Div. 1,DEM,1,Total Votes Cast,3
Gila,Payson No. 7,Judge of the Superior Court,Div. 1,DEM,1,Overvotes,0
Gila,Payson No. 7,Judge of the Superior Court,Div. 1,DEM,1,Undervotes,63
Gila,Payson No. 7,U.S. Senate,,LBT,1,Write-In Totals,0
Gila,Payson No. 7,U.S. Senate,,LBT,1,Total Votes Cast,0
Gila,Payson No. 7,U.S. Senate,,LBT,1,Overvotes,0
Gila,Payson No. 7,U.S. Senate,,LBT,1,Undervotes,1
Gila,Payson No. 7,U.S. House,2,LBT,1,Write-In Totals,0
Gila,Payson No. 7,U.S. House,2,LBT,1,Total Votes Cast,0
Gila,Payson No. 7,U.S. House,2,LBT,1,Overvotes,0
Gila,Payson No. 7,U.S. House,2,LBT,1,Undervotes,1
Gila,Payson No. 7,State Senate,7,LBT,1,Write-In Totals,1
Gila,Payson No. 7,State Senate,7,LBT,1,Total Votes Cast,1
Gila,Payson No. 7,State Senate,7,LBT,1,Overvotes,0
Gila,Payson No. 7,State Senate,7,LBT,1,Undervotes,0
Gila,Payson No. 7,State House,7,LBT,2,Write-In Totals,0
Gila,Payson No. 7,State House,7,LBT,2,Total Votes Cast,0
Gila,Payson No. 7,State House,7,LBT,2,Overvotes,0
Gila,Payson No. 7,State House,7,LBT,2,Undervotes,2
Gila,Payson No. 7,Corporation Commissioner,,LBT,3,Write-In Totals,0
Gila,Payson No. 7,Corporation Commissioner,,LBT,3,Total Votes Cast,0
Gila,Payson No. 7,Corporation Commissioner,,LBT,3,Overvotes,0
Gila,Payson No. 7,Corporation Commissioner,,LBT,3,Undervotes,3
Gila,Payson No. 7,U.S. Senate,,GRN,1,Arturo HERNANDEZ,0
Gila,Payson No. 7,U.S. Senate,,GRN,1,Michael NORTON,0
Gila,Payson No. 7,U.S. Senate,,GRN,1,Write-In Totals,0
Gila,Payson No. 7,U.S. Senate,,GRN,1,Total Votes Cast,0
Gila,Payson No. 7,U.S. Senate,,GRN,1,Overvotes,0
