county,precinct,office,district,party,seats,candidate,votes
Gila,Payson No. 7,U.S. Senate,,GRN,1,Undervotes,0
Gila,Payson No. 7,U.S. House,2,GRN,1,Write-In Totals,0
Gila,Payson No. 7,U.S. House,2,GRN,1,Total Votes Cast,0
Gila,Payson No. 7,U.S. House,2,GRN,1,Overvotes,0
Gila,Payson No. 7,U.S. House,2,GRN,1,Undervotes,0
Gila,Payson No. 7,State Senate,7,GRN,1,Write-In Totals,0
Gila,Payson No. 7,State Senate,7,GRN,1,Total Votes Cast,0
Gila,Payson No. 7,State Senate,7,GRN,1,Overvotes,0
Gila,Payson No. 7,State Senate,7,GRN,1,Undervotes,0
Gila,Payson No. 7,State House,7,GRN,2,Write-In Totals,0
Gila,Payson No. 7,State House,7,GRN,2,Total Votes Cast,0
Gila,Payson No. 7,State House,7,GRN,2,Overvotes,0
Gila,Payson No. 7,State House,7,GRN,2,Undervotes,0
Gila,Payson No. 7,Corporation Commissioner,,GRN,3,Write-In Totals,0
Gila,Payson No. 7,Corporation Commissioner,,GRN,3,Total Votes Cast,0
Gila,Payson No. 7,Corporation Commissioner,,GRN,3,Overvotes,0
Gila,Payson No. 7,Corporation Commissioner,,GRN,3,Undervotes,0
Gila,Payson No. 7,No Labels Notice,,NOL,1,No Candidate Nominated,0
Gila,Payson No. 7,No Labels Notice,,NOL,1,Total Votes Cast,0
Gila,Payson No. 7,No Labels Notice,,NOL,1,Overvotes,0
Gila,Payson No. 7,No Labels Notice,,NOL,1,Undervotes,0
Gila,Payson No. 8,Registered Voters - Total,,,,,1386
Gila,Payson No. 8,Registered Voters - Nonpartisan,,Nonpartisan,,,374
Gila,Payson No. 8,Registered Voters - Republican,,REP,,,781
Gila,Payson No. 8,Registered Voters - Democratic,,DEM,,,216
Gila,Payson No. 8,Registered Voters - Libertarian,,LBT,,,8
Gila,Payson No. 8,Registered Voters - Green,,GRN,,,2
Gila,Payson No. 8,Registered Voters - No Labels Party,,NOL,,,5
Gila,Payson No. 8,Ballots Cast - Total,,,,,738
Gila,Payson No. 8,Ballots Cast - Nonpartisan,,Nonpartisan,,,5
Gila,Payson No. 8,Ballots Cast - Republican,,REP,,,580
Gila,Payson No. 8,Ballots Cast - Democratic,,DEM,,,151
Gila,Payson No. 8,Ballots Cast - Libertarian,,LBT,,,2
Gila,Payson No. 8,Ballots Cast - Green,,GRN,,,0
Gila,Payson No. 8,Ballots Cast - No Labels Party,,NOL,,,0
Gila,Payson No. 8,Ballots Cast - Blank,,,,,0
Gila,Payson No. 8,Mayor Town of Payson,,,1,Chris HIGGINS,331
Gila,Payson No. 8,Mayor Town of Payson,,,1,Stephen OTTO,319
Gila,Payson No. 8,Mayor Town of Payson,,,1,Write-In Totals,0
Gila,Payson No. 8,Mayor Town of Payson,,,1,Total Votes Cast,650
Gila,Payson No. 8,Mayor Town of Payson,,,1,Overvotes,0
Gila,Payson No. 8,Mayor Town of Payson,,,1,Undervotes,32
Gila,Payson No. 8,Council Member Town of Payson,,,3,Charlie BELL,277
Gila,Payson No. 8,Council Member Town of Payson,,,3,Dallin HAWS,286
Gila,Payson No. 8,Council Member Town of Payson,,,3,Craig HOWARD,271
Gila,Payson No. 8,Council Member Town of Payson,,,3,Scott NOSSEK,291
Gila,Payson No. 8,Council Member Town of Payson,,,3,Guy PFISTER,275
Gila,Payson No. 8,Council Member Town of Payson,,,3,Barbara UNDERWOOD,289
Gila,Payson No. 8,Council Member Town of Payson,,,3,Write-In Totals,3
Gila,Payson No. 8,Council Member Town of Payson,,,3,Total Votes Cast,1692
Gila,Payson No. 8,Council Member Town of Payson,,,3,Overvotes,3
Gila,Payson No. 8,Council Member Town of Payson,,,3,Undervotes,351
Gila,Payson No. 8,Council Member (2 Year Term) Town of Payson,,,1,Jim FERRIS,327
Gila,Payson No. 8,Council Member (2 Year Term) Town of Payson,,,1,Jolynn SCHINSTOCK,287
Gila,Payson No. 8,Council Member (2 Year Term) Town of Payson,,,1,Write-In Totals,4
Gila,Payson No. 8,Council Member (2 Year Term) Town of Payson,,,1,Total Votes Cast,618
Gila,Payson No. 8,Council Member (2 Year Term) Town of Payson,,,1,Overvotes,0
Gila,Payson No. 8,Council Member (2 Year Term) Town of Payson,,,1,Undervotes,64
Gila,Payson No. 8,U.S. Senate,,REP,1,Kari LAKE,297
Gila,Payson No. 8,U.S. Senate,,REP,1,Mark LAMB,242
Gila,Payson No. 8,U.S. Senate,,REP,1,Elizabeth Jean REYE,19
Gila,Payson No. 8,U.S. Senate,,REP,1,Write-In Totals,0
Gila,Payson No. 8,U.S. Senate,,REP,1,Total Votes Cast,558
Gila,Payson No. 8,U.S. Senate,,REP,1,Overvotes,0
Gila,Payson No. 8,U.S. Senate,,REP,1,Undervotes,22
Gila,Payson No. 8,U.S. House,2,REP,1,Eli CRANE,429
Gila,Payson No. 8,U.S. House,2,REP,1,Jack SMITH,106
Gila,Payson No. 8,U.S. House,2,REP,1,Write-In Totals,0
Gila,Payson No. 8,U.S. House,2,REP,1,Total Votes Cast,535
Gila,Payson No. 8,U.S. House,2,REP,1,Overvotes,0
Gila,Payson No. 8,U.S. House,2,REP,1,Undervotes,45
Gila,Payson No. 8,State Senate,7,REP,1,David COOK,214
Gila,Payson No. 8,State Senate,7,REP,1,Wendy ROGERS,332
Gila,Payson No. 8,State Senate,7,REP,1,Write-In Totals,2
Gila,Payson No. 8,State Senate,7,REP,1,Total Votes Cast,548
Gila,Payson No. 8,State Senate,7,REP,1,Overvotes,0
Gila,Payson No. 8,State Senate,7,REP,1,Undervotes,32
Gila,Payson No. 8,State House,7,REP,2,"Walter ""Walt"" BLACKMAN",253
Gila,Payson No. 8,State House,7,REP,2,Andrew COSTANZO,127
Gila,Payson No. 8,State House,7,REP,2,John FILLMORE,106
Gila,Payson No. 8,State House,7,REP,2,Barby INGLE,75
Gila,Payson No. 8,State House,7,REP,2,David MARSHALL SR.,197
Gila,Payson No. 8,State House,7,REP,2,Steven SLATON,151
Gila,Payson No. 8,State House,7,REP,2,Write-In Totals,2
Gila,Payson No. 8,State House,7,REP,2,Total Votes Cast,911
Gila,Payson No. 8,State House,7,REP,2,Overvotes,16
Gila,Payson No. 8,State House,7,REP,2,Undervotes,233
Gila,Payson No. 8,Corporation Commissioner,,REP,3,Rene LOPEZ,326
Gila,Payson No. 8,Corporation Commissioner,,REP,3,Lea MARQUEZ PETERSON,319
Gila,Payson No. 8,Corporation Commissioner,,REP,3,Rachel WALDEN,382
Gila,Payson No. 8,Corporation Commissioner,,REP,3,Write-In Totals,1
Gila,Payson No. 8,Corporation Commissioner,,REP,3,Total Votes Cast,1028
Gila,Payson No. 8,Corporation Commissioner,,REP,3,Overvotes,0
Gila,Payson No. 8,Corporation Commissioner,,REP,3,Undervotes,712
Gila,Payson No. 8,Board of Supervisors,1,REP,1,Steve CHRISTENSEN,443
Gila,Payson No. 8,Board of Supervisors,1,REP,1,Write-In Totals,18
Gila,Payson No. 8,Board of Supervisors,1,REP,1,Total Votes Cast,461
Gila,Payson No. 8,Board of Supervisors,1,REP,1,Overvotes,0
Gila,Payson No. 8,Board of Supervisors,1,REP,1,Undervotes,119
Gila,Payson No. 8,County Attorney,,REP,1,Bradley BEAUCHAMP,431
Gila,Payson No. 8,County Attorney,,REP,1,Write-In Totals,0
Gila,Payson No. 8,County Attorney,,REP,1,Total Votes Cast,431
Gila,Payson No. 8,County Attorney,,REP,1,Overvotes,0
Gila,Payson No. 8,County Attorney,,REP,1,Undervotes,149
Gila,Payson No. 8,Sheriff,,REP,1,Tom MORRISSEY,174
Gila,Payson No. 8,Sheriff,,REP,1,Adam SHEPHERD,311
Gila,Payson No. 8,Sheriff,,REP,1,Write-In Totals,74
Gila,Payson No. 8,Sheriff,,REP,1,Total Votes Cast,559
Gila,Payson No. 8,Sheriff,,REP,1,Overvotes,0
Gila,Payson No. 8,Sheriff,,REP,1,Undervotes,21
Gila,Payson No. 8,County Treasurer,,REP,1,Monica WOHLFORTH,435
Gila,Payson No. 8,County Treasurer,,REP,1,Write-In Totals,0
Gila,Payson No. 8,County Treasurer,,REP,1,Total Votes Cast,435
Gila,Payson No. 8,County Treasurer,,REP,1,Overvotes,0
Gila,Payson No. 8,County Treasurer,,REP,1,Undervotes,145
Gila,Payson No. 8,County Superintendent of Schools,,REP,1,Jack DUFFY,172
Gila,Payson No. 8,County Superintendent of Schools,,REP,1,Roy SANDOVAL,318
Gila,Payson No. 8,County Superintendent of Schools,,REP,1,Write-In Totals,0
Gila,Payson No. 8,County Superintendent of Schools,,REP,1,Total Votes Cast,490
Gila,Payson No. 8,County Superintendent of Schools,,REP,1,Overvotes,0
Gila,Payson No. 8,County Superintendent of Schools,,REP,1,Undervotes,90
Gila,Payson No. 8,County Recorder,,REP,1,Sadie Jo BINGHAM,301
Gila,Payson No. 8,County Recorder,,REP,1,Bonnie WOLFF,204
Gila,Payson No. 8,County Recorder,,REP,1,Write-In Totals,0
Gila,Payson No. 8,County Recorder,,REP,1,Total Votes Cast,505
Gila,Payson No. 8,County Recorder,,REP,1,Overvotes,0
Gila,Payson No. 8,County Recorder,,REP,1,Undervotes,75
Gila,Payson No. 8,County Assessor,,REP,1,Sherra KISSEE,440
Gila,Payson No. 8,County Assessor,,REP,1,Write-In Totals,1
Gila,Payson No. 8,County Assessor,,REP,1,Total Votes Cast,441
Gila,Payson No. 8,County Assessor,,REP,1,Overvotes,0
Gila,Payson No. 8,County Assessor,,REP,1,Undervotes,139
Gila,Payson No. 8,Judge of the Superior Court,Div. 1,REP,1,Bryan B. CHAMBERS,427
Gila,Payson No. 8,Judge of the Superior Court,Div. 1,REP,1,Write-In Totals,0
Gila,Payson No. 8,Judge of the Superior Court,Div. 1,REP,1,Total Votes Cast,427
Gila,Payson No. 8,Judge of the Superior Court,Div. 1,REP,1,Overvotes,0
Gila,Payson No. 8,Judge of the Superior Court,Div. 1,REP,1,Undervotes,153
Gila,Payson No. 8,U.S. Senate,,DEM,1,Ruben GALLEGO,139
Gila,Payson No. 8,U.S. Senate,,DEM,1,Write-In Totals,3
Gila,Payson No. 8,U.S. Senate,,DEM,1,Total Votes Cast,142
Gila,Payson No. 8,U.S. Senate,,DEM,1,Overvotes,0
Gila,Payson No. 8,U.S. Senate,,DEM,1,Undervotes,9
Gila,Payson No. 8,U.S. House,2,DEM,1,Jonathan NEZ,130
Gila,Payson No. 8,U.S. House,2,DEM,1,Write-In Totals,1
Gila,Payson No. 8,U.S. House,2,DEM,1,Total Votes Cast,131
Gila,Payson No. 8,U.S. House,2,DEM,1,Overvotes,0
Gila,Payson No. 8,U.S. House,2,DEM,1,Undervotes,20
Gila,Payson No. 8,State Senate,7,DEM,1,Haley CREIGHTON,84
Gila,Payson No. 8,State Senate,7,DEM,1,Roberto Apodac REVELES,56
Gila,Payson No. 8,State Senate,7,DEM,1,Write-In Totals,2
Gila,Payson No. 8,State Senate,7,DEM,1,Total Votes Cast,142
Gila,Payson No. 8,State Senate,7,DEM,1,Overvotes,0
Gila,Payson No. 8,State Senate,7,DEM,1,Undervotes,9
Gila,Payson No. 8,State House,7,DEM,2,Kevin CHIQUETE,82
Gila,Payson No. 8,State House,7,DEM,2,Nancy HARTL,124
Gila,Payson No. 8,State House,7,DEM,2,Write-In Totals,0
Gila,Payson No. 8,State House,7,DEM,2,Total Votes Cast,206
Gila,Payson No. 8,State House,7,DEM,2,Overvotes,0
Gila,Payson No. 8,State House,7,DEM,2,Undervotes,96
Gila,Payson No. 8,Corporation Commissioner,,DEM,3,Ylenia AGUILAR,117
Gila,Payson No. 8,Corporation Commissioner,,DEM,3,Jonathon HILL,106
Gila,Payson No. 8,Corporation Commissioner,,DEM,3,Joshua POLACHECK,104
Gila,Payson No. 8,Corporation Commissioner,,DEM,3,Write-In Totals,0
Gila,Payson No. 8,Corporation Commissioner,,DEM,3,Total Votes Cast,327
Gila,Payson No. 8,Corporation Commissioner,,DEM,3,Overvotes,0
Gila,Payson No. 8,Corporation Commissioner,,DEM,3,Undervotes,126
Gila,Payson No. 8,Board of Supervisors,1,DEM,1,Write-In Totals,13
Gila,Payson No. 8,Board of Supervisors,1,DEM,1,Total Votes Cast,13
Gila,Payson No. 8,Board of Supervisors,1,DEM,1,Overvotes,0
Gila,Payson No. 8,Board of Supervisors,1,DEM,1,Undervotes,138
Gila,Payson No. 8,County Attorney,,DEM,1,Write-In Totals,6
Gila,Payson No. 8,County Attorney,,DEM,1,Total Votes Cast,6
Gila,Payson No. 8,County Attorney,,DEM,1,Overvotes,0
Gila,Payson No. 8,County Attorney,,DEM,1,Undervotes,145
Gila,Payson No. 8,Sheriff,,DEM,1,Write-In Totals,21
Gila,Payson No. 8,Sheriff,,DEM,1,Total Votes Cast,21
Gila,Payson No. 8,Sheriff,,DEM,1,Overvotes,0
Gila,Payson No. 8,Sheriff,,DEM,1,Undervotes,130
Gila,Payson No. 8,County Treasurer,,DEM,1,Write-In Totals,6
Gila,Payson No. 8,County Treasurer,,DEM,1,Total Votes Cast,6
Gila,Payson No. 8,County Treasurer,,DEM,1,Overvotes,0
Gila,Payson No. 8,County Treasurer,,DEM,1,Undervotes,145
Gila,Payson No. 8,County Superintendent of Schools,,DEM,1,Write-In Totals,10
Gila,Payson No. 8,County Superintendent of Schools,,DEM,1,Total Votes Cast,10
Gila,Payson No. 8,County Superintendent of Schools,,DEM,1,Overvotes,0
Gila,Payson No. 8,County Superintendent of Schools,,DEM,1,Undervotes,141
Gila,Payson No. 8,County Recorder,,DEM,1,Write-In Totals,12
Gila,Payson No. 8,County Recorder,,DEM,1,Total Votes Cast,12
Gila,Payson No. 8,County Recorder,,DEM,1,Overvotes,0
Gila,Payson No. 8,County Recorder,,DEM,1,Undervotes,139
Gila,Payson No. 8,County Assessor,,DEM,1,Write-In Totals,9
Gila,Payson No. 8,County Assessor,,DEM,1,Total Votes Cast,9
Gila,Payson No. 8,County Assessor,,DEM,1,Overvotes,0
Gila,Payson No. 8,County Assessor,,DEM,1,Undervotes,142
Gila,Payson No. 8,Judge of the Superior Court,Div. 1,DEM,1,Write-In Totals,6
Gila,Payson No. 8,Judge of the Superior Court,Div. 1,DEM,1,Total Votes Cast,6
Gila,Payson No. 8,Judge of the Superior Court,Div. 1,DEM,1,Overvotes,0
Gila,Payson No. 8,Judge of the Superior Court,Div. 1,DEM,1,Undervotes,145
Gila,Payson No. 8,U.S. Senate,,LBT,1,Write-In Totals,1
Gila,Payson No. 8,U.S. Senate,,LBT,1,Total Votes Cast,1
Gila,Payson No. 8,U.S. Senate,,LBT,1,Overvotes,0
Gila,Payson No. 8,U.S. Senate,,LBT,1,Undervotes,1
Gila,Payson No. 8,U.S. House,2,LBT,1,Write-In Totals,0
Gila,Payson No. 8,U.S. House,2,LBT,1,Total Votes Cast,0
Gila,Payson No. 8,U.S. House,2,LBT,1,Overvotes,0
Gila,Payson No. 8,U.S. House,2,LBT,1,Undervotes,2
Gila,Payson No. 8,State Senate,7,LBT,1,Write-In Totals,0
Gila,Payson No. 8,State Senate,7,LBT,1,Total Votes Cast,0
Gila,Payson No. 8,State Senate,7,LBT,1,Overvotes,0
Gila,Payson No. 8,State Senate,7,LBT,1,Undervotes,2
Gila,Payson No. 8,State House,7,LBT,2,Write-In Totals,0
Gila,Payson No. 8,State House,7,LBT,2,Total Votes Cast,0
Gila,Payson No. 8,State House,7,LBT,2,Overvotes,0
Gila,Payson No. 8,State House,7,LBT,2,Undervotes,4
Gila,Payson No. 8,Corporation Commissioner,,LBT,3,Write-In Totals,1
Gila,Payson No. 8,Corporation Commissioner,,LBT,3,Total Votes Cast,1
Gila,Payson No. 8,Corporation Commissioner,,LBT,3,Overvotes,0
Gila,Payson No. 8,Corporation Commissioner,,LBT,3,Undervotes,5
Gila,Payson No. 8,U.S. Senate,,GRN,1,Arturo HERNANDEZ,0
Gila,Payson No. 8,U.S. Senate,,GRN,1,Michael NORTON,0
Gila,Payson No. 8,U.S. Senate,,GRN,1,Write-In Totals,0
Gila,Payson No. 8,U.S. Senate,,GRN,1,Total Votes Cast,0
Gila,Payson No. 8,U.S. Senate,,GRN,1,Overvotes,0
Gila,Payson No. 8,U.S. Senate,,GRN,1,Undervotes,0
Gila,Payson No. 8,U.S. House,2,GRN,1,Write-In Totals,0
Gila,Payson No. 8,U.S. House,2,GRN,1,Total Votes Cast,0
Gila,Payson No. 8,U.S. House,2,GRN,1,Overvotes,0
Gila,Payson No. 8,U.S. House,2,GRN,1,Undervotes,0
Gila,Payson No. 8,State Senate,7,GRN,1,Write-In Totals,0
Gila,Payson No. 8,State Senate,7,GRN,1,Total Votes Cast,0
Gila,Payson No. 8,State Senate,7,GRN,1,Overvotes,0
Gila,Payson No. 8,State Senate,7,GRN,1,Undervotes,0
Gila,Payson No. 8,State House,7,GRN,2,Write-In Totals,0
Gila,Payson No. 8,State House,7,GRN,2,Total Votes Cast,0
Gila,Payson No. 8,State House,7,GRN,2,Overvotes,0
Gila,Payson No. 8,State House,7,GRN,2,Undervotes,0
Gila,Payson No. 8,Corporation Commissioner,,GRN,3,Write-In Totals,0
Gila,Payson No. 8,Corporation Commissioner,,GRN,3,Total Votes Cast,0
Gila,Payson No. 8,Corporation Commissioner,,GRN,3,Overvotes,0
Gila,Payson No. 8,Corporation Commissioner,,GRN,3,Undervotes,0
Gila,Payson No. 8,No Labels Notice,,NOL,1,No Candidate Nominated,0
Gila,Payson No. 8,No Labels Notice,,NOL,1,Total Votes Cast,0
Gila,Payson No. 8,No Labels Notice,,NOL,1,Overvotes,0
Gila,Payson No. 8,No Labels Notice,,NOL,1,Undervotes,0
Gila,Star Valley,Registered Voters - Total,,,,,2501
Gila,Star Valley,Registered Voters - Nonpartisan,,Nonpartisan,,,577
Gila,Star Valley,Registered Voters - Republican,,REP,,,1627
Gila,Star Valley,Registered Voters - Democratic,,DEM,,,275
Gila,Star Valley,Registered Voters - Libertarian,,LBT,,,10
Gila,Star Valley,Registered Voters - Green,,GRN,,,0
Gila,Star Valley,Registered Voters - No Labels Party,,NOL,,,12
Gila,Star Valley,Ballots Cast - Total,,,,,1319
Gila,Star Valley,Ballots Cast - Nonpartisan,,Nonpartisan,,,6
Gila,Star Valley,Ballots Cast - Republican,,REP,,,1123
Gila,Star Valley,Ballots Cast - Democratic,,DEM,,,184
Gila,Star Valley,Ballots Cast - Libertarian,,LBT,,,4
Gila,Star Valley,Ballots Cast - Green,,GRN,,,0
Gila,Star Valley,Ballots Cast - No Labels Party,,NOL,,,2
Gila,Star Valley,Ballots Cast - Blank,,,,,0
Gila,Star Valley,Mayor Town of Payson,,,1,Chris HIGGINS,229
Gila,Star Valley,Mayor Town of Payson,,,1,Stephen OTTO,190
Gila,Star Valley,Mayor Town of Payson,,,1,Write-In Totals,0
Gila,Star Valley,Mayor Town of Payson,,,1,Total Votes Cast,419
Gila,Star Valley,Mayor Town of Payson,,,1,Overvotes,0
Gila,Star Valley,Mayor Town of Payson,,,1,Undervotes,46
Gila,Star Valley,Mayor Town of Star Valley,,,1,Bobby DAVIS,659
Gila,Star Valley,Mayor Town of Star Valley,,,1,Write-In Totals,15
Gila,Star Valley,Mayor Town of Star Valley,,,1,Total Votes Cast,674
Gila,Star Valley,Mayor Town of Star Valley,,,1,Overvotes,0
Gila,Star Valley,Mayor Town of Star Valley,,,1,Undervotes,180
Gila,Star Valley,Council Member Town of Payson,,,3,Charlie BELL,164
Gila,Star Valley,Council Member Town of Payson,,,3,Dallin HAWS,207
Gila,Star Valley,Council Member Town of Payson,,,3,Craig HOWARD,173
Gila,Star Valley,Council Member Town of Payson,,,3,Scott NOSSEK,218
Gila,Star Valley,Council Member Town of Payson,,,3,Guy PFISTER,175
Gila,Star Valley,Council Member Town of Payson,,,3,Barbara UNDERWOOD,227
Gila,Star Valley,Council Member Town of Payson,,,3,Write-In Totals,1
Gila,Star Valley,Council Member Town of Payson,,,3,Total Votes Cast,1165
Gila,Star Valley,Council Member Town of Payson,,,3,Overvotes,0
Gila,Star Valley,Council Member Town of Payson,,,3,Undervotes,230
Gila,Star Valley,Council Member Town of Star Valley,,,2,George BINNEY,415
Gila,Star Valley,Council Member Town of Star Valley,,,2,Richard A. LIKINS,235
Gila,Star Valley,Council Member Town of Star Valley,,,2,Belle MCDANIEL,496
Gila,Star Valley,Council Member Town of Star Valley,,,2,Write-In Totals,15
Gila,Star Valley,Council Member Town of Star Valley,,,2,Total Votes Cast,1161
Gila,Star Valley,Council Member Town of Star Valley,,,2,Overvotes,8
Gila,Star Valley,Council Member Town of Star Valley,,,2,Undervotes,239
Gila,Star Valley,Council Member (2 Year Term) Town of Payson,,,1,Jim FERRIS,189
Gila,Star Valley,Council Member (2 Year Term) Town of Payson,,,1,Jolynn SCHINSTOCK,215
Gila,Star Valley,Council Member (2 Year Term) Town of Payson,,,1,Write-In Totals,1
Gila,Star Valley,Council Member (2 Year Term) Town of Payson,,,1,Total Votes Cast,405
Gila,Star Valley,Council Member (2 Year Term) Town of Payson,,,1,Overvotes,0
Gila,Star Valley,Council Member (2 Year Term) Town of Payson,,,1,Undervotes,60
Gila,Star Valley,U.S. Senate,,REP,1,Kari LAKE,601
Gila,Star Valley,U.S. Senate,,REP,1,Mark LAMB,478
Gila,Star Valley,U.S. Senate,,REP,1,Elizabeth Jean REYE,23
Gila,Star Valley,U.S. Senate,,REP,1,Write-In Totals,2
Gila,Star Valley,U.S. Senate,,REP,1,Total Votes Cast,1104
Gila,Star Valley,U.S. Senate,,REP,1,Overvotes,0
Gila,Star Valley,U.S. Senate,,REP,1,Undervotes,19
Gila,Star Valley,U.S. House,2,REP,1,Eli CRANE,853
Gila,Star Valley,U.S. House,2,REP,1,Jack SMITH,187
Gila,Star Valley,U.S. House,2,REP,1,Write-In Totals,1
Gila,Star Valley,U.S. House,2,REP,1,Total Votes Cast,1041
Gila,Star Valley,U.S. House,2,REP,1,Overvotes,0
Gila,Star Valley,U.S. House,2,REP,1,Undervotes,82
Gila,Star Valley,State Senate,7,REP,1,David COOK,391
Gila,Star Valley,State Senate,7,REP,1,Wendy ROGERS,670
Gila,Star Valley,State Senate,7,REP,1,Write-In Totals,1
Gila,Star Valley,State Senate,7,REP,1,Total Votes Cast,1062
Gila,Star Valley,State Senate,7,REP,1,Overvotes,1
Gila,Star Valley,State Senate,7,REP,1,Undervotes,60
Gila,Star Valley,State House,7,REP,2,"Walter ""Walt"" BLACKMAN",491
Gila,Star Valley,State House,7,REP,2,Andrew COSTANZO,374
Gila,Star Valley,State House,7,REP,2,John FILLMORE,178
Gila,Star Valley,State House,7,REP,2,Barby INGLE,93
Gila,Star Valley,State House,7,REP,2,David MARSHALL SR.,368
Gila,Star Valley,State House,7,REP,2,Steven SLATON,245
Gila,Star Valley,State House,7,REP,2,Write-In Totals,4
Gila,Star Valley,State House,7,REP,2,Total Votes Cast,1753
Gila,Star Valley,State House,7,REP,2,Overvotes,6
Gila,Star Valley,State House,7,REP,2,Undervotes,487
Gila,Star Valley,Corporation Commissioner,,REP,3,Rene LOPEZ,585
Gila,Star Valley,Corporation Commissioner,,REP,3,Lea MARQUEZ PETERSON,563
Gila,Star Valley,Corporation Commissioner,,REP,3,Rachel WALDEN,697
Gila,Star Valley,Corporation Commissioner,,REP,3,Write-In Totals,7
Gila,Star Valley,Corporation Commissioner,,REP,3,Total Votes Cast,1852
Gila,Star Valley,Corporation Commissioner,,REP,3,Overvotes,0
Gila,Star Valley,Corporation Commissioner,,REP,3,Undervotes,1517
Gila,Star Valley,Board of Supervisors,3,REP,1,Woody CLINE,590
Gila,Star Valley,Board of Supervisors,3,REP,1,Kelly PARKS,348
Gila,Star Valley,Board of Supervisors,3,REP,1,Write-In Totals,3
Gila,Star Valley,Board of Supervisors,3,REP,1,Total Votes Cast,941
Gila,Star Valley,Board of Supervisors,3,REP,1,Overvotes,0
Gila,Star Valley,Board of Supervisors,3,REP,1,Undervotes,182
Gila,Star Valley,County Attorney,,REP,1,Bradley BEAUCHAMP,804
Gila,Star Valley,County Attorney,,REP,1,Write-In Totals,3
Gila,Star Valley,County Attorney,,REP,1,Total Votes Cast,807
Gila,Star Valley,County Attorney,,REP,1,Overvotes,0
Gila,Star Valley,County Attorney,,REP,1,Undervotes,316
Gila,Star Valley,Sheriff,,REP,1,Tom MORRISSEY,311
Gila,Star Valley,Sheriff,,REP,1,Adam SHEPHERD,661
Gila,Star Valley,Sheriff,,REP,1,Write-In Totals,92
Gila,Star Valley,Sheriff,,REP,1,Total Votes Cast,1064
Gila,Star Valley,Sheriff,,REP,1,Overvotes,0
Gila,Star Valley,Sheriff,,REP,1,Undervotes,59
Gila,Star Valley,County Treasurer,,REP,1,Monica WOHLFORTH,801
Gila,Star Valley,County Treasurer,,REP,1,Write-In Totals,3
Gila,Star Valley,County Treasurer,,REP,1,Total Votes Cast,804
Gila,Star Valley,County Treasurer,,REP,1,Overvotes,0
Gila,Star Valley,County Treasurer,,REP,1,Undervotes,319
Gila,Star Valley,County Superintendent of Schools,,REP,1,Jack DUFFY,315
Gila,Star Valley,County Superintendent of Schools,,REP,1,Roy SANDOVAL,593
Gila,Star Valley,County Superintendent of Schools,,REP,1,Write-In Totals,2
Gila,Star Valley,County Superintendent of Schools,,REP,1,Total Votes Cast,910
Gila,Star Valley,County Superintendent of Schools,,REP,1,Overvotes,0
