county,precinct,office,district,party,seats,candidate,votes,early_voting,election_day,provisional
Maricopa,0065 BLACKHAWK,Ballots Cast - Democratic,,DEM,,,317,296,21,0
Maricopa,0065 BLACKHAWK,Ballots Cast - Libertarian,,LBT,,,1,1,0,0
Maricopa,0065 BLACKHAWK,Ballots Cast - Green,,GRN,,,1,0,1,0
Maricopa,0065 BLACKHAWK,U.S. Senate,,REP,1,Kari LAKE,238,198,40,
Maricopa,0065 BLACKHAWK,U.S. Senate,,REP,1,Mark LAMB,174,152,21,
Maricopa,0065 BLACKHAWK,U.S. Senate,,REP,1,Elizabeth Jean REYE,33,32,1,
Maricopa,0065 BLACKHAWK,U.S. Senate,,REP,1,Write-In Totals,2,2,0,
Maricopa,0065 BLACKHAWK,U.S. Senate,,REP,1,Total Votes Cast,447,384,62,
Maricopa,0065 BLACKHAWK,U.S. Senate,,REP,1,Overvotes,0,0,0,
Maricopa,0065 BLACKHAWK,U.S. Senate,,REP,1,Undervotes,5,4,1,
Maricopa,0065 BLACKHAWK,U.S. Senate,,DEM,1,Ruben GALLEGO,313,293,20,0
Maricopa,0065 BLACKHAWK,U.S. Senate,,DEM,1,Write-In Totals,2,2,0,0
Maricopa,0065 BLACKHAWK,U.S. Senate,,DEM,1,Total Votes Cast,315,295,20,0
Maricopa,0065 BLACKHAWK,U.S. Senate,,DEM,1,Overvotes,0,0,0,0
Maricopa,0065 BLACKHAWK,U.S. Senate,,DEM,1,Undervotes,2,1,1,0
Maricopa,0065 BLACKHAWK,U.S. Senate,,LBT,1,Write-In Totals,,,0,0
Maricopa,0065 BLACKHAWK,U.S. Senate,,LBT,1,Total Votes Cast,,,0,0
Maricopa,0065 BLACKHAWK,U.S. Senate,,LBT,1,Overvotes,,,0,0
Maricopa,0065 BLACKHAWK,U.S. Senate,,LBT,1,Undervotes,,,0,0
Maricopa,0065 BLACKHAWK,U.S. Senate,,GRN,1,Arturo HERNANDEZ,,0,,0
Maricopa,0065 BLACKHAWK,U.S. Senate,,GRN,1,Michael NORTON,,0,,0
Maricopa,0065 BLACKHAWK,U.S. Senate,,GRN,1,Write-In Totals,,0,,0
Maricopa,0065 BLACKHAWK,U.S. Senate,,GRN,1,Total Votes Cast,,0,,0
Maricopa,0065 BLACKHAWK,U.S. Senate,,GRN,1,Overvotes,,0,,0
Maricopa,0065 BLACKHAWK,U.S. Senate,,GRN,1,Undervotes,,0,,0
Maricopa,0065 BLACKHAWK,U.S. House,8,REP,1,"Patrick ""Pat"" BRIODY",12,12,0,
Maricopa,0065 BLACKHAWK,U.S. House,8,REP,1,Trent FRANKS,61,54,6,
Maricopa,0065 BLACKHAWK,U.S. House,8,REP,1,"Abraham ""Abe"" HAMADEH",122,100,22,
Maricopa,0065 BLACKHAWK,U.S. House,8,REP,1,Anthony KERN,32,29,3,
Maricopa,0065 BLACKHAWK,U.S. House,8,REP,1,Blake MASTERS,138,117,21,
Maricopa,0065 BLACKHAWK,U.S. House,8,REP,1,Ben TOMA,79,70,9,
Maricopa,0065 BLACKHAWK,U.S. House,8,REP,1,Write-In Totals,2,2,0,
Maricopa,0065 BLACKHAWK,U.S. House,8,REP,1,Total Votes Cast,446,384,61,
Maricopa,0065 BLACKHAWK,U.S. House,8,REP,1,Overvotes,2,2,0,
Maricopa,0065 BLACKHAWK,U.S. House,8,REP,1,Undervotes,4,2,2,
Maricopa,0065 BLACKHAWK,U.S. House,8,DEM,1,Gregory WHITTEN,301,284,17,0
Maricopa,0065 BLACKHAWK,U.S. House,8,DEM,1,Write-In Totals,3,2,1,0
Maricopa,0065 BLACKHAWK,U.S. House,8,DEM,1,Total Votes Cast,304,286,18,0
Maricopa,0065 BLACKHAWK,U.S. House,8,DEM,1,Overvotes,0,0,0,0
Maricopa,0065 BLACKHAWK,U.S. House,8,DEM,1,Undervotes,13,10,3,0
Maricopa,0065 BLACKHAWK,U.S. House,8,LBT,1,Write-In Totals,,,0,0
Maricopa,0065 BLACKHAWK,U.S. House,8,LBT,1,Total Votes Cast,,,0,0
Maricopa,0065 BLACKHAWK,U.S. House,8,LBT,1,Overvotes,,,0,0
Maricopa,0065 BLACKHAWK,U.S. House,8,LBT,1,Undervotes,,,0,0
Maricopa,0065 BLACKHAWK,U.S. House,8,GRN,1,Write-In Totals,,0,,0
Maricopa,0065 BLACKHAWK,U.S. House,8,GRN,1,Total Votes Cast,,0,,0
Maricopa,0065 BLACKHAWK,U.S. House,8,GRN,1,Overvotes,,0,,0
Maricopa,0065 BLACKHAWK,U.S. House,8,GRN,1,Undervotes,,0,,0
Maricopa,0066 BLOOM,Registered Voters - Total,,,,,2235,2235,2235,2235
Maricopa,0066 BLOOM,Registered Voters - Republican,,REP,,,842,842,842,842
Maricopa,0066 BLOOM,Registered Voters - Democratic,,DEM,,,513,513,513,513
Maricopa,0066 BLOOM,Registered Voters - Libertarian,,LBT,,,13,13,13,13
Maricopa,0066 BLOOM,Registered Voters - Green,,GRN,,,6,6,6,6
Maricopa,0066 BLOOM,Ballots Cast - Total,,,,,591,524,67,0
Maricopa,0066 BLOOM,Ballots Cast - Republican,,REP,,,380,323,57,0
Maricopa,0066 BLOOM,Ballots Cast - Democratic,,DEM,,,207,198,9,0
Maricopa,0066 BLOOM,Ballots Cast - Libertarian,,LBT,,,2,2,0,0
Maricopa,0066 BLOOM,Ballots Cast - Green,,GRN,,,0,0,0,0
Maricopa,0066 BLOOM,U.S. Senate,,REP,1,Kari LAKE,191,156,35,0
Maricopa,0066 BLOOM,U.S. Senate,,REP,1,Mark LAMB,173,152,21,0
Maricopa,0066 BLOOM,U.S. Senate,,REP,1,Elizabeth Jean REYE,15,14,1,0
Maricopa,0066 BLOOM,U.S. Senate,,REP,1,Write-In Totals,0,0,0,0
Maricopa,0066 BLOOM,U.S. Senate,,REP,1,Total Votes Cast,379,322,57,0
Maricopa,0066 BLOOM,U.S. Senate,,REP,1,Overvotes,0,0,0,0
Maricopa,0066 BLOOM,U.S. Senate,,REP,1,Undervotes,1,1,0,0
Maricopa,0066 BLOOM,U.S. Senate,,DEM,1,Ruben GALLEGO,197,188,,0
Maricopa,0066 BLOOM,U.S. Senate,,DEM,1,Write-In Totals,3,3,,0
Maricopa,0066 BLOOM,U.S. Senate,,DEM,1,Total Votes Cast,200,191,,0
Maricopa,0066 BLOOM,U.S. Senate,,DEM,1,Overvotes,0,0,,0
Maricopa,0066 BLOOM,U.S. Senate,,DEM,1,Undervotes,7,7,,0
Maricopa,0066 BLOOM,U.S. Senate,,LBT,1,Write-In Totals,,,0,0
Maricopa,0066 BLOOM,U.S. Senate,,LBT,1,Total Votes Cast,,,0,0
Maricopa,0066 BLOOM,U.S. Senate,,LBT,1,Overvotes,,,0,0
Maricopa,0066 BLOOM,U.S. Senate,,LBT,1,Undervotes,,,0,0
Maricopa,0066 BLOOM,U.S. Senate,,GRN,1,Arturo HERNANDEZ,0,0,0,0
Maricopa,0066 BLOOM,U.S. Senate,,GRN,1,Michael NORTON,0,0,0,0
Maricopa,0066 BLOOM,U.S. Senate,,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0066 BLOOM,U.S. Senate,,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0066 BLOOM,U.S. Senate,,GRN,1,Overvotes,0,0,0,0
Maricopa,0066 BLOOM,U.S. Senate,,GRN,1,Undervotes,0,0,0,0
Maricopa,0066 BLOOM,U.S. House,5,REP,1,Andy BIGGS,342,291,51,0
Maricopa,0066 BLOOM,U.S. House,5,REP,1,Write-In Totals,3,3,0,0
Maricopa,0066 BLOOM,U.S. House,5,REP,1,Total Votes Cast,345,294,51,0
Maricopa,0066 BLOOM,U.S. House,5,REP,1,Overvotes,0,0,0,0
Maricopa,0066 BLOOM,U.S. House,5,REP,1,Undervotes,35,29,6,0
Maricopa,0066 BLOOM,U.S. House,5,DEM,1,Katrina SCHAFFNER,194,185,,0
Maricopa,0066 BLOOM,U.S. House,5,DEM,1,Write-In Totals,1,1,,0
Maricopa,0066 BLOOM,U.S. House,5,DEM,1,Total Votes Cast,195,186,,0
Maricopa,0066 BLOOM,U.S. House,5,DEM,1,Overvotes,0,0,,0
Maricopa,0066 BLOOM,U.S. House,5,DEM,1,Undervotes,12,12,,0
Maricopa,0066 BLOOM,U.S. House,5,LBT,1,Write-In Totals,,,0,0
Maricopa,0066 BLOOM,U.S. House,5,LBT,1,Total Votes Cast,,,0,0
Maricopa,0066 BLOOM,U.S. House,5,LBT,1,Overvotes,,,0,0
Maricopa,0066 BLOOM,U.S. House,5,LBT,1,Undervotes,,,0,0
Maricopa,0066 BLOOM,U.S. House,5,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0066 BLOOM,U.S. House,5,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0066 BLOOM,U.S. House,5,GRN,1,Overvotes,0,0,0,0
Maricopa,0066 BLOOM,U.S. House,5,GRN,1,Undervotes,0,0,0,0
Maricopa,0067 BLUE HORIZONS,Registered Voters - Total,,,,,2821,2821,2821,2821
Maricopa,0067 BLUE HORIZONS,Registered Voters - Republican,,REP,,,911,911,911,911
Maricopa,0067 BLUE HORIZONS,Registered Voters - Democratic,,DEM,,,801,801,801,801
Maricopa,0067 BLUE HORIZONS,Registered Voters - Libertarian,,LBT,,,30,30,30,30
Maricopa,0067 BLUE HORIZONS,Registered Voters - Green,,GRN,,,1,1,1,1
Maricopa,0067 BLUE HORIZONS,Ballots Cast - Total,,,,,527,455,68,4
Maricopa,0067 BLUE HORIZONS,Ballots Cast - Republican,,REP,,,306,250,53,3
Maricopa,0067 BLUE HORIZONS,Ballots Cast - Democratic,,DEM,,,216,200,15,1
Maricopa,0067 BLUE HORIZONS,Ballots Cast - Libertarian,,LBT,,,3,3,0,0
Maricopa,0067 BLUE HORIZONS,Ballots Cast - Green,,GRN,,,0,0,0,0
Maricopa,0067 BLUE HORIZONS,U.S. Senate,,REP,1,Kari LAKE,166,126,38,
Maricopa,0067 BLUE HORIZONS,U.S. Senate,,REP,1,Mark LAMB,131,116,14,
Maricopa,0067 BLUE HORIZONS,U.S. Senate,,REP,1,Elizabeth Jean REYE,9,8,1,
Maricopa,0067 BLUE HORIZONS,U.S. Senate,,REP,1,Write-In Totals,0,0,0,
Maricopa,0067 BLUE HORIZONS,U.S. Senate,,REP,1,Total Votes Cast,306,250,53,
Maricopa,0067 BLUE HORIZONS,U.S. Senate,,REP,1,Overvotes,0,0,0,
Maricopa,0067 BLUE HORIZONS,U.S. Senate,,REP,1,Undervotes,0,0,0,
Maricopa,0067 BLUE HORIZONS,U.S. Senate,,DEM,1,Ruben GALLEGO,202,188,13,
Maricopa,0067 BLUE HORIZONS,U.S. Senate,,DEM,1,Write-In Totals,4,3,1,
Maricopa,0067 BLUE HORIZONS,U.S. Senate,,DEM,1,Total Votes Cast,206,191,14,
Maricopa,0067 BLUE HORIZONS,U.S. Senate,,DEM,1,Overvotes,1,1,0,
Maricopa,0067 BLUE HORIZONS,U.S. Senate,,DEM,1,Undervotes,9,8,1,
Maricopa,0067 BLUE HORIZONS,U.S. Senate,,LBT,1,Write-In Totals,,,0,0
Maricopa,0067 BLUE HORIZONS,U.S. Senate,,LBT,1,Total Votes Cast,,,0,0
Maricopa,0067 BLUE HORIZONS,U.S. Senate,,LBT,1,Overvotes,,,0,0
Maricopa,0067 BLUE HORIZONS,U.S. Senate,,LBT,1,Undervotes,,,0,0
Maricopa,0067 BLUE HORIZONS,U.S. Senate,,GRN,1,Arturo HERNANDEZ,0,0,0,0
Maricopa,0067 BLUE HORIZONS,U.S. Senate,,GRN,1,Michael NORTON,0,0,0,0
Maricopa,0067 BLUE HORIZONS,U.S. Senate,,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0067 BLUE HORIZONS,U.S. Senate,,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0067 BLUE HORIZONS,U.S. Senate,,GRN,1,Overvotes,0,0,0,0
Maricopa,0067 BLUE HORIZONS,U.S. Senate,,GRN,1,Undervotes,0,0,0,0
Maricopa,0067 BLUE HORIZONS,U.S. House,9,REP,1,Paul GOSAR,269,218,48,
Maricopa,0067 BLUE HORIZONS,U.S. House,9,REP,1,Write-In Totals,4,3,1,
Maricopa,0067 BLUE HORIZONS,U.S. House,9,REP,1,Total Votes Cast,273,221,49,
Maricopa,0067 BLUE HORIZONS,U.S. House,9,REP,1,Overvotes,0,0,0,
Maricopa,0067 BLUE HORIZONS,U.S. House,9,REP,1,Undervotes,33,29,4,
Maricopa,0067 BLUE HORIZONS,U.S. House,9,DEM,1,Quacy SMITH,193,182,11,
Maricopa,0067 BLUE HORIZONS,U.S. House,9,DEM,1,Write-In Totals,4,2,2,
Maricopa,0067 BLUE HORIZONS,U.S. House,9,DEM,1,Total Votes Cast,197,184,13,
Maricopa,0067 BLUE HORIZONS,U.S. House,9,DEM,1,Overvotes,0,0,0,
Maricopa,0067 BLUE HORIZONS,U.S. House,9,DEM,1,Undervotes,19,16,2,
Maricopa,0067 BLUE HORIZONS,U.S. House,9,LBT,1,Write-In Totals,,,0,0
Maricopa,0067 BLUE HORIZONS,U.S. House,9,LBT,1,Total Votes Cast,,,0,0
Maricopa,0067 BLUE HORIZONS,U.S. House,9,LBT,1,Overvotes,,,0,0
Maricopa,0067 BLUE HORIZONS,U.S. House,9,LBT,1,Undervotes,,,0,0
Maricopa,0067 BLUE HORIZONS,U.S. House,9,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0067 BLUE HORIZONS,U.S. House,9,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0067 BLUE HORIZONS,U.S. House,9,GRN,1,Overvotes,0,0,0,0
Maricopa,0067 BLUE HORIZONS,U.S. House,9,GRN,1,Undervotes,0,0,0,0
Maricopa,0068 BLUE SKY,Registered Voters - Total,,,,,1025,1025,1025,1025
Maricopa,0068 BLUE SKY,Registered Voters - Republican,,REP,,,551,551,551,551
Maricopa,0068 BLUE SKY,Registered Voters - Democratic,,DEM,,,208,208,208,208
Maricopa,0068 BLUE SKY,Registered Voters - Libertarian,,LBT,,,3,3,3,3
Maricopa,0068 BLUE SKY,Registered Voters - Green,,GRN,,,0,0,0,0
Maricopa,0068 BLUE SKY,Ballots Cast - Total,,,,,618,571,46,1
Maricopa,0068 BLUE SKY,Ballots Cast - Republican,,REP,,,440,400,39,1
Maricopa,0068 BLUE SKY,Ballots Cast - Democratic,,DEM,,,178,171,7,0
Maricopa,0068 BLUE SKY,Ballots Cast - Libertarian,,LBT,,,0,0,0,0
Maricopa,0068 BLUE SKY,Ballots Cast - Green,,GRN,,,0,0,0,0
Maricopa,0068 BLUE SKY,U.S. Senate,,REP,1,Kari LAKE,249,217,32,
Maricopa,0068 BLUE SKY,U.S. Senate,,REP,1,Mark LAMB,161,153,7,
Maricopa,0068 BLUE SKY,U.S. Senate,,REP,1,Elizabeth Jean REYE,22,22,0,
Maricopa,0068 BLUE SKY,U.S. Senate,,REP,1,Write-In Totals,3,3,0,
Maricopa,0068 BLUE SKY,U.S. Senate,,REP,1,Total Votes Cast,435,395,39,
Maricopa,0068 BLUE SKY,U.S. Senate,,REP,1,Overvotes,0,0,0,
Maricopa,0068 BLUE SKY,U.S. Senate,,REP,1,Undervotes,5,5,0,
Maricopa,0068 BLUE SKY,U.S. Senate,,DEM,1,Ruben GALLEGO,176,169,,0
Maricopa,0068 BLUE SKY,U.S. Senate,,DEM,1,Write-In Totals,2,2,,0
Maricopa,0068 BLUE SKY,U.S. Senate,,DEM,1,Total Votes Cast,178,171,,0
Maricopa,0068 BLUE SKY,U.S. Senate,,DEM,1,Overvotes,0,0,,0
Maricopa,0068 BLUE SKY,U.S. Senate,,DEM,1,Undervotes,0,0,,0
Maricopa,0068 BLUE SKY,U.S. Senate,,LBT,1,Write-In Totals,0,0,0,0
Maricopa,0068 BLUE SKY,U.S. Senate,,LBT,1,Total Votes Cast,0,0,0,0
Maricopa,0068 BLUE SKY,U.S. Senate,,LBT,1,Overvotes,0,0,0,0
Maricopa,0068 BLUE SKY,U.S. Senate,,LBT,1,Undervotes,0,0,0,0
Maricopa,0068 BLUE SKY,U.S. Senate,,GRN,1,Arturo HERNANDEZ,0,0,0,0
Maricopa,0068 BLUE SKY,U.S. Senate,,GRN,1,Michael NORTON,0,0,0,0
Maricopa,0068 BLUE SKY,U.S. Senate,,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0068 BLUE SKY,U.S. Senate,,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0068 BLUE SKY,U.S. Senate,,GRN,1,Overvotes,0,0,0,0
Maricopa,0068 BLUE SKY,U.S. Senate,,GRN,1,Undervotes,0,0,0,0
Maricopa,0068 BLUE SKY,U.S. House,8,REP,1,"Patrick ""Pat"" BRIODY",4,4,0,
Maricopa,0068 BLUE SKY,U.S. House,8,REP,1,Trent FRANKS,73,67,5,
Maricopa,0068 BLUE SKY,U.S. House,8,REP,1,"Abraham ""Abe"" HAMADEH",130,115,15,
Maricopa,0068 BLUE SKY,U.S. House,8,REP,1,Anthony KERN,8,8,0,
Maricopa,0068 BLUE SKY,U.S. House,8,REP,1,Blake MASTERS,93,82,11,
Maricopa,0068 BLUE SKY,U.S. House,8,REP,1,Ben TOMA,121,113,8,
Maricopa,0068 BLUE SKY,U.S. House,8,REP,1,Write-In Totals,2,2,0,
Maricopa,0068 BLUE SKY,U.S. House,8,REP,1,Total Votes Cast,431,391,39,
Maricopa,0068 BLUE SKY,U.S. House,8,REP,1,Overvotes,1,1,0,
Maricopa,0068 BLUE SKY,U.S. House,8,REP,1,Undervotes,8,8,0,
Maricopa,0068 BLUE SKY,U.S. House,8,DEM,1,Gregory WHITTEN,169,162,,0
Maricopa,0068 BLUE SKY,U.S. House,8,DEM,1,Write-In Totals,0,0,,0
Maricopa,0068 BLUE SKY,U.S. House,8,DEM,1,Total Votes Cast,169,162,,0
Maricopa,0068 BLUE SKY,U.S. House,8,DEM,1,Overvotes,0,0,,0
Maricopa,0068 BLUE SKY,U.S. House,8,DEM,1,Undervotes,9,9,,0
Maricopa,0068 BLUE SKY,U.S. House,8,LBT,1,Write-In Totals,0,0,0,0
Maricopa,0068 BLUE SKY,U.S. House,8,LBT,1,Total Votes Cast,0,0,0,0
Maricopa,0068 BLUE SKY,U.S. House,8,LBT,1,Overvotes,0,0,0,0
Maricopa,0068 BLUE SKY,U.S. House,8,LBT,1,Undervotes,0,0,0,0
Maricopa,0068 BLUE SKY,U.S. House,8,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0068 BLUE SKY,U.S. House,8,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0068 BLUE SKY,U.S. House,8,GRN,1,Overvotes,0,0,0,0
Maricopa,0068 BLUE SKY,U.S. House,8,GRN,1,Undervotes,0,0,0,0
Maricopa,0069 BLUEBIRD,Registered Voters - Total,,,,,5300,5300,5300,5300
Maricopa,0069 BLUEBIRD,Registered Voters - Republican,,REP,,,1614,1614,1614,1614
Maricopa,0069 BLUEBIRD,Registered Voters - Democratic,,DEM,,,1612,1612,1612,1612
Maricopa,0069 BLUEBIRD,Registered Voters - Libertarian,,LBT,,,52,52,52,52
Maricopa,0069 BLUEBIRD,Registered Voters - Green,,GRN,,,7,7,7,7
Maricopa,0069 BLUEBIRD,Ballots Cast - Total,,,,,1362,1227,135,0
Maricopa,0069 BLUEBIRD,Ballots Cast - Republican,,REP,,,687,593,94,0
Maricopa,0069 BLUEBIRD,Ballots Cast - Democratic,,DEM,,,673,632,41,0
Maricopa,0069 BLUEBIRD,Ballots Cast - Libertarian,,LBT,,,1,1,0,0
Maricopa,0069 BLUEBIRD,Ballots Cast - Green,,GRN,,,0,0,0,0
Maricopa,0069 BLUEBIRD,U.S. Senate,,REP,1,Kari LAKE,393,325,68,0
Maricopa,0069 BLUEBIRD,U.S. Senate,,REP,1,Mark LAMB,243,219,24,0
Maricopa,0069 BLUEBIRD,U.S. Senate,,REP,1,Elizabeth Jean REYE,48,46,2,0
Maricopa,0069 BLUEBIRD,U.S. Senate,,REP,1,Write-In Totals,2,2,0,0
Maricopa,0069 BLUEBIRD,U.S. Senate,,REP,1,Total Votes Cast,686,592,94,0
Maricopa,0069 BLUEBIRD,U.S. Senate,,REP,1,Overvotes,0,0,0,0
Maricopa,0069 BLUEBIRD,U.S. Senate,,REP,1,Undervotes,1,1,0,0
Maricopa,0069 BLUEBIRD,U.S. Senate,,DEM,1,Ruben GALLEGO,649,610,39,0
Maricopa,0069 BLUEBIRD,U.S. Senate,,DEM,1,Write-In Totals,8,8,0,0
Maricopa,0069 BLUEBIRD,U.S. Senate,,DEM,1,Total Votes Cast,657,618,39,0
Maricopa,0069 BLUEBIRD,U.S. Senate,,DEM,1,Overvotes,0,0,0,0
Maricopa,0069 BLUEBIRD,U.S. Senate,,DEM,1,Undervotes,16,14,2,0
Maricopa,0069 BLUEBIRD,U.S. Senate,,LBT,1,Write-In Totals,,,0,0
Maricopa,0069 BLUEBIRD,U.S. Senate,,LBT,1,Total Votes Cast,,,0,0
Maricopa,0069 BLUEBIRD,U.S. Senate,,LBT,1,Overvotes,,,0,0
Maricopa,0069 BLUEBIRD,U.S. Senate,,LBT,1,Undervotes,,,0,0
Maricopa,0069 BLUEBIRD,U.S. Senate,,GRN,1,Arturo HERNANDEZ,0,0,0,0
Maricopa,0069 BLUEBIRD,U.S. Senate,,GRN,1,Michael NORTON,0,0,0,0
Maricopa,0069 BLUEBIRD,U.S. Senate,,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0069 BLUEBIRD,U.S. Senate,,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0069 BLUEBIRD,U.S. Senate,,GRN,1,Overvotes,0,0,0,0
Maricopa,0069 BLUEBIRD,U.S. Senate,,GRN,1,Undervotes,0,0,0,0
Maricopa,0069 BLUEBIRD,U.S. House,1,REP,1,Robert BACKIE,72,61,11,0
Maricopa,0069 BLUEBIRD,U.S. House,1,REP,1,Kim GEORGE,194,162,32,0
Maricopa,0069 BLUEBIRD,U.S. House,1,REP,1,David SCHWEIKERT,393,345,48,0
Maricopa,0069 BLUEBIRD,U.S. House,1,REP,1,Write-In Totals,3,3,0,0
Maricopa,0069 BLUEBIRD,U.S. House,1,REP,1,Total Votes Cast,662,571,91,0
Maricopa,0069 BLUEBIRD,U.S. House,1,REP,1,Overvotes,0,0,0,0
Maricopa,0069 BLUEBIRD,U.S. House,1,REP,1,Undervotes,25,22,3,0
Maricopa,0069 BLUEBIRD,U.S. House,1,DEM,1,Andrei CHERNY,109,101,8,0
Maricopa,0069 BLUEBIRD,U.S. House,1,DEM,1,Marlene GALEN-WOODS,193,180,13,0
Maricopa,0069 BLUEBIRD,U.S. House,1,DEM,1,Andrew HORNE,132,125,7,0
Maricopa,0069 BLUEBIRD,U.S. House,1,DEM,1,Kurt KROEMER,20,16,4,0
Maricopa,0069 BLUEBIRD,U.S. House,1,DEM,1,Connor O'CALLAGHAN,79,76,3,0
Maricopa,0069 BLUEBIRD,U.S. House,1,DEM,1,Amish SHAH,127,122,5,0
Maricopa,0069 BLUEBIRD,U.S. House,1,DEM,1,Write-In Totals,1,1,0,0
Maricopa,0069 BLUEBIRD,U.S. House,1,DEM,1,Total Votes Cast,661,621,40,0
Maricopa,0069 BLUEBIRD,U.S. House,1,DEM,1,Overvotes,3,3,0,0
Maricopa,0069 BLUEBIRD,U.S. House,1,DEM,1,Undervotes,9,8,1,0
Maricopa,0069 BLUEBIRD,U.S. House,1,LBT,1,Write-In Totals,,,0,0
Maricopa,0069 BLUEBIRD,U.S. House,1,LBT,1,Total Votes Cast,,,0,0
Maricopa,0069 BLUEBIRD,U.S. House,1,LBT,1,Overvotes,,,0,0
Maricopa,0069 BLUEBIRD,U.S. House,1,LBT,1,Undervotes,,,0,0
Maricopa,0069 BLUEBIRD,U.S. House,1,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0069 BLUEBIRD,U.S. House,1,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0069 BLUEBIRD,U.S. House,1,GRN,1,Overvotes,0,0,0,0
Maricopa,0069 BLUEBIRD,U.S. House,1,GRN,1,Undervotes,0,0,0,0
Maricopa,0070 BLUEFIELD,Registered Voters - Total,,,,,3225,3225,3225,3225
Maricopa,0070 BLUEFIELD,Registered Voters - Republican,,REP,,,1173,1173,1173,1173
Maricopa,0070 BLUEFIELD,Registered Voters - Democratic,,DEM,,,870,870,870,870
Maricopa,0070 BLUEFIELD,Registered Voters - Libertarian,,LBT,,,46,46,46,46
Maricopa,0070 BLUEFIELD,Registered Voters - Green,,GRN,,,3,3,3,3
Maricopa,0070 BLUEFIELD,Ballots Cast - Total,,,,,941,819,122,0
Maricopa,0070 BLUEFIELD,Ballots Cast - Republican,,REP,,,544,448,96,0
Maricopa,0070 BLUEFIELD,Ballots Cast - Democratic,,DEM,,,393,368,25,0
Maricopa,0070 BLUEFIELD,Ballots Cast - Libertarian,,LBT,,,4,3,1,0
Maricopa,0070 BLUEFIELD,Ballots Cast - Green,,GRN,,,0,0,0,0
Maricopa,0070 BLUEFIELD,U.S. Senate,,REP,1,Kari LAKE,306,241,65,0
Maricopa,0070 BLUEFIELD,U.S. Senate,,REP,1,Mark LAMB,213,182,31,0
Maricopa,0070 BLUEFIELD,U.S. Senate,,REP,1,Elizabeth Jean REYE,23,23,0,0
Maricopa,0070 BLUEFIELD,U.S. Senate,,REP,1,Write-In Totals,0,0,0,0
Maricopa,0070 BLUEFIELD,U.S. Senate,,REP,1,Total Votes Cast,542,446,96,0
Maricopa,0070 BLUEFIELD,U.S. Senate,,REP,1,Overvotes,1,1,0,0
Maricopa,0070 BLUEFIELD,U.S. Senate,,REP,1,Undervotes,1,1,0,0
Maricopa,0070 BLUEFIELD,U.S. Senate,,DEM,1,Ruben GALLEGO,378,356,22,0
Maricopa,0070 BLUEFIELD,U.S. Senate,,DEM,1,Write-In Totals,3,3,0,0
Maricopa,0070 BLUEFIELD,U.S. Senate,,DEM,1,Total Votes Cast,381,359,22,0
Maricopa,0070 BLUEFIELD,U.S. Senate,,DEM,1,Overvotes,0,0,0,0
Maricopa,0070 BLUEFIELD,U.S. Senate,,DEM,1,Undervotes,12,9,3,0
Maricopa,0070 BLUEFIELD,U.S. Senate,,LBT,1,Write-In Totals,,,,0
Maricopa,0070 BLUEFIELD,U.S. Senate,,LBT,1,Total Votes Cast,,,,0
Maricopa,0070 BLUEFIELD,U.S. Senate,,LBT,1,Overvotes,,,,0
Maricopa,0070 BLUEFIELD,U.S. Senate,,LBT,1,Undervotes,,,,0
Maricopa,0070 BLUEFIELD,U.S. Senate,,GRN,1,Arturo HERNANDEZ,0,0,0,0
Maricopa,0070 BLUEFIELD,U.S. Senate,,GRN,1,Michael NORTON,0,0,0,0
Maricopa,0070 BLUEFIELD,U.S. Senate,,GRN,1,Write-In Totals,0,0,0,0
Maricopa,0070 BLUEFIELD,U.S. Senate,,GRN,1,Total Votes Cast,0,0,0,0
Maricopa,0070 BLUEFIELD,U.S. Senate,,GRN,1,Overvotes,0,0,0,0
Maricopa,0070 BLUEFIELD,U.S. Senate,,GRN,1,Undervotes,0,0,0,0
Maricopa,0070 BLUEFIELD,U.S. House,1,REP,1,Robert BACKIE,41,36,5,0
Maricopa,0070 BLUEFIELD,U.S. House,1,REP,1,Kim GEORGE,157,133,24,0
Maricopa,0070 BLUEFIELD,U.S. House,1,REP,1,David SCHWEIKERT,316,255,61,0
Maricopa,0070 BLUEFIELD,U.S. House,1,REP,1,Write-In Totals,2,2,0,0
Maricopa,0070 BLUEFIELD,U.S. House,1,REP,1,Total Votes Cast,516,426,90,0
Maricopa,0070 BLUEFIELD,U.S. House,1,REP,1,Overvotes,0,0,0,0
