county,precinct,office,district,seats,party,candidate,votes,early_voting,election_day,provisional
Pinal,01 Kearny,Board of Supervisors,5,1,REP,Undervotes,46,26,20,0
Pinal,01 Kearny,County Assessor,,1,REP,Douglas WOLF,231,122,106,3
Pinal,01 Kearny,County Assessor,,1,REP,"December ""Storm"" COX",68,29,38,1
Pinal,01 Kearny,County Assessor,,1,REP,Write-In Totals,3,2,1,0
Pinal,01 Kearny,County Assessor,,1,REP,Total Votes Cast,302,153,145,4
Pinal,01 Kearny,County Assessor,,1,REP,Overvotes,0,0,0,0
Pinal,01 Kearny,County Assessor,,1,REP,Undervotes,46,25,21,0
Pinal,01 Kearny,County Attorney,,1,REP,Kent VOLKMER,144,69,73,2
Pinal,01 Kearny,County Attorney,,1,REP,Brad MILLER,158,83,73,2
Pinal,01 Kearny,County Attorney,,1,REP,Write-In Totals,3,2,1,0
Pinal,01 Kearny,County Attorney,,1,REP,Total Votes Cast,305,154,147,4
Pinal,01 Kearny,County Attorney,,1,REP,Overvotes,0,0,0,0
Pinal,01 Kearny,County Attorney,,1,REP,Undervotes,43,24,19,0
Pinal,01 Kearny,County Recorder,,1,REP,Dana LEWIS,283,152,127,4
Pinal,01 Kearny,County Recorder,,1,REP,Write-In Totals,3,2,1,0
Pinal,01 Kearny,County Recorder,,1,REP,Total Votes Cast,286,154,128,4
Pinal,01 Kearny,County Recorder,,1,REP,Overvotes,0,0,0,0
Pinal,01 Kearny,County Recorder,,1,REP,Undervotes,62,24,38,0
Pinal,01 Kearny,County Sheriff,,1,REP,Ross TEEPLE,183,89,92,2
Pinal,01 Kearny,County Sheriff,,1,REP,Kevin CAVANAUGH,125,61,62,2
Pinal,01 Kearny,County Sheriff,,1,REP,"Charles ""Chas"" G.  AUSTIN JR.",13,10,3,0
Pinal,01 Kearny,County Sheriff,,1,REP,Write-In Totals,4,2,2,0
Pinal,01 Kearny,County Sheriff,,1,REP,Total Votes Cast,325,162,159,4
Pinal,01 Kearny,County Sheriff,,1,REP,Overvotes,0,0,0,0
Pinal,01 Kearny,County Sheriff,,1,REP,Undervotes,23,16,7,0
Pinal,01 Kearny,County School Superintendent,,1,REP,Jill BROUSSARD,157,77,77,3
Pinal,01 Kearny,County School Superintendent,,1,REP,Tara WALTER,136,72,63,1
Pinal,01 Kearny,County School Superintendent,,1,REP,Write-In Totals,4,2,2,0
Pinal,01 Kearny,County School Superintendent,,1,REP,Total Votes Cast,297,151,142,4
Pinal,01 Kearny,County School Superintendent,,1,REP,Overvotes,0,0,0,0
Pinal,01 Kearny,County School Superintendent,,1,REP,Undervotes,51,27,24,0
Pinal,01 Kearny,County Treasurer,,1,REP,Michael MCCORD,284,145,135,4
Pinal,01 Kearny,County Treasurer,,1,REP,Write-In Totals,5,4,1,0
Pinal,01 Kearny,County Treasurer,,1,REP,Total Votes Cast,289,149,136,4
Pinal,01 Kearny,County Treasurer,,1,REP,Overvotes,0,0,0,0
Pinal,01 Kearny,County Treasurer,,1,REP,Undervotes,59,29,30,0
Pinal,01 Kearny,U.S. Senate,,1,DEM,Ruben GALLEGO,254,209,43,2
Pinal,01 Kearny,U.S. Senate,,1,DEM,Write-In Totals,5,4,1,0
Pinal,01 Kearny,U.S. Senate,,1,DEM,Total Votes Cast,259,213,44,2
Pinal,01 Kearny,U.S. Senate,,1,DEM,Overvotes,0,0,0,0
Pinal,01 Kearny,U.S. Senate,,1,DEM,Undervotes,21,13,7,1
Pinal,01 Kearny,U.S House,2,1,DEM,Jonathan NEZ,220,178,40,2
Pinal,01 Kearny,U.S House,2,1,DEM,Write-In Totals,3,3,0,0
Pinal,01 Kearny,U.S House,2,1,DEM,Total Votes Cast,223,181,40,2
Pinal,01 Kearny,U.S House,2,1,DEM,Overvotes,0,0,0,0
Pinal,01 Kearny,U.S House,2,1,DEM,Undervotes,57,45,11,1
Pinal,01 Kearny,State Senate,7,1,DEM,Haley CREIGHTON,76,63,12,1
Pinal,01 Kearny,State Senate,7,1,DEM,Roberto Apodaca REVELES,172,140,32,0
Pinal,01 Kearny,State Senate,7,1,DEM,Write-In Totals,3,3,0,0
Pinal,01 Kearny,State Senate,7,1,DEM,Total Votes Cast,251,206,44,1
Pinal,01 Kearny,State Senate,7,1,DEM,Overvotes,0,0,0,0
Pinal,01 Kearny,State Senate,7,1,DEM,Undervotes,29,20,7,2
Pinal,01 Kearny,State House,7,2,DEM,Kevin CHIQUETE,238,194,43,1
Pinal,01 Kearny,State House,7,2,DEM,Nancy HARTL,129,112,16,1
Pinal,01 Kearny,State House,7,2,DEM,Write-In Totals,0,0,0,0
Pinal,01 Kearny,State House,7,2,DEM,Total Votes Cast,367,306,59,2
Pinal,01 Kearny,State House,7,2,DEM,Overvotes,0,0,0,0
Pinal,01 Kearny,State House,7,2,DEM,Undervotes,193,146,43,4
Pinal,01 Kearny,Corporation Commission,,3,DEM,Ylenia AGUILAR,216,177,38,1
Pinal,01 Kearny,Corporation Commission,,3,DEM,Jonathon HILL,189,159,28,2
Pinal,01 Kearny,Corporation Commission,,3,DEM,Joshua POLACHECK,160,138,21,1
Pinal,01 Kearny,Corporation Commission,,3,DEM,Write-In Totals,5,5,0,0
Pinal,01 Kearny,Corporation Commission,,3,DEM,Total Votes Cast,570,479,87,4
Pinal,01 Kearny,Corporation Commission,,3,DEM,Overvotes,0,0,0,0
Pinal,01 Kearny,Corporation Commission,,3,DEM,Undervotes,270,199,66,5
Pinal,01 Kearny,Board of Supervisors,5,1,DEM,Write-In Totals,12,10,2,0
Pinal,01 Kearny,Board of Supervisors,5,1,DEM,Total Votes Cast,12,10,2,0
Pinal,01 Kearny,Board of Supervisors,5,1,DEM,Overvotes,0,0,0,0
Pinal,01 Kearny,Board of Supervisors,5,1,DEM,Undervotes,268,216,49,3
Pinal,01 Kearny,County Assessor,,1,DEM,Write-In Totals,15,13,2,0
Pinal,01 Kearny,County Assessor,,1,DEM,Total Votes Cast,15,13,2,0
Pinal,01 Kearny,County Assessor,,1,DEM,Overvotes,0,0,0,0
Pinal,01 Kearny,County Assessor,,1,DEM,Undervotes,265,213,49,3
Pinal,01 Kearny,County Attorney,,1,DEM,Write-In Totals,14,13,1,0
Pinal,01 Kearny,County Attorney,,1,DEM,Total Votes Cast,14,13,1,0
Pinal,01 Kearny,County Attorney,,1,DEM,Overvotes,0,0,0,0
Pinal,01 Kearny,County Attorney,,1,DEM,Undervotes,266,213,50,3
Pinal,01 Kearny,County Recorder,,1,DEM,Write-In Totals,14,12,2,0
Pinal,01 Kearny,County Recorder,,1,DEM,Total Votes Cast,14,12,2,0
Pinal,01 Kearny,County Recorder,,1,DEM,Overvotes,0,0,0,0
Pinal,01 Kearny,County Recorder,,1,DEM,Undervotes,266,214,49,3
Pinal,01 Kearny,County Sheriff,,1,DEM,Patrick MELVIN,203,168,33,2
Pinal,01 Kearny,County Sheriff,,1,DEM,Write-In Totals,2,2,0,0
Pinal,01 Kearny,County Sheriff,,1,DEM,Total Votes Cast,205,170,33,2
Pinal,01 Kearny,County Sheriff,,1,DEM,Overvotes,0,0,0,0
Pinal,01 Kearny,County Sheriff,,1,DEM,Undervotes,75,56,18,1
Pinal,01 Kearny,County School Superintendent,,1,DEM,Write-In Totals,13,12,1,0
Pinal,01 Kearny,County School Superintendent,,1,DEM,Total Votes Cast,13,12,1,0
Pinal,01 Kearny,County School Superintendent,,1,DEM,Overvotes,0,0,0,0
Pinal,01 Kearny,County School Superintendent,,1,DEM,Undervotes,267,214,50,3
Pinal,01 Kearny,County Treasurer,,1,DEM,Write-In Totals,13,12,1,0
Pinal,01 Kearny,County Treasurer,,1,DEM,Total Votes Cast,13,12,1,0
Pinal,01 Kearny,County Treasurer,,1,DEM,Overvotes,0,0,0,0
Pinal,01 Kearny,County Treasurer,,1,DEM,Undervotes,267,214,50,3
Pinal,01 Kearny,U.S. Senate,,1,LBT,Write-In Totals,4,4,0,0
Pinal,01 Kearny,U.S. Senate,,1,LBT,Total Votes Cast,4,4,0,0
Pinal,01 Kearny,U.S. Senate,,1,LBT,Overvotes,0,0,0,0
Pinal,01 Kearny,U.S. Senate,,1,LBT,Undervotes,3,1,2,0
Pinal,01 Kearny,U.S House,2,1,LBT,Write-In Totals,4,4,0,0
Pinal,01 Kearny,U.S House,2,1,LBT,Total Votes Cast,4,4,0,0
Pinal,01 Kearny,U.S House,2,1,LBT,Overvotes,0,0,0,0
Pinal,01 Kearny,U.S House,2,1,LBT,Undervotes,3,1,2,0
Pinal,01 Kearny,State Senate,7,1,LBT,Write-In Totals,4,4,0,0
Pinal,01 Kearny,State Senate,7,1,LBT,Total Votes Cast,4,4,0,0
Pinal,01 Kearny,State Senate,7,1,LBT,Overvotes,0,0,0,0
Pinal,01 Kearny,State Senate,7,1,LBT,Undervotes,3,1,2,0
Pinal,01 Kearny,State House,7,2,LBT,Write-In Totals,5,5,0,0
Pinal,01 Kearny,State House,7,2,LBT,Total Votes Cast,5,5,0,0
Pinal,01 Kearny,State House,7,2,LBT,Overvotes,0,0,0,0
Pinal,01 Kearny,State House,7,2,LBT,Undervotes,9,5,4,0
Pinal,01 Kearny,Corporation Commission,,3,LBT,Write-In Totals,3,3,0,0
Pinal,01 Kearny,Corporation Commission,,3,LBT,Total Votes Cast,3,3,0,0
Pinal,01 Kearny,Corporation Commission,,3,LBT,Overvotes,0,0,0,0
Pinal,01 Kearny,Corporation Commission,,3,LBT,Undervotes,18,12,6,0
Pinal,01 Kearny,NOL PARTISAN CONTEST NOTICE,,1,NOL,PARTISAN CONTEST NOTICE,0,0,0,0
Pinal,01 Kearny,NOL PARTISAN CONTEST NOTICE,,1,NOL,Total Votes Cast,0,0,0,0
Pinal,01 Kearny,NOL PARTISAN CONTEST NOTICE,,1,NOL,Overvotes,0,0,0,0
Pinal,01 Kearny,NOL PARTISAN CONTEST NOTICE,,1,NOL,Undervotes,0,0,0,0
Pinal,01 Kearny,U.S. Senate,,1,GRN,Arturo HERNANDEZ,0,0,0,0
Pinal,01 Kearny,U.S. Senate,,1,GRN,Michael NORTON,0,0,0,0
Pinal,01 Kearny,U.S. Senate,,1,GRN,Write-In Totals,0,0,0,0
Pinal,01 Kearny,U.S. Senate,,1,GRN,Total Votes Cast,0,0,0,0
Pinal,01 Kearny,U.S. Senate,,1,GRN,Overvotes,0,0,0,0
Pinal,01 Kearny,U.S. Senate,,1,GRN,Undervotes,0,0,0,0
Pinal,01 Kearny,U.S House,2,1,GRN,Write-In Totals,0,0,0,0
Pinal,01 Kearny,U.S House,2,1,GRN,Total Votes Cast,0,0,0,0
Pinal,01 Kearny,U.S House,2,1,GRN,Overvotes,0,0,0,0
Pinal,01 Kearny,U.S House,2,1,GRN,Undervotes,0,0,0,0
Pinal,01 Kearny,State Senate,7,1,GRN,Write-In Totals,0,0,0,0
Pinal,01 Kearny,State Senate,7,1,GRN,Total Votes Cast,0,0,0,0
Pinal,01 Kearny,State Senate,7,1,GRN,Overvotes,0,0,0,0
Pinal,01 Kearny,State Senate,7,1,GRN,Undervotes,0,0,0,0
Pinal,01 Kearny,State House,7,2,GRN,Write-In Totals,0,0,0,0
Pinal,01 Kearny,State House,7,2,GRN,Total Votes Cast,0,0,0,0
Pinal,01 Kearny,State House,7,2,GRN,Overvotes,0,0,0,0
Pinal,01 Kearny,State House,7,2,GRN,Undervotes,0,0,0,0
Pinal,01 Kearny,Corporation Commission,,3,GRN,Write-In Totals,0,0,0,0
Pinal,01 Kearny,Corporation Commission,,3,GRN,Total Votes Cast,0,0,0,0
Pinal,01 Kearny,Corporation Commission,,3,GRN,Overvotes,0,0,0,0
Pinal,01 Kearny,Corporation Commission,,3,GRN,Undervotes,0,0,0,0
Pinal,01 Kearny,Mayor,Town of Florence,1,,Michelle CORDES,0,0,0,0
Pinal,01 Kearny,Mayor,Town of Florence,1,,Keith EATON,0,0,0,0
Pinal,01 Kearny,Mayor,Town of Florence,1,,Write-In Totals,2,2,0,0
Pinal,01 Kearny,Mayor,Town of Florence,1,,Total Votes Cast,2,2,0,0
Pinal,01 Kearny,Mayor,Town of Florence,1,,Overvotes,0,0,0,0
Pinal,01 Kearny,Mayor,Town of Florence,1,,Undervotes,0,0,0,0
Pinal,01 Kearny,Town Council,Town of Florence,3,,Sherrie L. BEDFORD,0,0,0,0
Pinal,01 Kearny,Town Council,Town of Florence,3,,"James ""Tony"" BENCINA",0,0,0,0
Pinal,01 Kearny,Town Council,Town of Florence,3,,Tracy  FLOREA,2,2,0,0
Pinal,01 Kearny,Town Council,Town of Florence,3,,Write-In Totals,4,4,0,0
Pinal,01 Kearny,Town Council,Town of Florence,3,,Total Votes Cast,6,6,0,0
Pinal,01 Kearny,Town Council,Town of Florence,3,,Overvotes,0,0,0,0
Pinal,01 Kearny,Town Council,Town of Florence,3,,Undervotes,0,0,0,0
Pinal,01 Kearny,Mayor,Town of Kearny,1,,David HERRERA,124,95,27,2
Pinal,01 Kearny,Mayor,Town of Kearny,1,,Curtis STACY,409,233,172,4
Pinal,01 Kearny,Mayor,Town of Kearny,1,,Write-In Totals,1,1,0,0
Pinal,01 Kearny,Mayor,Town of Kearny,1,,Total Votes Cast,534,329,199,6
Pinal,01 Kearny,Mayor,Town of Kearny,1,,Overvotes,0,0,0,0
Pinal,01 Kearny,Mayor,Town of Kearny,1,,Undervotes,13,9,4,0
Pinal,01 Kearny,Town Council,Town of Kearny,3,,Joann LERMA,409,264,139,6
Pinal,01 Kearny,Town Council,Town of Kearny,3,,Gordon MCALLAN,107,65,39,3
Pinal,01 Kearny,Town Council,Town of Kearny,3,,Thomas O'CONNOR,141,89,51,1
Pinal,01 Kearny,Town Council,Town of Kearny,3,,Christian RIOS,307,185,119,3
Pinal,01 Kearny,Town Council,Town of Kearny,3,,Jay WERNETT,408,248,155,5
Pinal,01 Kearny,Town Council,Town of Kearny,3,,Write-In Totals,2,1,1,0
Pinal,01 Kearny,Town Council,Town of Kearny,3,,Total Votes Cast,1374,852,504,18
Pinal,01 Kearny,Town Council,Town of Kearny,3,,Overvotes,3,0,3,0
Pinal,01 Kearny,Town Council,Town of Kearny,3,,Undervotes,264,162,102,0
Pinal,01 Kearny,Town Council,Town of Kearny,1,,Arnold P. MARISCAL JR.,305,194,108,3
Pinal,01 Kearny,Town Council,Town of Kearny,1,,Shawnna WHITEHURST,186,106,77,3
Pinal,01 Kearny,Town Council,Town of Kearny,1,,Write-In Totals,0,0,0,0
Pinal,01 Kearny,Town Council,Town of Kearny,1,,Total Votes Cast,491,300,185,6
Pinal,01 Kearny,Town Council,Town of Kearny,1,,Overvotes,0,0,0,0
Pinal,01 Kearny,Town Council,Town of Kearny,1,,Undervotes,56,38,18,0
Pinal,04 Dudleyville,Registered Voters - Total,,,,,597,597,597,597
Pinal,04 Dudleyville,Registered Voters - REPUBLICAN,,,REP,,162,162,162,162
Pinal,04 Dudleyville,Registered Voters - DEMOCRATIC,,,DEM,,285,285,285,285
Pinal,04 Dudleyville,Registered Voters - LIBERTARIAN,,,LBT,,3,3,3,3
Pinal,04 Dudleyville,Registered Voters - NO LABELS,,,NOL,,3,3,3,3
Pinal,04 Dudleyville,Registered Voters - GREEN,,,GRN,,0,0,0,0
Pinal,04 Dudleyville,Registered Voters - NONPARTISAN,,,-,,144,144,144,144
Pinal,04 Dudleyville,Ballots Cast - Total,,,,,216,170,46,0
Pinal,04 Dudleyville,Ballots Cast - REPUBLICAN,,,REP,,87,59,28,0
Pinal,04 Dudleyville,Ballots Cast - DEMOCRATIC,,,DEM,,129,111,18,0
Pinal,04 Dudleyville,Ballots Cast - LIBERTARIAN,,,LBT,,0,0,0,0
Pinal,04 Dudleyville,Ballots Cast - NO LABELS,,,NOL,,0,0,0,0
Pinal,04 Dudleyville,Ballots Cast - GREEN,,,GRN,,0,0,0,0
Pinal,04 Dudleyville,Ballots Cast - NONPARTISAN,,,-,,0,0,0,0
Pinal,04 Dudleyville,Ballots Cast - Blank,,,,,0,0,0,0
Pinal,04 Dudleyville,U.S. Senate,,1,REP,Kari LAKE,31,22,9,0
Pinal,04 Dudleyville,U.S. Senate,,1,REP,Mark LAMB,53,34,19,0
Pinal,04 Dudleyville,U.S. Senate,,1,REP,Elizabeth Jean REYE,3,3,0,0
Pinal,04 Dudleyville,U.S. Senate,,1,REP,Write-In Totals,0,0,0,0
Pinal,04 Dudleyville,U.S. Senate,,1,REP,Total Votes Cast,87,59,28,0
Pinal,04 Dudleyville,U.S. Senate,,1,REP,Overvotes,0,0,0,0
Pinal,04 Dudleyville,U.S. Senate,,1,REP,Undervotes,0,0,0,0
Pinal,04 Dudleyville,U.S House,2,1,REP,Eli CRANE,65,43,22,0
Pinal,04 Dudleyville,U.S House,2,1,REP,Jack SMITH,20,15,5,0
Pinal,04 Dudleyville,U.S House,2,1,REP,Write-In Totals,0,0,0,0
Pinal,04 Dudleyville,U.S House,2,1,REP,Total Votes Cast,85,58,27,0
Pinal,04 Dudleyville,U.S House,2,1,REP,Overvotes,0,0,0,0
Pinal,04 Dudleyville,U.S House,2,1,REP,Undervotes,2,1,1,0
Pinal,04 Dudleyville,State Senate,7,1,REP,David COOK,48,35,13,0
Pinal,04 Dudleyville,State Senate,7,1,REP,Wendy ROGERS,38,24,14,0
Pinal,04 Dudleyville,State Senate,7,1,REP,Write-In Totals,0,0,0,0
Pinal,04 Dudleyville,State Senate,7,1,REP,Total Votes Cast,86,59,27,0
Pinal,04 Dudleyville,State Senate,7,1,REP,Overvotes,0,0,0,0
Pinal,04 Dudleyville,State Senate,7,1,REP,Undervotes,1,0,1,0
Pinal,04 Dudleyville,State House,7,2,REP,"Walter ""Walt"" BLACKMAN",31,24,7,0
Pinal,04 Dudleyville,State House,7,2,REP,Andrew COSTANZO,19,12,7,0
Pinal,04 Dudleyville,State House,7,2,REP,John FILLMORE,28,19,9,0
Pinal,04 Dudleyville,State House,7,2,REP,Barby INGLE,20,14,6,0
Pinal,04 Dudleyville,State House,7,2,REP,David MARSHALL SR.,38,30,8,0
Pinal,04 Dudleyville,State House,7,2,REP,Steven SLATON,20,12,8,0
Pinal,04 Dudleyville,State House,7,2,REP,Write-In Totals,0,0,0,0
Pinal,04 Dudleyville,State House,7,2,REP,Total Votes Cast,156,111,45,0
Pinal,04 Dudleyville,State House,7,2,REP,Overvotes,0,0,0,0
Pinal,04 Dudleyville,State House,7,2,REP,Undervotes,18,7,11,0
Pinal,04 Dudleyville,Corporation Commission,,3,REP,Rene LOPEZ,59,44,15,0
Pinal,04 Dudleyville,Corporation Commission,,3,REP,Lea MARQUEZ PETERSON,61,48,13,0
Pinal,04 Dudleyville,Corporation Commission,,3,REP,Rachel WALDEN,70,51,19,0
Pinal,04 Dudleyville,Corporation Commission,,3,REP,Write-In Totals,0,0,0,0
Pinal,04 Dudleyville,Corporation Commission,,3,REP,Total Votes Cast,190,143,47,0
Pinal,04 Dudleyville,Corporation Commission,,3,REP,Overvotes,0,0,0,0
Pinal,04 Dudleyville,Corporation Commission,,3,REP,Undervotes,71,34,37,0
Pinal,04 Dudleyville,Board of Supervisors,5,1,REP,Jeff SERDY,27,18,9,0
Pinal,04 Dudleyville,Board of Supervisors,5,1,REP,Todd HOUSE,47,30,17,0
Pinal,04 Dudleyville,Board of Supervisors,5,1,REP,Rhonda MATTACHIONE,7,7,0,0
Pinal,04 Dudleyville,Board of Supervisors,5,1,REP,Write-In Totals,0,0,0,0
Pinal,04 Dudleyville,Board of Supervisors,5,1,REP,Total Votes Cast,81,55,26,0
Pinal,04 Dudleyville,Board of Supervisors,5,1,REP,Overvotes,1,1,0,0
Pinal,04 Dudleyville,Board of Supervisors,5,1,REP,Undervotes,5,3,2,0
Pinal,04 Dudleyville,County Assessor,,1,REP,Douglas WOLF,56,38,18,0
Pinal,04 Dudleyville,County Assessor,,1,REP,"December ""Storm"" COX",23,17,6,0
Pinal,04 Dudleyville,County Assessor,,1,REP,Write-In Totals,0,0,0,0
Pinal,04 Dudleyville,County Assessor,,1,REP,Total Votes Cast,79,55,24,0
Pinal,04 Dudleyville,County Assessor,,1,REP,Overvotes,0,0,0,0
Pinal,04 Dudleyville,County Assessor,,1,REP,Undervotes,8,4,4,0
Pinal,04 Dudleyville,County Attorney,,1,REP,Kent VOLKMER,32,17,15,0
Pinal,04 Dudleyville,County Attorney,,1,REP,Brad MILLER,51,40,11,0
Pinal,04 Dudleyville,County Attorney,,1,REP,Write-In Totals,0,0,0,0
Pinal,04 Dudleyville,County Attorney,,1,REP,Total Votes Cast,83,57,26,0
Pinal,04 Dudleyville,County Attorney,,1,REP,Overvotes,0,0,0,0
Pinal,04 Dudleyville,County Attorney,,1,REP,Undervotes,4,2,2,0
Pinal,04 Dudleyville,County Recorder,,1,REP,Dana LEWIS,75,54,21,0
Pinal,04 Dudleyville,County Recorder,,1,REP,Write-In Totals,1,1,0,0
Pinal,04 Dudleyville,County Recorder,,1,REP,Total Votes Cast,76,55,21,0
Pinal,04 Dudleyville,County Recorder,,1,REP,Overvotes,0,0,0,0
Pinal,04 Dudleyville,County Recorder,,1,REP,Undervotes,11,4,7,0
Pinal,04 Dudleyville,County Sheriff,,1,REP,Ross TEEPLE,57,39,18,0
Pinal,04 Dudleyville,County Sheriff,,1,REP,Kevin CAVANAUGH,23,17,6,0
Pinal,04 Dudleyville,County Sheriff,,1,REP,"Charles ""Chas"" G.  AUSTIN JR.",4,1,3,0
Pinal,04 Dudleyville,County Sheriff,,1,REP,Write-In Totals,0,0,0,0
Pinal,04 Dudleyville,County Sheriff,,1,REP,Total Votes Cast,84,57,27,0
Pinal,04 Dudleyville,County Sheriff,,1,REP,Overvotes,0,0,0,0
Pinal,04 Dudleyville,County Sheriff,,1,REP,Undervotes,3,2,1,0
Pinal,04 Dudleyville,County School Superintendent,,1,REP,Jill BROUSSARD,28,21,7,0
Pinal,04 Dudleyville,County School Superintendent,,1,REP,Tara WALTER,52,35,17,0
Pinal,04 Dudleyville,County School Superintendent,,1,REP,Write-In Totals,0,0,0,0
Pinal,04 Dudleyville,County School Superintendent,,1,REP,Total Votes Cast,80,56,24,0
Pinal,04 Dudleyville,County School Superintendent,,1,REP,Overvotes,0,0,0,0
Pinal,04 Dudleyville,County School Superintendent,,1,REP,Undervotes,7,3,4,0
Pinal,04 Dudleyville,County Treasurer,,1,REP,Michael MCCORD,77,55,22,0
Pinal,04 Dudleyville,County Treasurer,,1,REP,Write-In Totals,0,0,0,0
Pinal,04 Dudleyville,County Treasurer,,1,REP,Total Votes Cast,77,55,22,0
Pinal,04 Dudleyville,County Treasurer,,1,REP,Overvotes,0,0,0,0
Pinal,04 Dudleyville,County Treasurer,,1,REP,Undervotes,10,4,6,0
Pinal,04 Dudleyville,U.S. Senate,,1,DEM,Ruben GALLEGO,123,105,18,0
Pinal,04 Dudleyville,U.S. Senate,,1,DEM,Write-In Totals,2,2,0,0
Pinal,04 Dudleyville,U.S. Senate,,1,DEM,Total Votes Cast,125,107,18,0
Pinal,04 Dudleyville,U.S. Senate,,1,DEM,Overvotes,0,0,0,0
