county,precinct,office,district,party,seats,candidate,votes
Navajo,17 CANYON BUTTE,County Assessor,,REP,1,Overvotes,0
Navajo,17 CANYON BUTTE,County Assessor,,REP,1,Undervotes,0
Navajo,17 CANYON BUTTE,County Recorder,,REP,1,Timothy JORDON,0
Navajo,17 CANYON BUTTE,County Recorder,,REP,1,Write-In Totals,0
Navajo,17 CANYON BUTTE,County Recorder,,REP,1,Total Votes Cast,0
Navajo,17 CANYON BUTTE,County Recorder,,REP,1,Overvotes,0
Navajo,17 CANYON BUTTE,County Recorder,,REP,1,Undervotes,0
Navajo,17 CANYON BUTTE,County School Superintendent,,REP,1,Rachael LEWIS,0
Navajo,17 CANYON BUTTE,County School Superintendent,,REP,1,Write-In Totals,0
Navajo,17 CANYON BUTTE,County School Superintendent,,REP,1,Total Votes Cast,0
Navajo,17 CANYON BUTTE,County School Superintendent,,REP,1,Overvotes,0
Navajo,17 CANYON BUTTE,County School Superintendent,,REP,1,Undervotes,0
Navajo,17 CANYON BUTTE,County Sheriff,,REP,1,David CLOUSE,0
Navajo,17 CANYON BUTTE,County Sheriff,,REP,1,Write-In Totals,0
Navajo,17 CANYON BUTTE,County Sheriff,,REP,1,Total Votes Cast,0
Navajo,17 CANYON BUTTE,County Sheriff,,REP,1,Overvotes,0
Navajo,17 CANYON BUTTE,County Sheriff,,REP,1,Undervotes,0
Navajo,17 CANYON BUTTE,County Treasurer,,REP,1,Danielle EARL,0
Navajo,17 CANYON BUTTE,County Treasurer,,REP,1,Charles WEBBER,0
Navajo,17 CANYON BUTTE,County Treasurer,,REP,1,Write-In Totals,0
Navajo,17 CANYON BUTTE,County Treasurer,,REP,1,Total Votes Cast,0
Navajo,17 CANYON BUTTE,County Treasurer,,REP,1,Overvotes,0
Navajo,17 CANYON BUTTE,County Treasurer,,REP,1,Undervotes,0
Navajo,17 CANYON BUTTE,Superior Court Judge,2,REP,1,Write-In Totals,0
Navajo,17 CANYON BUTTE,Superior Court Judge,2,REP,1,Total Votes Cast,0
Navajo,17 CANYON BUTTE,Superior Court Judge,2,REP,1,Overvotes,0
Navajo,17 CANYON BUTTE,Superior Court Judge,2,REP,1,Undervotes,0
Navajo,17 CANYON BUTTE,Superior Court Judge,3,REP,1,Jon Helaman SALINE,0
Navajo,17 CANYON BUTTE,Superior Court Judge,3,REP,1,Write-In Totals,0
Navajo,17 CANYON BUTTE,Superior Court Judge,3,REP,1,Total Votes Cast,0
Navajo,17 CANYON BUTTE,Superior Court Judge,3,REP,1,Overvotes,0
Navajo,17 CANYON BUTTE,Superior Court Judge,3,REP,1,Undervotes,0
Navajo,17 CANYON BUTTE,Superior Court Judge,4,REP,1,Write-In Totals,0
Navajo,17 CANYON BUTTE,Superior Court Judge,4,REP,1,Total Votes Cast,0
Navajo,17 CANYON BUTTE,Superior Court Judge,4,REP,1,Overvotes,0
Navajo,17 CANYON BUTTE,Superior Court Judge,4,REP,1,Undervotes,0
Navajo,17 CANYON BUTTE,U.S. Senate,,DEM,1,Ruben GALLEGO,0
Navajo,17 CANYON BUTTE,U.S. Senate,,DEM,1,Write-In Totals,0
Navajo,17 CANYON BUTTE,U.S. Senate,,DEM,1,Total Votes Cast,0
Navajo,17 CANYON BUTTE,U.S. Senate,,DEM,1,Overvotes,0
Navajo,17 CANYON BUTTE,U.S. Senate,,DEM,1,Undervotes,0
Navajo,17 CANYON BUTTE,U.S. House,2,DEM,1,Jonathan NEZ,0
Navajo,17 CANYON BUTTE,U.S. House,2,DEM,1,Write-In Totals,0
Navajo,17 CANYON BUTTE,U.S. House,2,DEM,1,Total Votes Cast,0
Navajo,17 CANYON BUTTE,U.S. House,2,DEM,1,Overvotes,0
Navajo,17 CANYON BUTTE,U.S. House,2,DEM,1,Undervotes,0
Navajo,17 CANYON BUTTE,State Senate,6,DEM,1,Theresa HATATHLIE,0
Navajo,17 CANYON BUTTE,State Senate,6,DEM,1,Write-In Totals,0
Navajo,17 CANYON BUTTE,State Senate,6,DEM,1,Total Votes Cast,0
Navajo,17 CANYON BUTTE,State Senate,6,DEM,1,Overvotes,0
Navajo,17 CANYON BUTTE,State Senate,6,DEM,1,Undervotes,0
Navajo,17 CANYON BUTTE,State House,6,DEM,2,Angela MALONEY,0
Navajo,17 CANYON BUTTE,State House,6,DEM,2,Mae PESHLAKAI,0
Navajo,17 CANYON BUTTE,State House,6,DEM,2,Myron TSOSIE,0
Navajo,17 CANYON BUTTE,State House,6,DEM,2,Write-In Totals,0
Navajo,17 CANYON BUTTE,State House,6,DEM,2,Total Votes Cast,0
Navajo,17 CANYON BUTTE,State House,6,DEM,2,Overvotes,0
Navajo,17 CANYON BUTTE,State House,6,DEM,2,Undervotes,0
Navajo,17 CANYON BUTTE,Corporation Commissioner,,DEM,3,Ylenia AGUILAR,0
Navajo,17 CANYON BUTTE,Corporation Commissioner,,DEM,3,Jonathon HILL,0
Navajo,17 CANYON BUTTE,Corporation Commissioner,,DEM,3,Joshua POLACHECK,0
Navajo,17 CANYON BUTTE,Corporation Commissioner,,DEM,3,Write-In Totals,0
Navajo,17 CANYON BUTTE,Corporation Commissioner,,DEM,3,Total Votes Cast,0
Navajo,17 CANYON BUTTE,Corporation Commissioner,,DEM,3,Overvotes,0
Navajo,17 CANYON BUTTE,Corporation Commissioner,,DEM,3,Undervotes,0
Navajo,17 CANYON BUTTE,Board of Supervisors,4,DEM,1,Write-In Totals,0
Navajo,17 CANYON BUTTE,Board of Supervisors,4,DEM,1,Total Votes Cast,0
Navajo,17 CANYON BUTTE,Board of Supervisors,4,DEM,1,Overvotes,0
Navajo,17 CANYON BUTTE,Board of Supervisors,4,DEM,1,Undervotes,0
Navajo,17 CANYON BUTTE,County Attorney,,DEM,1,Brad CARLYON,0
Navajo,17 CANYON BUTTE,County Attorney,,DEM,1,Write-In Totals,0
Navajo,17 CANYON BUTTE,County Attorney,,DEM,1,Total Votes Cast,0
Navajo,17 CANYON BUTTE,County Attorney,,DEM,1,Overvotes,0
Navajo,17 CANYON BUTTE,County Attorney,,DEM,1,Undervotes,0
Navajo,17 CANYON BUTTE,County Assessor,,DEM,1,Cammy DARRIS,0
Navajo,17 CANYON BUTTE,County Assessor,,DEM,1,Write-In Totals,0
Navajo,17 CANYON BUTTE,County Assessor,,DEM,1,Total Votes Cast,0
Navajo,17 CANYON BUTTE,County Assessor,,DEM,1,Overvotes,0
Navajo,17 CANYON BUTTE,County Assessor,,DEM,1,Undervotes,0
Navajo,17 CANYON BUTTE,County Recorder,,DEM,1,Michael SAMPLE,0
Navajo,17 CANYON BUTTE,County Recorder,,DEM,1,Write-In Totals,0
Navajo,17 CANYON BUTTE,County Recorder,,DEM,1,Total Votes Cast,0
Navajo,17 CANYON BUTTE,County Recorder,,DEM,1,Overvotes,0
Navajo,17 CANYON BUTTE,County Recorder,,DEM,1,Undervotes,0
Navajo,17 CANYON BUTTE,County School Superintendent,,DEM,1,Susan CASH,0
Navajo,17 CANYON BUTTE,County School Superintendent,,DEM,1,Write-In Totals,0
Navajo,17 CANYON BUTTE,County School Superintendent,,DEM,1,Total Votes Cast,0
Navajo,17 CANYON BUTTE,County School Superintendent,,DEM,1,Overvotes,0
Navajo,17 CANYON BUTTE,County School Superintendent,,DEM,1,Undervotes,0
Navajo,17 CANYON BUTTE,County Sheriff,,DEM,1,Write-In Totals,0
Navajo,17 CANYON BUTTE,County Sheriff,,DEM,1,Total Votes Cast,0
Navajo,17 CANYON BUTTE,County Sheriff,,DEM,1,Overvotes,0
Navajo,17 CANYON BUTTE,County Sheriff,,DEM,1,Undervotes,0
Navajo,17 CANYON BUTTE,County Treasurer,,DEM,1,Kari HERNANDEZ-LOPEZ,0
Navajo,17 CANYON BUTTE,County Treasurer,,DEM,1,Write-In Totals,0
Navajo,17 CANYON BUTTE,County Treasurer,,DEM,1,Total Votes Cast,0
Navajo,17 CANYON BUTTE,County Treasurer,,DEM,1,Overvotes,0
Navajo,17 CANYON BUTTE,County Treasurer,,DEM,1,Undervotes,0
Navajo,17 CANYON BUTTE,Superior Court Judge,2,DEM,1,Melinda HARDY,0
Navajo,17 CANYON BUTTE,Superior Court Judge,2,DEM,1,Write-In Totals,0
Navajo,17 CANYON BUTTE,Superior Court Judge,2,DEM,1,Total Votes Cast,0
Navajo,17 CANYON BUTTE,Superior Court Judge,2,DEM,1,Overvotes,0
Navajo,17 CANYON BUTTE,Superior Court Judge,2,DEM,1,Undervotes,0
Navajo,17 CANYON BUTTE,Superior Court Judge,3,DEM,1,Write-In Totals,0
Navajo,17 CANYON BUTTE,Superior Court Judge,3,DEM,1,Total Votes Cast,0
Navajo,17 CANYON BUTTE,Superior Court Judge,3,DEM,1,Overvotes,0
Navajo,17 CANYON BUTTE,Superior Court Judge,3,DEM,1,Undervotes,0
Navajo,17 CANYON BUTTE,Superior Court Judge,4,DEM,1,Michala RUECHEL,0
Navajo,17 CANYON BUTTE,Superior Court Judge,4,DEM,1,Write-In Totals,0
Navajo,17 CANYON BUTTE,Superior Court Judge,4,DEM,1,Total Votes Cast,0
Navajo,17 CANYON BUTTE,Superior Court Judge,4,DEM,1,Overvotes,0
Navajo,17 CANYON BUTTE,Superior Court Judge,4,DEM,1,Undervotes,0
Navajo,17 CANYON BUTTE,U.S. Senate,,LBT,1,Write-In Totals,0
Navajo,17 CANYON BUTTE,U.S. Senate,,LBT,1,Total Votes Cast,0
Navajo,17 CANYON BUTTE,U.S. Senate,,LBT,1,Overvotes,0
Navajo,17 CANYON BUTTE,U.S. Senate,,LBT,1,Undervotes,0
Navajo,17 CANYON BUTTE,U.S. House,2,LBT,1,Write-In Totals,0
Navajo,17 CANYON BUTTE,U.S. House,2,LBT,1,Total Votes Cast,0
Navajo,17 CANYON BUTTE,U.S. House,2,LBT,1,Overvotes,0
Navajo,17 CANYON BUTTE,U.S. House,2,LBT,1,Undervotes,0
Navajo,17 CANYON BUTTE,State Senate,6,LBT,1,Write-In Totals,0
Navajo,17 CANYON BUTTE,State Senate,6,LBT,1,Total Votes Cast,0
Navajo,17 CANYON BUTTE,State Senate,6,LBT,1,Overvotes,0
Navajo,17 CANYON BUTTE,State Senate,6,LBT,1,Undervotes,0
Navajo,17 CANYON BUTTE,State House,6,LBT,2,Write-In Totals,0
Navajo,17 CANYON BUTTE,State House,6,LBT,2,Total Votes Cast,0
Navajo,17 CANYON BUTTE,State House,6,LBT,2,Overvotes,0
Navajo,17 CANYON BUTTE,State House,6,LBT,2,Undervotes,0
Navajo,17 CANYON BUTTE,Corporation Commissioner,,LBT,3,Write-In Totals,0
Navajo,17 CANYON BUTTE,Corporation Commissioner,,LBT,3,Total Votes Cast,0
Navajo,17 CANYON BUTTE,Corporation Commissioner,,LBT,3,Overvotes,0
Navajo,17 CANYON BUTTE,Corporation Commissioner,,LBT,3,Undervotes,0
Navajo,17 CANYON BUTTE,U.S. Senate,,GRN,1,Arturo HERNANDEZ,0
Navajo,17 CANYON BUTTE,U.S. Senate,,GRN,1,Michael NORTON,0
Navajo,17 CANYON BUTTE,U.S. Senate,,GRN,1,Write-In Totals,0
Navajo,17 CANYON BUTTE,U.S. Senate,,GRN,1,Total Votes Cast,0
Navajo,17 CANYON BUTTE,U.S. Senate,,GRN,1,Overvotes,0
Navajo,17 CANYON BUTTE,U.S. Senate,,GRN,1,Undervotes,0
Navajo,17 CANYON BUTTE,U.S. House,2,GRN,1,Write-In Totals,0
Navajo,17 CANYON BUTTE,U.S. House,2,GRN,1,Total Votes Cast,0
Navajo,17 CANYON BUTTE,U.S. House,2,GRN,1,Overvotes,0
Navajo,17 CANYON BUTTE,U.S. House,2,GRN,1,Undervotes,0
Navajo,17 CANYON BUTTE,State Senate,6,GRN,1,Write-In Totals,0
Navajo,17 CANYON BUTTE,State Senate,6,GRN,1,Total Votes Cast,0
Navajo,17 CANYON BUTTE,State Senate,6,GRN,1,Overvotes,0
Navajo,17 CANYON BUTTE,State Senate,6,GRN,1,Undervotes,0
Navajo,17 CANYON BUTTE,State House,6,GRN,2,Write-In Totals,0
Navajo,17 CANYON BUTTE,State House,6,GRN,2,Total Votes Cast,0
Navajo,17 CANYON BUTTE,State House,6,GRN,2,Overvotes,0
Navajo,17 CANYON BUTTE,State House,6,GRN,2,Undervotes,0
Navajo,17 CANYON BUTTE,Corporation Commissioner,,GRN,3,Write-In Totals,0
Navajo,17 CANYON BUTTE,Corporation Commissioner,,GRN,3,Total Votes Cast,0
Navajo,17 CANYON BUTTE,Corporation Commissioner,,GRN,3,Overvotes,0
Navajo,17 CANYON BUTTE,Corporation Commissioner,,GRN,3,Undervotes,0
Navajo,17 CANYON BUTTE,No Labels Notice,,NOL,1,There are no candidates.,0
Navajo,17 CANYON BUTTE,No Labels Notice,,NOL,1,Total Votes Cast,0
Navajo,17 CANYON BUTTE,No Labels Notice,,NOL,1,Overvotes,0
Navajo,17 CANYON BUTTE,No Labels Notice,,NOL,1,Undervotes,0
Navajo,18 ELK,Registered Voters - Total,,,,,101
Navajo,18 ELK,Registered Voters - Republican,,REP,,,52
Navajo,18 ELK,Registered Voters - Democratic,,DEM,,,18
Navajo,18 ELK,Registered Voters - Libertarian,,LBT,,,1
Navajo,18 ELK,Registered Voters - Green,,GRN,,,0
Navajo,18 ELK,Registered Voters - No Labels Party,,NOL,,,0
Navajo,18 ELK,Registered Voters - Nonpartisan,,Nonpartisan,,,30
Navajo,18 ELK,Ballots Cast - Total,,,,,46
Navajo,18 ELK,Ballots Cast - Republican,,REP,,,31
Navajo,18 ELK,Ballots Cast - Democratic,,DEM,,,14
Navajo,18 ELK,Ballots Cast - Libertarian,,LBT,,,0
Navajo,18 ELK,Ballots Cast - Green,,GRN,,,0
Navajo,18 ELK,Ballots Cast - No Labels Party,,NOL,,,0
Navajo,18 ELK,Ballots Cast - Nonpartisan,,Nonpartisan,,,1
Navajo,18 ELK,Ballots Cast - Blank,,,,,0
Navajo,18 ELK,U.S. Senate,,REP,1,Kari LAKE,19
Navajo,18 ELK,U.S. Senate,,REP,1,Mark LAMB,9
Navajo,18 ELK,U.S. Senate,,REP,1,Elizabeth Jean REYE,1
Navajo,18 ELK,U.S. Senate,,REP,1,Write-In Totals,0
Navajo,18 ELK,U.S. Senate,,REP,1,Total Votes Cast,29
Navajo,18 ELK,U.S. Senate,,REP,1,Overvotes,0
Navajo,18 ELK,U.S. Senate,,REP,1,Undervotes,2
Navajo,18 ELK,U.S. House,2,REP,1,Eli CRANE,22
Navajo,18 ELK,U.S. House,2,REP,1,Jack SMITH,7
Navajo,18 ELK,U.S. House,2,REP,1,Write-In Totals,0
Navajo,18 ELK,U.S. House,2,REP,1,Total Votes Cast,29
Navajo,18 ELK,U.S. House,2,REP,1,Overvotes,0
Navajo,18 ELK,U.S. House,2,REP,1,Undervotes,2
Navajo,18 ELK,State Senate,7,REP,1,David COOK,10
Navajo,18 ELK,State Senate,7,REP,1,Wendy ROGERS,20
Navajo,18 ELK,State Senate,7,REP,1,Write-In Totals,0
Navajo,18 ELK,State Senate,7,REP,1,Total Votes Cast,30
Navajo,18 ELK,State Senate,7,REP,1,Overvotes,0
Navajo,18 ELK,State Senate,7,REP,1,Undervotes,1
Navajo,18 ELK,State House,7,REP,2,"Walter ""Walt"" BLACKMAN",11
Navajo,18 ELK,State House,7,REP,2,Andrew COSTANZO,6
Navajo,18 ELK,State House,7,REP,2,John FILLMORE,8
Navajo,18 ELK,State House,7,REP,2,Barby INGLE,1
Navajo,18 ELK,State House,7,REP,2,David MARSHALL SR.,14
Navajo,18 ELK,State House,7,REP,2,Steven SLATON,7
Navajo,18 ELK,State House,7,REP,2,Write-In Totals,0
Navajo,18 ELK,State House,7,REP,2,Total Votes Cast,47
Navajo,18 ELK,State House,7,REP,2,Overvotes,0
Navajo,18 ELK,State House,7,REP,2,Undervotes,15
Navajo,18 ELK,Corporation Commissioner,,REP,3,Lea MARQUEZ PETERSON,17
Navajo,18 ELK,Corporation Commissioner,,REP,3,Rene LOPEZ,15
Navajo,18 ELK,Corporation Commissioner,,REP,3,Rachel WALDEN,20
Navajo,18 ELK,Corporation Commissioner,,REP,3,Write-In Totals,0
Navajo,18 ELK,Corporation Commissioner,,REP,3,Total Votes Cast,52
Navajo,18 ELK,Corporation Commissioner,,REP,3,Overvotes,0
Navajo,18 ELK,Corporation Commissioner,,REP,3,Undervotes,41
Navajo,18 ELK,Board of Supervisors,5,REP,1,"Robert ""Scott"" WADDLE",24
Navajo,18 ELK,Board of Supervisors,5,REP,1,Write-In Totals,0
Navajo,18 ELK,Board of Supervisors,5,REP,1,Total Votes Cast,24
Navajo,18 ELK,Board of Supervisors,5,REP,1,Overvotes,0
Navajo,18 ELK,Board of Supervisors,5,REP,1,Undervotes,7
Navajo,18 ELK,County Attorney,,REP,1,Write-In Totals,2
Navajo,18 ELK,County Attorney,,REP,1,Total Votes Cast,2
Navajo,18 ELK,County Attorney,,REP,1,Overvotes,0
Navajo,18 ELK,County Attorney,,REP,1,Undervotes,29
Navajo,18 ELK,County Assessor,,REP,1,Mike MONTANDON,24
Navajo,18 ELK,County Assessor,,REP,1,Write-In Totals,0
Navajo,18 ELK,County Assessor,,REP,1,Total Votes Cast,24
Navajo,18 ELK,County Assessor,,REP,1,Overvotes,0
Navajo,18 ELK,County Assessor,,REP,1,Undervotes,7
Navajo,18 ELK,County Recorder,,REP,1,Timothy JORDON,25
Navajo,18 ELK,County Recorder,,REP,1,Write-In Totals,0
Navajo,18 ELK,County Recorder,,REP,1,Total Votes Cast,25
Navajo,18 ELK,County Recorder,,REP,1,Overvotes,0
Navajo,18 ELK,County Recorder,,REP,1,Undervotes,6
Navajo,18 ELK,County School Superintendent,,REP,1,Rachael LEWIS,25
Navajo,18 ELK,County School Superintendent,,REP,1,Write-In Totals,0
Navajo,18 ELK,County School Superintendent,,REP,1,Total Votes Cast,25
Navajo,18 ELK,County School Superintendent,,REP,1,Overvotes,0
Navajo,18 ELK,County School Superintendent,,REP,1,Undervotes,6
Navajo,18 ELK,County Sheriff,,REP,1,David CLOUSE,27
Navajo,18 ELK,County Sheriff,,REP,1,Write-In Totals,0
Navajo,18 ELK,County Sheriff,,REP,1,Total Votes Cast,27
Navajo,18 ELK,County Sheriff,,REP,1,Overvotes,0
Navajo,18 ELK,County Sheriff,,REP,1,Undervotes,4
Navajo,18 ELK,County Treasurer,,REP,1,Danielle EARL,11
Navajo,18 ELK,County Treasurer,,REP,1,Charles WEBBER,14
Navajo,18 ELK,County Treasurer,,REP,1,Write-In Totals,0
Navajo,18 ELK,County Treasurer,,REP,1,Total Votes Cast,25
Navajo,18 ELK,County Treasurer,,REP,1,Overvotes,0
Navajo,18 ELK,County Treasurer,,REP,1,Undervotes,6
Navajo,18 ELK,Superior Court Judge,2,REP,1,Write-In Totals,2
Navajo,18 ELK,Superior Court Judge,2,REP,1,Total Votes Cast,2
Navajo,18 ELK,Superior Court Judge,2,REP,1,Overvotes,0
Navajo,18 ELK,Superior Court Judge,2,REP,1,Undervotes,29
Navajo,18 ELK,Superior Court Judge,3,REP,1,Jon Helaman SALINE,22
Navajo,18 ELK,Superior Court Judge,3,REP,1,Write-In Totals,0
Navajo,18 ELK,Superior Court Judge,3,REP,1,Total Votes Cast,22
Navajo,18 ELK,Superior Court Judge,3,REP,1,Overvotes,0
Navajo,18 ELK,Superior Court Judge,3,REP,1,Undervotes,9
Navajo,18 ELK,Superior Court Judge,4,REP,1,Write-In Totals,2
Navajo,18 ELK,Superior Court Judge,4,REP,1,Total Votes Cast,2
Navajo,18 ELK,Superior Court Judge,4,REP,1,Overvotes,0
Navajo,18 ELK,Superior Court Judge,4,REP,1,Undervotes,29
Navajo,18 ELK,U.S. Senate,,DEM,1,Ruben GALLEGO,14
Navajo,18 ELK,U.S. Senate,,DEM,1,Write-In Totals,0
Navajo,18 ELK,U.S. Senate,,DEM,1,Total Votes Cast,14
Navajo,18 ELK,U.S. Senate,,DEM,1,Overvotes,0
Navajo,18 ELK,U.S. Senate,,DEM,1,Undervotes,0
Navajo,18 ELK,U.S. House,2,DEM,1,Jonathan NEZ,11
Navajo,18 ELK,U.S. House,2,DEM,1,Write-In Totals,0
Navajo,18 ELK,U.S. House,2,DEM,1,Total Votes Cast,11
Navajo,18 ELK,U.S. House,2,DEM,1,Overvotes,0
Navajo,18 ELK,U.S. House,2,DEM,1,Undervotes,3
Navajo,18 ELK,State Senate,7,DEM,1,Haley CREIGHTON,6
Navajo,18 ELK,State Senate,7,DEM,1,Roberto Apodaca REVELES,6
Navajo,18 ELK,State Senate,7,DEM,1,Write-In Totals,0
Navajo,18 ELK,State Senate,7,DEM,1,Total Votes Cast,12
Navajo,18 ELK,State Senate,7,DEM,1,Overvotes,0
Navajo,18 ELK,State Senate,7,DEM,1,Undervotes,2
Navajo,18 ELK,State House,7,DEM,2,Kevin CHIQUETE,10
Navajo,18 ELK,State House,7,DEM,2,Nancy HARTL,10
Navajo,18 ELK,State House,7,DEM,2,Write-In Totals,0
Navajo,18 ELK,State House,7,DEM,2,Total Votes Cast,20
Navajo,18 ELK,State House,7,DEM,2,Overvotes,0
Navajo,18 ELK,State House,7,DEM,2,Undervotes,8
Navajo,18 ELK,Corporation Commissioner,,DEM,3,Ylenia AGUILAR,10
Navajo,18 ELK,Corporation Commissioner,,DEM,3,Jonathon HILL,11
Navajo,18 ELK,Corporation Commissioner,,DEM,3,Joshua POLACHECK,9
Navajo,18 ELK,Corporation Commissioner,,DEM,3,Write-In Totals,0
Navajo,18 ELK,Corporation Commissioner,,DEM,3,Total Votes Cast,30
Navajo,18 ELK,Corporation Commissioner,,DEM,3,Overvotes,0
Navajo,18 ELK,Corporation Commissioner,,DEM,3,Undervotes,12
Navajo,18 ELK,Board of Supervisors,5,DEM,1,Dawnafe WHITESINGER,9
Navajo,18 ELK,Board of Supervisors,5,DEM,1,Write-In Totals,0
Navajo,18 ELK,Board of Supervisors,5,DEM,1,Total Votes Cast,9
Navajo,18 ELK,Board of Supervisors,5,DEM,1,Overvotes,0
Navajo,18 ELK,Board of Supervisors,5,DEM,1,Undervotes,5
Navajo,18 ELK,County Attorney,,DEM,1,Brad CARLYON,10
Navajo,18 ELK,County Attorney,,DEM,1,Write-In Totals,1
Navajo,18 ELK,County Attorney,,DEM,1,Total Votes Cast,11
Navajo,18 ELK,County Attorney,,DEM,1,Overvotes,0
Navajo,18 ELK,County Attorney,,DEM,1,Undervotes,3
Navajo,18 ELK,County Assessor,,DEM,1,Cammy DARRIS,12
Navajo,18 ELK,County Assessor,,DEM,1,Write-In Totals,0
Navajo,18 ELK,County Assessor,,DEM,1,Total Votes Cast,12
Navajo,18 ELK,County Assessor,,DEM,1,Overvotes,0
Navajo,18 ELK,County Assessor,,DEM,1,Undervotes,2
Navajo,18 ELK,County Recorder,,DEM,1,Michael SAMPLE,12
Navajo,18 ELK,County Recorder,,DEM,1,Write-In Totals,0
Navajo,18 ELK,County Recorder,,DEM,1,Total Votes Cast,12
Navajo,18 ELK,County Recorder,,DEM,1,Overvotes,0
Navajo,18 ELK,County Recorder,,DEM,1,Undervotes,2
Navajo,18 ELK,County School Superintendent,,DEM,1,Susan CASH,11
Navajo,18 ELK,County School Superintendent,,DEM,1,Write-In Totals,0
Navajo,18 ELK,County School Superintendent,,DEM,1,Total Votes Cast,11
Navajo,18 ELK,County School Superintendent,,DEM,1,Overvotes,0
Navajo,18 ELK,County School Superintendent,,DEM,1,Undervotes,3
Navajo,18 ELK,County Sheriff,,DEM,1,Write-In Totals,0
Navajo,18 ELK,County Sheriff,,DEM,1,Total Votes Cast,0
Navajo,18 ELK,County Sheriff,,DEM,1,Overvotes,0
Navajo,18 ELK,County Sheriff,,DEM,1,Undervotes,14
Navajo,18 ELK,County Treasurer,,DEM,1,Kari HERNANDEZ-LOPEZ,13
Navajo,18 ELK,County Treasurer,,DEM,1,Write-In Totals,0
Navajo,18 ELK,County Treasurer,,DEM,1,Total Votes Cast,13
Navajo,18 ELK,County Treasurer,,DEM,1,Overvotes,0
Navajo,18 ELK,County Treasurer,,DEM,1,Undervotes,1
Navajo,18 ELK,Superior Court Judge,2,DEM,1,Melinda HARDY,10
Navajo,18 ELK,Superior Court Judge,2,DEM,1,Write-In Totals,2
Navajo,18 ELK,Superior Court Judge,2,DEM,1,Total Votes Cast,12
Navajo,18 ELK,Superior Court Judge,2,DEM,1,Overvotes,0
Navajo,18 ELK,Superior Court Judge,2,DEM,1,Undervotes,2
Navajo,18 ELK,Superior Court Judge,3,DEM,1,Write-In Totals,2
Navajo,18 ELK,Superior Court Judge,3,DEM,1,Total Votes Cast,2
Navajo,18 ELK,Superior Court Judge,3,DEM,1,Overvotes,0
Navajo,18 ELK,Superior Court Judge,3,DEM,1,Undervotes,12
Navajo,18 ELK,Superior Court Judge,4,DEM,1,Michala RUECHEL,13
Navajo,18 ELK,Superior Court Judge,4,DEM,1,Write-In Totals,0
Navajo,18 ELK,Superior Court Judge,4,DEM,1,Total Votes Cast,13
Navajo,18 ELK,Superior Court Judge,4,DEM,1,Overvotes,0
Navajo,18 ELK,Superior Court Judge,4,DEM,1,Undervotes,1
Navajo,18 ELK,U.S. Senate,,LBT,1,Write-In Totals,0
Navajo,18 ELK,U.S. Senate,,LBT,1,Total Votes Cast,0
Navajo,18 ELK,U.S. Senate,,LBT,1,Overvotes,0
Navajo,18 ELK,U.S. Senate,,LBT,1,Undervotes,0
Navajo,18 ELK,U.S. House,2,LBT,1,Write-In Totals,0
Navajo,18 ELK,U.S. House,2,LBT,1,Total Votes Cast,0
Navajo,18 ELK,U.S. House,2,LBT,1,Overvotes,0
Navajo,18 ELK,U.S. House,2,LBT,1,Undervotes,0
Navajo,18 ELK,State Senate,7,LBT,1,Write-In Totals,0
Navajo,18 ELK,State Senate,7,LBT,1,Total Votes Cast,0
Navajo,18 ELK,State Senate,7,LBT,1,Overvotes,0
Navajo,18 ELK,State Senate,7,LBT,1,Undervotes,0
Navajo,18 ELK,State House,7,LBT,2,Write-In Totals,0
Navajo,18 ELK,State House,7,LBT,2,Total Votes Cast,0
Navajo,18 ELK,State House,7,LBT,2,Overvotes,0
Navajo,18 ELK,State House,7,LBT,2,Undervotes,0
Navajo,18 ELK,Corporation Commissioner,,LBT,3,Write-In Totals,0
Navajo,18 ELK,Corporation Commissioner,,LBT,3,Total Votes Cast,0
Navajo,18 ELK,Corporation Commissioner,,LBT,3,Overvotes,0
Navajo,18 ELK,Corporation Commissioner,,LBT,3,Undervotes,0
Navajo,18 ELK,U.S. Senate,,GRN,1,Arturo HERNANDEZ,0
Navajo,18 ELK,U.S. Senate,,GRN,1,Michael NORTON,0
Navajo,18 ELK,U.S. Senate,,GRN,1,Write-In Totals,0
Navajo,18 ELK,U.S. Senate,,GRN,1,Total Votes Cast,0
Navajo,18 ELK,U.S. Senate,,GRN,1,Overvotes,0
Navajo,18 ELK,U.S. Senate,,GRN,1,Undervotes,0
Navajo,18 ELK,U.S. House,2,GRN,1,Write-In Totals,0
Navajo,18 ELK,U.S. House,2,GRN,1,Total Votes Cast,0
Navajo,18 ELK,U.S. House,2,GRN,1,Overvotes,0
Navajo,18 ELK,U.S. House,2,GRN,1,Undervotes,0
Navajo,18 ELK,State Senate,7,GRN,1,Write-In Totals,0
Navajo,18 ELK,State Senate,7,GRN,1,Total Votes Cast,0
Navajo,18 ELK,State Senate,7,GRN,1,Overvotes,0
Navajo,18 ELK,State Senate,7,GRN,1,Undervotes,0
Navajo,18 ELK,State House,7,GRN,2,Write-In Totals,0
Navajo,18 ELK,State House,7,GRN,2,Total Votes Cast,0
Navajo,18 ELK,State House,7,GRN,2,Overvotes,0
Navajo,18 ELK,State House,7,GRN,2,Undervotes,0
Navajo,18 ELK,Corporation Commissioner,,GRN,3,Write-In Totals,0
