county,precinct,office,district,seats,party,candidate,votes,early_voting,election_day,provisional
Coconino,23 - FLAGSTAFF 23,County Assessor,,1,LBT,Write-In Totals,1,1,0,0
Coconino,23 - FLAGSTAFF 23,County Assessor,,1,LBT,Total Votes Cast,1,1,0,0
Coconino,23 - FLAGSTAFF 23,County Assessor,,1,LBT,Overvotes,0,0,0,0
Coconino,23 - FLAGSTAFF 23,County Assessor,,1,LBT,Undervotes,1,1,0,0
Coconino,23 - FLAGSTAFF 23,County Attorney,,1,LBT,Write-In Totals,0,0,0,0
Coconino,23 - FLAGSTAFF 23,County Attorney,,1,LBT,Total Votes Cast,0,0,0,0
Coconino,23 - FLAGSTAFF 23,County Attorney,,1,LBT,Overvotes,0,0,0,0
Coconino,23 - FLAGSTAFF 23,County Attorney,,1,LBT,Undervotes,2,2,0,0
Coconino,23 - FLAGSTAFF 23,County Recorder,,1,LBT,Write-In Totals,2,2,0,0
Coconino,23 - FLAGSTAFF 23,County Recorder,,1,LBT,Total Votes Cast,2,2,0,0
Coconino,23 - FLAGSTAFF 23,County Recorder,,1,LBT,Overvotes,0,0,0,0
Coconino,23 - FLAGSTAFF 23,County Recorder,,1,LBT,Undervotes,0,0,0,0
Coconino,23 - FLAGSTAFF 23,County Sheriff,,1,LBT,Write-In Totals,1,1,0,0
Coconino,23 - FLAGSTAFF 23,County Sheriff,,1,LBT,Total Votes Cast,1,1,0,0
Coconino,23 - FLAGSTAFF 23,County Sheriff,,1,LBT,Overvotes,0,0,0,0
Coconino,23 - FLAGSTAFF 23,County Sheriff,,1,LBT,Undervotes,1,1,0,0
Coconino,23 - FLAGSTAFF 23,County School Superintendent,,1,LBT,Write-In Totals,1,1,0,0
Coconino,23 - FLAGSTAFF 23,County School Superintendent,,1,LBT,Total Votes Cast,1,1,0,0
Coconino,23 - FLAGSTAFF 23,County School Superintendent,,1,LBT,Overvotes,0,0,0,0
Coconino,23 - FLAGSTAFF 23,County School Superintendent,,1,LBT,Undervotes,1,1,0,0
Coconino,23 - FLAGSTAFF 23,County Treasurer,,1,LBT,Write-In Totals,1,1,0,0
Coconino,23 - FLAGSTAFF 23,County Treasurer,,1,LBT,Total Votes Cast,1,1,0,0
Coconino,23 - FLAGSTAFF 23,County Treasurer,,1,LBT,Overvotes,0,0,0,0
Coconino,23 - FLAGSTAFF 23,County Treasurer,,1,LBT,Undervotes,1,1,0,0
Coconino,23 - FLAGSTAFF 23,U.S. Senate,,1,GRN,Arturo HERNANDEZ,0,0,0,0
Coconino,23 - FLAGSTAFF 23,U.S. Senate,,1,GRN,Michael NORTON,0,0,0,0
Coconino,23 - FLAGSTAFF 23,U.S. Senate,,1,GRN,Write-In Totals,0,0,0,0
Coconino,23 - FLAGSTAFF 23,U.S. Senate,,1,GRN,Total Votes Cast,0,0,0,0
Coconino,23 - FLAGSTAFF 23,U.S. Senate,,1,GRN,Overvotes,0,0,0,0
Coconino,23 - FLAGSTAFF 23,U.S. Senate,,1,GRN,Undervotes,0,0,0,0
Coconino,23 - FLAGSTAFF 23,U.S. House,2,1,GRN,Write-In Totals,0,0,0,0
Coconino,23 - FLAGSTAFF 23,U.S. House,2,1,GRN,Total Votes Cast,0,0,0,0
Coconino,23 - FLAGSTAFF 23,U.S. House,2,1,GRN,Overvotes,0,0,0,0
Coconino,23 - FLAGSTAFF 23,U.S. House,2,1,GRN,Undervotes,0,0,0,0
Coconino,23 - FLAGSTAFF 23,State Senate,7,1,GRN,Write-In Totals,0,0,0,0
Coconino,23 - FLAGSTAFF 23,State Senate,7,1,GRN,Total Votes Cast,0,0,0,0
Coconino,23 - FLAGSTAFF 23,State Senate,7,1,GRN,Overvotes,0,0,0,0
Coconino,23 - FLAGSTAFF 23,State Senate,7,1,GRN,Undervotes,0,0,0,0
Coconino,23 - FLAGSTAFF 23,State House,7,2,GRN,Write-In Totals,0,0,0,0
Coconino,23 - FLAGSTAFF 23,State House,7,2,GRN,Total Votes Cast,0,0,0,0
Coconino,23 - FLAGSTAFF 23,State House,7,2,GRN,Overvotes,0,0,0,0
Coconino,23 - FLAGSTAFF 23,State House,7,2,GRN,Undervotes,0,0,0,0
Coconino,23 - FLAGSTAFF 23,Corporation Commissioner,,3,GRN,Write-In Totals,0,0,0,0
Coconino,23 - FLAGSTAFF 23,Corporation Commissioner,,3,GRN,Total Votes Cast,0,0,0,0
Coconino,23 - FLAGSTAFF 23,Corporation Commissioner,,3,GRN,Overvotes,0,0,0,0
Coconino,23 - FLAGSTAFF 23,Corporation Commissioner,,3,GRN,Undervotes,0,0,0,0
Coconino,23 - FLAGSTAFF 23,Board of Supervisors,4,1,GRN,Write-In Totals,0,0,0,0
Coconino,23 - FLAGSTAFF 23,Board of Supervisors,4,1,GRN,Total Votes Cast,0,0,0,0
Coconino,23 - FLAGSTAFF 23,Board of Supervisors,4,1,GRN,Overvotes,0,0,0,0
Coconino,23 - FLAGSTAFF 23,Board of Supervisors,4,1,GRN,Undervotes,0,0,0,0
Coconino,23 - FLAGSTAFF 23,County Assessor,,1,GRN,Write-In Totals,0,0,0,0
Coconino,23 - FLAGSTAFF 23,County Assessor,,1,GRN,Total Votes Cast,0,0,0,0
Coconino,23 - FLAGSTAFF 23,County Assessor,,1,GRN,Overvotes,0,0,0,0
Coconino,23 - FLAGSTAFF 23,County Assessor,,1,GRN,Undervotes,0,0,0,0
Coconino,23 - FLAGSTAFF 23,County Attorney,,1,GRN,Write-In Totals,0,0,0,0
Coconino,23 - FLAGSTAFF 23,County Attorney,,1,GRN,Total Votes Cast,0,0,0,0
Coconino,23 - FLAGSTAFF 23,County Attorney,,1,GRN,Overvotes,0,0,0,0
Coconino,23 - FLAGSTAFF 23,County Attorney,,1,GRN,Undervotes,0,0,0,0
Coconino,23 - FLAGSTAFF 23,County Recorder,,1,GRN,Write-In Totals,0,0,0,0
Coconino,23 - FLAGSTAFF 23,County Recorder,,1,GRN,Total Votes Cast,0,0,0,0
Coconino,23 - FLAGSTAFF 23,County Recorder,,1,GRN,Overvotes,0,0,0,0
Coconino,23 - FLAGSTAFF 23,County Recorder,,1,GRN,Undervotes,0,0,0,0
Coconino,23 - FLAGSTAFF 23,County Sheriff,,1,GRN,Write-In Totals,0,0,0,0
Coconino,23 - FLAGSTAFF 23,County Sheriff,,1,GRN,Total Votes Cast,0,0,0,0
Coconino,23 - FLAGSTAFF 23,County Sheriff,,1,GRN,Overvotes,0,0,0,0
Coconino,23 - FLAGSTAFF 23,County Sheriff,,1,GRN,Undervotes,0,0,0,0
Coconino,23 - FLAGSTAFF 23,County School Superintendent,,1,GRN,Write-In Totals,0,0,0,0
Coconino,23 - FLAGSTAFF 23,County School Superintendent,,1,GRN,Total Votes Cast,0,0,0,0
Coconino,23 - FLAGSTAFF 23,County School Superintendent,,1,GRN,Overvotes,0,0,0,0
Coconino,23 - FLAGSTAFF 23,County School Superintendent,,1,GRN,Undervotes,0,0,0,0
Coconino,23 - FLAGSTAFF 23,County Treasurer,,1,GRN,Write-In Totals,0,0,0,0
Coconino,23 - FLAGSTAFF 23,County Treasurer,,1,GRN,Total Votes Cast,0,0,0,0
Coconino,23 - FLAGSTAFF 23,County Treasurer,,1,GRN,Overvotes,0,0,0,0
Coconino,23 - FLAGSTAFF 23,County Treasurer,,1,GRN,Undervotes,0,0,0,0
Coconino,23 - FLAGSTAFF 23,,,1,NOL,Total Votes Cast,0,0,0,0
Coconino,23 - FLAGSTAFF 23,,,1,NOL,Overvotes,0,0,0,0
Coconino,23 - FLAGSTAFF 23,,,1,NOL,Undervotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,"Registered Voters - Total ",,,,,2485,2485,2485,2485
Coconino,24 - FLAGSTAFF 24,Registered Voters - DEMOCRATIC,,,,,855,855,855,855
Coconino,24 - FLAGSTAFF 24,Registered Voters - REPUBLICAN,,,,,778,778,778,778
Coconino,24 - FLAGSTAFF 24,Registered Voters - LIBERTARIAN,,,,,21,21,21,21
Coconino,24 - FLAGSTAFF 24,Registered Voters - GREEN,,,,,5,5,5,5
Coconino,24 - FLAGSTAFF 24,Registered Voters - NO LABELS,,,,,14,14,14,14
Coconino,24 - FLAGSTAFF 24,Registered Voters - NONPARTISAN,,,,,812,812,812,812
Coconino,24 - FLAGSTAFF 24,Ballots Cast - Total,,,,,902,844,58,0
Coconino,24 - FLAGSTAFF 24,Ballots Cast - DEMOCRATIC,,,,,496,473,23,0
Coconino,24 - FLAGSTAFF 24,Ballots Cast - REPUBLICAN,,,,,405,370,35,0
Coconino,24 - FLAGSTAFF 24,Ballots Cast - LIBERTARIAN,,,,,1,1,0,0
Coconino,24 - FLAGSTAFF 24,Ballots Cast - GREEN,,,,,0,0,0,0
Coconino,24 - FLAGSTAFF 24,Ballots Cast - NO LABELS,,,,,0,0,0,0
Coconino,24 - FLAGSTAFF 24,Ballots Cast - NONPARTISAN,,,,,0,0,0,0
Coconino,24 - FLAGSTAFF 24,Ballots Cast - Blank,,,,,0,0,0,0
Coconino,24 - FLAGSTAFF 24,U.S. Senate,,1,DEM,Ruben GALLEGO,481,459,22,0
Coconino,24 - FLAGSTAFF 24,U.S. Senate,,1,DEM,Write-In Totals,3,2,1,0
Coconino,24 - FLAGSTAFF 24,U.S. Senate,,1,DEM,Total Votes Cast,484,461,23,0
Coconino,24 - FLAGSTAFF 24,U.S. Senate,,1,DEM,Overvotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,U.S. Senate,,1,DEM,Undervotes,12,12,0,0
Coconino,24 - FLAGSTAFF 24,U.S. House,2,1,DEM,Jonathan NEZ,474,452,22,0
Coconino,24 - FLAGSTAFF 24,U.S. House,2,1,DEM,Write-In Totals,2,1,1,0
Coconino,24 - FLAGSTAFF 24,U.S. House,2,1,DEM,Total Votes Cast,476,453,23,0
Coconino,24 - FLAGSTAFF 24,U.S. House,2,1,DEM,Overvotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,U.S. House,2,1,DEM,Undervotes,20,20,0,0
Coconino,24 - FLAGSTAFF 24,State Senate,7,1,DEM,Haley CREIGHTON,262,251,11,0
Coconino,24 - FLAGSTAFF 24,State Senate,7,1,DEM,Roberto Adodaca REVELES,189,180,9,0
Coconino,24 - FLAGSTAFF 24,State Senate,7,1,DEM,Write-In Totals,2,1,1,0
Coconino,24 - FLAGSTAFF 24,State Senate,7,1,DEM,Total Votes Cast,453,432,21,0
Coconino,24 - FLAGSTAFF 24,State Senate,7,1,DEM,Overvotes,2,2,0,0
Coconino,24 - FLAGSTAFF 24,State Senate,7,1,DEM,Undervotes,40,38,2,0
Coconino,24 - FLAGSTAFF 24,State House,7,2,DEM,Kevin CHIQUETE,324,313,11,0
Coconino,24 - FLAGSTAFF 24,State House,7,2,DEM,Nancy HARTL,417,399,18,0
Coconino,24 - FLAGSTAFF 24,State House,7,2,DEM,Write-In Totals,3,2,1,0
Coconino,24 - FLAGSTAFF 24,State House,7,2,DEM,Total Votes Cast,744,714,30,0
Coconino,24 - FLAGSTAFF 24,State House,7,2,DEM,Overvotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,State House,7,2,DEM,Undervotes,246,230,16,0
Coconino,24 - FLAGSTAFF 24,Corporation Commissioner,,3,DEM,Ylenia AGUILAR,413,396,17,0
Coconino,24 - FLAGSTAFF 24,Corporation Commissioner,,3,DEM,Jonathon HILL,404,390,14,0
Coconino,24 - FLAGSTAFF 24,Corporation Commissioner,,3,DEM,Joshua POLACHECK,395,382,13,0
Coconino,24 - FLAGSTAFF 24,Corporation Commissioner,,3,DEM,Write-In Totals,4,3,1,0
Coconino,24 - FLAGSTAFF 24,Corporation Commissioner,,3,DEM,Total Votes Cast,1216,1171,45,0
Coconino,24 - FLAGSTAFF 24,Corporation Commissioner,,3,DEM,Overvotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,Corporation Commissioner,,3,DEM,Undervotes,269,245,24,0
Coconino,24 - FLAGSTAFF 24,Board of Supervisors,4,1,DEM,Judy BEGAY,410,393,17,0
Coconino,24 - FLAGSTAFF 24,Board of Supervisors,4,1,DEM,"Ross BERGSTRESSER,",58,53,5,0
Coconino,24 - FLAGSTAFF 24,Board of Supervisors,4,1,DEM,Write-In Totals,2,1,1,0
Coconino,24 - FLAGSTAFF 24,Board of Supervisors,4,1,DEM,Total Votes Cast,470,447,23,0
Coconino,24 - FLAGSTAFF 24,Board of Supervisors,4,1,DEM,Overvotes,1,1,0,0
Coconino,24 - FLAGSTAFF 24,Board of Supervisors,4,1,DEM,Undervotes,24,24,0,0
Coconino,24 - FLAGSTAFF 24,County Assessor,,1,DEM,Armando RUIZ,438,419,19,0
Coconino,24 - FLAGSTAFF 24,County Assessor,,1,DEM,Write-In Totals,2,1,1,0
Coconino,24 - FLAGSTAFF 24,County Assessor,,1,DEM,Total Votes Cast,440,420,20,0
Coconino,24 - FLAGSTAFF 24,County Assessor,,1,DEM,Overvotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,County Assessor,,1,DEM,Undervotes,55,52,3,0
Coconino,24 - FLAGSTAFF 24,County Attorney,,1,DEM,Ammon BARKER,263,251,12,0
Coconino,24 - FLAGSTAFF 24,County Attorney,,1,DEM,Gary PEARLMUTTER,196,187,9,0
Coconino,24 - FLAGSTAFF 24,County Attorney,,1,DEM,Write-In Totals,1,1,0,0
Coconino,24 - FLAGSTAFF 24,County Attorney,,1,DEM,Total Votes Cast,460,439,21,0
Coconino,24 - FLAGSTAFF 24,County Attorney,,1,DEM,Overvotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,County Attorney,,1,DEM,Undervotes,35,33,2,0
Coconino,24 - FLAGSTAFF 24,County Recorder,,1,DEM,Aubrey SONDEREGGER,451,430,21,0
Coconino,24 - FLAGSTAFF 24,County Recorder,,1,DEM,Write-In Totals,1,1,0,0
Coconino,24 - FLAGSTAFF 24,County Recorder,,1,DEM,Total Votes Cast,452,431,21,0
Coconino,24 - FLAGSTAFF 24,County Recorder,,1,DEM,Overvotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,County Recorder,,1,DEM,Undervotes,43,41,2,0
Coconino,24 - FLAGSTAFF 24,County Sheriff,,1,DEM,Bret AXLUND,442,421,21,0
Coconino,24 - FLAGSTAFF 24,County Sheriff,,1,DEM,Write-In Totals,1,1,0,0
Coconino,24 - FLAGSTAFF 24,County Sheriff,,1,DEM,Total Votes Cast,443,422,21,0
Coconino,24 - FLAGSTAFF 24,County Sheriff,,1,DEM,Overvotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,County Sheriff,,1,DEM,Undervotes,52,50,2,0
Coconino,24 - FLAGSTAFF 24,County School Superintendent,,1,DEM,Cheryl MANGO-PAGET,444,423,21,0
Coconino,24 - FLAGSTAFF 24,County School Superintendent,,1,DEM,Write-In Totals,1,1,0,0
Coconino,24 - FLAGSTAFF 24,County School Superintendent,,1,DEM,Total Votes Cast,445,424,21,0
Coconino,24 - FLAGSTAFF 24,County School Superintendent,,1,DEM,Overvotes,1,1,0,0
Coconino,24 - FLAGSTAFF 24,County School Superintendent,,1,DEM,Undervotes,49,47,2,0
Coconino,24 - FLAGSTAFF 24,County Treasurer,,1,DEM,Sarah BENATAR,446,425,21,0
Coconino,24 - FLAGSTAFF 24,County Treasurer,,1,DEM,Write-In Totals,1,1,0,0
Coconino,24 - FLAGSTAFF 24,County Treasurer,,1,DEM,Total Votes Cast,447,426,21,0
Coconino,24 - FLAGSTAFF 24,County Treasurer,,1,DEM,Overvotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,County Treasurer,,1,DEM,Undervotes,48,46,2,0
Coconino,24 - FLAGSTAFF 24,U.S. Senate,,1,REP,Kari LAKE,217,196,21,0
Coconino,24 - FLAGSTAFF 24,U.S. Senate,,1,REP,Mark LAMB,152,140,12,0
Coconino,24 - FLAGSTAFF 24,U.S. Senate,,1,REP,Elizabeth Jean REYE,32,30,2,0
Coconino,24 - FLAGSTAFF 24,U.S. Senate,,1,REP,Write-In Totals,1,1,0,0
Coconino,24 - FLAGSTAFF 24,U.S. Senate,,1,REP,Total Votes Cast,402,367,35,0
Coconino,24 - FLAGSTAFF 24,U.S. Senate,,1,REP,Overvotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,U.S. Senate,,1,REP,Undervotes,3,3,0,0
Coconino,24 - FLAGSTAFF 24,U.S. House,2,1,REP,Eli CRANE,287,259,28,0
Coconino,24 - FLAGSTAFF 24,U.S. House,2,1,REP,Jack SMITH,95,89,6,0
Coconino,24 - FLAGSTAFF 24,U.S. House,2,1,REP,Write-In Totals,3,3,0,0
Coconino,24 - FLAGSTAFF 24,U.S. House,2,1,REP,Total Votes Cast,385,351,34,0
Coconino,24 - FLAGSTAFF 24,U.S. House,2,1,REP,Overvotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,U.S. House,2,1,REP,Undervotes,20,19,1,0
Coconino,24 - FLAGSTAFF 24,State Senate,7,1,REP,David COOK,171,157,14,0
Coconino,24 - FLAGSTAFF 24,State Senate,7,1,REP,Wendy ROGERS,219,198,21,0
Coconino,24 - FLAGSTAFF 24,State Senate,7,1,REP,Write-In Totals,1,1,0,0
Coconino,24 - FLAGSTAFF 24,State Senate,7,1,REP,Total Votes Cast,391,356,35,0
Coconino,24 - FLAGSTAFF 24,State Senate,7,1,REP,Overvotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,State Senate,7,1,REP,Undervotes,14,14,0,0
Coconino,24 - FLAGSTAFF 24,State House,7,2,REP,"Walter ""Walt"" BLACKMAN,",208,188,20,0
Coconino,24 - FLAGSTAFF 24,State House,7,2,REP,Andrew COSTANZO,43,38,5,0
Coconino,24 - FLAGSTAFF 24,State House,7,2,REP,John FILLMORE,71,66,5,0
Coconino,24 - FLAGSTAFF 24,State House,7,2,REP,Barby INGLE,59,58,1,0
Coconino,24 - FLAGSTAFF 24,State House,7,2,REP,David MARSHALL SR.,164,146,18,0
Coconino,24 - FLAGSTAFF 24,State House,7,2,REP,Steven SLATON,86,75,11,0
Coconino,24 - FLAGSTAFF 24,State House,7,2,REP,Write-In Totals,2,2,0,0
Coconino,24 - FLAGSTAFF 24,State House,7,2,REP,Total Votes Cast,633,573,60,0
Coconino,24 - FLAGSTAFF 24,State House,7,2,REP,Overvotes,6,6,0,0
Coconino,24 - FLAGSTAFF 24,State House,7,2,REP,Undervotes,171,161,10,0
Coconino,24 - FLAGSTAFF 24,Corporation Commissioner,,3,REP,Rene LOPEZ,233,213,20,0
Coconino,24 - FLAGSTAFF 24,Corporation Commissioner,,3,REP,Lea MARQUEZ PETERSON,232,212,20,0
Coconino,24 - FLAGSTAFF 24,Corporation Commissioner,,3,REP,Rachel WALDEN,251,227,24,0
Coconino,24 - FLAGSTAFF 24,Corporation Commissioner,,3,REP,Write-In Totals,8,8,0,0
Coconino,24 - FLAGSTAFF 24,Corporation Commissioner,,3,REP,Total Votes Cast,724,660,64,0
Coconino,24 - FLAGSTAFF 24,Corporation Commissioner,,3,REP,Overvotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,Corporation Commissioner,,3,REP,Undervotes,491,450,41,0
Coconino,24 - FLAGSTAFF 24,Board of Supervisors,4,1,REP,"Walter ""BJ"" DEMPSEY",271,246,25,0
Coconino,24 - FLAGSTAFF 24,Board of Supervisors,4,1,REP,Write-In Totals,4,4,0,0
Coconino,24 - FLAGSTAFF 24,Board of Supervisors,4,1,REP,Total Votes Cast,275,250,25,0
Coconino,24 - FLAGSTAFF 24,Board of Supervisors,4,1,REP,Overvotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,Board of Supervisors,4,1,REP,Undervotes,130,120,10,0
Coconino,24 - FLAGSTAFF 24,County Assessor,,1,REP,Write-In Totals,7,7,0,0
Coconino,24 - FLAGSTAFF 24,County Assessor,,1,REP,Total Votes Cast,7,7,0,0
Coconino,24 - FLAGSTAFF 24,County Assessor,,1,REP,Overvotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,County Assessor,,1,REP,Undervotes,398,363,35,0
Coconino,24 - FLAGSTAFF 24,County Attorney,,1,REP,Write-In Totals,9,9,0,0
Coconino,24 - FLAGSTAFF 24,County Attorney,,1,REP,Total Votes Cast,9,9,0,0
Coconino,24 - FLAGSTAFF 24,County Attorney,,1,REP,Overvotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,County Attorney,,1,REP,Undervotes,396,361,35,0
Coconino,24 - FLAGSTAFF 24,County Recorder,,1,REP,Bob THORPE,277,254,23,0
Coconino,24 - FLAGSTAFF 24,County Recorder,,1,REP,Write-In Totals,1,1,0,0
Coconino,24 - FLAGSTAFF 24,County Recorder,,1,REP,Total Votes Cast,278,255,23,0
Coconino,24 - FLAGSTAFF 24,County Recorder,,1,REP,Overvotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,County Recorder,,1,REP,Undervotes,127,115,12,0
Coconino,24 - FLAGSTAFF 24,County Sheriff,,1,REP,Write-In Totals,13,13,0,0
Coconino,24 - FLAGSTAFF 24,County Sheriff,,1,REP,Total Votes Cast,13,13,0,0
Coconino,24 - FLAGSTAFF 24,County Sheriff,,1,REP,Overvotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,County Sheriff,,1,REP,Undervotes,392,357,35,0
Coconino,24 - FLAGSTAFF 24,County School Superintendent,,1,REP,Write-In Totals,9,8,1,0
Coconino,24 - FLAGSTAFF 24,County School Superintendent,,1,REP,Total Votes Cast,9,8,1,0
Coconino,24 - FLAGSTAFF 24,County School Superintendent,,1,REP,Overvotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,County School Superintendent,,1,REP,Undervotes,396,362,34,0
Coconino,24 - FLAGSTAFF 24,County Treasurer,,1,REP,Write-In Totals,6,6,0,0
Coconino,24 - FLAGSTAFF 24,County Treasurer,,1,REP,Total Votes Cast,6,6,0,0
Coconino,24 - FLAGSTAFF 24,County Treasurer,,1,REP,Overvotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,County Treasurer,,1,REP,Undervotes,399,364,35,0
Coconino,24 - FLAGSTAFF 24,U.S. Senate,,1,LBT,Write-In Totals,1,1,0,0
Coconino,24 - FLAGSTAFF 24,U.S. Senate,,1,LBT,Total Votes Cast,1,1,0,0
Coconino,24 - FLAGSTAFF 24,U.S. Senate,,1,LBT,Overvotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,U.S. Senate,,1,LBT,Undervotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,U.S. House,2,1,LBT,Write-In Totals,1,1,0,0
Coconino,24 - FLAGSTAFF 24,U.S. House,2,1,LBT,Total Votes Cast,1,1,0,0
Coconino,24 - FLAGSTAFF 24,U.S. House,2,1,LBT,Overvotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,U.S. House,2,1,LBT,Undervotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,State Senate,7,1,LBT,Write-In Totals,1,1,0,0
Coconino,24 - FLAGSTAFF 24,State Senate,7,1,LBT,Total Votes Cast,1,1,0,0
Coconino,24 - FLAGSTAFF 24,State Senate,7,1,LBT,Overvotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,State Senate,7,1,LBT,Undervotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,State House,7,2,LBT,Write-In Totals,2,2,0,0
Coconino,24 - FLAGSTAFF 24,State House,7,2,LBT,Total Votes Cast,2,2,0,0
Coconino,24 - FLAGSTAFF 24,State House,7,2,LBT,Overvotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,State House,7,2,LBT,Undervotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,Corporation Commissioner,,3,LBT,Write-In Totals,3,3,0,0
Coconino,24 - FLAGSTAFF 24,Corporation Commissioner,,3,LBT,Total Votes Cast,3,3,0,0
Coconino,24 - FLAGSTAFF 24,Corporation Commissioner,,3,LBT,Overvotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,Corporation Commissioner,,3,LBT,Undervotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,Board of Supervisors,4,1,LBT,Write-In Totals,1,1,0,0
Coconino,24 - FLAGSTAFF 24,Board of Supervisors,4,1,LBT,Total Votes Cast,1,1,0,0
Coconino,24 - FLAGSTAFF 24,Board of Supervisors,4,1,LBT,Overvotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,Board of Supervisors,4,1,LBT,Undervotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,County Assessor,,1,LBT,Write-In Totals,1,1,0,0
Coconino,24 - FLAGSTAFF 24,County Assessor,,1,LBT,Total Votes Cast,1,1,0,0
Coconino,24 - FLAGSTAFF 24,County Assessor,,1,LBT,Overvotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,County Assessor,,1,LBT,Undervotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,County Attorney,,1,LBT,Write-In Totals,1,1,0,0
Coconino,24 - FLAGSTAFF 24,County Attorney,,1,LBT,Total Votes Cast,1,1,0,0
Coconino,24 - FLAGSTAFF 24,County Attorney,,1,LBT,Overvotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,County Attorney,,1,LBT,Undervotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,County Recorder,,1,LBT,Write-In Totals,1,1,0,0
Coconino,24 - FLAGSTAFF 24,County Recorder,,1,LBT,Total Votes Cast,1,1,0,0
Coconino,24 - FLAGSTAFF 24,County Recorder,,1,LBT,Overvotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,County Recorder,,1,LBT,Undervotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,County Sheriff,,1,LBT,Write-In Totals,1,1,0,0
Coconino,24 - FLAGSTAFF 24,County Sheriff,,1,LBT,Total Votes Cast,1,1,0,0
Coconino,24 - FLAGSTAFF 24,County Sheriff,,1,LBT,Overvotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,County Sheriff,,1,LBT,Undervotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,County School Superintendent,,1,LBT,Write-In Totals,1,1,0,0
Coconino,24 - FLAGSTAFF 24,County School Superintendent,,1,LBT,Total Votes Cast,1,1,0,0
Coconino,24 - FLAGSTAFF 24,County School Superintendent,,1,LBT,Overvotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,County School Superintendent,,1,LBT,Undervotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,County Treasurer,,1,LBT,Write-In Totals,1,1,0,0
Coconino,24 - FLAGSTAFF 24,County Treasurer,,1,LBT,Total Votes Cast,1,1,0,0
Coconino,24 - FLAGSTAFF 24,County Treasurer,,1,LBT,Overvotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,County Treasurer,,1,LBT,Undervotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,U.S. Senate,,1,GRN,Arturo HERNANDEZ,0,0,0,0
Coconino,24 - FLAGSTAFF 24,U.S. Senate,,1,GRN,Michael NORTON,0,0,0,0
Coconino,24 - FLAGSTAFF 24,U.S. Senate,,1,GRN,Write-In Totals,0,0,0,0
Coconino,24 - FLAGSTAFF 24,U.S. Senate,,1,GRN,Total Votes Cast,0,0,0,0
Coconino,24 - FLAGSTAFF 24,U.S. Senate,,1,GRN,Overvotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,U.S. Senate,,1,GRN,Undervotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,U.S. House,2,1,GRN,Write-In Totals,0,0,0,0
Coconino,24 - FLAGSTAFF 24,U.S. House,2,1,GRN,Total Votes Cast,0,0,0,0
Coconino,24 - FLAGSTAFF 24,U.S. House,2,1,GRN,Overvotes,0,0,0,0
Coconino,24 - FLAGSTAFF 24,U.S. House,2,1,GRN,Undervotes,0,0,0,0
