county,precinct,office,district,party,candidate,votes,early_voting,provisional,election_day,late_early
Yuma,P44,Board Member Hospital Dist Brd 1,,,"ELL, ROBERT",0,0,0,0,0
Yuma,P01,Board Member Hospital Dist Brd 1,,,"IDGE, JEREMY",78,64,0,13,1
Yuma,P02,Board Member Hospital Dist Brd 1,,,"IDGE, JEREMY",112,89,1,20,2
Yuma,P03,Board Member Hospital Dist Brd 1,,,"IDGE, JEREMY",94,77,2,13,2
Yuma,P04,Board Member Hospital Dist Brd 1,,,"IDGE, JEREMY",322,272,3,43,4
Yuma,P05,Board Member Hospital Dist Brd 1,,,"IDGE, JEREMY",302,256,3,39,4
Yuma,P06,Board Member Hospital Dist Brd 1,,,"IDGE, JEREMY",170,136,0,32,2
Yuma,P07,Board Member Hospital Dist Brd 1,,,"IDGE, JEREMY",208,137,5,55,11
Yuma,P08,Board Member Hospital Dist Brd 1,,,"IDGE, JEREMY",222,197,3,21,1
Yuma,P09,Board Member Hospital Dist Brd 1,,,"IDGE, JEREMY",288,229,1,55,3
Yuma,P10,Board Member Hospital Dist Brd 1,,,"IDGE, JEREMY",508,405,6,90,7
Yuma,P11,Board Member Hospital Dist Brd 1,,,"IDGE, JEREMY",271,220,3,37,11
Yuma,P12,Board Member Hospital Dist Brd 1,,,"IDGE, JEREMY",234,203,5,25,1
Yuma,P13,Board Member Hospital Dist Brd 1,,,"IDGE, JEREMY",133,111,1,21,0
Yuma,P14,Board Member Hospital Dist Brd 1,,,"IDGE, JEREMY",63,53,0,10,0
Yuma,P15,Board Member Hospital Dist Brd 1,,,"IDGE, JEREMY",263,221,3,38,1
Yuma,P16,Board Member Hospital Dist Brd 1,,,"IDGE, JEREMY",181,151,1,26,3
Yuma,P17,Board Member Hospital Dist Brd 1,,,"IDGE, JEREMY",401,320,4,66,11
Yuma,P18,Board Member Hospital Dist Brd 1,,,"IDGE, JEREMY",53,36,1,16,0
Yuma,P19,Board Member Hospital Dist Brd 1,,,"IDGE, JEREMY",0,0,0,0,0
Yuma,P20,Board Member Hospital Dist Brd 1,,,"IDGE, JEREMY",459,295,6,141,17
Yuma,P21,Board Member Hospital Dist Brd 1,,,"IDGE, JEREMY",0,0,0,0,0
Yuma,P22,Board Member Hospital Dist Brd 1,,,"IDGE, JEREMY",355,291,7,49,8
Yuma,P23,Board Member Hospital Dist Brd 1,,,"IDGE, JEREMY",280,226,5,47,2
Yuma,P24,Board Member Hospital Dist Brd 1,,,"IDGE, JEREMY",721,610,5,91,15
Yuma,P25,Board Member Hospital Dist Brd 1,,,"IDGE, JEREMY",454,378,5,66,5
Yuma,P26,Board Member Hospital Dist Brd 1,,,"IDGE, JEREMY",64,46,0,18,0
Yuma,P27,Board Member Hospital Dist Brd 1,,,"IDGE, JEREMY",71,61,1,9,0
Yuma,P28,Board Member Hospital Dist Brd 1,,,"IDGE, JEREMY",56,45,0,10,1
Yuma,P29,Board Member Hospital Dist Brd 1,,,"IDGE, JEREMY",163,115,3,42,3
Yuma,P30,Board Member Hospital Dist Brd 1,,,"IDGE, JEREMY",137,96,4,32,5
Yuma,P31,Board Member Hospital Dist Brd 1,,,"IDGE, JEREMY",287,214,3,67,3
Yuma,P32,Board Member Hospital Dist Brd 1,,,"IDGE, JEREMY",146,117,2,26,1
Yuma,P33,Board Member Hospital Dist Brd 1,,,"IDGE, JEREMY",57,52,1,4,0
Yuma,P34,Board Member Hospital Dist Brd 1,,,"IDGE, JEREMY",102,85,0,16,1
Yuma,P35,Board Member Hospital Dist Brd 1,,,"IDGE, JEREMY",196,177,2,17,0
Yuma,P36,Board Member Hospital Dist Brd 1,,,"IDGE, JEREMY",244,215,3,21,5
Yuma,P37,Board Member Hospital Dist Brd 1,,,"IDGE, JEREMY",174,143,1,29,1
Yuma,P38,Board Member Hospital Dist Brd 1,,,"IDGE, JEREMY",227,180,3,43,1
Yuma,P39,Board Member Hospital Dist Brd 1,,,"IDGE, JEREMY",204,173,3,27,1
Yuma,P40,Board Member Hospital Dist Brd 1,,,"IDGE, JEREMY",203,176,0,26,1
Yuma,P41,Board Member Hospital Dist Brd 1,,,"IDGE, JEREMY",246,216,2,25,3
Yuma,P42,Board Member Hospital Dist Brd 1,,,"IDGE, JEREMY",286,227,3,45,11
Yuma,P43,Board Member Hospital Dist Brd 1,,,"IDGE, JEREMY",4,4,0,0,0
Yuma,P44,Board Member Hospital Dist Brd 1,,,"IDGE, JEREMY",0,0,0,0,0
Yuma,P01,Board Member Hospital Dist Brd 1,,,"H, LOUIS",68,59,1,6,2
Yuma,P02,Board Member Hospital Dist Brd 1,,,"H, LOUIS",84,63,2,17,2
Yuma,P03,Board Member Hospital Dist Brd 1,,,"H, LOUIS",83,66,0,14,3
Yuma,P04,Board Member Hospital Dist Brd 1,,,"H, LOUIS",194,159,1,28,6
Yuma,P05,Board Member Hospital Dist Brd 1,,,"H, LOUIS",211,184,2,18,7
Yuma,P06,Board Member Hospital Dist Brd 1,,,"H, LOUIS",79,55,3,21,0
Yuma,P07,Board Member Hospital Dist Brd 1,,,"H, LOUIS",83,56,3,23,1
Yuma,P08,Board Member Hospital Dist Brd 1,,,"H, LOUIS",136,121,0,15,0
Yuma,P09,Board Member Hospital Dist Brd 1,,,"H, LOUIS",279,211,4,59,5
Yuma,P10,Board Member Hospital Dist Brd 1,,,"H, LOUIS",300,259,6,31,4
Yuma,P11,Board Member Hospital Dist Brd 1,,,"H, LOUIS",184,149,3,29,3
Yuma,P12,Board Member Hospital Dist Brd 1,,,"H, LOUIS",199,177,1,21,0
Yuma,P13,Board Member Hospital Dist Brd 1,,,"H, LOUIS",112,96,2,13,1
Yuma,P14,Board Member Hospital Dist Brd 1,,,"H, LOUIS",32,23,2,7,0
Yuma,P15,Board Member Hospital Dist Brd 1,,,"H, LOUIS",260,211,5,42,2
Yuma,P16,Board Member Hospital Dist Brd 1,,,"H, LOUIS",132,102,2,28,0
Yuma,P17,Board Member Hospital Dist Brd 1,,,"H, LOUIS",215,177,2,33,3
Yuma,P18,Board Member Hospital Dist Brd 1,,,"H, LOUIS",26,21,0,5,0
Yuma,P19,Board Member Hospital Dist Brd 1,,,"H, LOUIS",0,0,0,0,0
Yuma,P20,Board Member Hospital Dist Brd 1,,,"H, LOUIS",200,136,5,51,8
Yuma,P21,Board Member Hospital Dist Brd 1,,,"H, LOUIS",0,0,0,0,0
Yuma,P22,Board Member Hospital Dist Brd 1,,,"H, LOUIS",178,146,1,25,6
Yuma,P23,Board Member Hospital Dist Brd 1,,,"H, LOUIS",152,140,1,11,0
Yuma,P24,Board Member Hospital Dist Brd 1,,,"H, LOUIS",391,346,1,40,4
Yuma,P25,Board Member Hospital Dist Brd 1,,,"H, LOUIS",278,242,2,32,2
Yuma,P26,Board Member Hospital Dist Brd 1,,,"H, LOUIS",46,38,1,7,0
Yuma,P27,Board Member Hospital Dist Brd 1,,,"H, LOUIS",73,64,0,9,0
Yuma,P28,Board Member Hospital Dist Brd 1,,,"H, LOUIS",30,24,2,3,1
Yuma,P29,Board Member Hospital Dist Brd 1,,,"H, LOUIS",91,67,0,20,4
Yuma,P30,Board Member Hospital Dist Brd 1,,,"H, LOUIS",81,64,2,12,3
Yuma,P31,Board Member Hospital Dist Brd 1,,,"H, LOUIS",122,87,4,27,4
Yuma,P32,Board Member Hospital Dist Brd 1,,,"H, LOUIS",64,50,1,13,0
Yuma,P33,Board Member Hospital Dist Brd 1,,,"H, LOUIS",45,39,0,6,0
Yuma,P34,Board Member Hospital Dist Brd 1,,,"H, LOUIS",73,60,0,12,1
Yuma,P35,Board Member Hospital Dist Brd 1,,,"H, LOUIS",128,106,1,20,1
Yuma,P36,Board Member Hospital Dist Brd 1,,,"H, LOUIS",149,133,1,14,1
Yuma,P37,Board Member Hospital Dist Brd 1,,,"H, LOUIS",114,100,1,12,1
Yuma,P38,Board Member Hospital Dist Brd 1,,,"H, LOUIS",165,144,1,18,2
Yuma,P39,Board Member Hospital Dist Brd 1,,,"H, LOUIS",184,156,1,27,0
Yuma,P40,Board Member Hospital Dist Brd 1,,,"H, LOUIS",130,105,1,24,0
Yuma,P41,Board Member Hospital Dist Brd 1,,,"H, LOUIS",163,140,1,20,2
Yuma,P42,Board Member Hospital Dist Brd 1,,,"H, LOUIS",127,98,5,20,4
Yuma,P43,Board Member Hospital Dist Brd 1,,,"H, LOUIS",3,3,0,0,0
Yuma,P44,Board Member Hospital Dist Brd 1,,,"H, LOUIS",0,0,0,0,0
Yuma,P01,Board Member Hospital Dist Brd 1,,,"ELL, MARK",81,69,1,11,0
Yuma,P02,Board Member Hospital Dist Brd 1,,,"ELL, MARK",88,61,1,24,2
Yuma,P03,Board Member Hospital Dist Brd 1,,,"ELL, MARK",125,101,2,19,3
Yuma,P04,Board Member Hospital Dist Brd 1,,,"ELL, MARK",437,356,2,73,6
Yuma,P05,Board Member Hospital Dist Brd 1,,,"ELL, MARK",263,227,2,31,3
Yuma,P06,Board Member Hospital Dist Brd 1,,,"ELL, MARK",128,98,1,26,3
Yuma,P07,Board Member Hospital Dist Brd 1,,,"ELL, MARK",170,117,4,42,7
Yuma,P08,Board Member Hospital Dist Brd 1,,,"ELL, MARK",134,124,2,8,0
Yuma,P09,Board Member Hospital Dist Brd 1,,,"ELL, MARK",295,215,6,73,1
Yuma,P10,Board Member Hospital Dist Brd 1,,,"ELL, MARK",867,721,7,130,9
Yuma,P11,Board Member Hospital Dist Brd 1,,,"ELL, MARK",299,229,6,62,2
Yuma,P12,Board Member Hospital Dist Brd 1,,,"ELL, MARK",207,168,3,30,6
Yuma,P13,Board Member Hospital Dist Brd 1,,,"ELL, MARK",104,86,2,15,1
Yuma,P14,Board Member Hospital Dist Brd 1,,,"ELL, MARK",43,37,0,5,1
Yuma,P15,Board Member Hospital Dist Brd 1,,,"ELL, MARK",310,244,3,59,4
Yuma,P16,Board Member Hospital Dist Brd 1,,,"ELL, MARK",216,176,4,34,2
Yuma,P17,Board Member Hospital Dist Brd 1,,,"ELL, MARK",418,340,7,65,6
Yuma,P18,Board Member Hospital Dist Brd 1,,,"ELL, MARK",42,36,1,5,0
Yuma,P19,Board Member Hospital Dist Brd 1,,,"ELL, MARK",0,0,0,0,0
Yuma,P20,Board Member Hospital Dist Brd 1,,,"ELL, MARK",273,194,4,65,10
Yuma,P21,Board Member Hospital Dist Brd 1,,,"ELL, MARK",0,0,0,0,0
Yuma,P22,Board Member Hospital Dist Brd 1,,,"ELL, MARK",554,433,6,101,14
Yuma,P23,Board Member Hospital Dist Brd 1,,,"ELL, MARK",352,308,6,34,4
Yuma,P24,Board Member Hospital Dist Brd 1,,,"ELL, MARK",829,717,4,97,11
Yuma,P25,Board Member Hospital Dist Brd 1,,,"ELL, MARK",356,297,6,51,2
Yuma,P26,Board Member Hospital Dist Brd 1,,,"ELL, MARK",45,40,0,5,0
Yuma,P27,Board Member Hospital Dist Brd 1,,,"ELL, MARK",99,83,0,15,1
Yuma,P28,Board Member Hospital Dist Brd 1,,,"ELL, MARK",45,29,5,7,4
Yuma,P29,Board Member Hospital Dist Brd 1,,,"ELL, MARK",136,101,5,24,6
Yuma,P30,Board Member Hospital Dist Brd 1,,,"ELL, MARK",111,79,3,26,3
Yuma,P31,Board Member Hospital Dist Brd 1,,,"ELL, MARK",217,146,6,65,0
Yuma,P32,Board Member Hospital Dist Brd 1,,,"ELL, MARK",86,72,0,12,2
Yuma,P33,Board Member Hospital Dist Brd 1,,,"ELL, MARK",57,44,0,13,0
Yuma,P34,Board Member Hospital Dist Brd 1,,,"ELL, MARK",123,92,0,30,1
Yuma,P35,Board Member Hospital Dist Brd 1,,,"ELL, MARK",163,141,0,22,0
Yuma,P36,Board Member Hospital Dist Brd 1,,,"ELL, MARK",159,136,2,20,1
Yuma,P37,Board Member Hospital Dist Brd 1,,,"ELL, MARK",114,90,4,17,3
Yuma,P38,Board Member Hospital Dist Brd 1,,,"ELL, MARK",142,110,2,26,4
Yuma,P39,Board Member Hospital Dist Brd 1,,,"ELL, MARK",250,203,5,41,1
Yuma,P40,Board Member Hospital Dist Brd 1,,,"ELL, MARK",243,202,3,36,2
Yuma,P41,Board Member Hospital Dist Brd 1,,,"ELL, MARK",220,179,2,35,4
Yuma,P42,Board Member Hospital Dist Brd 1,,,"ELL, MARK",232,187,3,36,6
Yuma,P43,Board Member Hospital Dist Brd 1,,,"ELL, MARK",1,0,0,0,1
Yuma,P44,Board Member Hospital Dist Brd 1,,,"ELL, MARK",0,0,0,0,0
Yuma,P01,Board Member Hospital Dist Brd 1,,,"EGUI, MARIO",247,198,1,38,10
Yuma,P02,Board Member Hospital Dist Brd 1,,,"EGUI, MARIO",272,219,8,40,5
Yuma,P03,Board Member Hospital Dist Brd 1,,,"EGUI, MARIO",295,233,3,50,9
Yuma,P04,Board Member Hospital Dist Brd 1,,,"EGUI, MARIO",868,724,10,120,14
Yuma,P05,Board Member Hospital Dist Brd 1,,,"EGUI, MARIO",463,383,7,68,5
Yuma,P06,Board Member Hospital Dist Brd 1,,,"EGUI, MARIO",725,561,12,125,27
Yuma,P07,Board Member Hospital Dist Brd 1,,,"EGUI, MARIO",941,736,18,156,31
Yuma,P08,Board Member Hospital Dist Brd 1,,,"EGUI, MARIO",150,138,1,11,0
Yuma,P09,Board Member Hospital Dist Brd 1,,,"EGUI, MARIO",261,213,4,41,3
Yuma,P10,Board Member Hospital Dist Brd 1,,,"EGUI, MARIO",842,660,20,142,20
Yuma,P11,Board Member Hospital Dist Brd 1,,,"EGUI, MARIO",508,392,6,95,15
Yuma,P12,Board Member Hospital Dist Brd 1,,,"EGUI, MARIO",303,245,3,46,9
Yuma,P13,Board Member Hospital Dist Brd 1,,,"EGUI, MARIO",367,319,3,40,5
Yuma,P14,Board Member Hospital Dist Brd 1,,,"EGUI, MARIO",108,91,0,15,2
Yuma,P15,Board Member Hospital Dist Brd 1,,,"EGUI, MARIO",361,285,9,55,12
Yuma,P16,Board Member Hospital Dist Brd 1,,,"EGUI, MARIO",347,281,4,56,6
Yuma,P17,Board Member Hospital Dist Brd 1,,,"EGUI, MARIO",514,397,4,92,21
Yuma,P18,Board Member Hospital Dist Brd 1,,,"EGUI, MARIO",20,15,1,4,0
Yuma,P19,Board Member Hospital Dist Brd 1,,,"EGUI, MARIO",4,4,0,0,0
Yuma,P20,Board Member Hospital Dist Brd 1,,,"EGUI, MARIO",258,179,5,58,16
Yuma,P21,Board Member Hospital Dist Brd 1,,,"EGUI, MARIO",0,0,0,0,0
Yuma,P22,Board Member Hospital Dist Brd 1,,,"EGUI, MARIO",454,340,4,97,13
Yuma,P23,Board Member Hospital Dist Brd 1,,,"EGUI, MARIO",274,225,2,43,4
Yuma,P24,Board Member Hospital Dist Brd 1,,,"EGUI, MARIO",518,447,2,64,5
Yuma,P25,Board Member Hospital Dist Brd 1,,,"EGUI, MARIO",286,245,6,33,2
Yuma,P26,Board Member Hospital Dist Brd 1,,,"EGUI, MARIO",219,183,3,25,8
Yuma,P27,Board Member Hospital Dist Brd 1,,,"EGUI, MARIO",162,131,4,27,0
Yuma,P28,Board Member Hospital Dist Brd 1,,,"EGUI, MARIO",189,154,3,30,2
Yuma,P29,Board Member Hospital Dist Brd 1,,,"EGUI, MARIO",1413,1099,25,245,44
Yuma,P30,Board Member Hospital Dist Brd 1,,,"EGUI, MARIO",1208,970,21,192,25
Yuma,P31,Board Member Hospital Dist Brd 1,,,"EGUI, MARIO",1838,1393,37,353,55
Yuma,P32,Board Member Hospital Dist Brd 1,,,"EGUI, MARIO",361,275,9,67,10
Yuma,P33,Board Member Hospital Dist Brd 1,,,"EGUI, MARIO",124,102,1,17,4
Yuma,P34,Board Member Hospital Dist Brd 1,,,"EGUI, MARIO",123,95,1,22,5
Yuma,P35,Board Member Hospital Dist Brd 1,,,"EGUI, MARIO",373,314,10,44,5
Yuma,P36,Board Member Hospital Dist Brd 1,,,"EGUI, MARIO",451,370,7,60,14
Yuma,P37,Board Member Hospital Dist Brd 1,,,"EGUI, MARIO",443,365,15,55,8
Yuma,P38,Board Member Hospital Dist Brd 1,,,"EGUI, MARIO",376,304,4,58,10
Yuma,P39,Board Member Hospital Dist Brd 1,,,"EGUI, MARIO",323,258,7,56,2
Yuma,P40,Board Member Hospital Dist Brd 1,,,"EGUI, MARIO",344,277,8,48,11
Yuma,P41,Board Member Hospital Dist Brd 1,,,"EGUI, MARIO",519,439,8,63,9
Yuma,P42,Board Member Hospital Dist Brd 1,,,"EGUI, MARIO",623,498,8,96,21
Yuma,P43,Board Member Hospital Dist Brd 1,,,"EGUI, MARIO",12,11,0,1,0
Yuma,P44,Board Member Hospital Dist Brd 1,,,"EGUI, MARIO",0,0,0,0,0
Yuma,P01,Board Member Hospital Dist Brd 1,,,"E, CONNIE",380,307,5,59,9
Yuma,P02,Board Member Hospital Dist Brd 1,,,"E, CONNIE",464,376,11,70,7
Yuma,P03,Board Member Hospital Dist Brd 1,,,"E, CONNIE",438,369,6,54,9
Yuma,P04,Board Member Hospital Dist Brd 1,,,"E, CONNIE",1366,1144,20,173,29
Yuma,P05,Board Member Hospital Dist Brd 1,,,"E, CONNIE",915,793,7,105,10
Yuma,P06,Board Member Hospital Dist Brd 1,,,"E, CONNIE",857,664,15,155,23
Yuma,P07,Board Member Hospital Dist Brd 1,,,"E, CONNIE",1024,803,9,180,32
Yuma,P08,Board Member Hospital Dist Brd 1,,,"E, CONNIE",527,486,4,29,8
Yuma,P09,Board Member Hospital Dist Brd 1,,,"E, CONNIE",771,638,4,114,15
Yuma,P10,Board Member Hospital Dist Brd 1,,,"E, CONNIE",1721,1443,28,225,25
Yuma,P11,Board Member Hospital Dist Brd 1,,,"E, CONNIE",905,741,7,130,27
Yuma,P12,Board Member Hospital Dist Brd 1,,,"E, CONNIE",867,749,7,97,14
Yuma,P13,Board Member Hospital Dist Brd 1,,,"E, CONNIE",651,565,12,67,7
Yuma,P14,Board Member Hospital Dist Brd 1,,,"E, CONNIE",221,192,2,22,5
Yuma,P15,Board Member Hospital Dist Brd 1,,,"E, CONNIE",1019,866,13,126,14
Yuma,P16,Board Member Hospital Dist Brd 1,,,"E, CONNIE",701,595,5,88,13
Yuma,P17,Board Member Hospital Dist Brd 1,,,"E, CONNIE",1183,956,15,160,52
Yuma,P18,Board Member Hospital Dist Brd 1,,,"E, CONNIE",102,75,1,25,1
Yuma,P19,Board Member Hospital Dist Brd 1,,,"E, CONNIE",4,3,0,1,0
Yuma,P20,Board Member Hospital Dist Brd 1,,,"E, CONNIE",738,550,13,144,31
Yuma,P21,Board Member Hospital Dist Brd 1,,,"E, CONNIE",0,0,0,0,0
Yuma,P22,Board Member Hospital Dist Brd 1,,,"E, CONNIE",1049,875,17,135,22
Yuma,P23,Board Member Hospital Dist Brd 1,,,"E, CONNIE",837,743,5,79,10
Yuma,P24,Board Member Hospital Dist Brd 1,,,"E, CONNIE",2152,1891,17,210,34
Yuma,P25,Board Member Hospital Dist Brd 1,,,"E, CONNIE",1104,985,12,91,16
Yuma,P26,Board Member Hospital Dist Brd 1,,,"E, CONNIE",276,243,2,28,3
Yuma,P27,Board Member Hospital Dist Brd 1,,,"E, CONNIE",370,314,3,50,3
Yuma,P28,Board Member Hospital Dist Brd 1,,,"E, CONNIE",226,190,2,28,6
Yuma,P29,Board Member Hospital Dist Brd 1,,,"E, CONNIE",1041,829,12,170,30
Yuma,P30,Board Member Hospital Dist Brd 1,,,"E, CONNIE",917,764,11,121,21
Yuma,P31,Board Member Hospital Dist Brd 1,,,"E, CONNIE",1509,1168,29,269,43
Yuma,P32,Board Member Hospital Dist Brd 1,,,"E, CONNIE",443,372,6,58,7
Yuma,P33,Board Member Hospital Dist Brd 1,,,"E, CONNIE",241,209,1,28,3
Yuma,P34,Board Member Hospital Dist Brd 1,,,"E, CONNIE",299,264,1,30,4
Yuma,P35,Board Member Hospital Dist Brd 1,,,"E, CONNIE",701,613,13,68,7
Yuma,P36,Board Member Hospital Dist Brd 1,,,"E, CONNIE",885,763,8,101,13
Yuma,P37,Board Member Hospital Dist Brd 1,,,"E, CONNIE",686,592,17,66,11
Yuma,P38,Board Member Hospital Dist Brd 1,,,"E, CONNIE",766,656,9,89,12
Yuma,P39,Board Member Hospital Dist Brd 1,,,"E, CONNIE",780,675,15,84,6
Yuma,P40,Board Member Hospital Dist Brd 1,,,"E, CONNIE",788,703,8,68,9
Yuma,P41,Board Member Hospital Dist Brd 1,,,"E, CONNIE",932,813,7,98,14
Yuma,P42,Board Member Hospital Dist Brd 1,,,"E, CONNIE",1097,899,18,150,30
Yuma,P43,Board Member Hospital Dist Brd 1,,,"E, CONNIE",15,13,0,1,1
Yuma,P44,Board Member Hospital Dist Brd 1,,,"E, CONNIE",0,0,0,0,0
Yuma,P01,PROPOSITION 207,,,,477,386,7,72,12
Yuma,P02,PROPOSITION 207,,,,500,392,9,88,11
Yuma,P03,PROPOSITION 207,,,,484,391,6,76,11
Yuma,P04,PROPOSITION 207,,,,1530,1266,27,206,31
Yuma,P05,PROPOSITION 207,,,,1022,883,16,109,14
Yuma,P06,PROPOSITION 207,,,,860,666,15,156,23
Yuma,P07,PROPOSITION 207,,,,1077,813,23,204,37
Yuma,P08,PROPOSITION 207,,,,498,440,7,42,9
Yuma,P09,PROPOSITION 207,,,,868,683,17,150,18
Yuma,P10,PROPOSITION 207,,,,2197,1822,37,303,35
Yuma,P11,PROPOSITION 207,,,,1050,820,22,172,36
Yuma,P12,PROPOSITION 207,,,,869,734,11,114,10
Yuma,P13,PROPOSITION 207,,,,713,594,17,95,7
Yuma,P14,PROPOSITION 207,,,,246,203,4,33,6
Yuma,P15,PROPOSITION 207,,,,1079,884,22,158,15
Yuma,P16,PROPOSITION 207,,,,817,660,10,129,18
Yuma,P17,PROPOSITION 207,,,,1476,1209,23,188,56
Yuma,P18,PROPOSITION 207,,,,158,119,2,35,2
Yuma,P19,PROPOSITION 207,,,,58,48,2,7,1
Yuma,P20,PROPOSITION 207,,,,986,705,25,199,57
Yuma,P21,PROPOSITION 207,,,,0,0,0,0,0
Yuma,P22,PROPOSITION 207,,,,1264,1023,22,188,31
Yuma,P23,PROPOSITION 207,,,,894,772,10,101,11
Yuma,P24,PROPOSITION 207,,,,2567,2253,21,255,38
Yuma,P25,PROPOSITION 207,,,,1442,1244,17,155,26
Yuma,P26,PROPOSITION 207,,,,325,273,2,41,9
Yuma,P27,PROPOSITION 207,,,,411,342,7,53,9
Yuma,P28,PROPOSITION 207,,,,218,179,3,33,3
Yuma,P29,PROPOSITION 207,,,,1069,796,17,219,37
Yuma,P30,PROPOSITION 207,,,,961,775,23,145,18
Yuma,P31,PROPOSITION 207,,,,1610,1203,46,319,42
Yuma,P32,PROPOSITION 207,,,,463,372,11,71,9
Yuma,P33,PROPOSITION 207,,,,234,191,2,36,5
Yuma,P34,PROPOSITION 207,,,,316,268,0,43,5
Yuma,P35,PROPOSITION 207,,,,772,670,14,84,4
Yuma,P36,PROPOSITION 207,,,,928,785,17,108,18
Yuma,P37,PROPOSITION 207,,,,845,697,24,109,15
Yuma,P38,PROPOSITION 207,,,,959,792,13,134,20
Yuma,P39,PROPOSITION 207,,,,936,788,25,113,10
Yuma,P40,PROPOSITION 207,,,,844,714,14,107,9
Yuma,P41,PROPOSITION 207,,,,999,852,9,129,9
Yuma,P42,PROPOSITION 207,,,,1142,905,19,187,31
Yuma,P43,PROPOSITION 207,,,,16,14,0,0,2
Yuma,P44,PROPOSITION 207,,,,0,0,0,0,0
Yuma,P01,PROPOSITION 207,,,,276,231,5,35,5
Yuma,P02,PROPOSITION 207,,,,399,328,10,52,9
Yuma,P03,PROPOSITION 207,,,,410,340,6,54,10
Yuma,P04,PROPOSITION 207,,,,1170,1012,16,123,19
Yuma,P05,PROPOSITION 207,,,,948,840,6,90,12
Yuma,P06,PROPOSITION 207,,,,749,583,16,126,24
Yuma,P07,PROPOSITION 207,,,,964,739,21,168,36
Yuma,P08,PROPOSITION 207,,,,531,495,2,28,6
Yuma,P09,PROPOSITION 207,,,,977,830,10,127,10
Yuma,P10,PROPOSITION 207,,,,1789,1527,32,202,28
Yuma,P11,PROPOSITION 207,,,,921,771,7,118,25
Yuma,P12,PROPOSITION 207,,,,864,762,8,76,18
Yuma,P13,PROPOSITION 207,,,,537,476,6,51,4
Yuma,P14,PROPOSITION 207,,,,179,140,3,34,2
Yuma,P15,PROPOSITION 207,,,,874,756,10,94,14
Yuma,P16,PROPOSITION 207,,,,627,553,4,59,11
Yuma,P17,PROPOSITION 207,,,,1187,984,14,159,30
Yuma,P18,PROPOSITION 207,,,,92,76,3,13,0
Yuma,P19,PROPOSITION 207,,,,47,33,1,13,0
Yuma,P20,PROPOSITION 207,,,,950,689,15,210,36
Yuma,P21,PROPOSITION 207,,,,0,0,0,0,0
Yuma,P22,PROPOSITION 207,,,,1077,887,13,149,28
Yuma,P23,PROPOSITION 207,,,,959,857,8,85,9
Yuma,P24,PROPOSITION 207,,,,2288,2023,13,217,35
Yuma,P25,PROPOSITION 207,,,,1259,1099,16,135,9
Yuma,P26,PROPOSITION 207,,,,230,195,6,21,8
Yuma,P27,PROPOSITION 207,,,,317,279,3,32,3
Yuma,P28,PROPOSITION 207,,,,261,215,8,32,6
Yuma,P29,PROPOSITION 207,,,,1091,871,25,159,36
Yuma,P30,PROPOSITION 207,,,,960,769,14,155,22
Yuma,P31,PROPOSITION 207,,,,1564,1204,34,282,44
Yuma,P32,PROPOSITION 207,,,,433,350,6,70,7
Yuma,P33,PROPOSITION 207,,,,235,205,3,25,2
Yuma,P34,PROPOSITION 207,,,,336,286,2,42,6
Yuma,P35,PROPOSITION 207,,,,633,562,12,51,8
Yuma,P36,PROPOSITION 207,,,,757,653,8,79,17
Yuma,P37,PROPOSITION 207,,,,534,464,11,46,13
Yuma,P38,PROPOSITION 207,,,,555,481,9,62,3
Yuma,P39,PROPOSITION 207,,,,616,531,3,79,3
Yuma,P40,PROPOSITION 207,,,,700,612,9,69,10
Yuma,P41,PROPOSITION 207,,,,871,768,13,71,19
Yuma,P42,PROPOSITION 207,,,,946,792,16,103,35
Yuma,P43,PROPOSITION 207,,,,13,10,0,3,0
Yuma,P44,PROPOSITION 207,,,,0,0,0,0,0
Yuma,P01,PROPOSITION 208,,,,464,386,4,62,12
Yuma,P02,PROPOSITION 208,,,,509,415,13,72,9
Yuma,P03,PROPOSITION 208,,,,547,450,7,77,13
Yuma,P04,PROPOSITION 208,,,,1659,1430,19,177,33
Yuma,P05,PROPOSITION 208,,,,901,802,10,77,12
Yuma,P06,PROPOSITION 208,,,,1020,800,15,181,24
Yuma,P07,PROPOSITION 208,,,,1382,1041,29,256,56
Yuma,P08,PROPOSITION 208,,,,508,468,3,29,8
Yuma,P09,PROPOSITION 208,,,,716,603,10,94,9
Yuma,P10,PROPOSITION 208,,,,1953,1661,34,229,29
Yuma,P11,PROPOSITION 208,,,,933,770,9,126,28
Yuma,P12,PROPOSITION 208,,,,739,647,10,74,8
Yuma,P13,PROPOSITION 208,,,,722,622,15,79,6
Yuma,P14,PROPOSITION 208,,,,220,185,4,26,5
Yuma,P15,PROPOSITION 208,,,,991,829,24,120,18
Yuma,P16,PROPOSITION 208,,,,764,638,11,94,21
Yuma,P17,PROPOSITION 208,,,,1244,1051,16,132,45
Yuma,P18,PROPOSITION 208,,,,103,78,2,22,1
Yuma,P19,PROPOSITION 208,,,,63,55,1,7,0
Yuma,P20,PROPOSITION 208,,,,775,608,9,132,26
Yuma,P21,PROPOSITION 208,,,,0,0,0,0,0
Yuma,P22,PROPOSITION 208,,,,1086,910,20,128,28
Yuma,P23,PROPOSITION 208,,,,797,712,6,70,9
Yuma,P24,PROPOSITION 208,,,,1948,1764,13,146,25
Yuma,P25,PROPOSITION 208,,,,1115,1009,10,84,12
