<<<<<<< HEAD
county,office,district,party,candidate,votes,winner,write-in,notes
Coconino,U.S. House,2,DEM,Elizabeth (Liz,15,,,
La Paz,U.S. House,2,DEM,Elizabeth (Liz,0,,,
Maricopa,U.S. House,2,DEM,Elizabeth (Liz,4498,,,
Mohave,U.S. House,2,DEM,Elizabeth (Liz,1429,,,
Navajo,U.S. House,2,DEM,Elizabeth (Liz,52,,,
Yavapai,U.S. House,2,DEM,Elizabeth (Liz,0,,,
,U.S. House,2,DEM,Elizabeth (Liz,5994,,,
Coconino,U.S. House,2,DEM,Sandy Reagan,20,,,
La Paz,U.S. House,2,DEM,Sandy Reagan,1,,,
Maricopa,U.S. House,2,DEM,Sandy Reagan,2686,,,
Mohave,U.S. House,2,DEM,Sandy Reagan,1121,,,
Navajo,U.S. House,2,DEM,Sandy Reagan,29,,,
Yavapai,U.S. House,2,DEM,Sandy Reagan,0,,,
,U.S. House,2,DEM,Sandy Reagan,3857,,,
Coconino,U.S. House,2,DEM,Gene Scharer,0,,True,
La Paz,U.S. House,2,DEM,Gene Scharer,0,,True,
Maricopa,U.S. House,2,DEM,Gene Scharer,27,,True,
Mohave,U.S. House,2,DEM,Gene Scharer,1,,True,
Navajo,U.S. House,2,DEM,Gene Scharer,0,,True,
Yavapai,U.S. House,2,DEM,Gene Scharer,0,,True,
,U.S. House,2,DEM,Gene Scharer,28,,True,
Coconino,U.S. House,2,LBT,Edward Carlson,0,,,
La Paz,U.S. House,2,LBT,Edward Carlson,0,,,
Maricopa,U.S. House,2,LBT,Edward Carlson,201,,,
Mohave,U.S. House,2,LBT,Edward Carlson,106,,,
Navajo,U.S. House,2,LBT,Edward Carlson,0,,,
Yavapai,U.S. House,2,LBT,Edward Carlson,0,,,
,U.S. House,2,LBT,Edward Carlson,307,True,,
Coconino,U.S. House,2,REP,Lisa Atkins,5,,,
La Paz,U.S. House,2,REP,Lisa Atkins,1,,,
Maricopa,U.S. House,2,REP,Lisa Atkins,10302,,,
Mohave,U.S. House,2,REP,Lisa Atkins,3631,,,
Navajo,U.S. House,2,REP,Lisa Atkins,13,,,
Yavapai,U.S. House,2,REP,Lisa Atkins,0,,,
,U.S. House,2,REP,Lisa Atkins,13952,,,
Coconino,U.S. House,2,REP,Scott Bundgaard,0,,,
La Paz,U.S. House,2,REP,Scott Bundgaard,0,,,
Maricopa,U.S. House,2,REP,Scott Bundgaard,7368,,,
Mohave,U.S. House,2,REP,Scott Bundgaard,1333,,,
Navajo,U.S. House,2,REP,Scott Bundgaard,0,,,
Yavapai,U.S. House,2,REP,Scott Bundgaard,0,,,
,U.S. House,2,REP,Scott Bundgaard,8701,,,
Coconino,U.S. House,2,REP,Trent Franks,3,,,
La Paz,U.S. House,2,REP,Trent Franks,4,,,
Maricopa,U.S. House,2,REP,Trent Franks,11119,,,
Mohave,U.S. House,2,REP,Trent Franks,3621,,,
Navajo,U.S. House,2,REP,Trent Franks,2,,,
Yavapai,U.S. House,2,REP,Trent Franks,0,,,
,U.S. House,2,REP,Trent Franks,14749,True,,
Coconino,U.S. House,2,REP,Dick Hensley,2,,,
La Paz,U.S. House,2,REP,Dick Hensley,0,,,
Maricopa,U.S. House,2,REP,Dick Hensley,356,,,
Mohave,U.S. House,2,REP,Dick Hensley,254,,,
Navajo,U.S. House,2,REP,Dick Hensley,6,,,
Yavapai,U.S. House,2,REP,Dick Hensley,0,,,
,U.S. House,2,REP,Dick Hensley,618,,,
Coconino,U.S. House,2,REP,Dusko Jovicic,2,,,
La Paz,U.S. House,2,REP,Dusko Jovicic,0,,,
Maricopa,U.S. House,2,REP,Dusko Jovicic,2927,,,
Mohave,U.S. House,2,REP,Dusko Jovicic,875,,,
Navajo,U.S. House,2,REP,Dusko Jovicic,1,,,
Yavapai,U.S. House,2,REP,Dusko Jovicic,0,,,
,U.S. House,2,REP,Dusko Jovicic,3805,,,
Coconino,U.S. House,2,REP,John Keegan,5,,,
La Paz,U.S. House,2,REP,John Keegan,0,,,
Maricopa,U.S. House,2,REP,John Keegan,8564,,,
Mohave,U.S. House,2,REP,John Keegan,1983,,,
Navajo,U.S. House,2,REP,John Keegan,8,,,
Yavapai,U.S. House,2,REP,John Keegan,0,,,
,U.S. House,2,REP,John Keegan,10560,,,
Coconino,U.S. House,2,REP,Mike Schaefer,5,,,
La Paz,U.S. House,2,REP,Mike Schaefer,0,,,
Maricopa,U.S. House,2,REP,Mike Schaefer,532,,,
Mohave,U.S. House,2,REP,Mike Schaefer,390,,,
Navajo,U.S. House,2,REP,Mike Schaefer,6,,,
Yavapai,U.S. House,2,REP,Mike Schaefer,0,,,
,U.S. House,2,REP,Mike Schaefer,933,,,
Maricopa,U.S. House,3,DEM,Charles Hill,14336,,,
,U.S. House,3,DEM,Charles Hill,14336,True,,
Maricopa,U.S. House,3,LBT,Edward Gaudreau,134,,,
,U.S. House,3,LBT,Edward Gaudreau,134,,,
Maricopa,U.S. House,3,LBT,Mark Yannone,186,,,
,U.S. House,3,LBT,Mark Yannone,186,True,,
Maricopa,U.S. House,3,REP,John Shadegg,36500,,,
,U.S. House,3,REP,John Shadegg,36500,True,,
Maricopa,U.S. House,4,DEM,Ed Pastor,17051,,,
,U.S. House,4,DEM,Ed Pastor,17051,True,,
Maricopa,U.S. House,4,LBT,Amy Gibbons,20,,True,
,U.S. House,4,LBT,Amy Gibbons,20,,True,
Maricopa,U.S. House,4,LBT,Richard Sutton,3,,True,
,U.S. House,4,LBT,Richard Sutton,3,,True,
Maricopa,U.S. House,4,REP,Jonathan Barnert,5616,,,
,U.S. House,4,REP,Jonathan Barnert,5616,True,,
Maricopa,U.S. House,4,REP,Don Karg,1913,,,
,U.S. House,4,REP,Don Karg,1913,,,
Maricopa,U.S. House,5,DEM,Craig Columbus,8147,,,
,U.S. House,5,DEM,Craig Columbus,8147,True,,
Maricopa,U.S. House,5,DEM,Larry King,4903,,,
,U.S. House,5,DEM,Larry King,4903,,,
Maricopa,U.S. House,5,DEM,Ronald E. Maynard,3567,,,
,U.S. House,5,DEM,Ronald E. Maynard,3567,,,
Maricopa,U.S. House,5,LBT,Warren Severin,64,,True,
,U.S. House,5,LBT,Warren Severin,64,,True,
Maricopa,U.S. House,5,REP,J.D. Hayworth,37325,,,
,U.S. House,5,REP,J.D. Hayworth,37325,True,,
Maricopa,U.S. House,6,DEM,Deborah Thomas,12427,,,
Pinal,U.S. House,6,DEM,Deborah Thomas,1293,,,
,U.S. House,6,DEM,Deborah Thomas,13720,True,,
Maricopa,U.S. House,6,LBT,Andy Wagner,4,,True,
Pinal,U.S. House,6,LBT,Andy Wagner,4,,True,
,U.S. House,6,LBT,Andy Wagner,8,,True,
Maricopa,U.S. House,6,REP,Jeff Flake,39154,,,
Pinal,U.S. House,6,REP,Jeff Flake,1871,,,
,U.S. House,6,REP,Jeff Flake,41025,True,,
La Paz,U.S. House,7,DEM,Mark Fleisher,70,,,
Maricopa,U.S. House,7,DEM,Mark Fleisher,299,,,
Pima,U.S. House,7,DEM,Mark Fleisher,751,,,
Pinal,U.S. House,7,DEM,Mark Fleisher,74,,,
Santa Cruz,U.S. House,7,DEM,Mark Fleisher,132,,,
Yuma,U.S. House,7,DEM,Mark Fleisher,696,,,
,U.S. House,7,DEM,Mark Fleisher,2022,,,
La Paz,U.S. House,7,DEM,Luis Armando Gonzales,75,,,
Maricopa,U.S. House,7,DEM,Luis Armando Gonzales,200,,,
Pima,U.S. House,7,DEM,Luis Armando Gonzales,1150,,,
Pinal,U.S. House,7,DEM,Luis Armando Gonzales,183,,,
Santa Cruz,U.S. House,7,DEM,Luis Armando Gonzales,283,,,
Yuma,U.S. House,7,DEM,Luis Armando Gonzales,214,,,
,U.S. House,7,DEM,Luis Armando Gonzales,2105,,,
La Paz,U.S. House,7,DEM,Ra�l M. Grijalva,47,,,
Maricopa,U.S. House,7,DEM,Ra�l M. Grijalva,409,,,
Pima,U.S. House,7,DEM,Ra�l M. Grijalva,12298,,,
Pinal,U.S. House,7,DEM,Ra�l M. Grijalva,61,,,
Santa Cruz,U.S. House,7,DEM,Ra�l M. Grijalva,1123,,,
Yuma,U.S. House,7,DEM,Ra�l M. Grijalva,897,,,
,U.S. House,7,DEM,Ra�l M. Grijalva,14835,True,,
La Paz,U.S. House,7,DEM,Jaime P. Gutierrez,87,,,
Maricopa,U.S. House,7,DEM,Jaime P. Gutierrez,937,,,
Pima,U.S. House,7,DEM,Jaime P. Gutierrez,2734,,,
Pinal,U.S. House,7,DEM,Jaime P. Gutierrez,178,,,
Santa Cruz,U.S. House,7,DEM,Jaime P. Gutierrez,395,,,
Yuma,U.S. House,7,DEM,Jaime P. Gutierrez,1070,,,
,U.S. House,7,DEM,Jaime P. Gutierrez,5401,,,
La Paz,U.S. House,7,DEM,Lisa Otondo,86,,,
Maricopa,U.S. House,7,DEM,Lisa Otondo,118,,,
Pima,U.S. House,7,DEM,Lisa Otondo,391,,,
Pinal,U.S. House,7,DEM,Lisa Otondo,40,,,
Santa Cruz,U.S. House,7,DEM,Lisa Otondo,142,,,
Yuma,U.S. House,7,DEM,Lisa Otondo,1525,,,
,U.S. House,7,DEM,Lisa Otondo,2302,,,
La Paz,U.S. House,7,DEM,Elaine Richardson,203,,,
Maricopa,U.S. House,7,DEM,Elaine Richardson,467,,,
Pima,U.S. House,7,DEM,Elaine Richardson,4784,,,
Pinal,U.S. House,7,DEM,Elaine Richardson,111,,,
Santa Cruz,U.S. House,7,DEM,Elaine Richardson,869,,,
Yuma,U.S. House,7,DEM,Elaine Richardson,1155,,,
,U.S. House,7,DEM,Elaine Richardson,7589,,,
La Paz,U.S. House,7,DEM,Jes�s Romo,24,,,
Maricopa,U.S. House,7,DEM,Jes�s Romo,53,,,
Pima,U.S. House,7,DEM,Jes�s Romo,416,,,
Pinal,U.S. House,7,DEM,Jes�s Romo,40,,,
Santa Cruz,U.S. House,7,DEM,Jes�s Romo,357,,,
Yuma,U.S. House,7,DEM,Jes�s Romo,118,,,
,U.S. House,7,DEM,Jes�s Romo,1008,,,
La Paz,U.S. House,7,DEM,Sherry Smith,91,,,
Maricopa,U.S. House,7,DEM,Sherry Smith,149,,,
Pima,U.S. House,7,DEM,Sherry Smith,359,,,
Pinal,U.S. House,7,DEM,Sherry Smith,102,,,
Santa Cruz,U.S. House,7,DEM,Sherry Smith,58,,,
Yuma,U.S. House,7,DEM,Sherry Smith,299,,,
,U.S. House,7,DEM,Sherry Smith,1058,,,
La Paz,U.S. House,7,LBT,John L. Nemeth,9,,,
Maricopa,U.S. House,7,LBT,John L. Nemeth,23,,,
Pima,U.S. House,7,LBT,John L. Nemeth,210,,,
Pinal,U.S. House,7,LBT,John L. Nemeth,9,,,
Santa Cruz,U.S. House,7,LBT,John L. Nemeth,17,,,
Yuma,U.S. House,7,LBT,John L. Nemeth,44,,,
,U.S. House,7,LBT,John L. Nemeth,312,True,,
La Paz,U.S. House,7,REP,Ross Hieb,225,,,
Maricopa,U.S. House,7,REP,Ross Hieb,285,,,
Pima,U.S. House,7,REP,Ross Hieb,1836,,,
Pinal,U.S. House,7,REP,Ross Hieb,41,,,
Santa Cruz,U.S. House,7,REP,Ross Hieb,115,,,
Yuma,U.S. House,7,REP,Ross Hieb,3924,,,
,U.S. House,7,REP,Ross Hieb,6426,True,,
La Paz,U.S. House,7,REP,Lori Lustig,127,,,
Maricopa,U.S. House,7,REP,Lori Lustig,289,,,
Pima,U.S. House,7,REP,Lori Lustig,1264,,,
Pinal,U.S. House,7,REP,Lori Lustig,49,,,
Santa Cruz,U.S. House,7,REP,Lori Lustig,104,,,
Yuma,U.S. House,7,REP,Lori Lustig,374,,,
,U.S. House,7,REP,Lori Lustig,2207,,,
La Paz,U.S. House,7,REP,Al Pi�a,96,,,
Maricopa,U.S. House,7,REP,Al Pi�a,362,,,
Pima,U.S. House,7,REP,Al Pi�a,1041,,,
Pinal,U.S. House,7,REP,Al Pi�a,66,,,
Santa Cruz,U.S. House,7,REP,Al Pi�a,191,,,
Yuma,U.S. House,7,REP,Al Pi�a,616,,,
,U.S. House,7,REP,Al Pi�a,2372,,,
La Paz,U.S. House,7,REP,Joseph Sweeney,337,,,
Maricopa,U.S. House,7,REP,Joseph Sweeney,822,,,
Pima,U.S. House,7,REP,Joseph Sweeney,2259,,,
Pinal,U.S. House,7,REP,Joseph Sweeney,142,,,
Santa Cruz,U.S. House,7,REP,Joseph Sweeney,271,,,
Yuma,U.S. House,7,REP,Joseph Sweeney,950,,,
,U.S. House,7,REP,Joseph Sweeney,4781,,,
Cochise,U.S. House,8,DEM,Mary Judge Ryan,5616,,,
Pima,U.S. House,8,DEM,Mary Judge Ryan,26033,,,
Pinal,U.S. House,8,DEM,Mary Judge Ryan,277,,,
Santa Cruz,U.S. House,8,DEM,Mary Judge Ryan,396,,,
,U.S. House,8,DEM,Mary Judge Ryan,32322,True,,
Cochise,U.S. House,8,LBT,Joe Duarte,97,,,
Pima,U.S. House,8,LBT,Joe Duarte,353,,,
Pinal,U.S. House,8,LBT,Joe Duarte,0,,,
Santa Cruz,U.S. House,8,LBT,Joe Duarte,3,,,
,U.S. House,8,LBT,Joe Duarte,453,True,,
Cochise,U.S. House,8,REP,James (Jim,3407,,,
Pima,U.S. House,8,REP,James (Jim,9753,,,
Pinal,U.S. House,8,REP,James (Jim,195,,,
Santa Cruz,U.S. House,8,REP,James (Jim,147,,,
,U.S. House,8,REP,James (Jim,13502,,,
Cochise,U.S. House,8,REP,Jim Kolbe,4804,,,
Pima,U.S. House,8,REP,Jim Kolbe,29557,,,
Pinal,U.S. House,8,REP,Jim Kolbe,805,,,
Santa Cruz,U.S. House,8,REP,Jim Kolbe,380,,,
,U.S. House,8,REP,Jim Kolbe,35546,True,,
Apache,Governor,,DEM,Alfredo Gutierrez,2185,,,
Cochise,Governor,,DEM,Alfredo Gutierrez,1961,,,
Coconino,Governor,,DEM,Alfredo Gutierrez,2072,,,
Gila,Governor,,DEM,Alfredo Gutierrez,1637,,,
Graham,Governor,,DEM,Alfredo Gutierrez,770,,,
Greenlee,Governor,,DEM,Alfredo Gutierrez,438,,,
La Paz,Governor,,DEM,Alfredo Gutierrez,139,,,
Maricopa,Governor,,DEM,Alfredo Gutierrez,20059,,,
Mohave,Governor,,DEM,Alfredo Gutierrez,620,,,
Navajo,Governor,,DEM,Alfredo Gutierrez,1666,,,
Pima,Governor,,DEM,Alfredo Gutierrez,11161,,,
Pinal,Governor,,DEM,Alfredo Gutierrez,3009,,,
Santa Cruz,Governor,,DEM,Alfredo Gutierrez,1417,,,
Yavapai,Governor,,DEM,Alfredo Gutierrez,1630,,,
Yuma,Governor,,DEM,Alfredo Gutierrez,1613,,,
,Governor,,DEM,Alfredo Gutierrez,50377,,,
Apache,Governor,,DEM,Janet Napolitano,4800,,,
Cochise,Governor,,DEM,Janet Napolitano,3166,,,
Coconino,Governor,,DEM,Janet Napolitano,4930,,,
Gila,Governor,,DEM,Janet Napolitano,2268,,,
Graham,Governor,,DEM,Janet Napolitano,979,,,
Greenlee,Governor,,DEM,Janet Napolitano,415,,,
La Paz,Governor,,DEM,Janet Napolitano,367,,,
Maricopa,Governor,,DEM,Janet Napolitano,57753,,,
Mohave,Governor,,DEM,Janet Napolitano,3247,,,
Navajo,Governor,,DEM,Janet Napolitano,3881,,,
Pima,Governor,,DEM,Janet Napolitano,30017,,,
Pinal,Governor,,DEM,Janet Napolitano,5244,,,
Santa Cruz,Governor,,DEM,Janet Napolitano,2014,,,
Yavapai,Governor,,DEM,Janet Napolitano,6561,,,
Yuma,Governor,,DEM,Janet Napolitano,3060,,,
,Governor,,DEM,Janet Napolitano,128702,True,,
Apache,Governor,,DEM,Mike Newcomb,2257,,,
Cochise,Governor,,DEM,Mike Newcomb,458,,,
Coconino,Governor,,DEM,Mike Newcomb,902,,,
Gila,Governor,,DEM,Mike Newcomb,317,,,
Graham,Governor,,DEM,Mike Newcomb,227,,,
Greenlee,Governor,,DEM,Mike Newcomb,100,,,
La Paz,Governor,,DEM,Mike Newcomb,86,,,
Maricopa,Governor,,DEM,Mike Newcomb,4083,,,
Mohave,Governor,,DEM,Mike Newcomb,516,,,
Navajo,Governor,,DEM,Mike Newcomb,1107,,,
Pima,Governor,,DEM,Mike Newcomb,2388,,,
Pinal,Governor,,DEM,Mike Newcomb,646,,,
Santa Cruz,Governor,,DEM,Mike Newcomb,156,,,
Yavapai,Governor,,DEM,Mike Newcomb,564,,,
Yuma,Governor,,DEM,Mike Newcomb,566,,,
,Governor,,DEM,Mike Newcomb,14373,,,
Apache,Governor,,DEM,Mark Osterloh,958,,,
Cochise,Governor,,DEM,Mark Osterloh,1254,,,
Coconino,Governor,,DEM,Mark Osterloh,1116,,,
Gila,Governor,,DEM,Mark Osterloh,732,,,
Graham,Governor,,DEM,Mark Osterloh,482,,,
Greenlee,Governor,,DEM,Mark Osterloh,161,,,
La Paz,Governor,,DEM,Mark Osterloh,117,,,
Maricopa,Governor,,DEM,Mark Osterloh,11189,,,
Mohave,Governor,,DEM,Mark Osterloh,1086,,,
Navajo,Governor,,DEM,Mark Osterloh,969,,,
Pima,Governor,,DEM,Mark Osterloh,9212,,,
Pinal,Governor,,DEM,Mark Osterloh,1580,,,
Santa Cruz,Governor,,DEM,Mark Osterloh,283,,,
Yavapai,Governor,,DEM,Mark Osterloh,1537,,,
Yuma,Governor,,DEM,Mark Osterloh,746,,,
,Governor,,DEM,Mark Osterloh,31422,,,
Apache,Governor,,LBT,Gary Fallon,44,,,
Cochise,Governor,,LBT,Gary Fallon,52,,,
Coconino,Governor,,LBT,Gary Fallon,45,,,
Gila,Governor,,LBT,Gary Fallon,19,,,
Graham,Governor,,LBT,Gary Fallon,2,,,
Greenlee,Governor,,LBT,Gary Fallon,1,,,
La Paz,Governor,,LBT,Gary Fallon,3,,,
Maricopa,Governor,,LBT,Gary Fallon,662,,,
Mohave,Governor,,LBT,Gary Fallon,61,,,
Navajo,Governor,,LBT,Gary Fallon,9,,,
Pima,Governor,,LBT,Gary Fallon,270,,,
Pinal,Governor,,LBT,Gary Fallon,35,,,
Santa Cruz,Governor,,LBT,Gary Fallon,9,,,
Yavapai,Governor,,LBT,Gary Fallon,126,,,
Yuma,Governor,,LBT,Gary Fallon,20,,,
,Governor,,LBT,Gary Fallon,1358,,,
Apache,Governor,,LBT,Barry Hess,33,,,
Cochise,Governor,,LBT,Barry Hess,47,,,
Coconino,Governor,,LBT,Barry Hess,51,,,
Gila,Governor,,LBT,Barry Hess,19,,,
Graham,Governor,,LBT,Barry Hess,8,,,
Greenlee,Governor,,LBT,Barry Hess,2,,,
La Paz,Governor,,LBT,Barry Hess,7,,,
Maricopa,Governor,,LBT,Barry Hess,688,,,
Mohave,Governor,,LBT,Barry Hess,61,,,
Navajo,Governor,,LBT,Barry Hess,16,,,
Pima,Governor,,LBT,Barry Hess,308,,,
