county,votes,early_voting,election_day,late_early_voting,provisional,party,office,district,candidate,precinct
Pinal,227,0,0,0,0,,Registered Voters,,REGISTERED VOTERS,SKYLINE RANCH
Pinal,173,0,0,0,0,,Registered Voters,,REGISTERED VOTERS,QUEEN CREEK SOUTH
Pinal,144,0,0,0,0,,Registered Voters,,REGISTERED VOTERS,SAN TAN RANCHES
Pinal,183,0,0,0,0,,Registered Voters,,REGISTERED VOTERS,COPPER BASIN SOUTHEAST
Pinal,189,0,0,0,0,,Registered Voters,,REGISTERED VOTERS,LINKS ESTATES
Pinal,205,0,0,0,0,,Registered Voters,,REGISTERED VOTERS,MISSION VALLEY
Pinal,205,0,0,0,0,,Registered Voters,,REGISTERED VOTERS,0 DESERT CEDARS
Pinal,252,0,0,0,0,,Registered Voters,,REGISTERED VOTERS,1 ALTERRA NORTH
Pinal,262,0,0,0,0,,Registered Voters,,REGISTERED VOTERS,2 MARICOPA WELLS
Pinal,0,0,0,0,0,,Registered Voters,,REGISTERED VOTERS,3 SAN CARLOS COMMUNITY
Pinal,20,0,0,0,0,,Registered Voters,,REGISTERED VOTERS,4 PICACHO SOUTH
Pinal,15,0,0,0,0,,Registered Voters,,REGISTERED VOTERS,5 TOLTEC SOUTHWEST
Pinal,101,33,36,27,4,,Ballots Cast,,BALLOTS CAST,KEARNY
Pinal,43,15,14,11,2,,Ballots Cast,,BALLOTS CAST,DUDLEYVILLE
Pinal,128,45,38,36,7,,Ballots Cast,,BALLOTS CAST,SAN MANUEL
Pinal,61,23,14,20,1,,Ballots Cast,,BALLOTS CAST,MAMMOTH
Pinal,154,68,37,45,2,,Ballots Cast,,BALLOTS CAST,ORACLE
Pinal,246,134,38,68,4,,Ballots Cast,,BALLOTS CAST,SADDLEBROOKE WEST
Pinal,139,48,38,45,8,,Ballots Cast,,BALLOTS CAST,ARIZONA CITY
Pinal,145,51,42,44,7,,Ballots Cast,,BALLOTS CAST,TOLTEC SOUTH
Pinal,20,5,5,7,1,,Ballots Cast,,BALLOTS CAST,PICACHO
Pinal,55,18,17,15,4,,Ballots Cast,,BALLOTS CAST,ELOY
Pinal,153,75,27,46,4,,Ballots Cast,,BALLOTS CAST,TOLTEC
Pinal,59,17,16,20,4,,Ballots Cast,,BALLOTS CAST,ELOY SOUTH
Pinal,228,128,33,61,4,,Ballots Cast,,BALLOTS CAST,SADDLEBROOKE EAST
Pinal,126,34,36,48,7,,Ballots Cast,,BALLOTS CAST,RED ROCK
Pinal,69,22,22,19,5,,Ballots Cast,,BALLOTS CAST,COOLIDGE NE
Pinal,177,50,60,55,11,,Ballots Cast,,BALLOTS CAST,COOLIDGE NW
Pinal,90,25,29,27,7,,Ballots Cast,,BALLOTS CAST,COOLIDGE SOUTH
Pinal,50,20,12,15,3,,Ballots Cast,,BALLOTS CAST,RANDOLPH
Pinal,68,23,16,25,3,,Ballots Cast,,BALLOTS CAST,CENTRAL ARIZONA COLLEGE
Pinal,54,17,17,16,2,,Ballots Cast,,BALLOTS CAST,ELEVEN MILE CORNER
Pinal,109,52,23,30,3,,Ballots Cast,,BALLOTS CAST,FLORENCE NORTH
Pinal,98,34,26,30,6,,Ballots Cast,,BALLOTS CAST,FLORENCE SOUTH
Pinal,94,35,23,29,4,,Ballots Cast,,BALLOTS CAST,CACTUS FOREST
Pinal,212,81,45,77,9,,Ballots Cast,,BALLOTS CAST,JOHNSON RANCH
Pinal,387,157,84,126,18,,Ballots Cast,,BALLOTS CAST,POSTON BUTTE
Pinal,251,85,55,94,15,,Ballots Cast,,BALLOTS CAST,QUEEN CREEK
Pinal,45,1,32,6,5,,Ballots Cast,,BALLOTS CAST,SACATON
Pinal,166,48,44,64,9,,Ballots Cast,,BALLOTS CAST,MARICOPA
Pinal,28,7,8,11,0,,Ballots Cast,,BALLOTS CAST,STANFIELD
Pinal,118,42,28,38,9,,Ballots Cast,,BALLOTS CAST,CASA GRANDE NORTH
Pinal,117,42,27,40,7,,Ballots Cast,,BALLOTS CAST,CASA GRANDE N CENTRAL
Pinal,130,42,32,44,10,,Ballots Cast,,BALLOTS CAST,CASA GRANDE S CENTRAL
Pinal,131,45,35,43,7,,Ballots Cast,,BALLOTS CAST,CASA GRANDE NE
Pinal,98,27,28,33,9,,Ballots Cast,,BALLOTS CAST,CASA GRANDE SE
Pinal,199,77,42,69,10,,Ballots Cast,,BALLOTS CAST,CASA GRANDE NW
Pinal,82,25,25,24,7,,Ballots Cast,,BALLOTS CAST,CASA GRANDE SW
Pinal,169,56,40,64,8,,Ballots Cast,,BALLOTS CAST,CASA GRANDE RANCHO GRANDE
Pinal,171,76,34,52,7,,Ballots Cast,,BALLOTS CAST,APACHE JCT SUPERSTITION
Pinal,160,72,30,51,6,,Ballots Cast,,BALLOTS CAST,CASA GRANDE INTERCHANGE
Pinal,99,39,26,28,6,,Ballots Cast,,BALLOTS CAST,APACHE JCT NW
Pinal,167,72,35,52,7,,Ballots Cast,,BALLOTS CAST,APACHE JCT SW
Pinal,179,57,55,57,9,,Ballots Cast,,BALLOTS CAST,APACHE JCT SE
Pinal,155,54,46,49,5,,Ballots Cast,,BALLOTS CAST,APACHE JCT NE
Pinal,139,63,29,40,5,,Ballots Cast,,BALLOTS CAST,APACHE JCT EAST
Pinal,131,47,35,38,10,,Ballots Cast,,BALLOTS CAST,APACHE JCT CENTRAL
Pinal,162,62,42,51,5,,Ballots Cast,,BALLOTS CAST,GOLD CANYON
Pinal,38,12,14,10,1,,Ballots Cast,,BALLOTS CAST,QUEEN VALLEY
Pinal,105,33,34,29,7,,Ballots Cast,,BALLOTS CAST,SUPERIOR
Pinal,2,1,0,1,0,,Ballots Cast,,BALLOTS CAST,SUPERIOR WEST
Pinal,9,3,4,2,0,,Ballots Cast,,BALLOTS CAST,SUTTON SUMMIT
Pinal,12,1,7,2,0,,Ballots Cast,,BALLOTS CAST,CHUI CHU
Pinal,108,28,36,36,6,,Ballots Cast,,BALLOTS CAST,THUNDERBIRD FARMS
Pinal,149,49,38,51,9,,Ballots Cast,,BALLOTS CAST,CASA GRANDE WEST
Pinal,132,50,35,41,5,,Ballots Cast,,BALLOTS CAST,APACHE JUNCTION NORTH
Pinal,186,63,54,62,5,,Ballots Cast,,BALLOTS CAST,APACHE JUNCTION N. CENTRAL
Pinal,118,44,31,37,4,,Ballots Cast,,BALLOTS CAST,APACHE JUNCTION E. CENTRAL
Pinal,180,72,42,59,6,,Ballots Cast,,BALLOTS CAST,APACHE JUNCTION SOUTH
Pinal,36,1,23,5,6,,Ballots Cast,,BALLOTS CAST,BLACKWATER
Pinal,37,1,30,5,0,,Ballots Cast,,BALLOTS CAST,SAN TAN
Pinal,39,2,26,7,3,,Ballots Cast,,BALLOTS CAST,CASA BLANCA
Pinal,93,35,27,26,4,,Ballots Cast,,BALLOTS CAST,APACHE TRAIL
Pinal,198,83,43,64,6,,Ballots Cast,,BALLOTS CAST,SUPERSTITION MOUNTAIN
Pinal,134,64,31,36,2,,Ballots Cast,,BALLOTS CAST,MOUNTAINBROOK VILLAGE
Pinal,81,24,19,31,5,,Ballots Cast,,BALLOTS CAST,HIDDEN VALLEY
Pinal,171,47,48,66,9,,Ballots Cast,,BALLOTS CAST,SAN TAN PARK
Pinal,111,29,26,46,7,,Ballots Cast,,BALLOTS CAST,BELLA VISTA
Pinal,144,46,34,53,10,,Ballots Cast,,BALLOTS CAST,COPPER BASIN
Pinal,158,39,46,59,11,,Ballots Cast,,BALLOTS CAST,SCHNEPF
Pinal,77,30,17,26,3,,Ballots Cast,,BALLOTS CAST,PERALTA
Pinal,109,31,30,38,8,,Ballots Cast,,BALLOTS CAST,SANTA ROSA
Pinal,158,39,49,58,10,,Ballots Cast,,BALLOTS CAST,EL DORADO
Pinal,185,57,54,60,12,,Ballots Cast,,BALLOTS CAST,WALKER BUTTE
Pinal,184,49,50,70,14,,Ballots Cast,,BALLOTS CAST,PECAN CREEK NORTH
Pinal,23,2,15,4,1,,Ballots Cast,,BALLOTS CAST,AK CHIN COMMUNITY
Pinal,172,51,44,63,13,,Ballots Cast,,BALLOTS CAST,MARICOPA MEADOWS
Pinal,187,45,63,64,14,,Ballots Cast,,BALLOTS CAST,MARICOPA FIESTA
Pinal,304,116,57,115,15,,Ballots Cast,,BALLOTS CAST,PROVINCE
Pinal,174,74,31,60,8,,Ballots Cast,,BALLOTS CAST,IRONWOOD COMMON
Pinal,50,14,15,14,6,,Ballots Cast,,BALLOTS CAST,CRUZ PARK
Pinal,202,65,55,69,11,,Ballots Cast,,BALLOTS CAST,COYOTE RANCH
Pinal,87,33,22,28,3,,Ballots Cast,,BALLOTS CAST,GOLD CANYON NORTH
Pinal,173,47,48,65,11,,Ballots Cast,,BALLOTS CAST,SAN TAN HEIGHTS
Pinal,214,64,54,81,14,,Ballots Cast,,BALLOTS CAST,CIRCLE CROSS RANCH
Pinal,142,39,40,50,11,,Ballots Cast,,BALLOTS CAST,JOHNSON RANCH EAST
Pinal,367,120,74,151,20,,Ballots Cast,,BALLOTS CAST,IRONWOOD CROSSING
Pinal,206,58,53,78,16,,Ballots Cast,,BALLOTS CAST,QUAIL HOLLOW
Pinal,137,35,38,50,12,,Ballots Cast,,BALLOTS CAST,SENITA
Pinal,100,36,26,31,5,,Ballots Cast,,BALLOTS CAST,SILVERBELL
Pinal,289,144,55,84,5,,Ballots Cast,,BALLOTS CAST,EAGLE CREST
Pinal,100,34,31,28,6,,Ballots Cast,,BALLOTS CAST,ORACLE SOUTH
Pinal,166,40,47,64,13,,Ballots Cast,,BALLOTS CAST,SKYLINE RANCH
Pinal,121,39,25,50,6,,Ballots Cast,,BALLOTS CAST,QUEEN CREEK SOUTH
Pinal,105,31,21,47,4,,Ballots Cast,,BALLOTS CAST,SAN TAN RANCHES
Pinal,126,36,37,42,10,,Ballots Cast,,BALLOTS CAST,COPPER BASIN SOUTHEAST
Pinal,124,35,29,50,9,,Ballots Cast,,BALLOTS CAST,LINKS ESTATES
Pinal,145,53,32,49,9,,Ballots Cast,,BALLOTS CAST,MISSION VALLEY
Pinal,130,34,38,48,8,,Ballots Cast,,BALLOTS CAST,0 DESERT CEDARS
Pinal,156,40,42,57,15,,Ballots Cast,,BALLOTS CAST,1 ALTERRA NORTH
Pinal,182,54,47,67,12,,Ballots Cast,,BALLOTS CAST,2 MARICOPA WELLS
Pinal,0,0,0,0,0,,Ballots Cast,,BALLOTS CAST,3 SAN CARLOS COMMUNITY
Pinal,14,4,3,6,1,,Ballots Cast,,BALLOTS CAST,4 PICACHO SOUTH
Pinal,6,2,1,2,0,,Ballots Cast,,BALLOTS CAST,5 TOLTEC SOUTHWEST
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,KEARNY
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,DUDLEYVILLE
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,SAN MANUEL
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,MAMMOTH
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,ORACLE
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,SADDLEBROOKE WEST
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,ARIZONA CITY
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,TOLTEC SOUTH
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,PICACHO
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,ELOY
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,TOLTEC
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,ELOY SOUTH
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,SADDLEBROOKE EAST
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,RED ROCK
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,COOLIDGE NE
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,COOLIDGE NW
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,COOLIDGE SOUTH
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,RANDOLPH
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,CENTRAL ARIZONA COLLEGE
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,ELEVEN MILE CORNER
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,FLORENCE NORTH
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,FLORENCE SOUTH
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,CACTUS FOREST
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,JOHNSON RANCH
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,POSTON BUTTE
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,QUEEN CREEK
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,SACATON
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,MARICOPA
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,STANFIELD
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,CASA GRANDE NORTH
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,CASA GRANDE N CENTRAL
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,CASA GRANDE S CENTRAL
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,CASA GRANDE NE
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,CASA GRANDE SE
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,CASA GRANDE NW
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,CASA GRANDE SW
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,CASA GRANDE RANCHO GRANDE
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,APACHE JCT SUPERSTITION
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,CASA GRANDE INTERCHANGE
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,APACHE JCT NW
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,APACHE JCT SW
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,APACHE JCT SE
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,APACHE JCT NE
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,APACHE JCT EAST
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,APACHE JCT CENTRAL
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,GOLD CANYON
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,QUEEN VALLEY
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,SUPERIOR
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,SUPERIOR WEST
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,SUTTON SUMMIT
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,CHUI CHU
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,THUNDERBIRD FARMS
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,CASA GRANDE WEST
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,APACHE JUNCTION NORTH
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,APACHE JUNCTION N. CENTRAL
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,APACHE JUNCTION E. CENTRAL
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,APACHE JUNCTION SOUTH
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,BLACKWATER
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,SAN TAN
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,CASA BLANCA
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,APACHE TRAIL
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,SUPERSTITION MOUNTAIN
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,MOUNTAINBROOK VILLAGE
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,HIDDEN VALLEY
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,SAN TAN PARK
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,BELLA VISTA
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,COPPER BASIN
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,SCHNEPF
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,PERALTA
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,SANTA ROSA
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,EL DORADO
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,WALKER BUTTE
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,PECAN CREEK NORTH
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,AK CHIN COMMUNITY
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,MARICOPA MEADOWS
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,MARICOPA FIESTA
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,PROVINCE
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,IRONWOOD COMMON
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,CRUZ PARK
Pinal,0,0,0,0,0,,Blank Ballots Cast,,BALLOTS CAST - BLANK,COYOTE RANCH
