county,precinct,office,district,candidate,party,early_voting,election_day,provisional,votes
Coconino,Flagstaff 2,State Senate,6,Write-ins,,0,0,0,0
Coconino,Flagstaff 2,State House,6,Times Counted,,820,220,28,1068
Coconino,Flagstaff 2,State House,6,Times Blank Voted,,18,4,0,22
Coconino,Flagstaff 2,State House,6,Times Over Voted,,1,0,0,1
Coconino,Flagstaff 2,State House,6,Number of Under Votes,,101,50,8,159
Coconino,Flagstaff 2,State House,6,"FRENCH, FELICIA",DEM,660,170,21,851
Coconino,Flagstaff 2,State House,6,"TYLER, BOBBY",DEM,594,135,18,747
Coconino,Flagstaff 2,State House,6,"BLACKMAN, WALTER",REP,121,38,4,163
Coconino,Flagstaff 2,State House,6,"THORPE, BOB",REP,126,39,5,170
Coconino,Flagstaff 2,State House,6,Write-ins,,0,0,0,0
Coconino,Flagstaff 2,Secretary of State,,Times Counted,,820,220,28,1068
Coconino,Flagstaff 2,Secretary of State,,Times Blank Voted,,16,6,0,22
Coconino,Flagstaff 2,Secretary of State,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 2,Secretary of State,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 2,Secretary of State,,"HOBBS, KATIE",DEM,682,174,23,879
Coconino,Flagstaff 2,Secretary of State,,"GAYNOR, STEVE",REP,119,40,5,164
Coconino,Flagstaff 2,Secretary of State,,Write-ins,,3,0,0,3
Coconino,Flagstaff 2,Attorney General,,Times Counted,,820,220,28,1068
Coconino,Flagstaff 2,Attorney General,,Times Blank Voted,,18,8,1,27
Coconino,Flagstaff 2,Attorney General,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 2,Attorney General,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 2,Attorney General,,"CONTRERAS, JANUARY",DEM,667,171,23,861
Coconino,Flagstaff 2,Attorney General,,"BRNOVICH, MARK",REP,134,41,4,179
Coconino,Flagstaff 2,Attorney General,,Write-ins,,1,0,0,1
Coconino,Flagstaff 2,State Treasurer,,Times Counted,,820,220,28,1068
Coconino,Flagstaff 2,State Treasurer,,Times Blank Voted,,36,11,0,47
Coconino,Flagstaff 2,State Treasurer,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 2,State Treasurer,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 2,State Treasurer,,"MANOIL, MARK",DEM,621,159,22,802
Coconino,Flagstaff 2,State Treasurer,,"YEE, KIMBERLY",REP,162,50,6,218
Coconino,Flagstaff 2,State Treasurer,,Write-ins,,1,0,0,1
Coconino,Flagstaff 2,Superintendent of Public Instruction,,Times Counted,,820,220,28,1068
Coconino,Flagstaff 2,Superintendent of Public Instruction,,Times Blank Voted,,25,8,0,33
Coconino,Flagstaff 2,Superintendent of Public Instruction,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 2,Superintendent of Public Instruction,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 2,Superintendent of Public Instruction,,"HOFFMAN, KATHY",DEM,675,173,24,872
Coconino,Flagstaff 2,Superintendent of Public Instruction,,"RIGGS, FRANK",REP,119,39,4,162
Coconino,Flagstaff 2,Superintendent of Public Instruction,,Write-ins,,1,0,0,1
Coconino,Flagstaff 2,State Mine Inspector,,Times Counted,,820,220,28,1068
Coconino,Flagstaff 2,State Mine Inspector,,Times Blank Voted,,45,12,1,58
Coconino,Flagstaff 2,State Mine Inspector,,Times Over Voted,,1,0,0,1
Coconino,Flagstaff 2,State Mine Inspector,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 2,State Mine Inspector,,"PIERCE, WILLIAM",DEM,618,169,22,809
Coconino,Flagstaff 2,State Mine Inspector,,"HART, JOE",REP,153,39,5,197
Coconino,Flagstaff 2,State Mine Inspector,,Write-ins,,3,0,0,3
Coconino,Flagstaff 2,Corporation Commissioner,,Times Counted,,820,220,28,1068
Coconino,Flagstaff 2,Corporation Commissioner,,Times Blank Voted,,38,10,2,50
Coconino,Flagstaff 2,Corporation Commissioner,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 2,Corporation Commissioner,,Number of Under Votes,,61,29,5,95
Coconino,Flagstaff 2,Corporation Commissioner,,"KENNEDY, SANDRA",DEM,632,155,23,810
Coconino,Flagstaff 2,Corporation Commissioner,,"SEARS, KIANA MARIA",DEM,619,150,18,787
Coconino,Flagstaff 2,Corporation Commissioner,,"GLASSMAN, RODNEY",REP,132,46,3,181
Coconino,Flagstaff 2,Corporation Commissioner,,"OLSON, JUSTIN",REP,118,40,3,161
Coconino,Flagstaff 2,Corporation Commissioner,,Write-ins,,2,0,0,2
Coconino,Flagstaff 2,CLERK OF THE SUPERIOR COURT,,Times Counted,,820,220,28,1068
Coconino,Flagstaff 2,CLERK OF THE SUPERIOR COURT,,Times Blank Voted,,156,43,3,202
Coconino,Flagstaff 2,CLERK OF THE SUPERIOR COURT,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 2,CLERK OF THE SUPERIOR COURT,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 2,CLERK OF THE SUPERIOR COURT,,"WYANT, VALERIE",DEM,661,175,25,861
Coconino,Flagstaff 2,CLERK OF THE SUPERIOR COURT,,Write-in 20,,3,2,0,5
Coconino,Flagstaff 2,CONSTABLE - FLAGSTAFF,,Times Counted,,820,220,28,1068
Coconino,Flagstaff 2,CONSTABLE - FLAGSTAFF,,Times Blank Voted,,168,46,3,217
Coconino,Flagstaff 2,CONSTABLE - FLAGSTAFF,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 2,CONSTABLE - FLAGSTAFF,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 2,CONSTABLE - FLAGSTAFF,,"WOMBLE, DARRIN",DEM,650,174,25,849
Coconino,Flagstaff 2,CONSTABLE - FLAGSTAFF,,Write-in 20,,2,0,0,2
Coconino,Flagstaff 2,JUSTICE OF THE PEACE - FLAGSTAFF,,Times Counted,,820,220,28,1068
Coconino,Flagstaff 2,JUSTICE OF THE PEACE - FLAGSTAFF,,Times Blank Voted,,168,46,5,219
Coconino,Flagstaff 2,JUSTICE OF THE PEACE - FLAGSTAFF,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 2,JUSTICE OF THE PEACE - FLAGSTAFF,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 2,JUSTICE OF THE PEACE - FLAGSTAFF,,"GRODMAN, HOWARD",DEM,646,173,23,842
Coconino,Flagstaff 2,JUSTICE OF THE PEACE - FLAGSTAFF,,Write-in 20,,6,1,0,7
Coconino,Flagstaff 2,JUSTICE AZ SUPREME COURT (BOLICK),,Times Counted,,820,220,28,1068
Coconino,Flagstaff 2,JUSTICE AZ SUPREME COURT (BOLICK),,Times Blank Voted,,228,65,8,301
Coconino,Flagstaff 2,JUSTICE AZ SUPREME COURT (BOLICK),,Times Over Voted,,1,0,0,1
Coconino,Flagstaff 2,JUSTICE AZ SUPREME COURT (BOLICK),,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 2,JUSTICE AZ SUPREME COURT (BOLICK),,YES,,321,99,9,429
Coconino,Flagstaff 2,JUSTICE AZ SUPREME COURT (BOLICK),,NO,,270,56,11,337
Coconino,Flagstaff 2,JUSTICE AZ SUPREME COURT (PELANDER),,Times Counted,,820,220,28,1068
Coconino,Flagstaff 2,JUSTICE AZ SUPREME COURT (PELANDER),,Times Blank Voted,,237,64,8,309
Coconino,Flagstaff 2,JUSTICE AZ SUPREME COURT (PELANDER),,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 2,JUSTICE AZ SUPREME COURT (PELANDER),,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 2,JUSTICE AZ SUPREME COURT (PELANDER),,YES,,342,101,8,451
Coconino,Flagstaff 2,JUSTICE AZ SUPREME COURT (PELANDER),,NO,,241,55,12,308
Coconino,Flagstaff 2,JUDGE OF THE SUPERIOR COURT - DIV 1,,Times Counted,,820,220,28,1068
Coconino,Flagstaff 2,JUDGE OF THE SUPERIOR COURT - DIV 1,,Times Blank Voted,,248,74,8,330
Coconino,Flagstaff 2,JUDGE OF THE SUPERIOR COURT - DIV 1,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 2,JUDGE OF THE SUPERIOR COURT - DIV 1,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 2,JUDGE OF THE SUPERIOR COURT - DIV 1,,"REED, TED",,568,145,20,733
Coconino,Flagstaff 2,JUDGE OF THE SUPERIOR COURT - DIV 1,,Write-in 20,,4,1,0,5
Coconino,Flagstaff 2,JUDGE OF THE SUPERIOR COURT - DIV 2,,Times Counted,,820,220,28,1068
Coconino,Flagstaff 2,JUDGE OF THE SUPERIOR COURT - DIV 2,,Times Blank Voted,,224,63,8,295
Coconino,Flagstaff 2,JUDGE OF THE SUPERIOR COURT - DIV 2,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 2,JUDGE OF THE SUPERIOR COURT - DIV 2,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 2,JUDGE OF THE SUPERIOR COURT - DIV 2,,"SLAYTON, DAN",,592,157,20,769
Coconino,Flagstaff 2,JUDGE OF THE SUPERIOR COURT - DIV 2,,Write-in,,4,0,0,4
Coconino,Flagstaff 2,JUDGE OF THE SUPERIOR COURT - DIV 4,,Times Counted,,820,220,28,1068
Coconino,Flagstaff 2,JUDGE OF THE SUPERIOR COURT - DIV 4,,Times Blank Voted,,255,73,11,339
Coconino,Flagstaff 2,JUDGE OF THE SUPERIOR COURT - DIV 4,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 2,JUDGE OF THE SUPERIOR COURT - DIV 4,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 2,JUDGE OF THE SUPERIOR COURT - DIV 4,,"FRIDLUND-HORNE, E",,559,145,17,721
Coconino,Flagstaff 2,JUDGE OF THE SUPERIOR COURT - DIV 4,,Write-in,,6,2,0,8
Coconino,Flagstaff 2,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 2),,Times Counted,,820,220,28,1068
Coconino,Flagstaff 2,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 2),,Times Blank Voted,,203,64,6,273
Coconino,Flagstaff 2,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 2),,Times Over Voted,,2,0,0,2
Coconino,Flagstaff 2,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 2),,Number of Under Votes,,112,51,11,174
Coconino,Flagstaff 2,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 2),,"DUNNO, ANNE",,379,79,9,467
Coconino,Flagstaff 2,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 2),,"HADEN, CAROL",,490,116,13,619
Coconino,Flagstaff 2,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 2),,"TREE, PHILAN",,244,65,11,320
Coconino,Flagstaff 2,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 2),,Write-in 50,,5,1,0,6
Coconino,Flagstaff 2,MAYOR - CITY OF FLAGSTAFF,,Times Counted,,820,220,28,1068
Coconino,Flagstaff 2,MAYOR - CITY OF FLAGSTAFF,,Times Blank Voted,,126,38,6,170
Coconino,Flagstaff 2,MAYOR - CITY OF FLAGSTAFF,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 2,MAYOR - CITY OF FLAGSTAFF,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 2,MAYOR - CITY OF FLAGSTAFF,,"EVANS, CORAL J.",,622,159,20,801
Coconino,Flagstaff 2,MAYOR - CITY OF FLAGSTAFF,,Write-in 20,,72,23,2,97
Coconino,Flagstaff 2,COUNCILMEMBER - CITY OF FLAGSTAFF (ELECT 3),,Times Counted,,820,220,28,1068
Coconino,Flagstaff 2,COUNCILMEMBER - CITY OF FLAGSTAFF (ELECT 3),,Times Blank Voted,,58,22,4,84
Coconino,Flagstaff 2,COUNCILMEMBER - CITY OF FLAGSTAFF (ELECT 3),,Times Over Voted,,3,0,0,3
Coconino,Flagstaff 2,COUNCILMEMBER - CITY OF FLAGSTAFF (ELECT 3),,Number of Under Votes,,236,107,18,361
Coconino,Flagstaff 2,COUNCILMEMBER - CITY OF FLAGSTAFF (ELECT 3),,"ASLAN, AUSTIN",,499,102,8,609
Coconino,Flagstaff 2,COUNCILMEMBER - CITY OF FLAGSTAFF (ELECT 3),,"DEASY, PAUL",,406,85,9,500
Coconino,Flagstaff 2,COUNCILMEMBER - CITY OF FLAGSTAFF (ELECT 3),,"LAVIN, DENNIS",,121,34,2,157
Coconino,Flagstaff 2,COUNCILMEMBER - CITY OF FLAGSTAFF (ELECT 3),,"MARTINEZ, ALEX",,216,59,9,284
Coconino,Flagstaff 2,COUNCILMEMBER - CITY OF FLAGSTAFF (ELECT 3),,"SALAS, REGINA",,270,84,11,365
Coconino,Flagstaff 2,COUNCILMEMBER - CITY OF FLAGSTAFF (ELECT 3),,"SHIMONI, ADAM",,522,123,15,660
Coconino,Flagstaff 2,COUNCILMEMBER - CITY OF FLAGSTAFF (ELECT 3),,Write-in 90,,7,0,0,7
Coconino,Flagstaff 2,PROPOSITION 125 - PUBLIC RETIREMENT SYSTEMS,,Times Counted,,820,220,28,1068
Coconino,Flagstaff 2,PROPOSITION 125 - PUBLIC RETIREMENT SYSTEMS,,Times Blank Voted,,59,14,2,75
Coconino,Flagstaff 2,PROPOSITION 125 - PUBLIC RETIREMENT SYSTEMS,,Times Over Voted,,1,0,0,1
Coconino,Flagstaff 2,PROPOSITION 125 - PUBLIC RETIREMENT SYSTEMS,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 2,PROPOSITION 125 - PUBLIC RETIREMENT SYSTEMS,,YES,,456,118,11,585
Coconino,Flagstaff 2,PROPOSITION 125 - PUBLIC RETIREMENT SYSTEMS,,NO,,304,88,15,407
Coconino,Flagstaff 2,PROPOSITION 126 - PROHIB. TAXATION OF SERVICES,,Times Counted,,820,220,28,1068
Coconino,Flagstaff 2,PROPOSITION 126 - PROHIB. TAXATION OF SERVICES,,Times Blank Voted,,35,9,2,46
Coconino,Flagstaff 2,PROPOSITION 126 - PROHIB. TAXATION OF SERVICES,,Times Over Voted,,2,0,0,2
Coconino,Flagstaff 2,PROPOSITION 126 - PROHIB. TAXATION OF SERVICES,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 2,PROPOSITION 126 - PROHIB. TAXATION OF SERVICES,,YES,,294,85,15,394
Coconino,Flagstaff 2,PROPOSITION 126 - PROHIB. TAXATION OF SERVICES,,NO,,489,126,11,626
Coconino,Flagstaff 2,PROPOSITION 127 - RENEWABLE ENERGY PRODUCTION,,Times Counted,,820,220,28,1068
Coconino,Flagstaff 2,PROPOSITION 127 - RENEWABLE ENERGY PRODUCTION,,Times Blank Voted,,13,5,1,19
Coconino,Flagstaff 2,PROPOSITION 127 - RENEWABLE ENERGY PRODUCTION,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 2,PROPOSITION 127 - RENEWABLE ENERGY PRODUCTION,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 2,PROPOSITION 127 - RENEWABLE ENERGY PRODUCTION,,YES,,554,144,18,716
Coconino,Flagstaff 2,PROPOSITION 127 - RENEWABLE ENERGY PRODUCTION,,NO,,253,71,9,333
Coconino,Flagstaff 2,PROPOSITION 305 - EDUCATION EMPOWERMENT SCHOLARSHIP ACCOUNTS,,Times Counted,,820,220,28,1068
Coconino,Flagstaff 2,PROPOSITION 305 - EDUCATION EMPOWERMENT SCHOLARSHIP ACCOUNTS,,Times Blank Voted,,28,9,3,40
Coconino,Flagstaff 2,PROPOSITION 305 - EDUCATION EMPOWERMENT SCHOLARSHIP ACCOUNTS,,Times Over Voted,,6,0,0,6
Coconino,Flagstaff 2,PROPOSITION 305 - EDUCATION EMPOWERMENT SCHOLARSHIP ACCOUNTS,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 2,PROPOSITION 305 - EDUCATION EMPOWERMENT SCHOLARSHIP ACCOUNTS,,YES,,165,71,13,249
Coconino,Flagstaff 2,PROPOSITION 305 - EDUCATION EMPOWERMENT SCHOLARSHIP ACCOUNTS,,NO,,621,140,12,773
Coconino,Flagstaff 2,PROPOSITION 306 - CITIZENS CLEAN ELECTIONS ACT,,Times Counted,,820,220,28,1068
Coconino,Flagstaff 2,PROPOSITION 306 - CITIZENS CLEAN ELECTIONS ACT,,Times Blank Voted,,40,9,3,52
Coconino,Flagstaff 2,PROPOSITION 306 - CITIZENS CLEAN ELECTIONS ACT,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 2,PROPOSITION 306 - CITIZENS CLEAN ELECTIONS ACT,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 2,PROPOSITION 306 - CITIZENS CLEAN ELECTIONS ACT,,YES,,312,98,17,427
Coconino,Flagstaff 2,PROPOSITION 306 - CITIZENS CLEAN ELECTIONS ACT,,NO,,468,113,8,589
Coconino,Flagstaff 2,PROPOSITION 416 - JUDGES MERIT ACT,,Times Counted,,820,220,28,1068
Coconino,Flagstaff 2,PROPOSITION 416 - JUDGES MERIT ACT,,Times Blank Voted,,58,17,3,78
Coconino,Flagstaff 2,PROPOSITION 416 - JUDGES MERIT ACT,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 2,PROPOSITION 416 - JUDGES MERIT ACT,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 2,PROPOSITION 416 - JUDGES MERIT ACT,,YES,,441,121,12,574
Coconino,Flagstaff 2,PROPOSITION 416 - JUDGES MERIT ACT,,NO,,321,82,13,416
Coconino,Flagstaff 2,PROPOSITION 417 - CCC PROPERTY TAX,,Times Counted,,820,220,28,1068
Coconino,Flagstaff 2,PROPOSITION 417 - CCC PROPERTY TAX,,Times Blank Voted,,50,16,7,73
Coconino,Flagstaff 2,PROPOSITION 417 - CCC PROPERTY TAX,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 2,PROPOSITION 417 - CCC PROPERTY TAX,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 2,PROPOSITION 417 - CCC PROPERTY TAX,,YES,,519,116,9,644
Coconino,Flagstaff 2,PROPOSITION 417 - CCC PROPERTY TAX,,NO,,251,88,12,351
Coconino,Flagstaff 2,PROPOSITION 418 - SUSTAINABLE WAGES,,Times Counted,,820,220,28,1068
Coconino,Flagstaff 2,PROPOSITION 418 - SUSTAINABLE WAGES,,Times Blank Voted,,19,4,3,26
Coconino,Flagstaff 2,PROPOSITION 418 - SUSTAINABLE WAGES,,Times Over Voted,,2,0,0,2
Coconino,Flagstaff 2,PROPOSITION 418 - SUSTAINABLE WAGES,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 2,PROPOSITION 418 - SUSTAINABLE WAGES,,YES,,256,83,12,351
Coconino,Flagstaff 2,PROPOSITION 418 - SUSTAINABLE WAGES,,NO,,543,133,13,689
Coconino,Flagstaff 2,PROPOSITION 419 - CONTINUATION OF SALES TAX,,Times Counted,,820,220,28,1068
Coconino,Flagstaff 2,PROPOSITION 419 - CONTINUATION OF SALES TAX,,Times Blank Voted,,32,9,4,45
Coconino,Flagstaff 2,PROPOSITION 419 - CONTINUATION OF SALES TAX,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 2,PROPOSITION 419 - CONTINUATION OF SALES TAX,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 2,PROPOSITION 419 - CONTINUATION OF SALES TAX,,YES,,547,149,18,714
Coconino,Flagstaff 2,PROPOSITION 419 - CONTINUATION OF SALES TAX,,NO,,241,62,6,309
Coconino,Flagstaff 2,PROPOSITION 420 - SALES TAX OVERPASS,,Times Counted,,820,220,28,1068
Coconino,Flagstaff 2,PROPOSITION 420 - SALES TAX OVERPASS,,Times Blank Voted,,35,13,5,53
Coconino,Flagstaff 2,PROPOSITION 420 - SALES TAX OVERPASS,,Times Over Voted,,1,0,0,1
Coconino,Flagstaff 2,PROPOSITION 420 - SALES TAX OVERPASS,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 2,PROPOSITION 420 - SALES TAX OVERPASS,,YES,,422,113,11,546
Coconino,Flagstaff 2,PROPOSITION 420 - SALES TAX OVERPASS,,NO,,362,94,12,468
Coconino,Flagstaff 2,PROPOSITION 421 - SALES TAX TRANSIT SERVICES,,Times Counted,,820,220,28,1068
Coconino,Flagstaff 2,PROPOSITION 421 - SALES TAX TRANSIT SERVICES,,Times Blank Voted,,30,11,5,46
Coconino,Flagstaff 2,PROPOSITION 421 - SALES TAX TRANSIT SERVICES,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 2,PROPOSITION 421 - SALES TAX TRANSIT SERVICES,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 2,PROPOSITION 421 - SALES TAX TRANSIT SERVICES,,YES,,472,113,16,601
Coconino,Flagstaff 2,PROPOSITION 421 - SALES TAX TRANSIT SERVICES,,NO,,318,96,7,421
Coconino,Flagstaff 2,PROPOSITION 422 - IMPROVING HOUSING AFFORDABILITY,,Times Counted,,820,220,28,1068
Coconino,Flagstaff 2,PROPOSITION 422 - IMPROVING HOUSING AFFORDABILITY,,Times Blank Voted,,43,11,2,56
Coconino,Flagstaff 2,PROPOSITION 422 - IMPROVING HOUSING AFFORDABILITY,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 2,PROPOSITION 422 - IMPROVING HOUSING AFFORDABILITY,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 2,PROPOSITION 422 - IMPROVING HOUSING AFFORDABILITY,,YES,,432,121,18,571
Coconino,Flagstaff 2,PROPOSITION 422 - IMPROVING HOUSING AFFORDABILITY,,NO,,345,88,8,441
Coconino,Flagstaff 2,PROPOSITION 423 - BONDS,,Times Counted,,820,220,28,1068
Coconino,Flagstaff 2,PROPOSITION 423 - BONDS,,Times Blank Voted,,39,8,4,51
Coconino,Flagstaff 2,PROPOSITION 423 - BONDS,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 2,PROPOSITION 423 - BONDS,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 2,PROPOSITION 423 - BONDS,,YES,,604,149,17,770
Coconino,Flagstaff 2,PROPOSITION 423 - BONDS,,NO,,177,63,7,247
Coconino,Flagstaff 2,PROPOSITION 424 - MO OVERRIDE (FLAGSTAFF USD),,Times Counted,,820,220,28,1068
Coconino,Flagstaff 2,PROPOSITION 424 - MO OVERRIDE (FLAGSTAFF USD),,Times Blank Voted,,46,11,7,64
Coconino,Flagstaff 2,PROPOSITION 424 - MO OVERRIDE (FLAGSTAFF USD),,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 2,PROPOSITION 424 - MO OVERRIDE (FLAGSTAFF USD),,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 2,PROPOSITION 424 - MO OVERRIDE (FLAGSTAFF USD),,YES,,621,148,18,787
Coconino,Flagstaff 2,PROPOSITION 424 - MO OVERRIDE (FLAGSTAFF USD),,NO,,153,61,3,217
Coconino,Flagstaff 3,U.S. Senate,,Times Counted,,633,155,30,818
Coconino,Flagstaff 3,U.S. Senate,,Times Blank Voted,,7,0,0,7
Coconino,Flagstaff 3,U.S. Senate,,Times Over Voted,,1,0,0,1
Coconino,Flagstaff 3,U.S. Senate,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 3,U.S. Senate,,"SINEMA, KYRSTEN",DEM,540,134,27,701
Coconino,Flagstaff 3,U.S. Senate,,"MCSALLY, MARTHA",REP,68,20,2,90
Coconino,Flagstaff 3,U.S. Senate,,"GREEN, ANGELA",GRN,17,1,1,19
Coconino,Flagstaff 3,U.S. Senate,,Write-ins,,0,0,0,0
Coconino,Flagstaff 3,U.S. House,1,Times Counted,,633,155,30,818
Coconino,Flagstaff 3,U.S. House,1,Times Blank Voted,,16,2,0,18
Coconino,Flagstaff 3,U.S. House,1,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 3,U.S. House,1,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 3,U.S. House,1,"O'HALLERAN, TOM",DEM,545,132,28,705
Coconino,Flagstaff 3,U.S. House,1,"ROGERS, WENDY",REP,71,21,2,94
Coconino,Flagstaff 3,U.S. House,1,Write-ins,,1,0,0,1
Coconino,Flagstaff 3,Governor,,Times Counted,,630,155,30,815
Coconino,Flagstaff 3,Governor,,Times Blank Voted,,6,0,0,6
Coconino,Flagstaff 3,Governor,,Times Over Voted,,1,0,0,1
Coconino,Flagstaff 3,Governor,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 3,Governor,,"GARCIA, DAVID",DEM,531,131,26,688
Coconino,Flagstaff 3,Governor,,"DUCEY, DOUG",REP,80,22,4,106
Coconino,Flagstaff 3,Governor,,"TORRES, ANGEL",GRN,11,2,0,13
Coconino,Flagstaff 3,Governor,,Write-ins,,1,0,0,1
Coconino,Flagstaff 3,State Senate,6,Times Counted,,630,155,30,815
Coconino,Flagstaff 3,State Senate,6,Times Blank Voted,,9,1,0,10
Coconino,Flagstaff 3,State Senate,6,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 3,State Senate,6,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 3,State Senate,6,"CARLISLE, WADE",DEM,539,132,27,698
Coconino,Flagstaff 3,State Senate,6,"ALLEN, SYLVIA TENNEY",REP,82,22,3,107
Coconino,Flagstaff 3,State Senate,6,Write-ins,,0,0,0,0
Coconino,Flagstaff 3,State House,6,Times Counted,,630,155,30,815
Coconino,Flagstaff 3,State House,6,Times Blank Voted,,11,2,0,13
Coconino,Flagstaff 3,State House,6,Times Over Voted,,1,0,0,1
Coconino,Flagstaff 3,State House,6,Number of Under Votes,,67,28,6,101
Coconino,Flagstaff 3,State House,6,"FRENCH, FELICIA",DEM,527,129,27,683
Coconino,Flagstaff 3,State House,6,"TYLER, BOBBY",DEM,482,114,22,618
Coconino,Flagstaff 3,State House,6,"BLACKMAN, WALTER",REP,83,16,3,102
Coconino,Flagstaff 3,State House,6,"THORPE, BOB",REP,77,19,2,98
Coconino,Flagstaff 3,State House,6,Write-ins,,0,0,0,0
Coconino,Flagstaff 3,Secretary of State,,Times Counted,,630,155,30,815
Coconino,Flagstaff 3,Secretary of State,,Times Blank Voted,,12,2,0,14
Coconino,Flagstaff 3,Secretary of State,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 3,Secretary of State,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 3,Secretary of State,,"HOBBS, KATIE",DEM,543,132,27,702
Coconino,Flagstaff 3,Secretary of State,,"GAYNOR, STEVE",REP,75,21,3,99
Coconino,Flagstaff 3,Secretary of State,,Write-ins,,0,0,0,0
Coconino,Flagstaff 3,Attorney General,,Times Counted,,630,155,30,815
Coconino,Flagstaff 3,Attorney General,,Times Blank Voted,,13,2,0,15
Coconino,Flagstaff 3,Attorney General,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 3,Attorney General,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 3,Attorney General,,"CONTRERAS, JANUARY",DEM,529,130,27,686
Coconino,Flagstaff 3,Attorney General,,"BRNOVICH, MARK",REP,86,23,3,112
Coconino,Flagstaff 3,Attorney General,,Write-ins,,2,0,0,2
Coconino,Flagstaff 3,State Treasurer,,Times Counted,,630,155,30,815
Coconino,Flagstaff 3,State Treasurer,,Times Blank Voted,,18,3,0,21
Coconino,Flagstaff 3,State Treasurer,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 3,State Treasurer,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 3,State Treasurer,,"MANOIL, MARK",DEM,512,127,27,666
Coconino,Flagstaff 3,State Treasurer,,"YEE, KIMBERLY",REP,99,25,3,127
Coconino,Flagstaff 3,State Treasurer,,Write-ins,,1,0,0,1
