county,precinct,office,district,candidate,party,early_voting,election_day,provisional,votes
Coconino,Flagstaff 17,JUDGE OF THE SUPERIOR COURT - DIV 2,,Write-in,,1,0,1,2
Coconino,Flagstaff 17,JUDGE OF THE SUPERIOR COURT - DIV 4,,Times Counted,,337,73,14,424
Coconino,Flagstaff 17,JUDGE OF THE SUPERIOR COURT - DIV 4,,Times Blank Voted,,122,24,2,148
Coconino,Flagstaff 17,JUDGE OF THE SUPERIOR COURT - DIV 4,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 17,JUDGE OF THE SUPERIOR COURT - DIV 4,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 17,JUDGE OF THE SUPERIOR COURT - DIV 4,,"FRIDLUND-HORNE, E",,211,49,12,272
Coconino,Flagstaff 17,JUDGE OF THE SUPERIOR COURT - DIV 4,,Write-in,,4,0,0,4
Coconino,Flagstaff 17,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 2),,Times Counted,,337,73,14,424
Coconino,Flagstaff 17,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 2),,Times Blank Voted,,127,20,2,149
Coconino,Flagstaff 17,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 2),,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 17,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 2),,Number of Under Votes,,59,24,6,89
Coconino,Flagstaff 17,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 2),,"DUNNO, ANNE",,131,25,7,163
Coconino,Flagstaff 17,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 2),,"HADEN, CAROL",,164,37,9,210
Coconino,Flagstaff 17,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 2),,"TREE, PHILAN",,66,20,2,88
Coconino,Flagstaff 17,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 2),,Write-in 50,,0,0,0,0
Coconino,Flagstaff 17,MAYOR - CITY OF FLAGSTAFF,,Times Counted,,333,70,12,415
Coconino,Flagstaff 17,MAYOR - CITY OF FLAGSTAFF,,Times Blank Voted,,61,18,2,81
Coconino,Flagstaff 17,MAYOR - CITY OF FLAGSTAFF,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 17,MAYOR - CITY OF FLAGSTAFF,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 17,MAYOR - CITY OF FLAGSTAFF,,"EVANS, CORAL J.",,222,42,10,274
Coconino,Flagstaff 17,MAYOR - CITY OF FLAGSTAFF,,Write-in 20,,50,10,0,60
Coconino,Flagstaff 17,COUNCILMEMBER - CITY OF FLAGSTAFF (ELECT 3),,Times Counted,,333,70,12,415
Coconino,Flagstaff 17,COUNCILMEMBER - CITY OF FLAGSTAFF (ELECT 3),,Times Blank Voted,,48,13,2,63
Coconino,Flagstaff 17,COUNCILMEMBER - CITY OF FLAGSTAFF (ELECT 3),,Times Over Voted,,1,0,0,1
Coconino,Flagstaff 17,COUNCILMEMBER - CITY OF FLAGSTAFF (ELECT 3),,Number of Under Votes,,77,25,5,107
Coconino,Flagstaff 17,COUNCILMEMBER - CITY OF FLAGSTAFF (ELECT 3),,"ASLAN, AUSTIN",,137,23,5,165
Coconino,Flagstaff 17,COUNCILMEMBER - CITY OF FLAGSTAFF (ELECT 3),,"DEASY, PAUL",,132,30,2,164
Coconino,Flagstaff 17,COUNCILMEMBER - CITY OF FLAGSTAFF (ELECT 3),,"LAVIN, DENNIS",,80,19,2,101
Coconino,Flagstaff 17,COUNCILMEMBER - CITY OF FLAGSTAFF (ELECT 3),,"MARTINEZ, ALEX",,121,28,5,154
Coconino,Flagstaff 17,COUNCILMEMBER - CITY OF FLAGSTAFF (ELECT 3),,"SALAS, REGINA",,152,24,7,183
Coconino,Flagstaff 17,COUNCILMEMBER - CITY OF FLAGSTAFF (ELECT 3),,"SHIMONI, ADAM",,149,22,4,175
Coconino,Flagstaff 17,COUNCILMEMBER - CITY OF FLAGSTAFF (ELECT 3),,Write-in 90,,4,0,0,4
Coconino,Flagstaff 17,PROPOSITION 125 - PUBLIC RETIREMENT SYSTEMS,,Times Counted,,337,73,14,424
Coconino,Flagstaff 17,PROPOSITION 125 - PUBLIC RETIREMENT SYSTEMS,,Times Blank Voted,,20,5,1,26
Coconino,Flagstaff 17,PROPOSITION 125 - PUBLIC RETIREMENT SYSTEMS,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 17,PROPOSITION 125 - PUBLIC RETIREMENT SYSTEMS,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 17,PROPOSITION 125 - PUBLIC RETIREMENT SYSTEMS,,YES,,177,35,8,220
Coconino,Flagstaff 17,PROPOSITION 125 - PUBLIC RETIREMENT SYSTEMS,,NO,,140,33,5,178
Coconino,Flagstaff 17,PROPOSITION 126 - PROHIB. TAXATION OF SERVICES,,Times Counted,,337,73,14,424
Coconino,Flagstaff 17,PROPOSITION 126 - PROHIB. TAXATION OF SERVICES,,Times Blank Voted,,11,2,0,13
Coconino,Flagstaff 17,PROPOSITION 126 - PROHIB. TAXATION OF SERVICES,,Times Over Voted,,2,0,0,2
Coconino,Flagstaff 17,PROPOSITION 126 - PROHIB. TAXATION OF SERVICES,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 17,PROPOSITION 126 - PROHIB. TAXATION OF SERVICES,,YES,,172,41,8,221
Coconino,Flagstaff 17,PROPOSITION 126 - PROHIB. TAXATION OF SERVICES,,NO,,152,30,6,188
Coconino,Flagstaff 17,PROPOSITION 127 - RENEWABLE ENERGY PRODUCTION,,Times Counted,,337,73,14,424
Coconino,Flagstaff 17,PROPOSITION 127 - RENEWABLE ENERGY PRODUCTION,,Times Blank Voted,,8,2,1,11
Coconino,Flagstaff 17,PROPOSITION 127 - RENEWABLE ENERGY PRODUCTION,,Times Over Voted,,1,0,0,1
Coconino,Flagstaff 17,PROPOSITION 127 - RENEWABLE ENERGY PRODUCTION,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 17,PROPOSITION 127 - RENEWABLE ENERGY PRODUCTION,,YES,,142,27,6,175
Coconino,Flagstaff 17,PROPOSITION 127 - RENEWABLE ENERGY PRODUCTION,,NO,,186,44,7,237
Coconino,Flagstaff 17,PROPOSITION 305 - EDUCATION EMPOWERMENT SCHOLARSHIP ACCOUNTS,,Times Counted,,337,73,14,424
Coconino,Flagstaff 17,PROPOSITION 305 - EDUCATION EMPOWERMENT SCHOLARSHIP ACCOUNTS,,Times Blank Voted,,12,3,0,15
Coconino,Flagstaff 17,PROPOSITION 305 - EDUCATION EMPOWERMENT SCHOLARSHIP ACCOUNTS,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 17,PROPOSITION 305 - EDUCATION EMPOWERMENT SCHOLARSHIP ACCOUNTS,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 17,PROPOSITION 305 - EDUCATION EMPOWERMENT SCHOLARSHIP ACCOUNTS,,YES,,100,22,9,131
Coconino,Flagstaff 17,PROPOSITION 305 - EDUCATION EMPOWERMENT SCHOLARSHIP ACCOUNTS,,NO,,225,48,5,278
Coconino,Flagstaff 17,PROPOSITION 306 - CITIZENS CLEAN ELECTIONS ACT,,Times Counted,,337,73,14,424
Coconino,Flagstaff 17,PROPOSITION 306 - CITIZENS CLEAN ELECTIONS ACT,,Times Blank Voted,,13,4,1,18
Coconino,Flagstaff 17,PROPOSITION 306 - CITIZENS CLEAN ELECTIONS ACT,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 17,PROPOSITION 306 - CITIZENS CLEAN ELECTIONS ACT,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 17,PROPOSITION 306 - CITIZENS CLEAN ELECTIONS ACT,,YES,,141,30,6,177
Coconino,Flagstaff 17,PROPOSITION 306 - CITIZENS CLEAN ELECTIONS ACT,,NO,,183,39,7,229
Coconino,Flagstaff 17,PROPOSITION 416 - JUDGES MERIT ACT,,Times Counted,,337,73,14,424
Coconino,Flagstaff 17,PROPOSITION 416 - JUDGES MERIT ACT,,Times Blank Voted,,22,4,1,27
Coconino,Flagstaff 17,PROPOSITION 416 - JUDGES MERIT ACT,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 17,PROPOSITION 416 - JUDGES MERIT ACT,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 17,PROPOSITION 416 - JUDGES MERIT ACT,,YES,,148,29,7,184
Coconino,Flagstaff 17,PROPOSITION 416 - JUDGES MERIT ACT,,NO,,167,40,6,213
Coconino,Flagstaff 17,PROPOSITION 417 - CCC PROPERTY TAX,,Times Counted,,337,73,14,424
Coconino,Flagstaff 17,PROPOSITION 417 - CCC PROPERTY TAX,,Times Blank Voted,,18,2,1,21
Coconino,Flagstaff 17,PROPOSITION 417 - CCC PROPERTY TAX,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 17,PROPOSITION 417 - CCC PROPERTY TAX,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 17,PROPOSITION 417 - CCC PROPERTY TAX,,YES,,148,23,6,177
Coconino,Flagstaff 17,PROPOSITION 417 - CCC PROPERTY TAX,,NO,,171,48,7,226
Coconino,Flagstaff 17,PROPOSITION 418 - SUSTAINABLE WAGES,,Times Counted,,333,70,12,415
Coconino,Flagstaff 17,PROPOSITION 418 - SUSTAINABLE WAGES,,Times Blank Voted,,14,2,1,17
Coconino,Flagstaff 17,PROPOSITION 418 - SUSTAINABLE WAGES,,Times Over Voted,,1,0,0,1
Coconino,Flagstaff 17,PROPOSITION 418 - SUSTAINABLE WAGES,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 17,PROPOSITION 418 - SUSTAINABLE WAGES,,YES,,142,41,8,191
Coconino,Flagstaff 17,PROPOSITION 418 - SUSTAINABLE WAGES,,NO,,176,27,3,206
Coconino,Flagstaff 17,PROPOSITION 419 - CONTINUATION OF SALES TAX,,Times Counted,,333,70,12,415
Coconino,Flagstaff 17,PROPOSITION 419 - CONTINUATION OF SALES TAX,,Times Blank Voted,,9,3,1,13
Coconino,Flagstaff 17,PROPOSITION 419 - CONTINUATION OF SALES TAX,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 17,PROPOSITION 419 - CONTINUATION OF SALES TAX,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 17,PROPOSITION 419 - CONTINUATION OF SALES TAX,,YES,,193,34,6,233
Coconino,Flagstaff 17,PROPOSITION 419 - CONTINUATION OF SALES TAX,,NO,,131,33,5,169
Coconino,Flagstaff 17,PROPOSITION 420 - SALES TAX OVERPASS,,Times Counted,,333,70,12,415
Coconino,Flagstaff 17,PROPOSITION 420 - SALES TAX OVERPASS,,Times Blank Voted,,17,2,0,19
Coconino,Flagstaff 17,PROPOSITION 420 - SALES TAX OVERPASS,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 17,PROPOSITION 420 - SALES TAX OVERPASS,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 17,PROPOSITION 420 - SALES TAX OVERPASS,,YES,,156,30,5,191
Coconino,Flagstaff 17,PROPOSITION 420 - SALES TAX OVERPASS,,NO,,160,38,7,205
Coconino,Flagstaff 17,PROPOSITION 421 - SALES TAX TRANSIT SERVICES,,Times Counted,,333,70,12,415
Coconino,Flagstaff 17,PROPOSITION 421 - SALES TAX TRANSIT SERVICES,,Times Blank Voted,,13,2,1,16
Coconino,Flagstaff 17,PROPOSITION 421 - SALES TAX TRANSIT SERVICES,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 17,PROPOSITION 421 - SALES TAX TRANSIT SERVICES,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 17,PROPOSITION 421 - SALES TAX TRANSIT SERVICES,,YES,,132,24,6,162
Coconino,Flagstaff 17,PROPOSITION 421 - SALES TAX TRANSIT SERVICES,,NO,,188,44,5,237
Coconino,Flagstaff 17,PROPOSITION 422 - IMPROVING HOUSING AFFORDABILITY,,Times Counted,,333,70,12,415
Coconino,Flagstaff 17,PROPOSITION 422 - IMPROVING HOUSING AFFORDABILITY,,Times Blank Voted,,13,3,0,16
Coconino,Flagstaff 17,PROPOSITION 422 - IMPROVING HOUSING AFFORDABILITY,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 17,PROPOSITION 422 - IMPROVING HOUSING AFFORDABILITY,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 17,PROPOSITION 422 - IMPROVING HOUSING AFFORDABILITY,,YES,,134,25,6,165
Coconino,Flagstaff 17,PROPOSITION 422 - IMPROVING HOUSING AFFORDABILITY,,NO,,186,42,6,234
Coconino,Flagstaff 17,PROPOSITION 423 - BONDS,,Times Counted,,337,73,14,424
Coconino,Flagstaff 17,PROPOSITION 423 - BONDS,,Times Blank Voted,,12,3,0,15
Coconino,Flagstaff 17,PROPOSITION 423 - BONDS,,Times Over Voted,,1,0,0,1
Coconino,Flagstaff 17,PROPOSITION 423 - BONDS,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 17,PROPOSITION 423 - BONDS,,YES,,170,36,12,218
Coconino,Flagstaff 17,PROPOSITION 423 - BONDS,,NO,,154,34,2,190
Coconino,Flagstaff 17,PROPOSITION 424 - MO OVERRIDE (FLAGSTAFF USD),,Times Counted,,337,73,14,424
Coconino,Flagstaff 17,PROPOSITION 424 - MO OVERRIDE (FLAGSTAFF USD),,Times Blank Voted,,13,5,0,18
Coconino,Flagstaff 17,PROPOSITION 424 - MO OVERRIDE (FLAGSTAFF USD),,Times Over Voted,,1,0,0,1
Coconino,Flagstaff 17,PROPOSITION 424 - MO OVERRIDE (FLAGSTAFF USD),,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 17,PROPOSITION 424 - MO OVERRIDE (FLAGSTAFF USD),,YES,,188,35,10,233
Coconino,Flagstaff 17,PROPOSITION 424 - MO OVERRIDE (FLAGSTAFF USD),,NO,,135,33,4,172
Coconino,Flagstaff 18,U.S. Senate,,Times Counted,,387,0,18,405
Coconino,Flagstaff 18,U.S. Senate,,Times Blank Voted,,5,0,0,5
Coconino,Flagstaff 18,U.S. Senate,,Times Over Voted,,1,0,0,1
Coconino,Flagstaff 18,U.S. Senate,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 18,U.S. Senate,,"SINEMA, KYRSTEN",DEM,220,0,12,232
Coconino,Flagstaff 18,U.S. Senate,,"MCSALLY, MARTHA",REP,143,0,5,148
Coconino,Flagstaff 18,U.S. Senate,,"GREEN, ANGELA",GRN,18,0,1,19
Coconino,Flagstaff 18,U.S. Senate,,Write-ins,,0,0,0,0
Coconino,Flagstaff 18,U.S. House,1,Times Counted,,387,0,18,405
Coconino,Flagstaff 18,U.S. House,1,Times Blank Voted,,5,0,1,6
Coconino,Flagstaff 18,U.S. House,1,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 18,U.S. House,1,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 18,U.S. House,1,"O'HALLERAN, TOM",DEM,242,0,12,254
Coconino,Flagstaff 18,U.S. House,1,"ROGERS, WENDY",REP,140,0,5,145
Coconino,Flagstaff 18,U.S. House,1,Write-ins,,0,0,0,0
Coconino,Flagstaff 18,Governor,,Times Counted,,385,0,18,403
Coconino,Flagstaff 18,Governor,,Times Blank Voted,,3,0,0,3
Coconino,Flagstaff 18,Governor,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 18,Governor,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 18,Governor,,"GARCIA, DAVID",DEM,198,0,12,210
Coconino,Flagstaff 18,Governor,,"DUCEY, DOUG",REP,168,0,5,173
Coconino,Flagstaff 18,Governor,,"TORRES, ANGEL",GRN,14,0,1,15
Coconino,Flagstaff 18,Governor,,Write-ins,,2,0,0,2
Coconino,Flagstaff 18,State Senate,6,Times Counted,,385,0,18,403
Coconino,Flagstaff 18,State Senate,6,Times Blank Voted,,7,0,1,8
Coconino,Flagstaff 18,State Senate,6,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 18,State Senate,6,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 18,State Senate,6,"CARLISLE, WADE",DEM,219,0,12,231
Coconino,Flagstaff 18,State Senate,6,"ALLEN, SYLVIA TENNEY",REP,159,0,5,164
Coconino,Flagstaff 18,State Senate,6,Write-ins,,0,0,0,0
Coconino,Flagstaff 18,State House,6,Times Counted,,385,0,18,403
Coconino,Flagstaff 18,State House,6,Times Blank Voted,,8,0,1,9
Coconino,Flagstaff 18,State House,6,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 18,State House,6,Number of Under Votes,,55,0,5,60
Coconino,Flagstaff 18,State House,6,"FRENCH, FELICIA",DEM,214,0,11,225
Coconino,Flagstaff 18,State House,6,"TYLER, BOBBY",DEM,201,0,11,212
Coconino,Flagstaff 18,State House,6,"BLACKMAN, WALTER",REP,136,0,3,139
Coconino,Flagstaff 18,State House,6,"THORPE, BOB",REP,148,0,4,152
Coconino,Flagstaff 18,State House,6,Write-ins,,0,0,0,0
Coconino,Flagstaff 18,Secretary of State,,Times Counted,,385,0,18,403
Coconino,Flagstaff 18,Secretary of State,,Times Blank Voted,,12,0,1,13
Coconino,Flagstaff 18,Secretary of State,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 18,Secretary of State,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 18,Secretary of State,,"HOBBS, KATIE",DEM,229,0,12,241
Coconino,Flagstaff 18,Secretary of State,,"GAYNOR, STEVE",REP,144,0,5,149
Coconino,Flagstaff 18,Secretary of State,,Write-ins,,0,0,0,0
Coconino,Flagstaff 18,Attorney General,,Times Counted,,385,0,18,403
Coconino,Flagstaff 18,Attorney General,,Times Blank Voted,,8,0,1,9
Coconino,Flagstaff 18,Attorney General,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 18,Attorney General,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 18,Attorney General,,"CONTRERAS, JANUARY",DEM,212,0,12,224
Coconino,Flagstaff 18,Attorney General,,"BRNOVICH, MARK",REP,162,0,5,167
Coconino,Flagstaff 18,Attorney General,,Write-ins,,3,0,0,3
Coconino,Flagstaff 18,State Treasurer,,Times Counted,,385,0,18,403
Coconino,Flagstaff 18,State Treasurer,,Times Blank Voted,,18,0,1,19
Coconino,Flagstaff 18,State Treasurer,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 18,State Treasurer,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 18,State Treasurer,,"MANOIL, MARK",DEM,205,0,12,217
Coconino,Flagstaff 18,State Treasurer,,"YEE, KIMBERLY",REP,161,0,5,166
Coconino,Flagstaff 18,State Treasurer,,Write-ins,,1,0,0,1
Coconino,Flagstaff 18,Superintendent of Public Instruction,,Times Counted,,385,0,18,403
Coconino,Flagstaff 18,Superintendent of Public Instruction,,Times Blank Voted,,13,0,1,14
Coconino,Flagstaff 18,Superintendent of Public Instruction,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 18,Superintendent of Public Instruction,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 18,Superintendent of Public Instruction,,"HOFFMAN, KATHY",DEM,227,0,13,240
Coconino,Flagstaff 18,Superintendent of Public Instruction,,"RIGGS, FRANK",REP,145,0,4,149
Coconino,Flagstaff 18,Superintendent of Public Instruction,,Write-ins,,0,0,0,0
Coconino,Flagstaff 18,State Mine Inspector,,Times Counted,,385,0,18,403
Coconino,Flagstaff 18,State Mine Inspector,,Times Blank Voted,,19,0,1,20
Coconino,Flagstaff 18,State Mine Inspector,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 18,State Mine Inspector,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 18,State Mine Inspector,,"PIERCE, WILLIAM",DEM,209,0,13,222
Coconino,Flagstaff 18,State Mine Inspector,,"HART, JOE",REP,156,0,4,160
Coconino,Flagstaff 18,State Mine Inspector,,Write-ins,,1,0,0,1
Coconino,Flagstaff 18,Corporation Commissioner,,Times Counted,,385,0,18,403
Coconino,Flagstaff 18,Corporation Commissioner,,Times Blank Voted,,18,0,1,19
Coconino,Flagstaff 18,Corporation Commissioner,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 18,Corporation Commissioner,,Number of Under Votes,,46,0,4,50
Coconino,Flagstaff 18,Corporation Commissioner,,"KENNEDY, SANDRA",DEM,213,0,12,225
Coconino,Flagstaff 18,Corporation Commissioner,,"SEARS, KIANA MARIA",DEM,198,0,9,207
Coconino,Flagstaff 18,Corporation Commissioner,,"GLASSMAN, RODNEY",REP,140,0,4,144
Coconino,Flagstaff 18,Corporation Commissioner,,"OLSON, JUSTIN",REP,137,0,4,141
Coconino,Flagstaff 18,Corporation Commissioner,,Write-ins,,0,0,1,1
Coconino,Flagstaff 18,CLERK OF THE SUPERIOR COURT,,Times Counted,,385,0,18,403
Coconino,Flagstaff 18,CLERK OF THE SUPERIOR COURT,,Times Blank Voted,,98,0,4,102
Coconino,Flagstaff 18,CLERK OF THE SUPERIOR COURT,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 18,CLERK OF THE SUPERIOR COURT,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 18,CLERK OF THE SUPERIOR COURT,,"WYANT, VALERIE",DEM,272,0,14,286
Coconino,Flagstaff 18,CLERK OF THE SUPERIOR COURT,,Write-in 20,,15,0,0,15
Coconino,Flagstaff 18,CONSTABLE - FLAGSTAFF,,Times Counted,,385,0,18,403
Coconino,Flagstaff 18,CONSTABLE - FLAGSTAFF,,Times Blank Voted,,93,0,4,97
Coconino,Flagstaff 18,CONSTABLE - FLAGSTAFF,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 18,CONSTABLE - FLAGSTAFF,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 18,CONSTABLE - FLAGSTAFF,,"WOMBLE, DARRIN",DEM,280,0,14,294
Coconino,Flagstaff 18,CONSTABLE - FLAGSTAFF,,Write-in 20,,12,0,0,12
Coconino,Flagstaff 18,JUSTICE OF THE PEACE - FLAGSTAFF,,Times Counted,,385,0,18,403
Coconino,Flagstaff 18,JUSTICE OF THE PEACE - FLAGSTAFF,,Times Blank Voted,,95,0,5,100
Coconino,Flagstaff 18,JUSTICE OF THE PEACE - FLAGSTAFF,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 18,JUSTICE OF THE PEACE - FLAGSTAFF,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 18,JUSTICE OF THE PEACE - FLAGSTAFF,,"GRODMAN, HOWARD",DEM,274,0,13,287
Coconino,Flagstaff 18,JUSTICE OF THE PEACE - FLAGSTAFF,,Write-in 20,,16,0,0,16
Coconino,Flagstaff 18,JUSTICE AZ SUPREME COURT (BOLICK),,Times Counted,,385,0,18,403
Coconino,Flagstaff 18,JUSTICE AZ SUPREME COURT (BOLICK),,Times Blank Voted,,74,0,4,78
Coconino,Flagstaff 18,JUSTICE AZ SUPREME COURT (BOLICK),,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 18,JUSTICE AZ SUPREME COURT (BOLICK),,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 18,JUSTICE AZ SUPREME COURT (BOLICK),,YES,,217,0,7,224
Coconino,Flagstaff 18,JUSTICE AZ SUPREME COURT (BOLICK),,NO,,94,0,7,101
Coconino,Flagstaff 18,JUSTICE AZ SUPREME COURT (PELANDER),,Times Counted,,385,0,18,403
Coconino,Flagstaff 18,JUSTICE AZ SUPREME COURT (PELANDER),,Times Blank Voted,,79,0,5,84
Coconino,Flagstaff 18,JUSTICE AZ SUPREME COURT (PELANDER),,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 18,JUSTICE AZ SUPREME COURT (PELANDER),,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 18,JUSTICE AZ SUPREME COURT (PELANDER),,YES,,218,0,6,224
Coconino,Flagstaff 18,JUSTICE AZ SUPREME COURT (PELANDER),,NO,,88,0,7,95
Coconino,Flagstaff 18,JUDGE OF THE SUPERIOR COURT - DIV 1,,Times Counted,,385,0,18,403
Coconino,Flagstaff 18,JUDGE OF THE SUPERIOR COURT - DIV 1,,Times Blank Voted,,108,0,5,113
Coconino,Flagstaff 18,JUDGE OF THE SUPERIOR COURT - DIV 1,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 18,JUDGE OF THE SUPERIOR COURT - DIV 1,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 18,JUDGE OF THE SUPERIOR COURT - DIV 1,,"REED, TED",,267,0,13,280
Coconino,Flagstaff 18,JUDGE OF THE SUPERIOR COURT - DIV 1,,Write-in 20,,10,0,0,10
Coconino,Flagstaff 18,JUDGE OF THE SUPERIOR COURT - DIV 2,,Times Counted,,385,0,18,403
Coconino,Flagstaff 18,JUDGE OF THE SUPERIOR COURT - DIV 2,,Times Blank Voted,,94,0,6,100
Coconino,Flagstaff 18,JUDGE OF THE SUPERIOR COURT - DIV 2,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 18,JUDGE OF THE SUPERIOR COURT - DIV 2,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 18,JUDGE OF THE SUPERIOR COURT - DIV 2,,"SLAYTON, DAN",,282,0,12,294
Coconino,Flagstaff 18,JUDGE OF THE SUPERIOR COURT - DIV 2,,Write-in,,9,0,0,9
Coconino,Flagstaff 18,JUDGE OF THE SUPERIOR COURT - DIV 4,,Times Counted,,385,0,18,403
Coconino,Flagstaff 18,JUDGE OF THE SUPERIOR COURT - DIV 4,,Times Blank Voted,,112,0,4,116
Coconino,Flagstaff 18,JUDGE OF THE SUPERIOR COURT - DIV 4,,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 18,JUDGE OF THE SUPERIOR COURT - DIV 4,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 18,JUDGE OF THE SUPERIOR COURT - DIV 4,,"FRIDLUND-HORNE, E",,260,0,14,274
Coconino,Flagstaff 18,JUDGE OF THE SUPERIOR COURT - DIV 4,,Write-in,,13,0,0,13
Coconino,Flagstaff 18,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 2),,Times Counted,,385,0,18,403
Coconino,Flagstaff 18,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 2),,Times Blank Voted,,106,0,5,111
Coconino,Flagstaff 18,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 2),,Times Over Voted,,0,0,0,0
Coconino,Flagstaff 18,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 2),,Number of Under Votes,,58,0,4,62
Coconino,Flagstaff 18,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 2),,"DUNNO, ANNE",,154,0,10,164
Coconino,Flagstaff 18,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 2),,"HADEN, CAROL",,220,0,9,229
Coconino,Flagstaff 18,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 2),,"TREE, PHILAN",,115,0,3,118
Coconino,Flagstaff 18,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 2),,Write-in 50,,11,0,0,11
Coconino,Flagstaff 18,MAYOR - CITY OF FLAGSTAFF,,Times Counted,,385,0,18,403
Coconino,Flagstaff 18,MAYOR - CITY OF FLAGSTAFF,,Times Blank Voted,,68,0,4,72
Coconino,Flagstaff 18,MAYOR - CITY OF FLAGSTAFF,,Times Over Voted,,1,0,0,1
Coconino,Flagstaff 18,MAYOR - CITY OF FLAGSTAFF,,Number of Under Votes,,0,0,0,0
Coconino,Flagstaff 18,MAYOR - CITY OF FLAGSTAFF,,"EVANS, CORAL J.",,255,0,13,268
Coconino,Flagstaff 18,MAYOR - CITY OF FLAGSTAFF,,Write-in 20,,61,0,1,62
