county,precinct,office,district,candidate,party,votes,election_day,early_voting,provisional
Yavapai,201 - EAGLE,YAVAPAI COLLEGE DIST. 1: 6-YEAR TERM,,WRITE-IN 584,,22,16,6,0
Yavapai,201 - EAGLE,PRESCOTT USD: 4-YEAR TERM,,"DILLON, DEB",,2702,2473,210,19
Yavapai,201 - EAGLE,PRESCOTT USD: 4-YEAR TERM,,"DONOVAN, CONNIE",,2336,2112,208,16
Yavapai,201 - EAGLE,PRESCOTT USD: 4-YEAR TERM,,"KLEVER, DAVE",,2246,2058,179,9
Yavapai,201 - EAGLE,PRESCOTT USD: 4-YEAR TERM,,WRITE-IN 363,,35,24,8,3
Yavapai,201 - EAGLE,PROPOSITION 125,,YES,,3872,3546,309,17
Yavapai,201 - EAGLE,PROPOSITION 125,,NO,,2321,2057,239,25
Yavapai,201 - EAGLE,PROPOSITION 126,,YES,,4282,3874,375,33
Yavapai,201 - EAGLE,PROPOSITION 126,,NO,,2065,1869,187,9
Yavapai,201 - EAGLE,PROPOSITION 127,,YES,,1792,1618,165,9
Yavapai,201 - EAGLE,PROPOSITION 127,,NO,,4622,4187,403,32
Yavapai,201 - EAGLE,PROPOSITION 305,,YES,,2029,1759,247,23
Yavapai,201 - EAGLE,PROPOSITION 305,,NO,,4228,3903,307,18
Yavapai,201 - EAGLE,PROPOSITION 306,,YES,,3673,3312,332,29
Yavapai,201 - EAGLE,PROPOSITION 306,,NO,,2555,2323,222,10
Yavapai,202 - COURT,U.S. Senate,,"MCSALLY, MARTHA",REPUBLICAN PARTY,2342,1998,336,8
Yavapai,202 - COURT,U.S. Senate,,"SINEMA, KYRSTEN",DEMOCRATIC PARTY,2172,1857,301,14
Yavapai,202 - COURT,U.S. Senate,,"GREEN, ANGELA",GREEN PARTY,133,116,16,1
Yavapai,202 - COURT,U.S. Senate,,WRITE-IN 133,,6,6,0,0
Yavapai,202 - COURT,U.S. House,4,"GOSAR, PAUL",REPUBLICAN PARTY,2421,2071,342,8
Yavapai,202 - COURT,U.S. House,4,"BRILL, DAVID",DEMOCRATIC PARTY,2137,1830,292,15
Yavapai,202 - COURT,U.S. House,4,"KNAUER, HARYAKSHA GREGOR",GREEN PARTY,67,54,13,0
Yavapai,202 - COURT,U.S. House,4,WRITE-IN 234,,1,1,0,0
Yavapai,202 - COURT,Governor,,"DUCEY, DOUG",REPUBLICAN PARTY,2705,2339,358,8
Yavapai,202 - COURT,Governor,,"GARCIA, DAVID",DEMOCRATIC PARTY,1843,1563,268,12
Yavapai,202 - COURT,Governor,,"TORRES, ANGEL",GREEN PARTY,105,81,22,2
Yavapai,202 - COURT,Governor,,WRITE-IN 416,,9,7,1,1
Yavapai,202 - COURT,State Senate,1,"FANN, KAREN",REPUBLICAN PARTY,2613,2253,351,9
Yavapai,202 - COURT,State Senate,1,"CRAYCRAFT, JO",DEMOCRATIC PARTY,1973,1675,285,13
Yavapai,202 - COURT,State Senate,1,WRITE-IN 235,,3,2,1,0
Yavapai,202 - COURT,State House,1,"CAMPBELL, NOEL",REPUBLICAN PARTY,2394,2077,312,5
Yavapai,202 - COURT,State House,1,"STRINGER, DAVID",REPUBLICAN PARTY,2185,1896,284,5
Yavapai,202 - COURT,State House,1,"GOGEK, ED",DEMOCRATIC PARTY,1771,1533,226,12
Yavapai,202 - COURT,State House,1,"MANOLIS, JAN",DEMOCRATIC PARTY,1883,1613,261,9
Yavapai,202 - COURT,State House,1,WRITE-IN 240,,10,9,1,0
Yavapai,202 - COURT,Secretary of State,,"GAYNOR, STEVE",REPUBLICAN PARTY,2371,2023,338,10
Yavapai,202 - COURT,Secretary of State,,"HOBBS, KATIE",DEMOCRATIC PARTY,2061,1748,300,13
Yavapai,202 - COURT,Secretary of State,,WRITE-IN 417,,1,1,0,0
Yavapai,202 - COURT,Attorney General,,"BRNOVICH, MARK",REPUBLICAN PARTY,2432,2089,334,9
Yavapai,202 - COURT,Attorney General,,"CONTRERAS, JANUARY",DEMOCRATIC PARTY,2009,1695,301,13
Yavapai,202 - COURT,Attorney General,,WRITE-IN 418,,4,4,0,0
Yavapai,202 - COURT,State Treasurer,,"YEE, KIMBERLY",REPUBLICAN PARTY,2519,2154,355,10
Yavapai,202 - COURT,State Treasurer,,"MANOIL, MARK",DEMOCRATIC PARTY,1872,1582,278,12
Yavapai,202 - COURT,State Treasurer,,WRITE-IN 419,,2,2,0,0
Yavapai,202 - COURT,Superintendent of Public Instruction,,"RIGGS, FRANK",REPUBLICAN PARTY,2284,1949,326,9
Yavapai,202 - COURT,Superintendent of Public Instruction,,"HOFFMAN, KATHY",DEMOCRATIC PARTY,2101,1786,302,13
Yavapai,202 - COURT,Superintendent of Public Instruction,,WRITE-IN 420,,2,2,0,0
Yavapai,202 - COURT,State Mine Inspector,,"HART, JOE",REPUBLICAN PARTY,2382,2047,325,10
Yavapai,202 - COURT,State Mine Inspector,,"PIERCE, WILLIAM BILL""""",DEMOCRATIC PARTY,2009,1705,293,11
Yavapai,202 - COURT,State Mine Inspector,,WRITE-IN 421,,4,2,2,0
Yavapai,202 - COURT,CORPORATION COMMISSIONER,,"GLASSMAN, RODNEY",REPUBLICAN PARTY,2204,1897,301,6
Yavapai,202 - COURT,CORPORATION COMMISSIONER,,"OLSON, JUSTIN",REPUBLICAN PARTY,2148,1850,290,8
Yavapai,202 - COURT,CORPORATION COMMISSIONER,,"KENNEDY, SANDRA",DEMOCRATIC PARTY,2009,1738,261,10
Yavapai,202 - COURT,CORPORATION COMMISSIONER,,"SEARS, KIANA MARIA",DEMOCRATIC PARTY,1830,1588,232,10
Yavapai,202 - COURT,CORPORATION COMMISSIONER,,WRITE-IN 134,,4,4,0,0
Yavapai,202 - COURT,CLERK OF THE SUPERIOR COURT,,"MCQUALITY, DONNA",REPUBLICAN PARTY,2986,2525,447,14
Yavapai,202 - COURT,CLERK OF THE SUPERIOR COURT,,WRITE-IN 422,,55,44,11,0
Yavapai,202 - COURT,JUSTICE OF THE PEACE: PRESCOTT,,"SAVONA, GLENN",REPUBLICAN PARTY,2937,2485,438,14
Yavapai,202 - COURT,JUSTICE OF THE PEACE: PRESCOTT,,WRITE-IN 425,,59,50,9,0
Yavapai,202 - COURT,CONSTABLE: PRESCOTT,,"WILLIAMS, RON",REPUBLICAN PARTY,2920,2473,433,14
Yavapai,202 - COURT,CONSTABLE: PRESCOTT,,WRITE-IN 430,,56,47,9,0
Yavapai,202 - COURT,JUDGE OF THE SUPERIOR COURT - DIV. 1,,"MACKEY, DAVID",,2840,2406,420,14
Yavapai,202 - COURT,JUDGE OF THE SUPERIOR COURT - DIV. 1,,WRITE-IN 144,,30,23,7,0
Yavapai,202 - COURT,JUDGE OF THE SUPERIOR COURT - DIV. 2,,"NAPPER, JOHN",,2690,2280,396,14
Yavapai,202 - COURT,JUDGE OF THE SUPERIOR COURT - DIV. 2,,WRITE-IN 173,,29,24,5,0
Yavapai,202 - COURT,JUDGE OF THE SUPERIOR COURT - DIV. 3,,"AINLEY, TINA",,2750,2330,407,13
Yavapai,202 - COURT,JUDGE OF THE SUPERIOR COURT - DIV. 3,,WRITE-IN 174,,24,19,5,0
Yavapai,202 - COURT,JUDGE OF THE SUPERIOR COURT - DIV. 5,,"HANCOCK, CELÉ",,2716,2306,399,11
Yavapai,202 - COURT,JUDGE OF THE SUPERIOR COURT - DIV. 5,,WRITE-IN 184,,37,28,9,0
Yavapai,202 - COURT,JUDGE OF THE SUPERIOR COURT - DIV. 6,,"YOUNG, ANNA",,2756,2338,404,14
Yavapai,202 - COURT,JUDGE OF THE SUPERIOR COURT - DIV. 6,,WRITE-IN 189,,28,23,5,0
Yavapai,202 - COURT,BOLICK - JUSTICE OF THE AZ SUPREME COURT,,YES,,2463,2123,328,12
Yavapai,202 - COURT,BOLICK - JUSTICE OF THE AZ SUPREME COURT,,NO,,804,668,132,4
Yavapai,202 - COURT,PELANDER - JUSTICE OF THE AZ SUPREME COURT,,YES,,2516,2174,332,10
Yavapai,202 - COURT,PELANDER - JUSTICE OF THE AZ SUPREME COURT,,NO,,750,616,130,4
Yavapai,202 - COURT,YAVAPAI COLLEGE DIST. 1: 6-YEAR TERM,,"MEDDAUGH, WAYNE",,1272,1087,183,2
Yavapai,202 - COURT,YAVAPAI COLLEGE DIST. 1: 6-YEAR TERM,,"SIGAFOOS, RAY",,1796,1542,244,10
Yavapai,202 - COURT,YAVAPAI COLLEGE DIST. 1: 6-YEAR TERM,,WRITE-IN 584,,18,13,5,0
Yavapai,202 - COURT,PRESCOTT USD: 4-YEAR TERM,,"DILLON, DEB",,1714,1482,228,4
Yavapai,202 - COURT,PRESCOTT USD: 4-YEAR TERM,,"DONOVAN, CONNIE",,1671,1441,225,5
Yavapai,202 - COURT,PRESCOTT USD: 4-YEAR TERM,,"KLEVER, DAVE",,1348,1165,177,6
Yavapai,202 - COURT,PRESCOTT USD: 4-YEAR TERM,,WRITE-IN 363,,47,38,9,0
Yavapai,202 - COURT,PROPOSITION 125,,YES,,2544,2197,336,11
Yavapai,202 - COURT,PROPOSITION 125,,NO,,1819,1540,269,10
Yavapai,202 - COURT,PROPOSITION 126,,YES,,2829,2439,376,14
Yavapai,202 - COURT,PROPOSITION 126,,NO,,1608,1365,236,7
Yavapai,202 - COURT,PROPOSITION 127,,YES,,1601,1355,239,7
Yavapai,202 - COURT,PROPOSITION 127,,NO,,2912,2514,384,14
Yavapai,202 - COURT,PROPOSITION 305,,YES,,1507,1230,270,7
Yavapai,202 - COURT,PROPOSITION 305,,NO,,2892,2539,340,13
Yavapai,202 - COURT,PROPOSITION 306,,YES,,2517,2141,364,12
Yavapai,202 - COURT,PROPOSITION 306,,NO,,1866,1614,243,9
Yavapai,203 - FAIR,U.S. Senate,,"MCSALLY, MARTHA",REPUBLICAN PARTY,1894,1674,211,9
Yavapai,203 - FAIR,U.S. Senate,,"SINEMA, KYRSTEN",DEMOCRATIC PARTY,1561,1402,147,12
Yavapai,203 - FAIR,U.S. Senate,,"GREEN, ANGELA",GREEN PARTY,104,95,8,1
Yavapai,203 - FAIR,U.S. Senate,,WRITE-IN 133,,1,1,0,0
Yavapai,203 - FAIR,U.S. House,4,"GOSAR, PAUL",REPUBLICAN PARTY,1928,1706,213,9
Yavapai,203 - FAIR,U.S. House,4,"BRILL, DAVID",DEMOCRATIC PARTY,1545,1390,143,12
Yavapai,203 - FAIR,U.S. House,4,"KNAUER, HARYAKSHA GREGOR",GREEN PARTY,44,37,6,1
Yavapai,203 - FAIR,U.S. House,4,WRITE-IN 234,,1,1,0,0
Yavapai,203 - FAIR,Governor,,"DUCEY, DOUG",REPUBLICAN PARTY,2147,1912,225,10
Yavapai,203 - FAIR,Governor,,"GARCIA, DAVID",DEMOCRATIC PARTY,1329,1186,131,12
Yavapai,203 - FAIR,Governor,,"TORRES, ANGEL",GREEN PARTY,57,49,8,0
Yavapai,203 - FAIR,Governor,,WRITE-IN 416,,3,3,0,0
Yavapai,203 - FAIR,State Senate,1,"FANN, KAREN",REPUBLICAN PARTY,2085,1856,221,8
Yavapai,203 - FAIR,State Senate,1,"CRAYCRAFT, JO",DEMOCRATIC PARTY,1409,1258,138,13
Yavapai,203 - FAIR,State Senate,1,WRITE-IN 235,,2,2,0,0
Yavapai,203 - FAIR,State House,1,"CAMPBELL, NOEL",REPUBLICAN PARTY,1894,1692,195,7
Yavapai,203 - FAIR,State House,1,"STRINGER, DAVID",REPUBLICAN PARTY,1773,1580,186,7
Yavapai,203 - FAIR,State House,1,"GOGEK, ED",DEMOCRATIC PARTY,1274,1157,108,9
Yavapai,203 - FAIR,State House,1,"MANOLIS, JAN",DEMOCRATIC PARTY,1381,1249,121,11
Yavapai,203 - FAIR,State House,1,WRITE-IN 240,,7,7,0,0
Yavapai,203 - FAIR,Secretary of State,,"GAYNOR, STEVE",REPUBLICAN PARTY,1913,1700,204,9
Yavapai,203 - FAIR,Secretary of State,,"HOBBS, KATIE",DEMOCRATIC PARTY,1465,1298,154,13
Yavapai,203 - FAIR,Secretary of State,,WRITE-IN 417,,2,2,0,0
Yavapai,203 - FAIR,Attorney General,,"BRNOVICH, MARK",REPUBLICAN PARTY,1982,1754,220,8
Yavapai,203 - FAIR,Attorney General,,"CONTRERAS, JANUARY",DEMOCRATIC PARTY,1407,1254,139,14
Yavapai,203 - FAIR,Attorney General,,WRITE-IN 418,,2,2,0,0
Yavapai,203 - FAIR,State Treasurer,,"YEE, KIMBERLY",REPUBLICAN PARTY,2041,1804,226,11
Yavapai,203 - FAIR,State Treasurer,,"MANOIL, MARK",DEMOCRATIC PARTY,1315,1175,129,11
Yavapai,203 - FAIR,State Treasurer,,WRITE-IN 419,,2,2,0,0
Yavapai,203 - FAIR,Superintendent of Public Instruction,,"RIGGS, FRANK",REPUBLICAN PARTY,1826,1611,204,11
Yavapai,203 - FAIR,Superintendent of Public Instruction,,"HOFFMAN, KATHY",DEMOCRATIC PARTY,1541,1381,149,11
Yavapai,203 - FAIR,Superintendent of Public Instruction,,WRITE-IN 420,,3,3,0,0
Yavapai,203 - FAIR,State Mine Inspector,,"HART, JOE",REPUBLICAN PARTY,1908,1703,198,7
Yavapai,203 - FAIR,State Mine Inspector,,"PIERCE, WILLIAM BILL""""",DEMOCRATIC PARTY,1434,1274,146,14
Yavapai,203 - FAIR,State Mine Inspector,,WRITE-IN 421,,3,2,1,0
Yavapai,203 - FAIR,CORPORATION COMMISSIONER,,"GLASSMAN, RODNEY",REPUBLICAN PARTY,1777,1584,186,7
Yavapai,203 - FAIR,CORPORATION COMMISSIONER,,"OLSON, JUSTIN",REPUBLICAN PARTY,1710,1541,163,6
Yavapai,203 - FAIR,CORPORATION COMMISSIONER,,"KENNEDY, SANDRA",DEMOCRATIC PARTY,1463,1307,145,11
Yavapai,203 - FAIR,CORPORATION COMMISSIONER,,"SEARS, KIANA MARIA",DEMOCRATIC PARTY,1348,1216,122,10
Yavapai,203 - FAIR,CORPORATION COMMISSIONER,,WRITE-IN 134,,1,1,0,0
Yavapai,203 - FAIR,CLERK OF THE SUPERIOR COURT,,"MCQUALITY, DONNA",REPUBLICAN PARTY,2309,2050,243,16
Yavapai,203 - FAIR,CLERK OF THE SUPERIOR COURT,,WRITE-IN 422,,44,31,12,1
Yavapai,203 - FAIR,JUSTICE OF THE PEACE: PRESCOTT,,"SAVONA, GLENN",REPUBLICAN PARTY,2258,2002,239,17
Yavapai,203 - FAIR,JUSTICE OF THE PEACE: PRESCOTT,,WRITE-IN 425,,45,35,9,1
Yavapai,203 - FAIR,CONSTABLE: PRESCOTT,,"WILLIAMS, RON",REPUBLICAN PARTY,2269,2012,240,17
Yavapai,203 - FAIR,CONSTABLE: PRESCOTT,,WRITE-IN 430,,42,29,11,2
Yavapai,203 - FAIR,JUDGE OF THE SUPERIOR COURT - DIV. 1,,"MACKEY, DAVID",,2154,1924,218,12
Yavapai,203 - FAIR,JUDGE OF THE SUPERIOR COURT - DIV. 1,,WRITE-IN 144,,29,21,7,1
Yavapai,203 - FAIR,JUDGE OF THE SUPERIOR COURT - DIV. 2,,"NAPPER, JOHN",,2040,1811,217,12
Yavapai,203 - FAIR,JUDGE OF THE SUPERIOR COURT - DIV. 2,,WRITE-IN 173,,25,17,7,1
Yavapai,203 - FAIR,JUDGE OF THE SUPERIOR COURT - DIV. 3,,"AINLEY, TINA",,2096,1864,221,11
Yavapai,203 - FAIR,JUDGE OF THE SUPERIOR COURT - DIV. 3,,WRITE-IN 174,,26,19,6,1
Yavapai,203 - FAIR,JUDGE OF THE SUPERIOR COURT - DIV. 5,,"HANCOCK, CELÉ",,2064,1836,217,11
Yavapai,203 - FAIR,JUDGE OF THE SUPERIOR COURT - DIV. 5,,WRITE-IN 184,,37,27,9,1
Yavapai,203 - FAIR,JUDGE OF THE SUPERIOR COURT - DIV. 6,,"YOUNG, ANNA",,2100,1870,219,11
Yavapai,203 - FAIR,JUDGE OF THE SUPERIOR COURT - DIV. 6,,WRITE-IN 189,,25,20,4,1
Yavapai,203 - FAIR,BOLICK - JUSTICE OF THE AZ SUPREME COURT,,YES,,1970,1763,199,8
Yavapai,203 - FAIR,BOLICK - JUSTICE OF THE AZ SUPREME COURT,,NO,,575,508,61,6
Yavapai,203 - FAIR,PELANDER - JUSTICE OF THE AZ SUPREME COURT,,YES,,2008,1792,207,9
Yavapai,203 - FAIR,PELANDER - JUSTICE OF THE AZ SUPREME COURT,,NO,,540,476,58,6
Yavapai,203 - FAIR,YAVAPAI COLLEGE DIST. 1: 6-YEAR TERM,,"MEDDAUGH, WAYNE",,1083,962,116,5
Yavapai,203 - FAIR,YAVAPAI COLLEGE DIST. 1: 6-YEAR TERM,,"SIGAFOOS, RAY",,1206,1066,133,7
Yavapai,203 - FAIR,YAVAPAI COLLEGE DIST. 1: 6-YEAR TERM,,WRITE-IN 584,,18,12,5,1
Yavapai,203 - FAIR,PRESCOTT USD: 4-YEAR TERM,,"DILLON, DEB",,1336,1209,121,6
Yavapai,203 - FAIR,PRESCOTT USD: 4-YEAR TERM,,"DONOVAN, CONNIE",,1151,1031,113,7
Yavapai,203 - FAIR,PRESCOTT USD: 4-YEAR TERM,,"KLEVER, DAVE",,1193,1082,107,4
Yavapai,203 - FAIR,PRESCOTT USD: 4-YEAR TERM,,WRITE-IN 363,,32,22,9,1
Yavapai,203 - FAIR,PROPOSITION 125,,YES,,1979,1792,178,9
Yavapai,203 - FAIR,PROPOSITION 125,,NO,,1335,1162,162,11
Yavapai,203 - FAIR,PROPOSITION 126,,YES,,2163,1922,232,9
Yavapai,203 - FAIR,PROPOSITION 126,,NO,,1224,1102,112,10
Yavapai,203 - FAIR,PROPOSITION 127,,YES,,1183,1036,136,11
Yavapai,203 - FAIR,PROPOSITION 127,,NO,,2269,2039,220,10
Yavapai,203 - FAIR,PROPOSITION 305,,YES,,1114,962,146,6
Yavapai,203 - FAIR,PROPOSITION 305,,NO,,2249,2037,198,14
