county,precinct,office,district,candidate,party,votes,early_voting,election_day,late_early_voting,provisional,subjurisdiction
Yuma,PRECINCT 039,Justice of the Peace Prec. 1,,UNDER VOTES,,25,17,3,4,0,Prec. 1
Yuma,PRECINCT 040,Justice of the Peace Prec. 1,,UNDER VOTES,,24,16,3,4,0,Prec. 1
Yuma,PRECINCT 041,Justice of the Peace Prec. 1,,UNDER VOTES,,26,17,3,4,0,Prec. 1
Yuma,PRECINCT 042,Justice of the Peace Prec. 1,,UNDER VOTES,,32,18,7,6,0,Prec. 1
Yuma,PRECINCT 043,Justice of the Peace Prec. 1,,UNDER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 044,Justice of the Peace Prec. 1,,UNDER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 005,Justice of the Peace Prec. 2,,"GUERRERO, JUAN MANUEL",DEM,68,43,12,10,1,Prec. 2
Yuma,PRECINCT 006,Justice of the Peace Prec. 2,,"GUERRERO, JUAN MANUEL",DEM,80,37,21,21,1,Prec. 2
Yuma,PRECINCT 007,Justice of the Peace Prec. 2,,"GUERRERO, JUAN MANUEL",DEM,120,55,32,30,2,Prec. 2
Yuma,PRECINCT 021,Justice of the Peace Prec. 2,,"GUERRERO, JUAN MANUEL",DEM,1,0,0,0,0,Prec. 2
Yuma,PRECINCT 028,Justice of the Peace Prec. 2,,"GUERRERO, JUAN MANUEL",DEM,22,12,5,4,0,Prec. 2
Yuma,PRECINCT 029,Justice of the Peace Prec. 2,,"GUERRERO, JUAN MANUEL",DEM,118,55,32,30,1,Prec. 2
Yuma,PRECINCT 030,Justice of the Peace Prec. 2,,"GUERRERO, JUAN MANUEL",DEM,113,50,28,33,0,Prec. 2
Yuma,PRECINCT 031,Justice of the Peace Prec. 2,,"GUERRERO, JUAN MANUEL",DEM,148,59,38,48,1,Prec. 2
Yuma,PRECINCT 032,Justice of the Peace Prec. 2,,"GUERRERO, JUAN MANUEL",DEM,44,24,11,8,0,Prec. 2
Yuma,PRECINCT 033,Justice of the Peace Prec. 2,,"GUERRERO, JUAN MANUEL",DEM,20,11,5,3,0,Prec. 2
Yuma,PRECINCT 005,Justice of the Peace Prec. 2,,WRITE-IN,NON,3,2,1,0,0,Prec. 2
Yuma,PRECINCT 006,Justice of the Peace Prec. 2,,WRITE-IN,NON,1,0,0,0,0,Prec. 2
Yuma,PRECINCT 007,Justice of the Peace Prec. 2,,WRITE-IN,NON,0,0,0,0,0,Prec. 2
Yuma,PRECINCT 021,Justice of the Peace Prec. 2,,WRITE-IN,NON,0,0,0,0,0,Prec. 2
Yuma,PRECINCT 028,Justice of the Peace Prec. 2,,WRITE-IN,NON,0,0,0,0,0,Prec. 2
Yuma,PRECINCT 029,Justice of the Peace Prec. 2,,WRITE-IN,NON,0,0,0,0,0,Prec. 2
Yuma,PRECINCT 030,Justice of the Peace Prec. 2,,WRITE-IN,NON,1,0,0,0,0,Prec. 2
Yuma,PRECINCT 031,Justice of the Peace Prec. 2,,WRITE-IN,NON,2,1,0,0,0,Prec. 2
Yuma,PRECINCT 032,Justice of the Peace Prec. 2,,WRITE-IN,NON,0,0,0,0,0,Prec. 2
Yuma,PRECINCT 033,Justice of the Peace Prec. 2,,WRITE-IN,NON,1,0,0,0,0,Prec. 2
Yuma,PRECINCT 005,Justice of the Peace Prec. 2,,OVER VOTES,,0,0,0,0,0,Prec. 2
Yuma,PRECINCT 006,Justice of the Peace Prec. 2,,OVER VOTES,,0,0,0,0,0,Prec. 2
Yuma,PRECINCT 007,Justice of the Peace Prec. 2,,OVER VOTES,,0,0,0,0,0,Prec. 2
Yuma,PRECINCT 021,Justice of the Peace Prec. 2,,OVER VOTES,,0,0,0,0,0,Prec. 2
Yuma,PRECINCT 028,Justice of the Peace Prec. 2,,OVER VOTES,,0,0,0,0,0,Prec. 2
Yuma,PRECINCT 029,Justice of the Peace Prec. 2,,OVER VOTES,,0,0,0,0,0,Prec. 2
Yuma,PRECINCT 030,Justice of the Peace Prec. 2,,OVER VOTES,,0,0,0,0,0,Prec. 2
Yuma,PRECINCT 031,Justice of the Peace Prec. 2,,OVER VOTES,,0,0,0,0,0,Prec. 2
Yuma,PRECINCT 032,Justice of the Peace Prec. 2,,OVER VOTES,,0,0,0,0,0,Prec. 2
Yuma,PRECINCT 033,Justice of the Peace Prec. 2,,OVER VOTES,,0,0,0,0,0,Prec. 2
Yuma,PRECINCT 005,Justice of the Peace Prec. 2,,UNDER VOTES,,50,35,7,7,0,Prec. 2
Yuma,PRECINCT 006,Justice of the Peace Prec. 2,,UNDER VOTES,,21,13,4,3,0,Prec. 2
Yuma,PRECINCT 007,Justice of the Peace Prec. 2,,UNDER VOTES,,11,6,3,1,0,Prec. 2
Yuma,PRECINCT 021,Justice of the Peace Prec. 2,,UNDER VOTES,,0,0,0,0,0,Prec. 2
Yuma,PRECINCT 028,Justice of the Peace Prec. 2,,UNDER VOTES,,7,4,1,1,0,Prec. 2
Yuma,PRECINCT 029,Justice of the Peace Prec. 2,,UNDER VOTES,,13,6,2,4,0,Prec. 2
Yuma,PRECINCT 030,Justice of the Peace Prec. 2,,UNDER VOTES,,10,5,2,3,0,Prec. 2
Yuma,PRECINCT 031,Justice of the Peace Prec. 2,,UNDER VOTES,,16,8,2,4,0,Prec. 2
Yuma,PRECINCT 032,Justice of the Peace Prec. 2,,UNDER VOTES,,13,9,2,1,0,Prec. 2
Yuma,PRECINCT 033,Justice of the Peace Prec. 2,,UNDER VOTES,,13,10,2,1,0,Prec. 2
Yuma,PRECINCT 019,Justice of the Peace Prec. 3,,"JONES, RUSS",REP,6,5,1,0,0,Prec. 3
Yuma,PRECINCT 020,Justice of the Peace Prec. 3,,"JONES, RUSS",REP,112,68,30,12,1,Prec. 3
Yuma,PRECINCT 019,Justice of the Peace Prec. 3,,WRITE-IN,NON,0,0,0,0,0,Prec. 3
Yuma,PRECINCT 020,Justice of the Peace Prec. 3,,WRITE-IN,NON,1,1,0,0,0,Prec. 3
Yuma,PRECINCT 019,Justice of the Peace Prec. 3,,OVER VOTES,,0,0,0,0,0,Prec. 3
Yuma,PRECINCT 020,Justice of the Peace Prec. 3,,OVER VOTES,,0,0,0,0,0,Prec. 3
Yuma,PRECINCT 019,Justice of the Peace Prec. 3,,UNDER VOTES,,1,0,0,0,0,Prec. 3
Yuma,PRECINCT 020,Justice of the Peace Prec. 3,,UNDER VOTES,,19,13,3,2,0,Prec. 3
Yuma,PRECINCT 001,Constable Prec. 1,,"NOZAR, JOHN",REP,30,20,6,3,0,Prec. 1
Yuma,PRECINCT 002,Constable Prec. 1,,"NOZAR, JOHN",REP,40,24,11,4,0,Prec. 1
Yuma,PRECINCT 003,Constable Prec. 1,,"NOZAR, JOHN",REP,37,24,7,5,0,Prec. 1
Yuma,PRECINCT 004,Constable Prec. 1,,"NOZAR, JOHN",REP,117,76,24,14,1,Prec. 1
Yuma,PRECINCT 008,Constable Prec. 1,,"NOZAR, JOHN",REP,63,49,8,5,0,Prec. 1
Yuma,PRECINCT 009,Constable Prec. 1,,"NOZAR, JOHN",REP,97,60,21,14,1,Prec. 1
Yuma,PRECINCT 010,Constable Prec. 1,,"NOZAR, JOHN",REP,175,124,29,18,3,Prec. 1
Yuma,PRECINCT 011,Constable Prec. 1,,"NOZAR, JOHN",REP,94,55,24,12,1,Prec. 1
Yuma,PRECINCT 012,Constable Prec. 1,,"NOZAR, JOHN",REP,104,74,18,10,0,Prec. 1
Yuma,PRECINCT 013,Constable Prec. 1,,"NOZAR, JOHN",REP,53,32,11,8,1,Prec. 1
Yuma,PRECINCT 014,Constable Prec. 1,,"NOZAR, JOHN",REP,21,13,6,1,0,Prec. 1
Yuma,PRECINCT 015,Constable Prec. 1,,"NOZAR, JOHN",REP,105,70,23,9,1,Prec. 1
Yuma,PRECINCT 016,Constable Prec. 1,,"NOZAR, JOHN",REP,74,48,15,8,1,Prec. 1
Yuma,PRECINCT 017,Constable Prec. 1,,"NOZAR, JOHN",REP,147,105,27,13,2,Prec. 1
Yuma,PRECINCT 018,Constable Prec. 1,,"NOZAR, JOHN",REP,12,7,3,0,0,Prec. 1
Yuma,PRECINCT 022,Constable Prec. 1,,"NOZAR, JOHN",REP,115,78,24,10,1,Prec. 1
Yuma,PRECINCT 023,Constable Prec. 1,,"NOZAR, JOHN",REP,110,84,17,8,1,Prec. 1
Yuma,PRECINCT 024,Constable Prec. 1,,"NOZAR, JOHN",REP,283,224,38,17,2,Prec. 1
Yuma,PRECINCT 025,Constable Prec. 1,,"NOZAR, JOHN",REP,155,113,25,14,1,Prec. 1
Yuma,PRECINCT 026,Constable Prec. 1,,"NOZAR, JOHN",REP,20,12,3,3,0,Prec. 1
Yuma,PRECINCT 027,Constable Prec. 1,,"NOZAR, JOHN",REP,37,24,8,4,0,Prec. 1
Yuma,PRECINCT 034,Constable Prec. 1,,"NOZAR, JOHN",REP,35,23,7,4,0,Prec. 1
Yuma,PRECINCT 035,Constable Prec. 1,,"NOZAR, JOHN",REP,75,49,17,7,1,Prec. 1
Yuma,PRECINCT 036,Constable Prec. 1,,"NOZAR, JOHN",REP,87,57,18,11,1,Prec. 1
Yuma,PRECINCT 037,Constable Prec. 1,,"NOZAR, JOHN",REP,62,41,14,5,1,Prec. 1
Yuma,PRECINCT 038,Constable Prec. 1,,"NOZAR, JOHN",REP,73,45,16,10,1,Prec. 1
Yuma,PRECINCT 039,Constable Prec. 1,,"NOZAR, JOHN",REP,81,54,17,8,1,Prec. 1
Yuma,PRECINCT 040,Constable Prec. 1,,"NOZAR, JOHN",REP,84,59,16,8,0,Prec. 1
Yuma,PRECINCT 041,Constable Prec. 1,,"NOZAR, JOHN",REP,96,59,21,15,0,Prec. 1
Yuma,PRECINCT 042,Constable Prec. 1,,"NOZAR, JOHN",REP,95,59,18,16,1,Prec. 1
Yuma,PRECINCT 043,Constable Prec. 1,,"NOZAR, JOHN",REP,2,1,0,0,0,Prec. 1
Yuma,PRECINCT 044,Constable Prec. 1,,"NOZAR, JOHN",REP,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 001,Constable Prec. 1,,WRITE-IN,NON,1,0,0,0,0,Prec. 1
Yuma,PRECINCT 002,Constable Prec. 1,,WRITE-IN,NON,1,0,0,0,0,Prec. 1
Yuma,PRECINCT 003,Constable Prec. 1,,WRITE-IN,NON,1,0,0,0,0,Prec. 1
Yuma,PRECINCT 004,Constable Prec. 1,,WRITE-IN,NON,5,2,2,0,0,Prec. 1
Yuma,PRECINCT 008,Constable Prec. 1,,WRITE-IN,NON,1,0,0,0,0,Prec. 1
Yuma,PRECINCT 009,Constable Prec. 1,,WRITE-IN,NON,1,0,0,0,0,Prec. 1
Yuma,PRECINCT 010,Constable Prec. 1,,WRITE-IN,NON,3,2,1,0,0,Prec. 1
Yuma,PRECINCT 011,Constable Prec. 1,,WRITE-IN,NON,2,0,0,0,0,Prec. 1
Yuma,PRECINCT 012,Constable Prec. 1,,WRITE-IN,NON,1,1,0,0,0,Prec. 1
Yuma,PRECINCT 013,Constable Prec. 1,,WRITE-IN,NON,2,0,1,0,0,Prec. 1
Yuma,PRECINCT 014,Constable Prec. 1,,WRITE-IN,NON,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 015,Constable Prec. 1,,WRITE-IN,NON,1,1,0,0,0,Prec. 1
Yuma,PRECINCT 016,Constable Prec. 1,,WRITE-IN,NON,2,1,0,0,0,Prec. 1
Yuma,PRECINCT 017,Constable Prec. 1,,WRITE-IN,NON,3,2,0,0,0,Prec. 1
Yuma,PRECINCT 018,Constable Prec. 1,,WRITE-IN,NON,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 022,Constable Prec. 1,,WRITE-IN,NON,1,0,0,0,0,Prec. 1
Yuma,PRECINCT 023,Constable Prec. 1,,WRITE-IN,NON,1,1,0,0,0,Prec. 1
Yuma,PRECINCT 024,Constable Prec. 1,,WRITE-IN,NON,2,2,0,0,0,Prec. 1
Yuma,PRECINCT 025,Constable Prec. 1,,WRITE-IN,NON,1,1,0,0,0,Prec. 1
Yuma,PRECINCT 026,Constable Prec. 1,,WRITE-IN,NON,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 027,Constable Prec. 1,,WRITE-IN,NON,1,0,0,0,0,Prec. 1
Yuma,PRECINCT 034,Constable Prec. 1,,WRITE-IN,NON,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 035,Constable Prec. 1,,WRITE-IN,NON,1,0,0,0,0,Prec. 1
Yuma,PRECINCT 036,Constable Prec. 1,,WRITE-IN,NON,3,1,0,0,0,Prec. 1
Yuma,PRECINCT 037,Constable Prec. 1,,WRITE-IN,NON,3,1,1,0,0,Prec. 1
Yuma,PRECINCT 038,Constable Prec. 1,,WRITE-IN,NON,2,1,1,0,0,Prec. 1
Yuma,PRECINCT 039,Constable Prec. 1,,WRITE-IN,NON,2,0,1,0,0,Prec. 1
Yuma,PRECINCT 040,Constable Prec. 1,,WRITE-IN,NON,1,0,0,0,0,Prec. 1
Yuma,PRECINCT 041,Constable Prec. 1,,WRITE-IN,NON,2,1,0,0,0,Prec. 1
Yuma,PRECINCT 042,Constable Prec. 1,,WRITE-IN,NON,4,2,1,0,0,Prec. 1
Yuma,PRECINCT 043,Constable Prec. 1,,WRITE-IN,NON,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 044,Constable Prec. 1,,WRITE-IN,NON,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 001,Constable Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 002,Constable Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 003,Constable Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 004,Constable Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 008,Constable Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 009,Constable Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 010,Constable Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 011,Constable Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 012,Constable Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 013,Constable Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 014,Constable Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 015,Constable Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 016,Constable Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 017,Constable Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 018,Constable Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 022,Constable Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 023,Constable Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 024,Constable Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 025,Constable Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 026,Constable Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 027,Constable Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 034,Constable Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 035,Constable Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 036,Constable Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 037,Constable Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 038,Constable Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 039,Constable Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 040,Constable Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 041,Constable Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 042,Constable Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 043,Constable Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 044,Constable Prec. 1,,OVER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 001,Constable Prec. 1,,UNDER VOTES,,14,7,3,2,0,Prec. 1
Yuma,PRECINCT 002,Constable Prec. 1,,UNDER VOTES,,16,8,4,3,0,Prec. 1
Yuma,PRECINCT 003,Constable Prec. 1,,UNDER VOTES,,14,8,3,1,0,Prec. 1
Yuma,PRECINCT 004,Constable Prec. 1,,UNDER VOTES,,51,33,8,8,1,Prec. 1
Yuma,PRECINCT 008,Constable Prec. 1,,UNDER VOTES,,13,11,1,0,0,Prec. 1
Yuma,PRECINCT 009,Constable Prec. 1,,UNDER VOTES,,18,11,2,3,0,Prec. 1
Yuma,PRECINCT 010,Constable Prec. 1,,UNDER VOTES,,43,30,5,5,1,Prec. 1
Yuma,PRECINCT 011,Constable Prec. 1,,UNDER VOTES,,27,17,5,4,0,Prec. 1
Yuma,PRECINCT 012,Constable Prec. 1,,UNDER VOTES,,20,14,3,2,0,Prec. 1
Yuma,PRECINCT 013,Constable Prec. 1,,UNDER VOTES,,20,13,4,2,0,Prec. 1
Yuma,PRECINCT 014,Constable Prec. 1,,UNDER VOTES,,6,3,1,0,0,Prec. 1
Yuma,PRECINCT 015,Constable Prec. 1,,UNDER VOTES,,30,20,4,3,1,Prec. 1
Yuma,PRECINCT 016,Constable Prec. 1,,UNDER VOTES,,22,14,3,3,0,Prec. 1
Yuma,PRECINCT 017,Constable Prec. 1,,UNDER VOTES,,32,23,4,3,0,Prec. 1
Yuma,PRECINCT 018,Constable Prec. 1,,UNDER VOTES,,1,0,0,0,0,Prec. 1
Yuma,PRECINCT 022,Constable Prec. 1,,UNDER VOTES,,28,19,4,4,0,Prec. 1
Yuma,PRECINCT 023,Constable Prec. 1,,UNDER VOTES,,25,21,2,1,0,Prec. 1
Yuma,PRECINCT 024,Constable Prec. 1,,UNDER VOTES,,60,50,6,3,0,Prec. 1
Yuma,PRECINCT 025,Constable Prec. 1,,UNDER VOTES,,36,28,3,3,0,Prec. 1
Yuma,PRECINCT 026,Constable Prec. 1,,UNDER VOTES,,6,4,0,1,0,Prec. 1
Yuma,PRECINCT 027,Constable Prec. 1,,UNDER VOTES,,10,5,2,2,0,Prec. 1
Yuma,PRECINCT 034,Constable Prec. 1,,UNDER VOTES,,6,4,0,1,0,Prec. 1
Yuma,PRECINCT 035,Constable Prec. 1,,UNDER VOTES,,22,16,3,3,0,Prec. 1
Yuma,PRECINCT 036,Constable Prec. 1,,UNDER VOTES,,27,17,6,3,0,Prec. 1
Yuma,PRECINCT 037,Constable Prec. 1,,UNDER VOTES,,25,13,6,4,0,Prec. 1
Yuma,PRECINCT 038,Constable Prec. 1,,UNDER VOTES,,27,18,3,4,0,Prec. 1
Yuma,PRECINCT 039,Constable Prec. 1,,UNDER VOTES,,26,17,3,4,0,Prec. 1
Yuma,PRECINCT 040,Constable Prec. 1,,UNDER VOTES,,26,17,3,4,0,Prec. 1
Yuma,PRECINCT 041,Constable Prec. 1,,UNDER VOTES,,28,18,4,5,0,Prec. 1
Yuma,PRECINCT 042,Constable Prec. 1,,UNDER VOTES,,34,19,7,6,0,Prec. 1
Yuma,PRECINCT 043,Constable Prec. 1,,UNDER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 044,Constable Prec. 1,,UNDER VOTES,,0,0,0,0,0,Prec. 1
Yuma,PRECINCT 005,Constable Prec. 2,,"TORRES, RAFAEL JR.",DEM,67,43,12,10,1,Prec. 2
Yuma,PRECINCT 006,Constable Prec. 2,,"TORRES, RAFAEL JR.",DEM,79,36,21,20,1,Prec. 2
Yuma,PRECINCT 007,Constable Prec. 2,,"TORRES, RAFAEL JR.",DEM,118,55,31,29,2,Prec. 2
Yuma,PRECINCT 021,Constable Prec. 2,,"TORRES, RAFAEL JR.",DEM,0,0,0,0,0,Prec. 2
Yuma,PRECINCT 028,Constable Prec. 2,,"TORRES, RAFAEL JR.",DEM,21,12,5,4,0,Prec. 2
Yuma,PRECINCT 029,Constable Prec. 2,,"TORRES, RAFAEL JR.",DEM,117,54,30,31,1,Prec. 2
Yuma,PRECINCT 030,Constable Prec. 2,,"TORRES, RAFAEL JR.",DEM,112,51,28,32,0,Prec. 2
Yuma,PRECINCT 031,Constable Prec. 2,,"TORRES, RAFAEL JR.",DEM,146,59,37,47,1,Prec. 2
Yuma,PRECINCT 032,Constable Prec. 2,,"TORRES, RAFAEL JR.",DEM,43,24,11,7,0,Prec. 2
Yuma,PRECINCT 033,Constable Prec. 2,,"TORRES, RAFAEL JR.",DEM,20,12,5,2,0,Prec. 2
Yuma,PRECINCT 005,Constable Prec. 2,,WRITE-IN,NON,4,2,0,0,0,Prec. 2
Yuma,PRECINCT 006,Constable Prec. 2,,WRITE-IN,NON,1,0,0,0,0,Prec. 2
Yuma,PRECINCT 007,Constable Prec. 2,,WRITE-IN,NON,1,0,0,0,0,Prec. 2
Yuma,PRECINCT 021,Constable Prec. 2,,WRITE-IN,NON,0,0,0,0,0,Prec. 2
Yuma,PRECINCT 028,Constable Prec. 2,,WRITE-IN,NON,0,0,0,0,0,Prec. 2
Yuma,PRECINCT 029,Constable Prec. 2,,WRITE-IN,NON,1,0,0,0,0,Prec. 2
Yuma,PRECINCT 030,Constable Prec. 2,,WRITE-IN,NON,1,0,0,0,0,Prec. 2
Yuma,PRECINCT 031,Constable Prec. 2,,WRITE-IN,NON,3,1,0,0,0,Prec. 2
Yuma,PRECINCT 032,Constable Prec. 2,,WRITE-IN,NON,0,0,0,0,0,Prec. 2
Yuma,PRECINCT 033,Constable Prec. 2,,WRITE-IN,NON,0,0,0,0,0,Prec. 2
Yuma,PRECINCT 005,Constable Prec. 2,,OVER VOTES,,0,0,0,0,0,Prec. 2
Yuma,PRECINCT 006,Constable Prec. 2,,OVER VOTES,,0,0,0,0,0,Prec. 2
Yuma,PRECINCT 007,Constable Prec. 2,,OVER VOTES,,0,0,0,0,0,Prec. 2
Yuma,PRECINCT 021,Constable Prec. 2,,OVER VOTES,,0,0,0,0,0,Prec. 2
Yuma,PRECINCT 028,Constable Prec. 2,,OVER VOTES,,0,0,0,0,0,Prec. 2
Yuma,PRECINCT 029,Constable Prec. 2,,OVER VOTES,,0,0,0,0,0,Prec. 2
Yuma,PRECINCT 030,Constable Prec. 2,,OVER VOTES,,0,0,0,0,0,Prec. 2
Yuma,PRECINCT 031,Constable Prec. 2,,OVER VOTES,,0,0,0,0,0,Prec. 2
Yuma,PRECINCT 032,Constable Prec. 2,,OVER VOTES,,0,0,0,0,0,Prec. 2
Yuma,PRECINCT 033,Constable Prec. 2,,OVER VOTES,,0,0,0,0,0,Prec. 2
Yuma,PRECINCT 005,Constable Prec. 2,,UNDER VOTES,,51,35,7,7,0,Prec. 2
Yuma,PRECINCT 006,Constable Prec. 2,,UNDER VOTES,,23,14,4,4,0,Prec. 2
Yuma,PRECINCT 007,Constable Prec. 2,,UNDER VOTES,,13,6,4,2,0,Prec. 2
Yuma,PRECINCT 021,Constable Prec. 2,,UNDER VOTES,,0,0,0,0,0,Prec. 2
Yuma,PRECINCT 028,Constable Prec. 2,,UNDER VOTES,,8,5,1,1,0,Prec. 2
Yuma,PRECINCT 029,Constable Prec. 2,,UNDER VOTES,,13,6,3,3,0,Prec. 2
Yuma,PRECINCT 030,Constable Prec. 2,,UNDER VOTES,,11,4,2,4,0,Prec. 2
Yuma,PRECINCT 031,Constable Prec. 2,,UNDER VOTES,,16,7,3,4,0,Prec. 2
Yuma,PRECINCT 032,Constable Prec. 2,,UNDER VOTES,,14,9,2,1,0,Prec. 2
Yuma,PRECINCT 033,Constable Prec. 2,,UNDER VOTES,,13,9,2,1,0,Prec. 2
Yuma,PRECINCT 019,Constable Prec. 3,,WRITE-IN,NON,0,0,0,0,0,Prec. 3
Yuma,PRECINCT 020,Constable Prec. 3,,WRITE-IN,NON,11,6,4,1,0,Prec. 3
Yuma,PRECINCT 019,Constable Prec. 3,,OVER VOTES,,0,0,0,0,0,Prec. 3
Yuma,PRECINCT 020,Constable Prec. 3,,OVER VOTES,,0,0,0,0,0,Prec. 3
Yuma,PRECINCT 019,Constable Prec. 3,,UNDER VOTES,,7,5,1,0,0,Prec. 3
Yuma,PRECINCT 020,Constable Prec. 3,,UNDER VOTES,,122,76,30,14,2,Prec. 3
Yuma,PRECINCT 001,Retain Justice Supreme-Bolick,,YES,NON,26,17,5,2,0,
Yuma,PRECINCT 002,Retain Justice Supreme-Bolick,,YES,NON,35,20,9,4,0,
Yuma,PRECINCT 003,Retain Justice Supreme-Bolick,,YES,NON,32,20,6,4,0,
Yuma,PRECINCT 004,Retain Justice Supreme-Bolick,,YES,NON,106,71,20,12,1,
Yuma,PRECINCT 005,Retain Justice Supreme-Bolick,,YES,NON,73,49,12,10,1,
Yuma,PRECINCT 006,Retain Justice Supreme-Bolick,,YES,NON,51,25,12,12,1,
Yuma,PRECINCT 007,Retain Justice Supreme-Bolick,,YES,NON,66,29,19,15,1,
Yuma,PRECINCT 008,Retain Justice Supreme-Bolick,,YES,NON,57,44,7,5,0,
Yuma,PRECINCT 009,Retain Justice Supreme-Bolick,,YES,NON,79,49,17,12,1,
Yuma,PRECINCT 010,Retain Justice Supreme-Bolick,,YES,NON,146,106,23,14,2,
Yuma,PRECINCT 011,Retain Justice Supreme-Bolick,,YES,NON,81,48,21,10,1,
Yuma,PRECINCT 012,Retain Justice Supreme-Bolick,,YES,NON,85,60,16,7,0,
Yuma,PRECINCT 013,Retain Justice Supreme-Bolick,,YES,NON,45,28,9,7,0,
Yuma,PRECINCT 014,Retain Justice Supreme-Bolick,,YES,NON,18,11,4,1,0,
Yuma,PRECINCT 015,Retain Justice Supreme-Bolick,,YES,NON,94,63,20,8,1,
Yuma,PRECINCT 016,Retain Justice Supreme-Bolick,,YES,NON,62,41,12,6,0,
Yuma,PRECINCT 017,Retain Justice Supreme-Bolick,,YES,NON,124,89,23,10,1,
Yuma,PRECINCT 018,Retain Justice Supreme-Bolick,,YES,NON,9,6,3,0,0,
Yuma,PRECINCT 019,Retain Justice Supreme-Bolick,,YES,NON,4,3,0,0,0,
Yuma,PRECINCT 020,Retain Justice Supreme-Bolick,,YES,NON,90,54,24,9,1,
Yuma,PRECINCT 021,Retain Justice Supreme-Bolick,,YES,NON,1,0,1,0,0,
Yuma,PRECINCT 022,Retain Justice Supreme-Bolick,,YES,NON,96,66,19,8,1,
Yuma,PRECINCT 023,Retain Justice Supreme-Bolick,,YES,NON,95,73,15,6,0,
Yuma,PRECINCT 024,Retain Justice Supreme-Bolick,,YES,NON,243,196,31,13,2,
Yuma,PRECINCT 025,Retain Justice Supreme-Bolick,,YES,NON,133,99,20,11,1,
Yuma,PRECINCT 026,Retain Justice Supreme-Bolick,,YES,NON,17,10,3,3,0,
Yuma,PRECINCT 027,Retain Justice Supreme-Bolick,,YES,NON,30,19,6,4,0,
Yuma,PRECINCT 028,Retain Justice Supreme-Bolick,,YES,NON,17,10,3,2,0,
Yuma,PRECINCT 029,Retain Justice Supreme-Bolick,,YES,NON,65,34,14,15,0,
Yuma,PRECINCT 030,Retain Justice Supreme-Bolick,,YES,NON,61,30,13,17,0,
