county,office,district,party,candidate,votes,winner,write-in,notes
Santa Cruz,State House,30,DEM,Esther Sharif,1140,,,
Cochise,State House,30,REP,Marian A McClure,8332,,,
Pima,State House,30,REP,Marian A McClure,39367,,,
Santa Cruz,State House,30,REP,Marian A McClure,1078,,,
Cochise,State House,30,REP,Jonathan Paton,7608,,,
Pima,State House,30,REP,Jonathan Paton,37889,,,
Santa Cruz,State House,30,REP,Jonathan Paton,986,,,
Apache,Corporation Commissioner,,LBT,Rick Fowlkes,7131,,,
Cochise,Corporation Commissioner,,LBT,Rick Fowlkes,8552,,,
Coconino,Corporation Commissioner,,LBT,Rick Fowlkes,14426,,,
Gila,Corporation Commissioner,,LBT,Rick Fowlkes,4247,,,
Graham,Corporation Commissioner,,LBT,Rick Fowlkes,1878,,,
Greenlee,Corporation Commissioner,,LBT,Rick Fowlkes,571,,,
La Paz,Corporation Commissioner,,LBT,Rick Fowlkes,967,,,
Maricopa,Corporation Commissioner,,LBT,Rick Fowlkes,223385,,,
Mohave,Corporation Commissioner,,LBT,Rick Fowlkes,10929,,,
Navajo,Corporation Commissioner,,LBT,Rick Fowlkes,7868,,,
Pima,Corporation Commissioner,,LBT,Rick Fowlkes,75884,,,
Pinal,Corporation Commissioner,,LBT,Rick Fowlkes,12666,,,
Santa Cruz,Corporation Commissioner,,LBT,Rick Fowlkes,2491,,,
Yavapai,Corporation Commissioner,,LBT,Rick Fowlkes,16637,,,
Yuma,Corporation Commissioner,,LBT,Rick Fowlkes,6446,,,
Apache,Corporation Commissioner,,REP,Kris Mayes,12611,,,
Cochise,Corporation Commissioner,,REP,Kris Mayes,28000,,,
Coconino,Corporation Commissioner,,REP,Kris Mayes,25642,,,
Gila,Corporation Commissioner,,REP,Kris Mayes,12529,,,
Graham,Corporation Commissioner,,REP,Kris Mayes,6754,,,
Greenlee,Corporation Commissioner,,REP,Kris Mayes,1703,,,
La Paz,Corporation Commissioner,,REP,Kris Mayes,3175,,,
Maricopa,Corporation Commissioner,,REP,Kris Mayes,699805,,,
Mohave,Corporation Commissioner,,REP,Kris Mayes,34835,,,
Navajo,Corporation Commissioner,,REP,Kris Mayes,18948,,,
Pima,Corporation Commissioner,,REP,Kris Mayes,206643,,,
Pinal,Corporation Commissioner,,REP,Kris Mayes,39067,,,
Santa Cruz,Corporation Commissioner,,REP,Kris Mayes,6373,,,
Yavapai,Corporation Commissioner,,REP,Kris Mayes,56052,,,
Yuma,Corporation Commissioner,,REP,Kris Mayes,23641,,,
Apache,Corporation Commissioner,,DEM,Mark Manoil,11279,,,
Cochise,Corporation Commissioner,,DEM,Mark Manoil,14441,,,
Coconino,Corporation Commissioner,,DEM,Mark Manoil,20488,,,
Gila,Corporation Commissioner,,DEM,Mark Manoil,7284,,,
Graham,Corporation Commissioner,,DEM,Mark Manoil,3115,,,
Greenlee,Corporation Commissioner,,DEM,Mark Manoil,1153,,,
La Paz,Corporation Commissioner,,DEM,Mark Manoil,1495,,,
Maricopa,Corporation Commissioner,,DEM,Mark Manoil,353425,,,
Mohave,Corporation Commissioner,,DEM,Mark Manoil,15393,,,
Navajo,Corporation Commissioner,,DEM,Mark Manoil,11064,,,
Pima,Corporation Commissioner,,DEM,Mark Manoil,136432,,,
Pinal,Corporation Commissioner,,DEM,Mark Manoil,21824,,,
Santa Cruz,Corporation Commissioner,,DEM,Mark Manoil,5065,,,
Yavapai,Corporation Commissioner,,DEM,Mark Manoil,25478,,,
Yuma,Corporation Commissioner,,DEM,Mark Manoil,12499,,,
Apache,Corporation Commissioner,,DEM,Nina Trasoff,11515,,,
Cochise,Corporation Commissioner,,DEM,Nina Trasoff,17394,,,
Coconino,Corporation Commissioner,,DEM,Nina Trasoff,22643,,,
Gila,Corporation Commissioner,,DEM,Nina Trasoff,8435,,,
Graham,Corporation Commissioner,,DEM,Nina Trasoff,3677,,,
Greenlee,Corporation Commissioner,,DEM,Nina Trasoff,1309,,,
La Paz,Corporation Commissioner,,DEM,Nina Trasoff,1713,,,
Maricopa,Corporation Commissioner,,DEM,Nina Trasoff,394513,,,
Mohave,Corporation Commissioner,,DEM,Nina Trasoff,17571,,,
Navajo,Corporation Commissioner,,DEM,Nina Trasoff,12379,,,
Pima,Corporation Commissioner,,DEM,Nina Trasoff,179234,,,
Pinal,Corporation Commissioner,,DEM,Nina Trasoff,24913,,,
Santa Cruz,Corporation Commissioner,,DEM,Nina Trasoff,6271,,,
Yavapai,Corporation Commissioner,,DEM,Nina Trasoff,28895,,,
Yuma,Corporation Commissioner,,DEM,Nina Trasoff,13786,,,
Apache,Corporation Commissioner,,REP,Mike Gleason,6385,,,
Cochise,Corporation Commissioner,,REP,Mike Gleason,19767,,,
Coconino,Corporation Commissioner,,REP,Mike Gleason,15929,,,
Gila,Corporation Commissioner,,REP,Mike Gleason,8244,,,
Graham,Corporation Commissioner,,REP,Mike Gleason,4700,,,
Greenlee,Corporation Commissioner,,REP,Mike Gleason,897,,,
La Paz,Corporation Commissioner,,REP,Mike Gleason,2263,,,
Maricopa,Corporation Commissioner,,REP,Mike Gleason,527396,,,
Mohave,Corporation Commissioner,,REP,Mike Gleason,26708,,,
Navajo,Corporation Commissioner,,REP,Mike Gleason,11871,,,
Pima,Corporation Commissioner,,REP,Mike Gleason,132137,,,
Pinal,Corporation Commissioner,,REP,Mike Gleason,24941,,,
Santa Cruz,Corporation Commissioner,,REP,Mike Gleason,3423,,,
Yavapai,Corporation Commissioner,,REP,Mike Gleason,41386,,,
Yuma,Corporation Commissioner,,REP,Mike Gleason,16771,,,
Apache,Corporation Commissioner,,REP,Jeff Hatch-Miller,6461,,,
Cochise,Corporation Commissioner,,REP,Jeff Hatch-Miller,19401,,,
Coconino,Corporation Commissioner,,REP,Jeff Hatch-Miller,16413,,,
Gila,Corporation Commissioner,,REP,Jeff Hatch-Miller,8919,,,
Graham,Corporation Commissioner,,REP,Jeff Hatch-Miller,4644,,,
Greenlee,Corporation Commissioner,,REP,Jeff Hatch-Miller,972,,,
La Paz,Corporation Commissioner,,REP,Jeff Hatch-Miller,2178,,,
Maricopa,Corporation Commissioner,,REP,Jeff Hatch-Miller,553003,,,
Mohave,Corporation Commissioner,,REP,Jeff Hatch-Miller,25328,,,
Navajo,Corporation Commissioner,,REP,Jeff Hatch-Miller,12915,,,
Pima,Corporation Commissioner,,REP,Jeff Hatch-Miller,142089,,,
Pinal,Corporation Commissioner,,REP,Jeff Hatch-Miller,27337,,,
Santa Cruz,Corporation Commissioner,,REP,Jeff Hatch-Miller,3195,,,
Yavapai,Corporation Commissioner,,REP,Jeff Hatch-Miller,43787,,,
Yuma,Corporation Commissioner,,REP,Jeff Hatch-Miller,15152,,,
Apache,Corporation Commissioner,,REP,Bill Mundell,5831,,,
Cochise,Corporation Commissioner,,REP,Bill Mundell,20364,,,
Coconino,Corporation Commissioner,,REP,Bill Mundell,18864,,,
Gila,Corporation Commissioner,,REP,Bill Mundell,9124,,,
Graham,Corporation Commissioner,,REP,Bill Mundell,4719,,,
Greenlee,Corporation Commissioner,,REP,Bill Mundell,961,,,
La Paz,Corporation Commissioner,,REP,Bill Mundell,2292,,,
Maricopa,Corporation Commissioner,,REP,Bill Mundell,545302,,,
Mohave,Corporation Commissioner,,REP,Bill Mundell,26958,,,
Navajo,Corporation Commissioner,,REP,Bill Mundell,13376,,,
Pima,Corporation Commissioner,,REP,Bill Mundell,140942,,,
Pinal,Corporation Commissioner,,REP,Bill Mundell,27036,,,
Santa Cruz,Corporation Commissioner,,REP,Bill Mundell,3155,,,
Yavapai,Corporation Commissioner,,REP,Bill Mundell,45155,,,
Yuma,Corporation Commissioner,,REP,Bill Mundell,16052,,,
