county,office,district,party,candidate,votes,winner,write-in,notes
Navajo,President,,DEM,Dick Gephardt,27,,,
Pima,President,,DEM,Dick Gephardt,139,,,
Pinal,President,,DEM,Dick Gephardt,32,,,
Santa Cruz,President,,DEM,Dick Gephardt,2,,,
Yavapai,President,,DEM,Dick Gephardt,26,,,
Yuma,President,,DEM,Dick Gephardt,52,,,
,President,,DEM,Dick Gephardt,755,,,
Apache,President,,DEM,John F. Kerry,1651,,,
Cochise,President,,DEM,John F. Kerry,2484,,,
Coconino,President,,DEM,John F. Kerry,2358,,,
Gila,President,,DEM,John F. Kerry,1332,,,
Graham,President,,DEM,John F. Kerry,567,,,
Greenlee,President,,DEM,John F. Kerry,283,,,
La Paz,President,,DEM,John F. Kerry,292,,,
Maricopa,President,,DEM,John F. Kerry,51154,,,
Mohave,President,,DEM,John F. Kerry,2808,,,
Navajo,President,,DEM,John F. Kerry,1488,,,
Pima,President,,DEM,John F. Kerry,26605,,,
Pinal,President,,DEM,John F. Kerry,3643,,,
Santa Cruz,President,,DEM,John F. Kerry,637,,,
Yavapai,President,,DEM,John F. Kerry,4267,,,
Yuma,President,,DEM,John F. Kerry,2240,,,
,President,,DEM,John F. Kerry,101809,,,
Apache,President,,OEM,Dennis J. Kucinich,32,,,
Cochise,President,,OEM,Dennis J. Kucinich,112,,,
Coconino,President,,OEM,Dennis J. Kucinich,268,,,
Gila,President,,OEM,Dennis J. Kucinich,17,,,
Graham,President,,OEM,Dennis J. Kucinich,9,,,
Greenlee,President,,OEM,Dennis J. Kucinich,0,,,
La Paz,President,,OEM,Dennis J. Kucinich,5,,,
Maricopa,President,,OEM,Dennis J. Kucinich,1328,,,
Mohave,President,,OEM,Dennis J. Kucinich,30,,,
Navajo,President,,OEM,Dennis J. Kucinich,36,,,
Pima,President,,OEM,Dennis J. Kucinich,1623,,,
Pinal,President,,OEM,Dennis J. Kucinich,58,,,
Santa Cruz,President,,OEM,Dennis J. Kucinich,24,,,
Yavapai,President,,OEM,Dennis J. Kucinich,335,,,
Yuma,President,,OEM,Dennis J. Kucinich,19,,,
,President,,OEM,Dennis J. Kucinich,3896,,,
Apache,President,,DEM,Joe Lieberman,923,,,
Cochise,President,,DEM,Joe Lieberman,288,,,
Coconino,President,,DEM,Joe Lieberman,455,,,
Gila,President,,DEM,Joe Lieberman,232,,,
Graham,President,,DEM,Joe Lieberman,122,,,
Greenlee,President,,DEM,Joe Lieberman,41,,,
La Paz,President,,DEM,Joe Lieberman,54,,,
Maricopa,President,,DEM,Joe Lieberman,7984,,,
Mohave,President,,DEM,Joe Lieberman,296,,,
Navajo,President,,DEM,Joe Lieberman,661,,,
Pima,President,,DEM,Joe Lieberman,3140,,,
Pinal,President,,DEM,Joe Lieberman,505,,,
Santa Cruz,President,,DEM,Joe Lieberman,136,,,
Yavapai,President,,DEM,Joe Lieberman,471,,,
Yuma,President,,DEM,Joe Lieberman,598,,,
,President,,DEM,Joe Lieberman,15906,,,
Apache,President,,DEM,Lyndon Larouche,38,,,
Cochise,President,,DEM,Lyndon Larouche,6,,,
Coconino,President,,DEM,Lyndon Larouche,35,,,
Gila,President,,DEM,Lyndon Larouche,8,,,
Graham,President,,DEM,Lyndon Larouche,4,,,
Greenlee,President,,DEM,Lyndon Larouche,1,,,
La Paz,President,,DEM,Lyndon Larouche,1,,,
Maricopa,President,,DEM,Lyndon Larouche,74,,,
Mohave,President,,DEM,Lyndon Larouche,1,,,
Navajo,President,,DEM,Lyndon Larouche,50,,,
Pima,President,,DEM,Lyndon Larouche,41,,,
Pinal,President,,DEM,Lyndon Larouche,14,,,
Santa Cruz,President,,DEM,Lyndon Larouche,2,,,
Yavapai,President,,DEM,Lyndon Larouche,5,,,
Yuma,President,,DEM,Lyndon Larouche,15,,,
,President,,DEM,Lyndon Larouche,295,,,
Apache,President,,DEM,Huda Muhammad,22,,,
Cochise,President,,DEM,Huda Muhammad,2,,,
Coconino,President,,DEM,Huda Muhammad,21,,,
Gila,President,,DEM,Huda Muhammad,2,,,
Graham,President,,DEM,Huda Muhammad,0,,,
Greenlee,President,,DEM,Huda Muhammad,0,,,
La Paz,President,,DEM,Huda Muhammad,0,,,
Maricopa,President,,DEM,Huda Muhammad,21,,,
Mohave,President,,DEM,Huda Muhammad,5,,,
Navajo,President,,DEM,Huda Muhammad,19,,,
Pima,President,,DEM,Huda Muhammad,14,,,
Pinal,President,,DEM,Huda Muhammad,5,,,
Santa Cruz,President,,DEM,Huda Muhammad,0,,,
Yavapai,President,,DEM,Huda Muhammad,1,,,
Yuma,President,,DEM,Huda Muhammad,7,,,
,President,,DEM,Huda Muhammad,119,,,
Apache,President,,DEM,Fern Penna,27,,,
Cochise,President,,DEM,Fern Penna,3,,,
Coconino,President,,DEM,Fern Penna,15,,,
Gila,President,,DEM,Fern Penna,9,,,
Graham,President,,DEM,Fern Penna,5,,,
Greenlee,President,,DEM,Fern Penna,1,,,
La Paz,President,,DEM,Fern Penna,2,,,
Maricopa,President,,DEM,Fern Penna,48,,,
Mohave,President,,DEM,Fern Penna,1,,,
Navajo,President,,DEM,Fern Penna,25,,,
Pima,President,,DEM,Fern Penna,26,,,
Pinal,President,,DEM,Fern Penna,16,,,
Santa Cruz,President,,DEM,Fern Penna,2,,,
Yavapai,President,,DEM,Fern Penna,3,,,
Yuma,President,,DEM,Fern Penna,25,,,
,President,,DEM,Fern Penna,208,,,
Apache,President,,OEM,Al Sharpton,23,,,
Cochise,President,,OEM,Al Sharpton,28,,,
Coconino,President,,OEM,Al Sharpton,37,,,
Gila,President,,OEM,Al Sharpton,16,,,
Graham,President,,OEM,Al Sharpton,9,,,
Greenlee,President,,OEM,Al Sharpton,5,,,
La Paz,President,,OEM,Al Sharpton,4,,,
Maricopa,President,,OEM,Al Sharpton,660,,,
Mohave,President,,OEM,Al Sharpton,21,,,
Navajo,President,,OEM,Al Sharpton,37,,,
Pima,President,,OEM,Al Sharpton,234,,,
Pinal,President,,OEM,Al Sharpton,33,,,
Santa Cruz,President,,OEM,Al Sharpton,4,,,
Yavapai,President,,OEM,Al Sharpton,36,,,
Yuma,President,,OEM,Al Sharpton,30,,,
,President,,OEM,Al Sharpton,1177,,,
Apache,President,,DEM,Evelyn L. Vitullo,10,,,
Cochise,President,,DEM,Evelyn L. Vitullo,5,,,
Coconino,President,,DEM,Evelyn L. Vitullo,5,,,
Gila,President,,DEM,Evelyn L. Vitullo,5,,,
Graham,President,,DEM,Evelyn L. Vitullo,1,,,
Greenlee,President,,DEM,Evelyn L. Vitullo,1,,,
La Paz,President,,DEM,Evelyn L. Vitullo,0,,,
Maricopa,President,,DEM,Evelyn L. Vitullo,38,,,
Mohave,President,,DEM,Evelyn L. Vitullo,3,,,
Navajo,President,,DEM,Evelyn L. Vitullo,8,,,
Pima,President,,DEM,Evelyn L. Vitullo,24,,,
Pinal,President,,DEM,Evelyn L. Vitullo,5,,,
Santa Cruz,President,,DEM,Evelyn L. Vitullo,0,,,
Yavapai,President,,DEM,Evelyn L. Vitullo,2,,,
Yuma,President,,DEM,Evelyn L. Vitullo,10,,,
,President,,DEM,Evelyn L. Vitullo,117,,,
Apache,President,,DEM,Bill Wyatt,43,,,
Cochise,President,,DEM,Bill Wyatt,2,,,
Coconino,President,,DEM,Bill Wyatt,22,,,
Gila,President,,DEM,Bill Wyatt,11,,,
Graham,President,,DEM,Bill Wyatt,3,,,
Greenlee,President,,DEM,Bill Wyatt,2,,,
La Paz,President,,DEM,Bill Wyatt,2,,,
Maricopa,President,,DEM,Bill Wyatt,39,,,
Mohave,President,,DEM,Bill Wyatt,6,,,
Navajo,President,,DEM,Bill Wyatt,42,,,
Pima,President,,DEM,Bill Wyatt,24,,,
Pinal,President,,DEM,Bill Wyatt,18,,,
Santa Cruz,President,,DEM,Bill Wyatt,0,,,
Yavapai,President,,DEM,Bill Wyatt,5,,,
Yuma,President,,DEM,Bill Wyatt,14,,,
,President,,DEM,Bill Wyatt,233,,,
